trade_id,symbol,timeframe,side,filter_mode,linreg_n,linreg_mult,stop_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,pnl_pct,mae_r,mfe_r,source_trade_id,variant,portfolio_entry_time,open_positions_before_entry,skip_reason,portfolio_status
193,XRP/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-10 00:00:00+00:00,2024-12-12 00:00:00+00:00,0.5884,2.3384,0.543850909090909,0.0445490909090909,midline_exit,32,39.28250755040403,297.4167233174711,-0.406293363807036,52.09533915598723,56,T5_LINREG_B_max3,2024-11-10 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
6,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-11-15 00:00:00+00:00,0.02364,0.0206592727272727,0.0206592727272727,0.0029807272727272,initial_stop,4,-1.0000000000000004,-12.608829410859869,-1.1540807612541182,0.2885201903135292,57,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
50,AMP/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-12-16 00:00:00+00:00,0.004487,0.009721,0.0039316181818181,0.0005553818181818,midline_exit,35,9.424147187847838,116.6480944952084,-0.938093367380344,18.029038171937408,58,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
51,ANKR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.03039,0.04447,0.027204909090909,0.0031850909090909,midline_exit,28,4.420595958442745,46.33102994406055,-0.8885146706245003,10.552289074095215,59,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
58,APT/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,12.216105454545454,12.216105454545454,1.5038945454545456,initial_stop,1,-1.0000000000000004,-10.961330506228473,-1.4695179304158177,0.0199482072002142,60,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
65,ARDR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.10463,0.10856,0.0872514545454545,0.0173785454545454,midline_exit,28,0.2261409051913541,3.756092898786201,-0.9540499257182312,2.0231842815592893,61,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
114,AXS/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,5.824,5.2431636363636365,5.2431636363636365,0.5808363636363637,initial_stop,2,-0.9999999999999994,-9.97315184815184,-1.4083140299254984,0.2616916045827335,62,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
124,BNB/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,659.63,618.2612727272727,618.2612727272727,41.36872727272727,initial_stop,1,-0.9999999999999996,-6.271504824329888,-1.1996984986463204,0.1878230371646562,63,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
151,ICP/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,9.488,8.425781818181818,8.425781818181818,1.0622181818181813,initial_stop,2,-1.0000000000000002,-11.195385558791958,-1.3452980041765097,0.1760466947382847,64,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
165,NEAR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,5.562,6.503,4.867636363636364,0.6943636363636363,midline_exit,28,1.355197695731867,16.918374685364967,-0.8885833987954963,3.862529457973291,65,T5_LINREG_B_max3,2024-11-11 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
180,TRX/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-12 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1873,0.18194,0.18194,0.00536,initial_stop,1,-1.0000000000000002,-2.861719167111587,-2.574626865671642,0.9141791044776144,66,T5_LINREG_B_max3,2024-11-12 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
91,ATOM/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.122,8.395,5.544145454545454,0.5778545454545456,midline_exit,23,3.933515826568496,37.128389415223786,-0.9448744572399472,7.8843370461267375,70,T5_LINREG_B_max3,2024-11-16 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
115,AXS/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-16 00:00:00+00:00,2024-11-17 00:00:00+00:00,6.11,5.464254545454546,5.464254545454546,0.6457454545454546,initial_stop,1,-0.9999999999999996,-10.568665377176012,-1.1118932312197318,0.0232289672260384,71,T5_LINREG_B_max3,2024-11-16 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
144,DOT/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,5.787,8.468,5.280381818181818,0.5066181818181819,midline_exit,23,5.291953775480907,46.327976499049605,-0.9533807062876822,11.570844099913865,72,T5_LINREG_B_max3,2024-11-16 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
63,ARB/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-22 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.8092,0.9598,0.7172436363636364,0.0919563636363636,midline_exit,17,1.6377333122429607,18.610973801285223,-0.1511586523252138,4.66743119266055,73,T5_LINREG_B_max3,2024-11-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
152,ICP/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-22 00:00:00+00:00,2024-12-09 00:00:00+00:00,11.27,11.945,10.097963636363636,1.1720363636363635,midline_exit,17,0.5759206974651739,5.989352262644188,-0.7448574353882903,3.674800657751855,74,T5_LINREG_B_max3,2024-11-22 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
0,1INCH/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.377,0.4751,0.3375345454545455,0.0394654545454545,midline_exit,16,2.4857182345895152,26.02122015915121,-0.4434257808900769,6.481617985810376,75,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
7,ACH/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.02625,0.02913,0.0227681818181818,0.0034818181818181,midline_exit,16,0.8271540469973893,10.971428571428564,-0.3618798955613579,3.8657963446475208,76,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
79,ASTR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.0767,0.0684054545454545,0.0684054545454545,0.0082945454545454,initial_stop,16,-1.0000000000000004,-10.814270475287424,-1.6878562034195528,2.2062691801841297,77,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
100,AUDIO/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.1651,0.1899,0.14266,0.0224399999999999,midline_exit,16,1.1051693404634588,15.021199273167785,-0.5213903743315503,3.614081996434938,78,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
116,AXS/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.886,7.634,6.142509090909091,0.7434909090909091,midline_exit,16,1.006064755942483,10.862619808306718,-0.1802308520003917,4.663137043920571,79,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
189,UNI/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-23 00:00:00+00:00,2024-12-16 00:00:00+00:00,10.733,16.233,9.413872727272729,1.3191272727272725,midline_exit,23,4.169423310177528,51.2438274480574,-0.555670415701842,6.623318447458375,80,T5_LINREG_B_max3,2024-11-23 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
29,AI/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.6297,0.5453363636363637,0.5453363636363637,0.0843636363636363,initial_stop,2,-0.9999999999999996,-13.397433121111057,-1.4307112068965526,0.0035560344827582,81,T5_LINREG_B_max3,2024-11-24 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
38,ALICE/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,1.506,1.3104727272727272,1.3104727272727272,0.1955272727272727,initial_stop,2,-1.0000000000000002,-12.983218640589168,-1.0944764738701875,0.1329737771991818,82,T5_LINREG_B_max3,2024-11-24 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
80,ATA/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-24 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.1155,0.1191,0.1007727272727272,0.0147272727272727,midline_exit,15,0.2444444444444438,3.116883116883118,-0.9438271604938276,2.566666666666665,83,T5_LINREG_B_max3,2024-11-24 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
102,AVA/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-24 00:00:00+00:00,2024-11-26 00:00:00+00:00,0.5852,0.5245672727272728,0.5245672727272728,0.0606327272727272,initial_stop,2,-1.0000000000000004,-10.36102653327534,-1.0621326616288838,0.1368897685018587,84,T5_LINREG_B_max3,2024-11-24 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
30,AI/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-28 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.6894,0.5992181818181819,0.5992181818181819,0.0901818181818181,initial_stop,11,-0.9999999999999996,-13.081203681725873,-1.4903225806451612,1.9006048387096777,86,T5_LINREG_B_max3,2024-11-28 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
61,AR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.67,22.21072727272728,22.21072727272728,3.4592727272727277,initial_stop,9,-0.9999999999999996,-13.475935828876995,-1.6043834752444026,0.962630085146641,87,T5_LINREG_B_max3,2024-11-30 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
49,ALT/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.1406943636363636,0.1406943636363636,0.0239556363636363,initial_stop,8,-1.0000000000000009,-14.54942992021644,-1.5445216916117666,1.842572634263336,88,T5_LINREG_B_max3,2024-12-01 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
103,AVA/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-01 00:00:00+00:00,2024-12-10 00:00:00+00:00,0.688,0.6238072727272727,0.6238072727272727,0.0641927272727272,initial_stop,9,-1.0000000000000004,-9.330338266384786,-1.1216223871296658,2.2744009516796018,89,T5_LINREG_B_max3,2024-12-01 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
4,AAVE/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-02 00:00:00+00:00,2024-12-19 00:00:00+00:00,235.39,314.98,209.53872727272727,25.851272727272725,midline_exit,17,3.0787652445457248,33.81197162156422,-0.5547115668650031,6.361775752204922,90,T5_LINREG_B_max3,2024-12-02 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
12,ACM/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.953,1.7639818181818183,1.7639818181818183,0.1890181818181817,initial_stop,6,-1.0,-9.678350323511609,-1.3384955752212395,1.3596575606002306,91,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
20,ADX/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.2317,0.2078818181818181,0.2078818181818181,0.0238181818181818,initial_stop,6,-1.0000000000000002,-10.279750461019344,-1.0034351145038158,1.1797709923664117,92,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
39,ALICE/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.805,1.582090909090909,1.582090909090909,0.2229090909090909,initial_stop,6,-1.0000000000000002,-12.349534122387308,-2.6602773246329523,0.5293637846655795,93,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
53,APE/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.894,1.6090181818181817,1.6090181818181817,0.2849818181818181,initial_stop,6,-1.0000000000000002,-15.046558510127683,-2.34050019139977,0.9614648462421854,94,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
54,API3/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.593,2.241509090909091,2.241509090909091,0.351490909090909,initial_stop,6,-0.9999999999999996,-13.555376362935167,-2.543451272501552,0.5177943306434926,95,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
73,ARPA/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.07231,0.0621281818181818,0.0621281818181818,0.0101818181818181,initial_stop,6,-1.0,-14.08078852415735,-2.132232142857143,0.3830357142857143,96,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
112,AXL/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.1237,0.9622527272727271,0.9622527272727271,0.1614472727272727,initial_stop,6,-1.0000000000000002,-14.367471097915177,-2.3146875985404742,0.0916707959818018,97,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
125,BNB/USDT,1d,LONG,ema200_price,55,3.0,2.0,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,734.64,683.2738181818182,683.2738181818182,51.3661818181818,initial_stop,6,-0.9999999999999992,-6.992020829002199,-1.803521241425204,1.1528986174136513,98,T5_LINREG_B_max3,2024-12-03 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
76,ASR/USDT,1d,LONG,ema200_price,55,3.0,2.0,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,1.843,1.6736181818181817,1.6736181818181817,0.1693818181818182,initial_stop,1,-1.0000000000000009,-9.190549006067194,-1.853799914126235,0.1475955345641914,120,T5_LINREG_B_max3,2025-05-06 00:00:00+00:00,3,MAX_OPEN_REACHED,SKIPPED
