year,n,win_rate,avg_r,pf,max_dd_r,total_r,std_r,t_score,note
2021,41,0.6341463414634146,0.8995439024390243,4.947225908643349,5.3023000000000025,36.881299999999996,1.901674907817945,3.0288517457231254,<<< BULL YEAR
2022,4,0.0,-0.805125,0.0,2.2205,-3.2205,0.38975,-4.131494547787043,<<< BEAR
2023,26,0.34615384615384615,-0.2957730769230769,0.3986612763228888,11.5243,-7.6901,0.7415878448613852,-2.033680434862099,
2024,64,0.609375,0.90223125,4.298118552873575,4.628600000000002,57.7428,2.010987374943597,3.589207018369492,<<< BULL YEAR
2025,41,0.4146341463414634,-0.06655853658536584,0.8635044966637655,8.0,-2.7288999999999994,1.1014596188638985,-0.3869252867003907,
2026,3,0.3333333333333333,1.0227333333333333,3.155845980888139,1.0,3.0681999999999996,3.017765877819771,0.5869991800713852,
