removed_year,inverts,n,win_rate,avg_r,pf,max_dd_r,total_r,std_r,t_score
2021,False,138,0.4782608695652174,0.3418224637681159,1.858719080178547,13.232799999999997,47.171499999999995,1.6651941379121389,2.4114333894445297
2024,False,115,0.4608695652173913,0.22878260869565217,1.5625617406699424,19.351899999999997,26.31,1.51294319255728,1.6216208001394468
