variant,atr_gate_pct,symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_risk_per_unit,net_r,max_favorable_r,chandelier_active,atr_rank_at_entry
VAR_BASE,,BCH/USDT,1d,LONG,2024-03-24 00:00:00+00:00,2024-04-12 00:00:00+00:00,485.1,533.2,94.85714285714285,0.5070783132530123,2.4710843373493976,False,74.0
VAR_BASE,,APT/USDT,1d,LONG,2024-03-25 00:00:00+00:00,2024-04-02 00:00:00+00:00,17.3341,14.7011,3.763014285714285,-0.6997050237081973,0.5400723584056853,False,100.0
VAR_BASE,,ICP/USDT,1d,LONG,2024-03-25 00:00:00+00:00,2024-04-09 00:00:00+00:00,17.655,16.064,3.1031428571428576,-0.5127060123377224,1.0731056072184875,False,90.0
VAR_BASE,,ADX/USDT,1d,LONG,2024-03-26 00:00:00+00:00,2024-04-11 00:00:00+00:00,0.2851,0.261,0.05282857142857143,-0.4561925365062197,1.9288804759329363,False,100.0
VAR_BASE,,SUI/USDT,1d,LONG,2024-03-27 00:00:00+00:00,2024-04-03 00:00:00+00:00,2.0754,1.6684,0.40700000000000003,-1.0,0.2262899262899259,False,100.0
VAR_BASE,,DOGE/USDT,1d,LONG,2024-03-28 00:00:00+00:00,2024-04-03 00:00:00+00:00,0.22001,0.17655142857142858,0.04345857142857142,-1.0000000000000002,0.11344137273593877,False,60.0
VAR_BASE,,LTC/USDT,1d,LONG,2024-03-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,109.06,94.65142857142857,14.408571428571433,-1.0000000000000002,0.25956771762839537,False,64.0
VAR_BASE,,ANKR/USDT,1d,LONG,2024-04-01 00:00:00+00:00,2024-04-03 00:00:00+00:00,0.06741,0.054599999999999996,0.01281,-1.0000000000000002,0.0039032006245127535,False,76.0
VAR_BASE,,ATA/USDT,1d,LONG,2024-04-04 00:00:00+00:00,2024-04-05 00:00:00+00:00,0.248,0.2035142857142857,0.04448571428571428,-1.0000000000000002,0.11239563262684661,False,68.0
VAR_BASE,,ATM/USDT,1d,LONG,2024-04-04 00:00:00+00:00,2024-04-13 00:00:00+00:00,3.609,2.9954285714285716,0.6135714285714287,-0.9999999999999997,1.7455180442374847,False,100.0
VAR_BASE,,ALCX/USDT,1d,LONG,2024-04-07 00:00:00+00:00,2024-04-12 00:00:00+00:00,39.0,32.504285714285714,6.495714285714284,-1.0000000000000002,0.6989223663954256,False,68.0
VAR_BASE,,ETH/USDT,1d,LONG,2024-04-08 00:00:00+00:00,2024-04-12 00:00:00+00:00,3694.61,3349.7885714285717,344.8214285714286,-0.9999999999999996,0.09491869497669606,False,36.0
VAR_BASE,,ARKM/USDT,1d,LONG,2024-05-05 00:00:00+00:00,2024-06-10 00:00:00+00:00,2.6324,2.1242,0.5082,-1.0,0.46084218811491534,False,26.0
VAR_BASE,,AR/USDT,1d,LONG,2024-05-05 00:00:00+00:00,2024-05-26 00:00:00+00:00,40.569,38.434,9.736428571428572,-0.21927958330276626,0.922412148778519,False,74.0
VAR_BASE,,TRX/USDT,1d,LONG,2024-05-09 00:00:00+00:00,2024-05-19 00:00:00+00:00,0.1262,0.12117,0.006202857142857149,-0.810916628281898,0.23698756333486834,False,28.000000000000004
VAR_BASE,,BTC/USDT,1d,LONG,2024-05-15 00:00:00+00:00,2024-06-14 00:00:00+00:00,66206.5,66043.99,5191.327142857145,-0.03130413390024854,1.1154219028495056,False,4.0
VAR_BASE,,NEAR/USDT,1d,LONG,2024-05-15 00:00:00+00:00,2024-05-30 00:00:00+00:00,8.052,7.285,1.1969999999999996,-0.640768588137009,0.39097744360902265,False,10.0
VAR_BASE,,LINK/USDT,1d,LONG,2024-05-16 00:00:00+00:00,2024-06-07 00:00:00+00:00,15.516,16.318,1.5454285714285716,0.5189498983176196,2.396746163801071,False,18.0
VAR_BASE,,SOL/USDT,1d,LONG,2024-05-16 00:00:00+00:00,2024-06-11 00:00:00+00:00,159.37,149.31,19.44999999999999,-0.5172236503856046,1.5177377892030848,False,2.0
VAR_BASE,,AAVE/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,98.03,97.44,10.004285714285718,-0.05897472511780697,1.6682850207054112,False,22.0
VAR_BASE,,ADA/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,0.502,0.45784285714285716,0.04415714285714284,-1.0,0.1947589776771284,False,14.000000000000002
VAR_BASE,,AVAX/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-30 00:00:00+00:00,40.13,35.61,4.5200000000000005,-1.0000000000000007,0.3694690265486713,False,14.000000000000002
VAR_BASE,,AXS/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-10 00:00:00+00:00,7.853,7.184,0.8104285714285716,-0.825489159175039,1.0549973558963515,False,14.000000000000002
VAR_BASE,,BCH/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-28 00:00:00+00:00,517.9,465.15714285714284,52.74285714285715,-0.9999999999999998,0.23131094257854906,False,16.0
VAR_BASE,,DOT/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,7.575,6.903857142857143,0.671142857142857,-0.9999999999999997,0.18773946360153176,False,10.0
VAR_BASE,,ETH/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,3661.78,3678.32,305.29142857142836,0.05417774117470886,1.0325216186875306,False,30.0
VAR_BASE,,LTC/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,88.64,82.62571428571428,6.014285714285715,-1.0000000000000007,0.1646080760095003,False,14.000000000000002
VAR_BASE,,UNI/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-11 00:00:00+00:00,9.328,8.978,1.019,-0.34347399411187407,2.5907752698724247,False,28.000000000000004
VAR_BASE,,1INCH/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-05-23 00:00:00+00:00,0.4286,0.38418571428571424,0.044414285714285726,-1.0000000000000002,0.0,False,16.0
VAR_BASE,,ACH/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.03218,0.02803142857142857,0.0041485714285714285,-1.0,0.3832644628099176,False,16.0
VAR_BASE,,ALCX/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-05-31 00:00:00+00:00,25.98,24.32,3.071428571428573,-0.5404651162790696,2.708837209302323,False,36.0
VAR_BASE,,BNB/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,618.5,579.1142857142858,39.38571428571429,-0.9999999999999988,2.6227783822995994,False,12.0
VAR_BASE,,DOGE/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.17024,0.14869999999999997,0.02154000000000002,-1.0000000000000004,0.22098421541318394,False,18.0
VAR_BASE,,API3/USDT,1d,LONG,2024-05-23 00:00:00+00:00,2024-06-11 00:00:00+00:00,2.876,2.831,0.4045714285714285,-0.11122881355932188,2.014477401129944,False,20.0
VAR_BASE,,AUDIO/USDT,1d,LONG,2024-05-23 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.2088,0.18134285714285714,0.027457142857142864,-1.0000000000000004,2.2872008324661803,False,50.0
VAR_BASE,,AVA/USDT,1d,LONG,2024-05-25 00:00:00+00:00,2024-06-17 00:00:00+00:00,0.7082,0.6908,0.07451428571428574,-0.23351226993865132,2.035851226993864,False,2.0
VAR_BASE,,AGLD/USDT,1d,LONG,2024-05-26 00:00:00+00:00,2024-06-14 00:00:00+00:00,1.265,1.325,0.16071428571428564,0.37333333333333385,3.0177777777777797,False,46.0
VAR_BASE,,1INCH/USDT,1d,LONG,2024-05-28 00:00:00+00:00,2024-06-11 00:00:00+00:00,0.4595,0.40435714285714286,0.055142857142857146,-1.0000000000000002,1.3727979274611397,False,52.0
VAR_BASE,,AUCTION/USDT,1d,LONG,2024-05-29 00:00:00+00:00,2024-06-07 00:00:00+00:00,24.26,19.604285714285716,4.655714285714287,-0.9999999999999998,0.9923289352562128,False,72.0
VAR_BASE,,ALICE/USDT,1d,LONG,2024-05-31 00:00:00+00:00,2024-06-04 00:00:00+00:00,1.612,2.203785714285714,0.21014285714285716,2.8161114887831387,5.6009517335146155,True,68.0
VAR_BASE,,ATA/USDT,1d,LONG,2024-05-31 00:00:00+00:00,2024-06-08 00:00:00+00:00,0.1797,0.15704285714285715,0.02265714285714286,-0.9999999999999996,0.9224464060529635,False,6.0
VAR_BASE,,ATM/USDT,1d,LONG,2024-06-04 00:00:00+00:00,2024-06-07 00:00:00+00:00,3.535,2.9995714285714286,0.5354285714285714,-1.0000000000000004,1.1486125933831381,False,72.0
VAR_BASE,,ARK/USDT,1d,LONG,2024-06-09 00:00:00+00:00,2024-06-12 00:00:00+00:00,0.8759,0.7570142857142858,0.11888571428571422,-1.0000000000000004,0.23972602739726015,False,56.00000000000001
VAR_BASE,,UNI/USDT,1d,LONG,2024-06-16 00:00:00+00:00,2024-06-18 00:00:00+00:00,11.984,9.817857142857143,2.1661428571428574,-0.9999999999999998,0.000923300138495329,False,100.0
VAR_BASE,,TRX/USDT,1d,LONG,2024-06-21 00:00:00+00:00,2024-07-22 00:00:00+00:00,0.11835,0.13329642857142857,0.0044614285714285684,3.350144092219022,5.197886647454375,True,26.0
VAR_BASE,,AAVE/USDT,1d,LONG,2024-07-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,98.34,86.39285714285714,11.94714285714286,-1.0000000000000004,0.10630156642353188,False,57.99999999999999
VAR_BASE,,1INCH/USDT,1d,LONG,2024-07-14 00:00:00+00:00,2024-07-23 00:00:00+00:00,0.4242,0.3987,0.05261428571428572,-0.48465924518055975,0.23947868585392343,False,18.0
VAR_BASE,,AAVE/USDT,1d,LONG,2024-07-14 00:00:00+00:00,2024-07-24 00:00:00+00:00,104.4,90.4857142857143,13.914285714285716,-0.9999999999999997,0.1739219712525658,False,100.0
VAR_BASE,,BTC/USDT,1d,LONG,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,64724.14,61498.33,5543.590000000001,-0.5818990942692366,0.9661338591057428,False,100.0
VAR_BASE,,NEAR/USDT,1d,LONG,2024-07-15 00:00:00+00:00,2024-07-31 00:00:00+00:00,5.915,5.018714285714285,0.8962857142857145,-1.0000000000000004,0.6404207841887151,False,52.0
VAR_BASE,,SOL/USDT,1d,LONG,2024-07-15 00:00:00+00:00,2024-08-02 00:00:00+00:00,159.38,152.77,21.67142857142858,-0.3050098879367164,1.5965721819380345,False,88.0
VAR_BASE,,ACH/USDT,1d,LONG,2024-07-16 00:00:00+00:00,2024-07-31 00:00:00+00:00,0.02631,0.021815714285714286,0.004494285714285714,-1.0000000000000002,0.20915448188175462,False,70.0
VAR_BASE,,AR/USDT,1d,LONG,2024-07-16 00:00:00+00:00,2024-08-01 00:00:00+00:00,30.067,27.02,5.073571428571428,-0.6005631423342251,0.9918062790370259,False,38.0
VAR_BASE,,XRP/USDT,1d,LONG,2024-07-16 00:00:00+00:00,2024-08-02 00:00:00+00:00,0.5793,0.5607,0.0707857142857143,-0.2627648839556012,1.1202825428859724,False,100.0
VAR_BASE,,ALICE/USDT,1d,LONG,2024-07-17 00:00:00+00:00,2024-07-24 00:00:00+00:00,1.362,1.1515714285714287,0.21042857142857135,-1.0000000000000002,1.1167684996605565,False,46.0
VAR_BASE,,BNB/USDT,1d,LONG,2024-07-19 00:00:00+00:00,2024-08-02 00:00:00+00:00,593.4,542.9,54.300000000000026,-0.930018416206261,0.2246777163904243,False,62.0
VAR_BASE,,DOGE/USDT,1d,LONG,2024-07-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,0.13424,0.11897999999999999,0.015260000000000006,-1.0000000000000002,0.6218872870249014,False,26.0
VAR_BASE,,ICP/USDT,1d,LONG,2024-07-21 00:00:00+00:00,2024-07-29 00:00:00+00:00,10.722,9.194571428571427,1.5274285714285718,-1.0000000000000004,0.1728395061728402,False,78.0
