time,open,high,low,close,volume
2025-09-15 00:00:00+00:00,0.29,1.884,0.29,0.9394,233866237.3
2025-09-16 00:00:00+00:00,0.9391,0.9528,0.7338,0.8054,114696984.4
2025-09-17 00:00:00+00:00,0.8055,0.8265,0.7135,0.7735,53304762.7
2025-09-18 00:00:00+00:00,0.7738,0.802,0.7404,0.775,45976889.9
2025-09-19 00:00:00+00:00,0.7747,0.7818,0.7119,0.7352,25764073.0
2025-09-20 00:00:00+00:00,0.7354,0.866,0.7354,0.8259,55003661.9
2025-09-21 00:00:00+00:00,0.8254,0.9376,0.8111,0.8535,57490287.1
2025-09-22 00:00:00+00:00,0.8538,0.8573,0.643,0.6657,35651813.4
2025-09-23 00:00:00+00:00,0.6657,0.7532,0.6151,0.7235,50656909.7
2025-09-24 00:00:00+00:00,0.7231,0.7517,0.6575,0.6704,31234782.5
2025-09-25 00:00:00+00:00,0.6703,0.6703,0.5529,0.5637,48258237.5
2025-09-26 00:00:00+00:00,0.5636,0.5797,0.5239,0.5555,54457572.7
2025-09-27 00:00:00+00:00,0.5555,0.5857,0.5408,0.5609,91842501.5
2025-09-28 00:00:00+00:00,0.5608,0.5649,0.5284,0.5617,197860861.4
2025-09-29 00:00:00+00:00,0.5617,0.6155,0.4852,0.492,1527191609.8
2025-09-30 00:00:00+00:00,0.4919,0.4919,0.4174,0.4362,33916153.7
2025-10-01 00:00:00+00:00,0.4362,0.4609,0.4243,0.4455,32084955.4
2025-10-02 00:00:00+00:00,0.4455,0.4647,0.3229,0.3393,95093358.5
2025-10-03 00:00:00+00:00,0.3392,0.355,0.3313,0.3432,46079979.5
2025-10-04 00:00:00+00:00,0.3431,0.3483,0.3114,0.3257,22886131.3
2025-10-05 00:00:00+00:00,0.3258,0.3349,0.3163,0.3221,21473602.0
2025-10-06 00:00:00+00:00,0.3219,0.3341,0.3146,0.3294,34551506.0
2025-10-07 00:00:00+00:00,0.3293,0.3323,0.3016,0.3057,26339732.5
2025-10-08 00:00:00+00:00,0.3056,0.3142,0.2942,0.3057,19961747.3
2025-10-09 00:00:00+00:00,0.3056,0.3108,0.2671,0.2785,31154414.1
2025-10-10 00:00:00+00:00,0.2788,0.2898,0.1011,0.1863,70125587.0
2025-10-11 00:00:00+00:00,0.1858,0.1939,0.1681,0.1777,40817245.9
2025-10-12 00:00:00+00:00,0.1777,0.26,0.1688,0.227,51908014.9
2025-10-13 00:00:00+00:00,0.227,0.2279,0.2026,0.2096,40887345.8
2025-10-14 00:00:00+00:00,0.2096,0.2108,0.1769,0.1891,40623815.0
2025-10-15 00:00:00+00:00,0.189,0.2009,0.1822,0.1827,30077722.4
2025-10-16 00:00:00+00:00,0.1828,0.2866,0.1755,0.2657,168584669.9
2025-10-17 00:00:00+00:00,0.2652,0.3429,0.2426,0.2817,299561141.5
2025-10-18 00:00:00+00:00,0.2814,0.2895,0.2437,0.2601,54078130.3
2025-10-19 00:00:00+00:00,0.26,0.2632,0.2386,0.2478,25305614.7
2025-10-20 00:00:00+00:00,0.2477,0.2711,0.2322,0.2432,35102226.6
2025-10-21 00:00:00+00:00,0.2431,0.2552,0.2179,0.2239,38762973.1
2025-10-22 00:00:00+00:00,0.2237,0.2315,0.2026,0.2122,42691953.1
2025-10-23 00:00:00+00:00,0.2123,0.2493,0.2098,0.2391,61693473.3
2025-10-24 00:00:00+00:00,0.2393,0.2473,0.2315,0.2415,41074576.5
2025-10-25 00:00:00+00:00,0.2415,0.307,0.2387,0.283,107737305.1
2025-10-26 00:00:00+00:00,0.2829,0.2959,0.2659,0.2804,42759016.9
2025-10-27 00:00:00+00:00,0.2803,0.2993,0.2556,0.2623,35972153.7
2025-10-28 00:00:00+00:00,0.2622,0.2627,0.2299,0.2379,16508689.3
2025-10-29 00:00:00+00:00,0.2378,0.2378,0.2166,0.2264,24800113.1
2025-10-30 00:00:00+00:00,0.2265,0.227,0.1977,0.2077,24026800.7
2025-10-31 00:00:00+00:00,0.2077,0.2316,0.2068,0.2143,22752307.2
2025-11-01 00:00:00+00:00,0.2142,0.2311,0.2137,0.2305,20147612.2
2025-11-02 00:00:00+00:00,0.2303,0.231,0.2148,0.2191,16698270.9
2025-11-03 00:00:00+00:00,0.219,0.2191,0.1818,0.1883,32408872.4
2025-11-04 00:00:00+00:00,0.1883,0.2064,0.1794,0.1897,43692830.7
2025-11-05 00:00:00+00:00,0.1898,0.2008,0.1778,0.197,22630194.6
2025-11-06 00:00:00+00:00,0.197,0.214,0.1918,0.1951,35203657.4
2025-11-07 00:00:00+00:00,0.195,0.219,0.1862,0.2083,26017146.9
2025-11-08 00:00:00+00:00,0.2082,0.219,0.197,0.204,14751075.5
2025-11-09 00:00:00+00:00,0.2039,0.2064,0.1926,0.2048,9329064.6
2025-11-10 00:00:00+00:00,0.2048,0.2109,0.1952,0.2017,11371220.8
2025-11-11 00:00:00+00:00,0.2017,0.2038,0.1837,0.1844,11635977.6
2025-11-12 00:00:00+00:00,0.1845,0.1918,0.1762,0.1811,10789560.0
2025-11-13 00:00:00+00:00,0.181,0.1855,0.1664,0.1733,17131479.8
2025-11-14 00:00:00+00:00,0.1732,0.1737,0.1578,0.1614,18355441.4
2025-11-15 00:00:00+00:00,0.1615,0.1687,0.1598,0.162,7697573.0
2025-11-16 00:00:00+00:00,0.162,0.1624,0.1499,0.1578,11168524.7
2025-11-17 00:00:00+00:00,0.1577,0.1616,0.1503,0.1528,17997648.4
2025-11-18 00:00:00+00:00,0.1528,0.1588,0.1487,0.1555,14516327.9
2025-11-19 00:00:00+00:00,0.1554,0.1559,0.1425,0.1517,15010788.4
2025-11-20 00:00:00+00:00,0.1516,0.1548,0.1415,0.1453,15202468.0
2025-11-21 00:00:00+00:00,0.1453,0.189,0.1258,0.1545,89809659.0
2025-11-22 00:00:00+00:00,0.1545,0.1669,0.1424,0.1462,69206493.2
2025-11-23 00:00:00+00:00,0.1462,0.1484,0.1407,0.1425,14933001.4
2025-11-24 00:00:00+00:00,0.1424,0.168,0.1412,0.1532,54200553.6
2025-11-25 00:00:00+00:00,0.1533,0.1548,0.1464,0.1534,13489882.0
2025-11-26 00:00:00+00:00,0.1534,0.1539,0.1451,0.1508,10506628.0
