hold_bars,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
15,2936,0.14167653938351396,415.96231962999695,0.5146457765667575,1.4102686153279818,3,-0.971646495647528,-0.3238821652158427,124,-1.4936058010118838,-0.012045208072676483,304,-22.890255239400908,-0.0752968922348714,351,122.75328068329645,0.34972444639115796,575,76.64519139516644,0.13329598503507206,748,134.1957672874991,0.17940610599933035,630,111.05039210806794,0.1762704636635999,201,-3.3268043079726715,-0.016551265213794384,True,0.2669722397135598,False
20,2922,0.19714962221653684,576.0711961167207,0.5154004106776181,1.5096148408025218,3,-2.0767694149756495,-0.6922564716585499,123,5.399361232184643,0.04389724579011905,304,-18.57154770925609,-0.061090617464658194,350,144.2892321041516,0.4122549488690046,574,76.71297387975031,0.13364629595775315,742,163.81838446861195,0.22077949389300802,627,210.03664668244218,0.3349866773244692,199,-3.537085126188317,-0.017774297116524205,True,0.3646018896592872,False
25,2913,0.22866955884087656,666.1144249034734,0.5145897699965671,1.555200507148909,3,-1.1900711450676946,-0.39669038168923154,123,3.6095216871914113,0.029345704773913912,304,-7.769212131117943,-0.025556618852361653,347,159.6955962046781,0.4602178564976314,570,80.52778517442815,0.14127681609548798,740,211.398897677545,0.28567418605073647,627,237.1096824553111,0.3781653627676413,199,-17.26777501949462,-0.08677273879143026,True,0.35595938714233766,False
30,2910,0.2553645807590447,743.1109300088202,0.49553264604811,1.5794983146975798,3,-1.4232380709126593,-0.4744126903042198,123,10.797739653586811,0.08778650124867327,303,-6.684116978627946,-0.022059792008673088,347,201.608655999709,0.5810047723334553,569,136.75521417751628,0.24034308291303388,739,192.25513075675252,0.26015579263430655,627,237.32843480624868,0.3785142500897108,199,-27.52689033545253,-0.13832608208770117,True,0.31937147634664953,False
35,2904,0.26035952562040166,756.0840624016464,0.4724517906336088,1.553574467830952,3,-1.2186579542478162,-0.4062193180826054,123,-1.8608102687195198,-0.015128538770077396,303,-1.880294986502939,-0.006205594014861185,347,202.5967847672475,0.5838524056693012,568,168.82799623986745,0.2972323877462455,735,143.33113351348118,0.19500834491630092,626,280.6736745743565,0.44836050251494647,199,-34.3857634838359,-0.17279278132580855,True,0.3712201969749459,False
40,2895,0.27376615812392924,792.5530277687751,0.4618307426597582,1.553513452499375,3,-0.38258600124272113,-0.12752866708090704,123,-7.705655699628146,-0.06264760731404996,302,11.84032492531879,0.039206373924896655,347,195.7636293485076,0.5641603151253821,565,157.9160480535979,0.2794974301833591,733,137.8432434468212,0.18805353812663192,625,329.4722225778756,0.527155556124601,197,-32.19419888247507,-0.16342232935266535,True,0.4157100042951297,True
