trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
392,427.12979428829817,1.0896168221640259,0.413265306122449,2.999022991742254,-24.936060872313362,3.24306007533661,6.652147023665652,0,,24
377,381.5166098248724,1.0119803974134545,0.41379310344827586,2.8630026783108247,-23.870215476108456,3.064272846825367,6.412322290421517,1,FET/USDT,23
349,322.1461173033146,0.9230547773733943,0.40974212034383956,2.6840670254701378,-21.52126091319022,2.8804468731450004,5.986601061286597,3,"FET/USDT,SOL/USDT,DEXE/USDT",21
317,267.7202711855067,0.8445434422255732,0.40063091482649843,2.519879176228098,-22.018835425054476,2.7520083600996816,5.463889104196177,5,"FET/USDT,SOL/USDT,DEXE/USDT,ZEC/USDT,VET/USDT",19
