block_size,mc_runs,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,2000,320.5031058105041,426.79271096369075,535.6244481191658,-7.491773798202548,2.4285549198503085,3.0018646744328383,1.0
3,2000,313.2898458105567,428.2120721255909,543.2051496798709,-9.310757743734756,2.3721271451784998,3.0136804597325497,1.0
5,2000,301.7480738751488,427.7301028315149,566.8202531651667,-10.449354228508762,2.321813564939783,3.0007815099725534,1.0
10,2000,278.4372928179989,424.0784022867399,583.6500138895552,-11.93276103658336,2.187204639309102,2.985895950409594,1.0
20,2000,255.63211577733222,421.3635887358912,596.1806798101845,-13.598905427596586,2.074320616569067,2.9667430768225618,1.0
