symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,vol_filtered,month,year
ICX/USDT,2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,1.786,1.4915727651846087,1.4915727651846087,0.29442723481539124,initial_stop,2,-1.0000000000000004,-1.2430915238853013,0.047549949001077126,True,2021-12,2021
DUSK/USDT,2021-12-13 00:00:00+00:00,2022-01-05 00:00:00+00:00,0.4912,0.7691258252723396,0.3527502230779692,0.1384497769220308,chandelier_stop,24,2.0074125899737343,-0.5467686671870273,4.933919109054928,True,2022-01,2022
CELR/USDT,2022-01-15 00:00:00+00:00,2022-01-18 00:00:00+00:00,0.09778,0.07941918047989842,0.07941918047989842,0.018360819520101584,initial_stop,4,-1.0000000000000002,-1.0892759976265673,0.21894447552293977,True,2022-01,2022
IOST/USDT,2022-03-26 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.03303,0.04221648769635155,0.02996886295248559,0.0030611370475144076,chandelier_stop,7,3.0010050362857252,-0.7644218353111761,7.017000436959008,True,2022-04,2022
JST/USDT,2022-03-30 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.08387,0.0932833983691625,0.07583385041560492,0.008036149584395075,chandelier_stop,3,1.1713816760506572,-0.5151720928688568,4.122621119986766,True,2022-04,2022
CELR/USDT,2022-03-31 00:00:00+00:00,2022-04-02 00:00:00+00:00,0.07685,0.06803094441493135,0.06803094441493135,0.008819055585068647,initial_stop,3,-1.0000000000000007,-1.15545252002408,0.8526990137959839,True,2022-04,2022
VET/USDT,2022-03-30 00:00:00+00:00,2022-04-04 00:00:00+00:00,0.08522,0.07447140686750292,0.07447140686750292,0.010748593132497089,initial_stop,6,-0.9999999999999996,-1.0112951403040698,0.38516668637155826,True,2022-04,2022
SC/USDT,2022-04-01 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.01355,0.01180814972592791,0.01180814972592791,0.0017418502740720895,initial_stop,6,-0.9999999999999999,-1.463960501058809,0.6831815671607776,True,2022-04,2022
ARDR/USDT,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.2374,0.2154,0.2130536085658805,0.024346391434119506,midline_exit,11,-0.903624673066283,-0.969342831107468,2.1563770607263577,True,2022-04,2022
ZRX/USDT,2022-04-03 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.9125,0.7733218445835381,0.7733218445835381,0.1391781554164619,initial_stop,4,-0.9999999999999996,-1.533286594878661,0.004311021353923457,True,2022-04,2022
ZEC/USDT,2022-03-08 00:00:00+00:00,2022-04-06 00:00:00+00:00,138.5,161.0,116.56323998622076,21.936760013779242,midline_exit,30,1.025675623285616,-0.3692432243828215,3.560234052382515,True,2022-04,2022
ETC/USDT,2022-03-20 00:00:00+00:00,2022-04-06 00:00:00+00:00,38.17,38.43,33.727889934700514,4.442110065299485,midline_exit,18,0.05853074241249556,-0.46824593929996766,3.261963298296411,True,2022-04,2022
DUSK/USDT,2022-03-29 00:00:00+00:00,2022-04-08 00:00:00+00:00,0.4589,0.38039506545280327,0.38039506545280327,0.07850493454719672,initial_stop,11,-0.9999999999999998,-1.317114657777805,1.1820912982764054,True,2022-04,2022
FET/USDT,2022-04-05 00:00:00+00:00,2022-04-08 00:00:00+00:00,0.5043,0.42141751747647327,0.42141751747647327,0.08288248252352673,initial_stop,4,-0.9999999999999997,-1.2813322763329924,0.06877207132860742,True,2022-04,2022
SOL/USDT,2022-03-30 00:00:00+00:00,2022-04-11 00:00:00+00:00,120.82,106.01731376223758,106.01731376223758,14.802686237762419,initial_stop,13,-0.9999999999999998,-1.5348565547542379,1.5328298955710236,True,2022-04,2022
MTL/USDT,2022-04-12 00:00:00+00:00,2022-04-15 00:00:00+00:00,2.411,2.0713263671894544,2.0713263671894544,0.33967363281054574,initial_stop,4,-0.9999999999999997,-1.3689611294008082,1.08339289380537,True,2022-04,2022
ZRX/USDT,2022-04-20 00:00:00+00:00,2022-04-21 00:00:00+00:00,1.0991,0.9681123231772767,0.9681123231772767,0.1309876768227233,initial_stop,2,-0.9999999999999998,-1.3314229569551819,0.646625713612981,True,2022-04,2022
NEAR/USDT,2022-03-29 00:00:00+00:00,2022-04-25 00:00:00+00:00,14.101,14.275,12.087652318321027,2.013347681678975,midline_exit,28,0.08642322515051004,-0.7788023967586223,2.824648743856046,True,2022-04,2022
MTL/USDT,2022-04-18 00:00:00+00:00,2022-04-30 00:00:00+00:00,2.975,2.3933325442746223,2.3933325442746223,0.5816674557253777,initial_stop,13,-1.0000000000000002,-1.6126052622804077,0.881947227665084,True,2022-04,2022
TRX/USDT,2022-05-04 00:00:00+00:00,2022-05-05 00:00:00+00:00,0.08629,0.07694071556964285,0.07694071556964285,0.009349284430357152,initial_stop,2,-1.0,-1.5733824454240146,0.3829170057524114,True,2022-05,2022
ETC/USDT,2022-07-27 00:00:00+00:00,2022-08-19 00:00:00+00:00,32.92,32.92,28.413748163248847,4.506251836751155,midline_exit,24,0.0,-0.21747563951209284,2.8382790095506794,True,2022-08,2022
HBAR/USDT,2023-01-20 00:00:00+00:00,2023-01-24 00:00:00+00:00,0.0725,0.06569220510998874,0.06569220510998874,0.0068077948900112555,initial_stop,5,-0.9999999999999993,-1.5864167729034124,0.30846992806455314,True,2023-01,2023
CELR/USDT,2023-01-23 00:00:00+00:00,2023-01-25 00:00:00+00:00,0.01719,0.015365111957773648,0.015365111957773648,0.001824888042226353,initial_stop,3,-0.9999999999999999,-1.0521193385965808,0.0,True,2023-01,2023
CELR/USDT,2023-01-29 00:00:00+00:00,2023-02-09 00:00:00+00:00,0.01853,0.016158974621250162,0.016158974621250162,0.002371025378749838,initial_stop,12,-1.0000000000000004,-1.3201039634802831,0.8392993250242048,True,2023-02,2023
FET/USDT,2023-01-06 00:00:00+00:00,2023-02-09 00:00:00+00:00,0.1241,0.4380973624490867,0.10445376981854684,0.019646230181453155,chandelier_stop,35,15.98257576893877,-0.020360140154400408,24.64594965690184,True,2023-02,2023
SC/USDT,2023-02-07 00:00:00+00:00,2023-02-09 00:00:00+00:00,0.00444,0.00562105642580978,0.003878765520547207,0.0005612344794527934,chandelier_stop,3,2.104390355634094,-0.5345359399381563,4.739552000784974,True,2023-02,2023
ETH/USDT,2023-01-14 00:00:00+00:00,2023-02-10 00:00:00+00:00,1549.9,1513.06,1463.357447550496,86.54255244950407,midline_exit,28,-0.42568654329320343,-0.6921450581776011,1.9040344355009169,True,2023-02,2023
DUSK/USDT,2023-01-24 00:00:00+00:00,2023-02-11 00:00:00+00:00,0.1292,0.18985006798106732,0.1145266949385761,0.01467330506142391,chandelier_stop,19,4.133361074903037,-0.6746946211884524,9.118600031819684,True,2023-02,2023
MTL/USDT,2023-02-05 00:00:00+00:00,2023-02-13 00:00:00+00:00,1.059,0.9231143532136803,0.9231143532136803,0.1358856467863196,initial_stop,9,-1.0000000000000004,-1.015559797989593,3.760514904149873,True,2023-02,2023
DUSK/USDT,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,0.2836,0.22298588420809498,0.22298588420809498,0.060614115791905045,initial_stop,6,-0.9999999999999999,-1.1119522098019488,0.3035596537144781,True,2023-02,2023
IOST/USDT,2023-02-20 00:00:00+00:00,2023-02-21 00:00:00+00:00,0.01435,0.01291302860904921,0.01291302860904921,0.0014369713909507897,initial_stop,2,-0.9999999999999999,-1.3222253497634648,0.36883128177612495,True,2023-02,2023
MTL/USDT,2023-02-19 00:00:00+00:00,2023-02-21 00:00:00+00:00,1.624,1.416885332920671,1.416885332920671,0.2071146670793291,initial_stop,3,-1.0000000000000002,-1.1394654146324048,2.29824380239417,True,2023-02,2023
HBAR/USDT,2023-02-11 00:00:00+00:00,2023-02-24 00:00:00+00:00,0.0881,0.0754052299409556,0.0754052299409556,0.0126947700590444,initial_stop,14,-1.0000000000000002,-1.0319210146438922,0.8349895232996377,True,2023-02,2023
ARDR/USDT,2023-02-24 00:00:00+00:00,2023-03-02 00:00:00+00:00,0.1153,0.10042623744651526,0.10042623744651526,0.014873762553484743,initial_stop,7,-1.0,-1.0622732441226344,0.24876019007935082,True,2023-03,2023
CELR/USDT,2023-02-11 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.02166,0.01901,0.017893908636390638,0.0037660913636093593,midline_exit,21,-0.7036472948070712,-0.9638640302451574,1.019624759267605,True,2023-03,2023
VTHO/USDT,2023-02-16 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.001683,0.0015171701375880744,0.0015171701375880744,0.00016582986241192563,initial_stop,16,-1.0000000000000002,-1.2301765015836457,1.9115977990294888,True,2023-03,2023
VET/USDT,2023-02-17 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.02761,0.024432277889650054,0.024432277889650054,0.0031777221103499453,initial_stop,15,-1.0,-1.1989720522101988,1.5545726871176875,True,2023-03,2023
QTUM/USDT,2023-02-19 00:00:00+00:00,2023-03-03 00:00:00+00:00,3.212,3.057,2.7802777826582807,0.43172221734171945,midline_exit,13,-0.3590271562913652,-0.8014412650116916,2.5919444380002394,True,2023-03,2023
ZRX/USDT,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00,0.3027,0.25939055476368944,0.25939055476368944,0.043309445236310605,initial_stop,3,-0.9999999999999996,-1.3923059893975402,0.1085213623576851,True,2023-03,2023
TRX/USDT,2023-01-14 00:00:00+00:00,2023-03-08 00:00:00+00:00,0.06177,0.06532,0.0579187100552448,0.0038512899447552015,midline_exit,54,0.9217690828067873,-0.7737667230321744,2.9340818692159663,True,2023-03,2023
QTUM/USDT,2023-03-19 00:00:00+00:00,2023-03-22 00:00:00+00:00,3.568,3.0582349484777698,3.0582349484777698,0.5097650515222301,initial_stop,4,-1.0000000000000004,-1.2417485233830234,0.5963531613087502,True,2023-03,2023
CELR/USDT,2023-03-21 00:00:00+00:00,2023-04-02 00:00:00+00:00,0.02349,0.02143,0.019563458000520555,0.003926541999479444,midline_exit,13,-0.5246346531561615,-0.6647070120085353,1.6579473747799087,True,2023-04,2023
ICX/USDT,2023-04-01 00:00:00+00:00,2023-04-06 00:00:00+00:00,0.2809,0.36842055090059517,0.2457405623367739,0.03515943766322607,chandelier_stop,6,2.4892477444863856,-0.6143442965981183,5.910219668198563,True,2023-04,2023
ARDR/USDT,2023-04-05 00:00:00+00:00,2023-04-07 00:00:00+00:00,0.1001,0.1202129767237242,0.08971240014930945,0.010387599850690547,chandelier_stop,3,1.936248701608114,-0.30805961396243664,4.418730087773708,True,2023-04,2023
HBAR/USDT,2023-03-31 00:00:00+00:00,2023-04-12 00:00:00+00:00,0.0731,0.0627865761557107,0.0627865761557107,0.01031342384428929,initial_stop,13,-1.0000000000000004,-1.0083945115625828,0.465412851490423,True,2023-04,2023
MTL/USDT,2023-04-01 00:00:00+00:00,2023-04-19 00:00:00+00:00,1.326,1.205,1.1214486919171915,0.20455130808280844,midline_exit,19,-0.5915386273209048,-0.7919773357519558,0.08310873276409358,True,2023-04,2023
QTUM/USDT,2023-04-16 00:00:00+00:00,2023-04-19 00:00:00+00:00,3.415,3.073564727648024,3.073564727648024,0.3414352723519764,initial_stop,4,-0.9999999999999996,-1.2418166321226174,0.05564744342058937,True,2023-04,2023
ZRX/USDT,2023-03-31 00:00:00+00:00,2023-04-20 00:00:00+00:00,0.2952,0.2655,0.25917792398817774,0.03602207601182227,midline_exit,21,-0.8244944014401782,-0.9327613430434343,2.6567041824183515,True,2023-04,2023
ADA/USDT,2023-04-14 00:00:00+00:00,2023-04-20 00:00:00+00:00,0.4381,0.39881859204237463,0.39881859204237463,0.03928140795762534,initial_stop,7,-1.0000000000000004,-1.137942918141323,0.6007931290410572,True,2023-04,2023
FET/USDT,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,0.405,0.34921287508930887,0.34921287508930887,0.05578712491069115,initial_stop,8,-1.0000000000000002,-1.3623215055744025,0.770787167627622,True,2023-04,2023
AVAX/USDT,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,19.22,17.417292366472207,17.417292366472207,1.8027076335277925,initial_stop,8,-0.9999999999999997,-1.3868028034627264,1.298047424041112,True,2023-04,2023
BTC/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,24670.41,27262.84,22555.039775942725,2115.3702240572757,midline_exit,39,1.2255207010656153,-0.3656381238630203,2.992190174568998,True,2023-04,2023
ETH/USDT,2023-03-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,1699.4,1848.78,1546.0649602915553,153.33503970844484,midline_exit,39,0.9742065498142813,-0.5765153233604406,2.883489650119739,True,2023-04,2023
JST/USDT,2023-06-03 00:00:00+00:00,2023-06-04 00:00:00+00:00,0.02715,0.02562786461287985,0.02562786461287985,0.0015221353871201504,initial_stop,2,-0.9999999999999993,-1.1759794924593692,0.052557742679748484,True,2023-06,2023
MTL/USDT,2023-06-04 00:00:00+00:00,2023-06-08 00:00:00+00:00,1.205,2.1433941516100696,1.068609694531061,0.13639030546893913,chandelier_stop,5,6.880211525178928,-0.5865519526841949,11.694379556641124,True,2023-06,2023
TRX/USDT,2023-05-21 00:00:00+00:00,2023-06-09 00:00:00+00:00,0.07501,0.07171741203846674,0.07171741203846674,0.00329258796153326,initial_stop,20,-0.9999999999999986,-1.2087756034152022,3.2770574776005152,True,2023-06,2023
QTUM/USDT,2023-07-01 00:00:00+00:00,2023-07-05 00:00:00+00:00,2.992,2.6509735523109743,2.6509735523109743,0.34102644768902585,initial_stop,5,-0.9999999999999996,-1.1289446980108486,0.24045055905685578,True,2023-07,2023
ETC/USDT,2023-06-30 00:00:00+00:00,2023-07-05 00:00:00+00:00,20.92,18.716569536348633,18.716569536348633,2.2034304636513675,initial_stop,6,-1.0000000000000007,-1.0529036601207111,1.0801339271927979,True,2023-07,2023
ETH/USDT,2023-07-13 00:00:00+00:00,2023-07-17 00:00:00+00:00,2004.49,1892.9406327744184,1892.9406327744184,111.54936722558168,initial_stop,5,-0.9999999999999992,-1.176429802014197,0.22070945458804694,True,2023-07,2023
SOL/USDT,2023-07-13 00:00:00+00:00,2023-07-24 00:00:00+00:00,26.01,23.298123575134326,23.298123575134326,2.7118764248656757,initial_stop,12,-0.9999999999999999,-1.1504949013871606,2.2567399988748145,True,2023-07,2023
BTC/USDT,2023-06-20 00:00:00+00:00,2023-07-24 00:00:00+00:00,28307.99,29176.5,26570.65591943363,1737.3340805663715,midline_exit,35,0.4999096084714253,-0.028779726685439787,2.012399364698028,True,2023-07,2023
TRX/USDT,2023-07-13 00:00:00+00:00,2023-07-31 00:00:00+00:00,0.08171,0.07762537473042717,0.07762537473042717,0.004084625269572836,initial_stop,19,-0.9999999999999988,-1.0649691741379554,3.1043239374871843,True,2023-07,2023
HBAR/USDT,2023-08-08 00:00:00+00:00,2023-08-11 00:00:00+00:00,0.0621,0.056456684021164896,0.056456684021164896,0.005643315978835107,initial_stop,4,-0.9999999999999999,-1.0632046871914702,0.30124132803758175,True,2023-08,2023
SC/USDT,2023-07-29 00:00:00+00:00,2023-08-15 00:00:00+00:00,0.00372,0.0033169296168633886,0.0033169296168633886,0.00040307038313661174,initial_stop,18,-0.9999999999999996,-1.0420016393455795,2.0046126775981605,True,2023-08,2023
HBAR/USDT,2023-08-14 00:00:00+00:00,2023-08-17 00:00:00+00:00,0.0654,0.059767931867716007,0.059767931867716007,0.005632068132283996,initial_stop,4,-0.9999999999999996,-2.2904552461031065,1.864324037525783,True,2023-08,2023
FET/USDT,2023-09-03 00:00:00+00:00,2023-09-10 00:00:00+00:00,0.2591,0.22473426235981792,0.22473426235981792,0.03436573764018207,initial_stop,8,-1.0000000000000004,-1.283254864532172,0.36955412198545506,True,2023-09,2023
VTHO/USDT,2023-09-13 00:00:00+00:00,2023-09-14 00:00:00+00:00,0.001508,0.0013764354733008988,0.0013764354733008988,0.00013156452669910125,initial_stop,2,-1.0,-2.189039912397355,0.5472599780993388,True,2023-09,2023
JST/USDT,2023-09-29 00:00:00+00:00,2023-09-30 00:00:00+00:00,0.02777,0.0266138196783824,0.0266138196783824,0.0011561803216176003,initial_stop,2,-1.0,-2.4736625823198586,1.0638478937949067,True,2023-09,2023
SOL/USDT,2023-10-01 00:00:00+00:00,2023-10-09 00:00:00+00:00,23.87,22.050310122717725,22.050310122717725,1.8196898772822774,initial_stop,9,-0.999999999999999,-1.2529607536231397,0.5110760968725961,True,2023-10,2023
ZRX/USDT,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,0.2157,0.19921511456308766,0.19921511456308766,0.016484885436912337,initial_stop,2,-1.0000000000000004,-1.4922760667123967,0.15165407182036558,True,2023-10,2023
MTL/USDT,2023-09-08 00:00:00+00:00,2023-10-09 00:00:00+00:00,1.239,1.2,1.1133446146470343,0.12565538535296591,midline_exit,32,-0.31037269027864717,-0.6446202028864201,3.4061413189553966,True,2023-10,2023
TRX/USDT,2023-09-12 00:00:00+00:00,2023-10-12 00:00:00+00:00,0.08075,0.08481,0.07792528988146277,0.0028247101185372337,midline_exit,31,1.4373156287281086,-0.18408968643808546,3.660552611095731,True,2023-10,2023
ARDR/USDT,2023-10-19 00:00:00+00:00,2023-10-20 00:00:00+00:00,0.1016,0.09258683333929797,0.09258683333929797,0.009013166660702029,initial_stop,2,-0.9999999999999994,-1.786275634977105,2.873573847571867,True,2023-10,2023
ICX/USDT,2023-10-21 00:00:00+00:00,2023-10-22 00:00:00+00:00,0.211,0.1937593760561427,0.1937593760561427,0.01724062394385727,initial_stop,2,-1.0000000000000007,-1.0266449786062641,0.47562083754640583,True,2023-10,2023
SOL/USDT,2023-10-19 00:00:00+00:00,2023-11-02 00:00:00+00:00,24.93,38.89616026278571,22.612074295067348,2.317925704932651,chandelier_stop,15,6.025283827287946,-0.08628404248436014,9.478302066906995,True,2023-11,2023
JST/USDT,2023-10-25 00:00:00+00:00,2023-11-04 00:00:00+00:00,0.02713,0.03268738803507425,0.02478075160249924,0.0023492483975007597,chandelier_stop,11,2.365602565052914,-0.41715469553690937,5.478347889346954,True,2023-11,2023
NEAR/USDT,2023-11-01 00:00:00+00:00,2023-11-07 00:00:00+00:00,1.527,1.4098414022643533,1.4098414022643533,0.11715859773564663,initial_stop,7,-1.0,-1.0327880525936388,1.3059220830316263,True,2023-11,2023
CELR/USDT,2023-11-05 00:00:00+00:00,2023-11-09 00:00:00+00:00,0.01568,0.013992882656814252,0.013992882656814252,0.0016871173431857467,initial_stop,5,-1.0000000000000004,-1.5885083576578112,0.2489453396329407,True,2023-11,2023
DEXE/USDT,2023-10-26 00:00:00+00:00,2023-11-10 00:00:00+00:00,2.371,4.064612085313608,2.221153976478638,0.14984602352136195,chandelier_stop,16,11.302349208300265,-0.8074955688280264,22.21613841841736,True,2023-11,2023
ICX/USDT,2023-10-25 00:00:00+00:00,2023-11-13 00:00:00+00:00,0.2193,0.27346808945189316,0.19647749738493056,0.022822502615069438,chandelier_stop,20,2.373450903501117,-0.9157628482951721,5.231678664423136,True,2023-11,2023
NEAR/USDT,2023-11-12 00:00:00+00:00,2023-11-14 00:00:00+00:00,1.701,1.4663406097269653,1.4663406097269653,0.2346593902730348,initial_stop,3,-0.9999999999999997,-1.069635439297581,0.1917673098342273,True,2023-11,2023
TRX/USDT,2023-10-23 00:00:00+00:00,2023-11-14 00:00:00+00:00,0.09219,0.10417345490289667,0.08852881555208474,0.0036611844479152523,chandelier_stop,23,3.2731087639466745,-0.10106019111128922,5.719460545595738,True,2023-11,2023
MTL/USDT,2023-10-23 00:00:00+00:00,2023-11-14 00:00:00+00:00,1.412,1.5879245072928994,1.278252139376975,0.1337478606230249,chandelier_stop,23,1.315344458396621,-0.6504776943327255,5.031856187194534,True,2023-11,2023
ZRX/USDT,2023-10-31 00:00:00+00:00,2023-11-16 00:00:00+00:00,0.2806,0.470849974369835,0.238923139650199,0.04167686034980102,chandelier_stop,17,4.564882593675109,-0.8349957196371721,8.395546043133512,True,2023-11,2023
ETH/USDT,2023-10-23 00:00:00+00:00,2023-11-17 00:00:00+00:00,1765.46,1933.087055542316,1674.7356323698225,90.72436763017753,chandelier_stop,26,1.8476519585743396,-0.22926585815166683,4.095151167263889,True,2023-11,2023
ZEC/USDT,2023-11-12 00:00:00+00:00,2023-11-18 00:00:00+00:00,31.18,27.996225349364078,27.996225349364078,3.1837746506359212,initial_stop,7,-1.0000000000000002,-1.1024649622418838,0.18531462328282386,True,2023-11,2023
ARDR/USDT,2023-11-17 00:00:00+00:00,2023-11-18 00:00:00+00:00,0.1332,0.11581847119035832,0.11581847119035832,0.017381528809641698,initial_stop,2,-0.9999999999999998,-1.7950089627727732,0.5120378130986428,True,2023-11,2023
SC/USDT,2023-10-27 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.003335,0.004660718088807259,0.003075915508819818,0.0002590844911801818,chandelier_stop,26,5.116933409515743,-0.6445773702597233,9.626203361842812,True,2023-11,2023
IOST/USDT,2023-11-04 00:00:00+00:00,2023-11-21 00:00:00+00:00,0.00873,0.00826,0.00792250834363684,0.0008074916563631604,midline_exit,18,-0.5820493577813796,-0.7430417333379313,3.7275926955786236,True,2023-11,2023
ETC/USDT,2023-10-31 00:00:00+00:00,2023-11-21 00:00:00+00:00,17.48,18.06,16.159353638888863,1.320646361111139,midline_exit,22,0.43917888776220876,-0.5754757839642763,3.3014137080055783,True,2023-11,2023
ADA/USDT,2023-11-01 00:00:00+00:00,2023-12-11 00:00:00+00:00,0.3071,0.5443322314536676,0.28489810451583525,0.022201895484164746,chandelier_stop,41,10.685224224340253,-0.4053707939675312,15.327520131905636,True,2023-12,2023
ETC/USDT,2023-12-07 00:00:00+00:00,2023-12-11 00:00:00+00:00,21.98,20.10562142340396,20.10562142340396,1.8743785765960406,initial_stop,5,-0.9999999999999999,-1.829939822631264,0.7682546194137093,True,2023-12,2023
BTC/USDT,2023-10-23 00:00:00+00:00,2023-12-11 00:00:00+00:00,33069.99,40967.64734138104,31458.119844682667,1611.8701553173303,chandelier_stop,50,4.899685818567825,-0.14743743422261893,7.215227579984811,True,2023-12,2023
VTHO/USDT,2023-12-04 00:00:00+00:00,2023-12-12 00:00:00+00:00,0.001636,0.0023850122791125015,0.0014535412851220766,0.00018245871487792352,chandelier_stop,9,4.105105528193807,-0.36172566514106097,8.862278795955982,True,2023-12,2023
IOST/USDT,2023-12-04 00:00:00+00:00,2023-12-15 00:00:00+00:00,0.00978,0.011350017312442486,0.008759174347379151,0.0010208256526208492,chandelier_stop,12,1.5379877145638445,-0.8914352785548478,4.271052543405639,True,2023-12,2023
ADA/USDT,2023-12-13 00:00:00+00:00,2023-12-16 00:00:00+00:00,0.6675,0.5868836279163527,0.5868836279163527,0.08061637208364726,initial_stop,4,-0.9999999999999998,-1.0047586849474528,0.15505535261534853,True,2023-12,2023
DEXE/USDT,2023-12-06 00:00:00+00:00,2023-12-17 00:00:00+00:00,4.454,3.843,3.682291327853836,0.7717086721461638,midline_exit,12,-0.7917495579008793,-0.7969328610622598,1.977430156066682,True,2023-12,2023
HBAR/USDT,2023-11-02 00:00:00+00:00,2023-12-18 00:00:00+00:00,0.0555,0.07397877503198785,0.05075220356892728,0.004747796431072718,chandelier_stop,47,3.892073996907394,-0.5054976629353384,6.950592865360904,True,2023-12,2023
SOL/USDT,2023-11-10 00:00:00+00:00,2023-12-28 00:00:00+00:00,56.67,99.87846776435894,50.18948398265474,6.48051601734526,chandelier_stop,49,6.66744247660378,-0.8564132833165281,10.753773281861044,True,2023-12,2023
AVAX/USDT,2023-11-10 00:00:00+00:00,2023-12-31 00:00:00+00:00,14.74,37.946825040306194,13.185950470695563,1.5540495293044372,chandelier_stop,52,14.93313089621611,-0.4826101008091329,22.66337033399688,True,2023-12,2023
VET/USDT,2023-12-04 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.02409,0.03126210844541262,0.02180145313769498,0.0022885468623050223,chandelier_stop,31,3.1339137351939033,-0.3888930633928967,6.41455075349181,True,2024-01,2024
DUSK/USDT,2023-11-10 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.146,0.17363735088080068,0.1287676184088066,0.01723238159119338,chandelier_stop,55,1.603803324255817,-0.29015142065767957,4.665634844175483,True,2024-01,2024
BTC/USDT,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,44946.91,42004.73450850029,42004.73450850029,2942.175491499711,initial_stop,2,-1.0000000000000013,-1.4264648767979229,0.18798674708491667,True,2024-01,2024
QTUM/USDT,2023-10-27 00:00:00+00:00,2024-01-03 00:00:00+00:00,2.757,3.1374443229736926,2.531839736150995,0.22516026384900506,chandelier_stop,69,1.689660140160533,-0.182092520674496,4.854320124322548,True,2024-01,2024
HBAR/USDT,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.097,0.08532766450859894,0.08532766450859894,0.011672335491401066,initial_stop,2,-0.9999999999999999,-1.6277804912304978,0.1970471120963231,True,2024-01,2024
ICX/USDT,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.283,0.24917306110090134,0.24917306110090134,0.03382693889909862,initial_stop,2,-1.0000000000000002,-1.7323471146708307,0.029562237451720694,True,2024-01,2024
FET/USDT,2023-10-23 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.2515,0.6105540115691294,0.22783820303494154,0.023661796965058463,chandelier_stop,73,15.174418582804462,-0.24512085910317374,22.977967430068205,True,2024-01,2024
NEAR/USDT,2023-11-17 00:00:00+00:00,2024-01-03 00:00:00+00:00,1.872,3.475320698871485,1.5831579866412695,0.28884201335873055,chandelier_stop,48,5.550856955425743,-0.6716474440269868,9.531161924774707,True,2024-01,2024
BTC/USDT,2024-01-08 00:00:00+00:00,2024-01-12 00:00:00+00:00,46951.04,43674.54402569691,43674.54402569691,3276.495974303095,initial_stop,5,-0.9999999999999991,-1.6636797489609088,0.616036160529488,True,2024-01,2024
TRX/USDT,2024-01-13 00:00:00+00:00,2024-01-15 00:00:00+00:00,0.11424,0.10851173931677915,0.10851173931677915,0.005728260683220839,initial_stop,3,-1.0000000000000002,-1.1207590497418163,0.6005313288336238,True,2024-01,2024
ETC/USDT,2024-01-10 00:00:00+00:00,2024-01-19 00:00:00+00:00,26.41,23.448544039210137,23.448544039210137,2.9614559607898627,initial_stop,10,-1.0,-1.1750976702256395,2.0496674880085135,True,2024-01,2024
CELR/USDT,2023-12-07 00:00:00+00:00,2024-01-19 00:00:00+00:00,0.01748,0.01729,0.015358859959056134,0.0021211400409438647,midline_exit,44,-0.08957447237451281,-0.5563046179048716,3.644266691868353,True,2024-01,2024
ETH/USDT,2023-12-04 00:00:00+00:00,2024-01-22 00:00:00+00:00,2243.37,2314.2,2094.4668027526955,148.90319724730443,midline_exit,50,0.47567816749000097,-0.9628403059867493,3.182940385174168,True,2024-01,2024
SC/USDT,2024-01-06 00:00:00+00:00,2024-01-25 00:00:00+00:00,0.00817,0.010363314754772108,0.0069532207836540735,0.0012167792163459265,chandelier_stop,20,1.8025577075180377,-0.46023139816746705,4.487256132132798,True,2024-01,2024
VTHO/USDT,2024-02-14 00:00:00+00:00,2024-02-16 00:00:00+00:00,0.003659,0.00562518652166023,0.0033401540759187575,0.00031884592408124257,chandelier_stop,3,6.1665725454255504,-0.29481324019073396,10.697957045644625,True,2024-02,2024
MTL/USDT,2024-02-15 00:00:00+00:00,2024-02-16 00:00:00+00:00,1.587,1.4699774301853978,1.4699774301853978,0.11702256981460205,initial_stop,2,-1.0000000000000007,-1.059624653572829,0.7434463295228724,True,2024-02,2024
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,0.2371,0.2972,0.19968359323004775,0.03741640676995227,midline_exit,25,1.606247237194997,-0.27795293289231204,3.2445659666467983,True,2024-02,2024
