trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
392,427.12979428829817,1.0896168221640259,0.413265306122449,2.999022991742254,-24.936060872313362,3.24306007533661,6.652147023665652,0,,54
370,358.67528586264814,0.9693926644936436,0.3972972972972973,2.735503669093652,-24.936060872313362,3.1579068146067324,5.90474681578731,1,2021-02,53
349,302.18847145655906,0.8658695457207995,0.3753581661891118,2.4984358462941265,-24.936060872313362,3.1348799076636964,5.159935466397072,2,"2021-02,2024-03",52
325,253.82735563915148,0.7810072481204661,0.3569230769230769,2.3067233730436674,-25.34817383862824,3.147665883732189,4.473094959285322,3,"2021-02,2024-03,2024-12",51
