exit_time,symbol,net_r,equity,peak,dd_pct,kill_fired
2020-12-23 00:00:00+00:00,ETH/USDT,-0.9999999999999998,9975.0,10000.0,-0.0025,False
2021-01-04 00:00:00+00:00,BTC/USDT,4.897129729821177,10097.122172637415,10097.122172637415,0.0,False
2021-01-08 00:00:00+00:00,ADA/USDT,2.181556289065685,10152.190773580369,10152.190773580369,0.0,False
2021-01-09 00:00:00+00:00,HBAR/USDT,-0.9999999999999998,10126.810296646418,10152.190773580369,-0.002500000000000036,False
2021-01-11 00:00:00+00:00,ETH/USDT,4.094389313934422,10230.468056303493,10230.468056303493,0.0,False
2021-01-11 00:00:00+00:00,FET/USDT,-1.0000000000000002,10204.891886162733,10230.468056303493,-0.002500000000000039,False
2021-01-11 00:00:00+00:00,CELR/USDT,-0.9999999999999997,10179.379656447327,10230.468056303493,-0.004993750000000021,False
2021-01-11 00:00:00+00:00,TRX/USDT,-1.0000000000000002,10153.931207306208,10230.468056303493,-0.007481265625000043,False
2021-01-15 00:00:00+00:00,ZEC/USDT,-0.9999999999999999,10128.546379287944,10230.468056303493,-0.00996256246093746,False
2021-01-22 00:00:00+00:00,HBAR/USDT,-0.9999999999999998,10103.225013339725,10230.468056303493,-0.012437656054785027,False
2021-02-06 00:00:00+00:00,ZRX/USDT,14.707326053011421,10474.703574485045,10474.703574485045,0.0,False
2021-02-10 00:00:00+00:00,VTHO/USDT,-0.9999999999999998,10448.516815548834,10474.703574485045,-0.0024999999999999268,False
2021-02-15 00:00:00+00:00,VET/USDT,6.350154971028294,10614.391068039158,10614.391068039158,0.0,False
2021-02-15 00:00:00+00:00,ICX/USDT,8.383224459234945,10836.848125092834,10836.848125092834,0.0,False
2021-02-15 00:00:00+00:00,ETC/USDT,7.198402357297277,11031.868107816186,11031.868107816186,0.0,False
2021-02-15 00:00:00+00:00,IOST/USDT,3.833981022116877,11137.608040225845,11137.608040225845,0.0,False
2021-02-15 00:00:00+00:00,FET/USDT,4.862892717941311,11273.010522811092,11273.010522811092,0.0,False
2021-02-15 00:00:00+00:00,ADA/USDT,3.4780739571539434,11371.031433606371,11371.031433606371,0.0,False
2021-02-22 00:00:00+00:00,FET/USDT,-1.0,11342.603855022355,11371.031433606371,-0.002500000000000039,False
2021-02-22 00:00:00+00:00,ADA/USDT,-1.0000000000000002,11314.2473453848,11371.031433606371,-0.004993749999999967,False
2021-02-22 00:00:00+00:00,DUSK/USDT,1.6971481019432098,11362.25222890264,11371.031433606371,-0.0007720675784770607,False
2021-02-23 00:00:00+00:00,SC/USDT,3.7264727109486797,11468.105036067444,11468.105036067444,0.0,False
2021-02-23 00:00:00+00:00,ICX/USDT,-1.0000000000000002,11439.434773477275,11468.105036067444,-0.0025000000000000282,False
2021-02-28 00:00:00+00:00,IOST/USDT,-1.0000000000000004,11410.836186543582,11468.105036067444,-0.004993749999999993,False
2021-03-12 00:00:00+00:00,ADA/USDT,-0.7650518015626002,11389.011484588955,11468.105036067444,-0.006896828310321345,False
2021-03-16 00:00:00+00:00,HBAR/USDT,3.0189893801902348,11474.969746396051,11474.969746396051,0.0,False
2021-03-22 00:00:00+00:00,VTHO/USDT,4.499367723924428,11604.045017670911,11604.045017670911,0.0,False
2021-03-22 00:00:00+00:00,SC/USDT,2.866510814204746,11687.202819000091,11687.202819000091,0.0,False
2021-03-23 00:00:00+00:00,CELR/USDT,4.594024307006151,11821.431053578584,11821.431053578584,0.0,False
2021-03-30 00:00:00+00:00,MTL/USDT,-1.0000000000000004,11791.877475944639,11821.431053578584,-0.0024999999999999337,False
2021-04-06 00:00:00+00:00,JST/USDT,5.401572082563433,11951.114166382316,11951.114166382316,0.0,False
2021-04-06 00:00:00+00:00,TRX/USDT,7.257429891834403,12167.950099361888,12167.950099361888,0.0,False
2021-04-07 00:00:00+00:00,FET/USDT,1.9292283201949776,12226.636984187908,12226.636984187908,0.0,False
2021-04-11 00:00:00+00:00,ARDR/USDT,5.46941538259133,12393.8183751846,12393.8183751846,0.0,False
2021-04-12 00:00:00+00:00,DUSK/USDT,0.5523971261550623,12410.93414931595,12410.93414931595,0.0,False
2021-04-18 00:00:00+00:00,ZRX/USDT,-1.0000000000000002,12379.90681394266,12410.93414931595,-0.0025000000000000135,False
2021-04-18 00:00:00+00:00,ADA/USDT,-1.0000000000000002,12348.957046907803,12410.93414931595,-0.004993750000000071,False
2021-04-18 00:00:00+00:00,AVAX/USDT,-0.9999999999999999,12318.084654290533,12410.93414931595,-0.007481265625000088,False
2021-04-18 00:00:00+00:00,ETH/USDT,-1.0000000000000004,12287.289442654806,12410.93414931595,-0.009962562460937597,False
2021-04-22 00:00:00+00:00,VTHO/USDT,-1.0,12256.57121904817,12410.93414931595,-0.012437656054785208,False
2021-04-22 00:00:00+00:00,IOST/USDT,-1.0000000000000002,12225.92979100055,12410.93414931595,-0.014906561914648222,False
2021-04-23 00:00:00+00:00,ICX/USDT,-1.0,12195.364966523048,12410.93414931595,-0.017369295509861656,False
2021-05-07 00:00:00+00:00,ETC/USDT,6.740510942910752,12400.872444047145,12410.93414931595,-0.0008107129687219749,False
2021-05-12 00:00:00+00:00,QTUM/USDT,-0.9999999999999998,12369.870262937027,12410.93414931595,-0.003308686186300166,False
2021-05-13 00:00:00+00:00,ZEC/USDT,-1.0000000000000002,12338.945587279684,12410.93414931595,-0.005800414470834447,False
2021-05-19 00:00:00+00:00,SOL/USDT,6.6316007884198465,12543.512990491869,12543.512990491869,0.0,False
2021-05-19 00:00:00+00:00,AVAX/USDT,-1.0000000000000002,12512.15420801564,12543.512990491869,-0.002499999999999943,False
2021-05-19 00:00:00+00:00,ADA/USDT,-0.9999999999999999,12480.8738224956,12543.512990491869,-0.004993750000000015,False
2021-07-14 00:00:00+00:00,MTL/USDT,-0.9999999999999998,12449.67163793936,12543.512990491869,-0.00748126562500005,False
2021-08-01 00:00:00+00:00,ARDR/USDT,-1.0000000000000004,12418.547458844512,12543.512990491869,-0.009962562460937513,False
2021-08-27 00:00:00+00:00,QTUM/USDT,1.9485713491280934,12479.043523284741,12543.512990491869,-0.005139665997555543,False
2021-09-03 00:00:00+00:00,MTL/USDT,4.663283272907137,12624.526810594776,12624.526810594776,0.0,False
2021-09-07 00:00:00+00:00,TRX/USDT,2.8637374974942453,12714.910137633831,12714.910137633831,0.0,False
2021-09-07 00:00:00+00:00,ADA/USDT,4.900611030141033,12870.687209803182,12870.687209803182,0.0,False
2021-09-07 00:00:00+00:00,ETC/USDT,-1.0000000000000002,12838.510491778674,12870.687209803182,-0.002499999999999993,False
2021-09-07 00:00:00+00:00,HBAR/USDT,-0.9999999999999997,12806.414215549226,12870.687209803182,-0.00499375000000006,False
2021-09-07 00:00:00+00:00,CELR/USDT,-1.0000000000000002,12774.398180010354,12870.687209803182,-0.007481265625000018,False
2021-09-08 00:00:00+00:00,NEAR/USDT,-1.0000000000000004,12742.462184560329,12870.687209803182,-0.009962562460937454,False
2021-09-09 00:00:00+00:00,FET/USDT,7.196514528209004,12971.715470151184,12971.715470151184,0.0,False
2021-09-10 00:00:00+00:00,NEAR/USDT,-0.9999999999999999,12939.286181475807,12971.715470151184,-0.0024999999999999563,False
2021-09-13 00:00:00+00:00,IOST/USDT,-1.0,12906.937966022118,12971.715470151184,-0.0049937499999998915,False
2021-09-19 00:00:00+00:00,VET/USDT,0.31776880997187956,12917.191521816727,12971.715470151184,-0.004203295120057249,False
2021-09-20 00:00:00+00:00,TRX/USDT,-0.9999999999999998,12884.898543012185,12971.715470151184,-0.006692786882257131,False
2021-09-20 00:00:00+00:00,ETH/USDT,0.44456205021557876,12899.218885294938,12971.715470151184,-0.0055888201543632145,False
2021-09-21 00:00:00+00:00,HBAR/USDT,-1.0,12866.970838081701,12971.715470151184,-0.008074848103977314,False
2021-10-06 00:00:00+00:00,CELR/USDT,4.309621742781045,13005.600281300518,13005.600281300518,0.0,False
2021-10-06 00:00:00+00:00,AVAX/USDT,-0.46485973513069206,12990.485831545566,13005.600281300518,-0.0011621493378267005,False
2021-10-12 00:00:00+00:00,VTHO/USDT,-1.0,12958.009616966701,13005.600281300518,-0.003659243964482181,False
2021-10-12 00:00:00+00:00,JST/USDT,-0.9999999999999998,12925.614592924285,13005.600281300518,-0.006150095854570954,False
2021-10-27 00:00:00+00:00,QTUM/USDT,-0.9999999999999998,12893.300556441975,13005.600281300518,-0.008634720614934492,False
2021-10-27 00:00:00+00:00,BTC/USDT,0.5957708429587099,12912.504187794553,13005.600281300518,-0.0071581542944863935,False
2021-11-10 00:00:00+00:00,ICX/USDT,-0.9999999999999999,12880.222927325067,13005.600281300518,-0.009640258908750176,False
2021-11-16 00:00:00+00:00,ZEC/USDT,2.0818759200766364,12947.26049221911,13005.600281300518,-0.004485743665772168,False
2021-11-16 00:00:00+00:00,VET/USDT,0.794186303336764,12972.966834590743,13005.600281300518,-0.002509184197879385,False
2021-11-16 00:00:00+00:00,ZRX/USDT,-0.22289829464309804,12965.737704131014,13005.600281300518,-0.0030650317022904916,False
2021-11-16 00:00:00+00:00,NEAR/USDT,0.1262452723261582,12969.829861849432,13005.600281300518,-0.002750385885880017,False
2021-11-16 00:00:00+00:00,QTUM/USDT,-0.3195207356000216,12959.46953790427,13005.600281300518,-0.003546990711576401,False
2021-11-18 00:00:00+00:00,SOL/USDT,0.15903197257056945,12964.621962914473,13005.600281300518,-0.003150820992473846,False
2021-11-18 00:00:00+00:00,HBAR/USDT,-1.0,12932.210408007186,13005.600281300518,-0.005642943939992701,False
