entry_n,exit_n,trades,total_r,avg_r,profit_factor
15,7,429,435.4271353339984,1.0149816674452177,2.896844677380317
20,10,392,427.12979428829817,1.0896168221640259,2.999022991742254
25,12,370,411.8989287707614,1.113240348029085,3.0197340256880807
