symbol,entry_time,exit_time,net_r,win,bars_held,exit_reason,year
AAVE_USDT,2023-07-19,2023-08-01,-1.0,0,13,atr_stop,2023
AAVE_USDT,2024-10-02,2024-10-27,0.4031,1,25,time_exit,2024
AAVE_USDT,2024-11-04,2024-11-29,3.9095,1,25,time_exit,2024
AAVE_USDT,2025-01-09,2025-02-03,-1.0,0,25,atr_stop,2025
AAVE_USDT,2025-06-15,2025-06-21,-1.0,0,6,atr_stop,2025
AAVE_USDT,2025-08-01,2025-08-26,2.2356,1,25,time_exit,2025
ADA_USDT,2021-03-04,2021-03-29,0.2367,1,25,time_exit,2021
ADA_USDT,2021-06-19,2021-06-22,-1.0,0,3,atr_stop,2021
ADA_USDT,2021-07-16,2021-08-10,3.3009,1,25,time_exit,2021
ADA_USDT,2024-01-25,2024-02-19,2.9662,1,25,time_exit,2024
ADA_USDT,2025-08-01,2025-08-26,1.3256,1,25,time_exit,2025
APT_USDT,2023-02-06,2023-03-03,-0.6758,0,25,time_exit,2023
APT_USDT,2023-12-17,2024-01-11,0.9494,1,25,time_exit,2023
APT_USDT,2024-01-18,2024-02-12,0.2235,1,25,time_exit,2024
APT_USDT,2024-11-03,2024-11-28,2.9548,1,25,time_exit,2024
ARB_USDT,2024-01-21,2024-02-15,0.6019,1,25,time_exit,2024
ARB_USDT,2024-03-18,2024-04-12,-1.0,0,25,atr_stop,2024
ARKM_USDT,2024-05-14,2024-06-08,0.0372,1,25,time_exit,2024
ATOM_USDT,2021-02-21,2021-03-18,0.079,1,25,time_exit,2021
ATOM_USDT,2021-03-24,2021-04-18,0.9078,1,25,time_exit,2021
ATOM_USDT,2022-01-29,2022-02-23,-0.3873,0,25,time_exit,2022
AVAX_USDT,2021-03-24,2021-04-18,0.3763,1,25,time_exit,2021
AVAX_USDT,2021-04-19,2021-05-14,1.2074,1,25,time_exit,2021
AVAX_USDT,2021-09-28,2021-10-23,0.1882,1,25,time_exit,2021
AVAX_USDT,2022-01-06,2022-01-21,-1.0,0,15,atr_stop,2022
AVAX_USDT,2024-02-23,2024-03-19,3.683,1,25,time_exit,2024
BCH_USDT,2021-04-25,2021-05-20,0.2025,1,25,time_exit,2021
BCH_USDT,2023-07-17,2023-08-11,-0.2963,0,25,time_exit,2023
BCH_USDT,2023-10-09,2023-11-03,0.7417,1,25,time_exit,2023
BCH_USDT,2023-11-13,2023-12-08,0.7588,1,25,time_exit,2023
BCH_USDT,2024-04-11,2024-04-13,-1.0,0,2,atr_stop,2024
BCH_USDT,2024-05-01,2024-05-26,0.91,1,25,time_exit,2024
BCH_USDT,2025-08-17,2025-09-11,0.2445,1,25,time_exit,2025
BCH_USDT,2025-09-23,2025-10-10,-1.0,0,17,atr_stop,2025
BCH_USDT,2025-12-24,2026-01-18,0.3338,1,25,time_exit,2025
BNB_USDT,2024-06-11,2024-07-04,-1.0,0,23,atr_stop,2024
BNB_USDT,2024-10-02,2024-10-27,0.9683,1,25,time_exit,2024
BNB_USDT,2024-11-03,2024-11-28,2.5891,1,25,time_exit,2024
BNB_USDT,2025-06-21,2025-07-16,2.5833,1,25,time_exit,2025
BNB_USDT,2025-08-01,2025-08-26,1.3613,1,25,time_exit,2025
BNB_USDT,2025-10-17,2025-11-11,-0.4369,0,25,time_exit,2025
BNB_USDT,2025-11-14,2025-11-21,-1.0,0,7,atr_stop,2025
BTC_USDT,2021-04-25,2021-05-19,-1.0,0,24,atr_stop,2021
BTC_USDT,2023-02-06,2023-03-03,-0.2638,0,25,time_exit,2023
BTC_USDT,2023-05-10,2023-06-04,-0.2318,0,25,time_exit,2023
BTC_USDT,2023-07-18,2023-08-12,-0.2624,0,25,time_exit,2023
BTC_USDT,2024-06-21,2024-06-24,-1.0,0,3,atr_stop,2024
BTC_USDT,2024-11-03,2024-11-28,6.1073,1,25,time_exit,2024
BTC_USDT,2025-02-08,2025-02-25,-1.0,0,17,atr_stop,2025
BTC_USDT,2025-08-01,2025-08-26,-0.288,0,25,time_exit,2025
CHZ_USDT,2021-08-18,2021-09-12,0.107,1,25,time_exit,2021
CHZ_USDT,2026-01-22,2026-02-05,-1.0,0,14,atr_stop,2026
DASH_USDT,2023-03-06,2023-03-09,-1.0,0,3,atr_stop,2023
DASH_USDT,2024-12-10,2025-01-04,-0.1841,0,25,time_exit,2024
DASH_USDT,2025-12-01,2025-12-26,-0.5538,0,25,time_exit,2025
