symbol,entry_time,exit_time,net_r,win,bars_held,exit_reason,year
AAVE_USDT,2023-07-19,2023-07-20,0.0799,1,1,rsi_exit,2023
AAVE_USDT,2024-10-02,2024-10-04,0.5547,1,2,rsi_exit,2024
AAVE_USDT,2024-10-25,2024-10-28,0.7792,1,3,rsi_exit,2024
AAVE_USDT,2024-11-04,2024-11-06,2.5127,1,2,rsi_exit,2024
AAVE_USDT,2025-01-09,2025-01-15,0.7033,1,6,rsi_exit,2025
AAVE_USDT,2025-01-26,2025-01-31,0.2429,1,5,rsi_exit,2025
AAVE_USDT,2025-06-15,2025-06-16,0.0035,1,1,rsi_exit,2025
AAVE_USDT,2025-06-21,2025-06-24,0.6503,1,3,rsi_exit,2025
AAVE_USDT,2025-08-01,2025-08-07,0.8267,1,6,rsi_exit,2025
ADA_USDT,2021-03-04,2021-03-05,0.1228,1,1,rsi_exit,2021
ADA_USDT,2021-06-19,2021-07-04,0.3204,1,15,rsi_exit,2021
ADA_USDT,2021-07-16,2021-07-27,0.71,1,11,rsi_exit,2021
ADA_USDT,2024-01-25,2024-01-29,1.073,1,4,rsi_exit,2024
ADA_USDT,2025-08-01,2025-08-04,0.3554,1,3,rsi_exit,2025
APT_USDT,2023-02-06,2023-02-07,0.2325,1,1,rsi_exit,2023
APT_USDT,2023-12-17,2023-12-18,-0.1068,0,1,rsi_exit,2023
APT_USDT,2024-01-18,2024-01-27,0.2023,1,9,rsi_exit,2024
APT_USDT,2024-11-03,2024-11-06,0.8903,1,3,rsi_exit,2024
ARB_USDT,2024-01-21,2024-01-26,0.0021,1,5,rsi_exit,2024
ARB_USDT,2024-03-18,2024-05-20,-1.1852,0,63,rsi_exit,2024
ARKM_USDT,2024-05-14,2024-05-15,0.3283,1,1,rsi_exit,2024
ATOM_USDT,2021-02-21,2021-02-22,-0.0614,0,1,rsi_exit,2021
ATOM_USDT,2021-03-24,2021-03-28,0.4351,1,4,rsi_exit,2021
ATOM_USDT,2022-01-29,2022-02-26,0.0795,1,28,rsi_exit,2022
AVAX_USDT,2021-03-24,2021-03-29,0.3941,1,5,rsi_exit,2021
AVAX_USDT,2021-04-19,2021-04-30,0.7387,1,11,rsi_exit,2021
AVAX_USDT,2021-09-28,2021-09-29,0.1921,1,1,rsi_exit,2021
AVAX_USDT,2022-01-06,2022-02-04,-0.9962,0,29,rsi_exit,2022
AVAX_USDT,2024-02-23,2024-02-26,0.7008,1,3,rsi_exit,2024
BCH_USDT,2021-04-25,2021-04-26,0.31,1,1,rsi_exit,2021
BCH_USDT,2023-07-17,2023-07-18,0.0394,1,1,rsi_exit,2023
BCH_USDT,2023-10-09,2023-10-16,0.479,1,7,rsi_exit,2023
BCH_USDT,2023-11-13,2023-11-15,0.1479,1,2,rsi_exit,2023
BCH_USDT,2024-04-11,2024-05-17,-1.1403,0,36,rsi_exit,2024
BCH_USDT,2025-08-17,2025-08-18,-0.2242,0,1,rsi_exit,2025
BCH_USDT,2025-09-23,2025-10-01,0.7932,1,8,rsi_exit,2025
BCH_USDT,2025-12-24,2025-12-25,0.3103,1,1,rsi_exit,2025
BNB_USDT,2024-06-11,2024-07-15,-0.2996,0,34,rsi_exit,2024
BNB_USDT,2024-10-02,2024-10-05,0.4251,1,3,rsi_exit,2024
BNB_USDT,2024-11-03,2024-11-06,0.9297,1,3,rsi_exit,2024
BNB_USDT,2025-06-21,2025-06-28,0.6367,1,7,rsi_exit,2025
BNB_USDT,2025-08-01,2025-08-03,-0.0749,0,2,rsi_exit,2025
BNB_USDT,2025-10-17,2025-10-23,0.2147,1,6,rsi_exit,2025
BNB_USDT,2025-11-14,2025-12-03,0.0499,1,19,rsi_exit,2025
BTC_USDT,2021-04-25,2021-04-30,1.1322,1,5,rsi_exit,2021
BTC_USDT,2023-02-06,2023-02-07,0.3089,1,1,rsi_exit,2023
BTC_USDT,2023-02-25,2023-02-26,0.1849,1,1,rsi_exit,2023
BTC_USDT,2023-05-10,2023-05-28,0.2235,1,18,rsi_exit,2023
BTC_USDT,2023-07-18,2023-07-23,0.1374,1,5,rsi_exit,2023
BTC_USDT,2024-06-21,2024-07-14,-0.966,0,23,rsi_exit,2024
BTC_USDT,2024-11-03,2024-11-04,-0.2105,0,1,rsi_exit,2024
BTC_USDT,2025-02-08,2025-02-20,0.2175,1,12,rsi_exit,2025
BTC_USDT,2025-08-01,2025-08-07,0.7833,1,6,rsi_exit,2025
CHZ_USDT,2021-08-18,2021-08-19,0.2102,1,1,rsi_exit,2021
CHZ_USDT,2026-01-22,2026-01-23,-0.0205,0,1,rsi_exit,2026
DASH_USDT,2023-03-06,2023-03-23,0.1194,1,17,rsi_exit,2023
DASH_USDT,2024-12-10,2024-12-11,0.2282,1,1,rsi_exit,2024
DASH_USDT,2025-12-01,2026-01-05,-0.2599,0,35,rsi_exit,2025
DASH_USDT,2026-05-12,2026-05-13,-0.2861,0,1,rsi_exit,2026
DOGE_USDT,2021-02-17,2021-02-18,0.3045,1,1,rsi_exit,2021
DOGE_USDT,2021-03-25,2021-04-01,1.3781,1,7,rsi_exit,2021
DOGE_USDT,2021-06-19,2021-08-07,-0.4897,0,49,rsi_exit,2021
DOGE_USDT,2024-04-27,2024-05-04,0.4939,1,7,rsi_exit,2024
DOT_USDT,2021-03-24,2021-03-29,0.6292,1,5,rsi_exit,2021
DOT_USDT,2021-09-28,2021-10-01,0.7329,1,3,rsi_exit,2021
EIGEN_USDT,2024-12-21,2025-01-03,0.1778,1,13,rsi_exit,2024
ENA_USDT,2025-09-16,2025-10-26,-1.5905,0,40,rsi_exit,2025
ETH_USDT,2021-03-24,2021-03-27,0.5422,1,3,rsi_exit,2021
ETH_USDT,2021-11-16,2021-11-20,0.4553,1,4,rsi_exit,2021
ETH_USDT,2023-05-10,2023-05-23,0.088,1,13,rsi_exit,2023
ETH_USDT,2023-07-18,2023-07-20,-0.0474,0,2,rsi_exit,2023
ETH_USDT,2024-01-24,2024-02-06,0.6172,1,13,rsi_exit,2024
ETH_USDT,2025-09-25,2025-10-01,1.3486,1,6,rsi_exit,2025
FET_USDT,2021-04-03,2021-04-04,0.3812,1,1,rsi_exit,2021
FET_USDT,2021-04-14,2021-04-15,0.3109,1,1,rsi_exit,2021
FET_USDT,2024-01-21,2024-02-09,0.126,1,19,rsi_exit,2024
FET_USDT,2024-05-14,2024-05-15,0.6906,1,1,rsi_exit,2024
FET_USDT,2024-06-01,2024-06-26,-1.0102,0,25,rsi_exit,2024
FIL_USDT,2021-04-21,2021-04-26,0.1744,1,5,rsi_exit,2021
FIL_USDT,2023-02-25,2023-02-26,0.1041,1,1,rsi_exit,2023
FIL_USDT,2023-11-30,2023-12-01,0.2095,1,1,rsi_exit,2023
FIL_USDT,2024-03-16,2024-03-17,0.1162,1,1,rsi_exit,2024
GRT_USDT,2021-03-25,2021-03-28,1.4125,1,3,rsi_exit,2021
GRT_USDT,2023-02-25,2023-02-26,0.3297,1,1,rsi_exit,2023
GRT_USDT,2023-11-29,2023-11-30,-0.0154,0,1,rsi_exit,2023
GRT_USDT,2024-04-13,2024-05-05,0.9394,1,22,rsi_exit,2024
HBAR_USDT,2021-01-27,2021-01-28,0.3763,1,1,rsi_exit,2021
HBAR_USDT,2021-09-28,2021-10-01,0.4858,1,3,rsi_exit,2021
HBAR_USDT,2021-10-09,2021-10-14,0.2339,1,5,rsi_exit,2021
HBAR_USDT,2023-02-24,2023-03-29,-0.5621,0,33,rsi_exit,2023
HBAR_USDT,2024-01-07,2024-01-10,0.542,1,3,rsi_exit,2024
HBAR_USDT,2024-04-28,2024-05-03,0.2283,1,5,rsi_exit,2024
HBAR_USDT,2024-06-01,2024-07-15,-2.2046,0,44,rsi_exit,2024
HBAR_USDT,2025-08-01,2025-08-03,0.1525,1,2,rsi_exit,2025
ICP_USDT,2024-03-16,2024-03-22,0.3332,1,6,rsi_exit,2024
ICP_USDT,2024-04-13,2024-04-20,0.9638,1,7,rsi_exit,2024
ICP_USDT,2024-05-08,2024-05-17,0.6254,1,9,rsi_exit,2024
INJ_USDT,2021-05-04,2021-05-05,0.2091,1,1,rsi_exit,2021
INJ_USDT,2023-04-21,2023-04-22,0.18,1,1,rsi_exit,2023
INJ_USDT,2023-07-06,2023-07-07,0.0813,1,1,rsi_exit,2023
INJ_USDT,2023-08-28,2023-09-15,0.3601,1,18,rsi_exit,2023
INJ_USDT,2024-02-23,2024-02-25,0.4771,1,2,rsi_exit,2024
JTO_USDT,2024-05-25,2024-07-15,-1.6332,0,51,rsi_exit,2024
LINK_USDT,2021-03-24,2021-03-29,0.6496,1,5,rsi_exit,2021
LINK_USDT,2021-11-16,2021-12-23,-1.2836,0,37,rsi_exit,2021
LINK_USDT,2024-01-24,2024-01-29,0.3322,1,5,rsi_exit,2024
LINK_USDT,2024-02-23,2024-02-24,0.2828,1,1,rsi_exit,2024
LINK_USDT,2025-01-28,2025-01-29,0.2162,1,1,rsi_exit,2025
LINK_USDT,2025-08-01,2025-08-04,0.3933,1,3,rsi_exit,2025
LINK_USDT,2025-09-23,2025-10-01,0.438,1,8,rsi_exit,2025
LPT_USDT,2021-10-24,2021-10-25,0.2691,1,1,rsi_exit,2021
LPT_USDT,2023-09-09,2023-10-01,0.2223,1,22,rsi_exit,2023
LPT_USDT,2024-04-30,2024-05-05,0.8498,1,5,rsi_exit,2024
LTC_USDT,2021-04-21,2021-04-22,-0.0819,0,1,rsi_exit,2021
LTC_USDT,2023-07-18,2023-07-21,0.2331,1,3,rsi_exit,2023
LTC_USDT,2024-03-16,2024-03-17,0.0939,1,1,rsi_exit,2024
LTC_USDT,2024-05-25,2024-05-27,0.0401,1,2,rsi_exit,2024
LTC_USDT,2025-02-04,2025-02-10,0.7823,1,6,rsi_exit,2025
MORPHO_USDT,2026-05-15,2026-05-21,0.6062,1,6,rsi_exit,2026
MORPHO_USDT,2026-05-29,2026-05-30,0.4471,1,1,rsi_exit,2026
NEAR_USDT,2021-03-25,2021-03-26,0.413,1,1,rsi_exit,2021
NEAR_USDT,2021-09-28,2021-10-01,0.5021,1,3,rsi_exit,2021
NEAR_USDT,2022-04-24,2022-07-18,-4.2023,0,85,rsi_exit,2022
NEAR_USDT,2024-01-16,2024-02-09,-0.2732,0,24,rsi_exit,2024
NEAR_USDT,2024-04-13,2024-04-20,0.6318,1,7,rsi_exit,2024
NEAR_USDT,2024-05-02,2024-05-03,0.6099,1,1,rsi_exit,2024
NEAR_USDT,2026-05-30,2026-05-31,0.1296,1,1,rsi_exit,2026
ORDI_USDT,2024-01-21,2024-02-09,-0.2703,0,19,rsi_exit,2024
PENDLE_USDT,2024-02-19,2024-02-24,0.0217,1,5,rsi_exit,2024
PENDLE_USDT,2024-03-16,2024-03-21,0.7492,1,5,rsi_exit,2024
PENDLE_USDT,2024-05-14,2024-05-18,1.5104,1,4,rsi_exit,2024
PENDLE_USDT,2024-06-10,2024-06-16,0.5744,1,6,rsi_exit,2024
PENDLE_USDT,2025-09-23,2025-10-02,0.4786,1,9,rsi_exit,2025
PENGU_USDT,2025-09-23,2025-10-01,0.383,1,8,rsi_exit,2025
PEPE_USDT,2024-07-05,2024-07-15,1.0827,1,10,rsi_exit,2024
PEPE_USDT,2024-08-03,2024-08-23,0.2209,1,20,rsi_exit,2024
