symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
XRP/USDT,8,40.20732509297188,5.025915636621485,38.58857074967325,-1.0000000000000004
ALGO/USDT,4,22.1518889094446,5.53797222736115,21.357537490134177,-1.0
ADA/USDT,5,20.809256320688345,4.161851264137669,21.97944530480079,-1.0000000000000004
AMP/USDT,2,7.896186600463422,3.948093300231711,8.438700663639537,-0.5425140631761145
DOT/USDT,4,6.278772696844765,1.5696931742111913,8.80328809023131,-1.0000000000000009
ATOM/USDT,2,5.815281204798772,2.907640602399386,6.815281204798773,-1.0000000000000004
SUI/USDT,5,4.973617784751868,0.9947235569503736,2.761068872987478,-1.0000000000000004
AVAX/USDT,4,4.874915158460364,1.218728789615091,4.7558799675588,-0.7233037386983798
ANKR/USDT,1,4.755150287065182,4.755150287065182,4.755150287065182,4.755150287065182
1INCH/USDT,3,4.584011114974956,1.528003704991652,3.889878098890564,0.0220352564102562
DOGE/USDT,9,3.9567706810428986,0.43964118678254427,9.59620417247536,-1.0
LTC/USDT,6,3.6866819286834445,0.6144469881139074,4.072864503955293,-1.0000000000000004
ETH/USDT,5,3.1706978027447406,0.6341395605489482,4.028757285615686,-1.0000000000000002
BTC/USDT,7,3.1007675491394764,0.4429667927342109,2.8528635618001568,-1.000000000000001
LINK/USDT,7,3.0920805982119903,0.44172579974457005,3.1337931034482764,-0.8997229916897511
ASR/USDT,7,1.4508788805045252,0.20726841150064645,5.990867579908676,-1.0000000000000004
ASTR/USDT,1,1.3813116656993607,1.3813116656993607,1.3813116656993607,1.3813116656993607
SOL/USDT,8,0.6718668761113413,0.08398335951391767,2.1702713556307733,-1.0000000000000004
NEAR/USDT,5,0.5586768877625414,0.11173537755250829,3.460091265711312,-1.0000000000000004
AUDIO/USDT,2,0.41308672677408687,0.20654336338704343,1.0657498925655355,-0.6526631657914487
UNI/USDT,7,0.22543823834482013,0.03220546262068859,3.1633081444164564,-1.0000000000000002
AI/USDT,2,0.0057616496512686854,0.0028808248256343427,1.005761649651269,-1.0000000000000002
ARB/USDT,3,-0.05524269241083346,-0.018414230803611153,1.9447573075891655,-0.9999999999999996
AAVE/USDT,8,-0.06758722837190634,-0.008448403546488292,3.499874213836479,-0.9999999999999996
ALCX/USDT,4,-0.7434554973821983,-0.18586387434554957,2.256544502617803,-1.0000000000000009
1000CHEEMS/USDT,1,-0.9369676320272572,-0.9369676320272572,-0.9369676320272572,-0.9369676320272572
TRX/USDT,13,-0.9736343642637566,-0.07489495109721205,1.9903691813804183,-1.000000000000001
ALT/USDT,1,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996
API3/USDT,3,-1.2554359762793763,-0.4184786587597921,0.7445640237206236,-1.0000000000000002
AUCTION/USDT,6,-1.345819503714241,-0.2243032506190402,3.654180496285759,-1.0000000000000004
ARDR/USDT,6,-1.3754753623074225,-0.22924589371790374,1.9748726655348052,-1.0000000000000009
ALPINE/USDT,8,-1.5378981139764654,-0.19223726424705817,4.658763216917656,-1.0000000000000009
ARKM/USDT,3,-1.539305745075852,-0.513101915025284,-0.1935586228779944,-0.746978235796067
ATA/USDT,3,-1.7722239797532433,-0.5907413265844145,0.2277760202467567,-1.0000000000000004
1000SATS/USDT,2,-1.9297036987492477,-0.9648518493746239,-0.9297036987492476,-1.0000000000000002
APE/USDT,2,-1.9999999999999998,-0.9999999999999999,-0.9999999999999998,-1.0
AR/USDT,3,-2.1651998709103433,-0.7217332903034478,-0.1651998709103436,-1.0000000000000002
ADX/USDT,6,-2.722453567123556,-0.4537422611872593,1.058131939908556,-1.0000000000000009
ACM/USDT,4,-2.8661710037174712,-0.7165427509293678,0.1338289962825279,-0.9999999999999998
AWE/USDT,3,-3.0,-1.0,-0.9999999999999996,-1.0000000000000004
AXL/USDT,3,-3.0,-1.0,-0.9999999999999996,-1.0000000000000004
ARPA/USDT,3,-3.000000000000001,-1.0000000000000002,-1.0000000000000002,-1.0000000000000004
APT/USDT,3,-3.000000000000002,-1.0000000000000007,-1.0000000000000004,-1.0000000000000009
ICP/USDT,6,-3.163258677280884,-0.527209779546814,0.5457853244390546,-1.0000000000000009
ACH/USDT,6,-3.252698182191703,-0.5421163636986172,0.8291348783647623,-1.0000000000000002
BCH/USDT,10,-3.345247225551763,-0.3345247225551763,2.862709442784777,-1.000000000000001
BNB/USDT,11,-3.5020143681728055,-0.31836494256116415,3.629043126684639,-1.0000000000000009
AXS/USDT,8,-4.122309096480187,-0.5152886370600234,0.910529519172246,-1.0000000000000002
ALICE/USDT,6,-4.265125118783655,-0.7108541864639425,0.7348748812163439,-1.0000000000000002
AGLD/USDT,8,-4.324839750321997,-0.5406049687902497,1.508959446714869,-1.0000000000000004
ARK/USDT,6,-4.538684082998367,-0.7564473471663945,-0.3694013823265259,-1.0000000000000004
ATM/USDT,9,-6.165291300873596,-0.6850323667637329,1.048883133700226,-1.0000000000000009
AVA/USDT,9,-6.857815184244574,-0.7619794649160637,-0.0041890665363396,-1.0000000000000009
