timeframe,side,split,start,end,assets,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,first_half_by_trade_count,2024-05-14 00:00:00+00:00,2025-01-06 00:00:00+00:00,51,135,105.53746197437758,0.7817589775879821,-0.7943026459427149,0.32592592592592595,2.3767812330229834,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.642716567774863,1.9564447603555806
1d,ALL,second_half_by_trade_count,2025-01-07 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,136,-41.300894542205626,-0.3036830481044531,-0.9999999999999992,0.22794117647058823,0.5232678199101314,-41.09123612053307,5.990867579908676,-1.000000000000001,21,1.241425192987251,-2.8527876746500707
1d,ALL,last_100_trades,2025-05-15 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-21.35293642443769,-0.2135293642443769,-0.9999999999999993,0.28,0.6553568353151838,-34.87874607029168,5.990867579908676,-1.000000000000001,13,1.3489439651177468,-1.5829372439924763
1d,ALL,last_200_trades,2024-11-14 00:00:00+00:00,2026-05-10 00:00:00+00:00,52,200,97.85348153183656,0.4892674076591828,-0.9183453118585041,0.31,1.8366871366768327,-45.300894542205555,38.58857074967325,-1.000000000000001,25,3.935931787501489,1.757979154354134
1d,ALL,first_half_by_time,2024-05-14 00:00:00+00:00,2025-01-07 00:00:00+00:00,51,136,105.327803552705,0.7744691437698897,-0.770640440869391,0.3235294117647059,2.370298269125319,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.626270537345584,1.9522819882277531
1d,ALL,second_half_by_time,2025-01-08 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,135,-41.09123612053307,-0.30437952681876346,-0.9999999999999992,0.22962962962962963,0.5245372349657105,-40.09123612053307,5.990867579908676,-1.000000000000001,20,1.246022096496283,-2.83828876296115
1d,LONG,first_half_by_trade_count,2024-05-14 00:00:00+00:00,2025-01-06 00:00:00+00:00,51,135,105.53746197437758,0.7817589775879821,-0.7943026459427149,0.32592592592592595,2.3767812330229834,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.642716567774863,1.9564447603555806
1d,LONG,second_half_by_trade_count,2025-01-07 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,136,-41.300894542205626,-0.3036830481044531,-0.9999999999999992,0.22794117647058823,0.5232678199101314,-41.09123612053307,5.990867579908676,-1.000000000000001,21,1.241425192987251,-2.8527876746500707
1d,LONG,last_100_trades,2025-05-15 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-21.35293642443769,-0.2135293642443769,-0.9999999999999993,0.28,0.6553568353151838,-34.87874607029168,5.990867579908676,-1.000000000000001,13,1.3489439651177468,-1.5829372439924763
1d,LONG,last_200_trades,2024-11-14 00:00:00+00:00,2026-05-10 00:00:00+00:00,52,200,97.85348153183656,0.4892674076591828,-0.9183453118585041,0.31,1.8366871366768327,-45.300894542205555,38.58857074967325,-1.000000000000001,25,3.935931787501489,1.757979154354134
1d,LONG,first_half_by_time,2024-05-14 00:00:00+00:00,2025-01-07 00:00:00+00:00,51,136,105.327803552705,0.7744691437698897,-0.770640440869391,0.3235294117647059,2.370298269125319,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.626270537345584,1.9522819882277531
1d,LONG,second_half_by_time,2025-01-08 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,135,-41.09123612053307,-0.30437952681876346,-0.9999999999999992,0.22962962962962963,0.5245372349657105,-40.09123612053307,5.990867579908676,-1.000000000000001,20,1.246022096496283,-2.83828876296115
ALL_TF,ALL,first_half_by_trade_count,2024-05-14 00:00:00+00:00,2025-01-06 00:00:00+00:00,51,135,105.53746197437758,0.7817589775879821,-0.7943026459427149,0.32592592592592595,2.3767812330229834,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.642716567774863,1.9564447603555806
ALL_TF,ALL,second_half_by_trade_count,2025-01-07 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,136,-41.300894542205626,-0.3036830481044531,-0.9999999999999992,0.22794117647058823,0.5232678199101314,-41.09123612053307,5.990867579908676,-1.000000000000001,21,1.241425192987251,-2.8527876746500707
ALL_TF,ALL,last_100_trades,2025-05-15 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-21.35293642443769,-0.2135293642443769,-0.9999999999999993,0.28,0.6553568353151838,-34.87874607029168,5.990867579908676,-1.000000000000001,13,1.3489439651177468,-1.5829372439924763
ALL_TF,ALL,last_200_trades,2024-11-14 00:00:00+00:00,2026-05-10 00:00:00+00:00,52,200,97.85348153183656,0.4892674076591828,-0.9183453118585041,0.31,1.8366871366768327,-45.300894542205555,38.58857074967325,-1.000000000000001,25,3.935931787501489,1.757979154354134
ALL_TF,ALL,first_half_by_time,2024-05-14 00:00:00+00:00,2025-01-07 00:00:00+00:00,51,136,105.327803552705,0.7744691437698897,-0.770640440869391,0.3235294117647059,2.370298269125319,-37.86993586386854,38.58857074967325,-1.0000000000000009,28,4.626270537345584,1.9522819882277531
ALL_TF,ALL,second_half_by_time,2025-01-08 00:00:00+00:00,2026-05-10 00:00:00+00:00,44,135,-41.09123612053307,-0.30437952681876346,-0.9999999999999992,0.22962962962962963,0.5245372349657105,-40.09123612053307,5.990867579908676,-1.000000000000001,20,1.246022096496283,-2.83828876296115
