symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
XRP/USDT,4,42.40255321981159,10.600638304952897,39.28250755040403,-0.9999999999999992
ALGO/USDT,2,23.22008354737484,11.61004177368742,21.273584905660385,1.9464986417144576
ADA/USDT,4,15.984124936518647,3.9960312341296618,17.020686437163008,-1.0
AMP/USDT,1,9.424147187847838,9.424147187847838,9.424147187847838,9.424147187847838
ASR/USDT,4,8.382349813357036,2.095587453339259,10.85665294924554,-1.0000000000000009
LINK/USDT,4,7.62916121864399,1.9072903046609975,6.576595744680852,-1.0000000000000002
SUI/USDT,5,4.959574956305721,0.9919149912611441,3.118884166939087,-1.0000000000000002
DOGE/USDT,8,4.9315018076601325,0.6164377259575166,10.789741847826086,-1.0000000000000009
LTC/USDT,3,4.723423117032295,1.5744743723440984,4.355421346729129,-0.9999999999999992
ANKR/USDT,1,4.420595958442745,4.420595958442745,4.420595958442745,4.420595958442745
BTC/USDT,5,3.8432699073897454,0.768653981477949,2.937513526632879,-0.7618848017982276
AVAX/USDT,3,3.6566918248524187,1.2188972749508062,4.156498215724645,-0.2609874590441757
ETH/USDT,5,3.460491944908905,0.692098388981781,3.406685446040398,-1.000000000000001
DOT/USDT,3,3.2919537754809074,1.0973179251603025,5.291953775480907,-1.0000000000000002
TRX/USDT,9,3.0362984187175432,0.33736649096861593,10.059948979591834,-1.000000000000001
ATOM/USDT,2,2.933515826568496,1.466757913284248,3.933515826568496,-0.9999999999999998
AAVE/USDT,4,2.3617475848971727,0.5904368962242932,3.0787652445457248,-1.0000000000000002
ARB/USDT,1,1.6377333122429607,1.6377333122429607,1.6377333122429607,1.6377333122429607
ALCX/USDT,3,1.5694193289130012,0.5231397763043337,3.5694193289130003,-0.9999999999999998
1INCH/USDT,2,1.4857182345895144,0.7428591172947572,2.4857182345895152,-1.0000000000000009
UNI/USDT,5,0.1694233101775282,0.03388466203550564,4.169423310177528,-1.0000000000000004
AUDIO/USDT,2,0.10516934046345838,0.05258467023172919,1.1051693404634588,-1.0000000000000004
ASTR/USDT,1,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004,-1.0000000000000004
ALT/USDT,1,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009
ALPINE/USDT,7,-1.0127243503884251,-0.14467490719834644,4.987275649611575,-1.0000000000000009
SOL/USDT,5,-1.1707088789463103,-0.23414177578926204,1.3990230418636065,-1.0000000000000004
ARDR/USDT,4,-1.4353619687747199,-0.35884049219367997,0.3384971260339261,-1.0
NEAR/USDT,4,-1.501479164614719,-0.37536979115367974,1.355197695731867,-1.0000000000000004
ARKM/USDT,2,-1.6707317073170738,-0.8353658536585369,-0.6707317073170737,-1.0
ATA/USDT,3,-1.7555555555555555,-0.5851851851851851,0.2444444444444438,-0.9999999999999998
ACM/USDT,3,-1.984118041960668,-0.661372680653556,-0.1095305832147938,-1.0
AI/USDT,2,-1.9999999999999991,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996
BCH/USDT,2,-1.9999999999999996,-0.9999999999999998,-0.9999999999999996,-1.0
AWE/USDT,2,-1.9999999999999996,-0.9999999999999998,-0.9999999999999994,-1.0000000000000002
ARK/USDT,2,-2.0,-1.0,-1.0,-1.0
AXL/USDT,2,-2.000000000000001,-1.0000000000000004,-1.0000000000000002,-1.0000000000000004
APE/USDT,2,-2.000000000000001,-1.0000000000000004,-1.0000000000000002,-1.0000000000000004
ADX/USDT,4,-2.3848957024377997,-0.5962239256094499,0.6151042975622008,-1.0000000000000004
AR/USDT,3,-3.0,-1.0,-0.9999999999999996,-1.0000000000000002
API3/USDT,3,-3.0000000000000004,-1.0000000000000002,-0.9999999999999996,-1.0000000000000009
ARPA/USDT,3,-3.0000000000000004,-1.0000000000000002,-1.0,-1.0000000000000002
APT/USDT,3,-3.0000000000000004,-1.0000000000000002,-0.9999999999999996,-1.0000000000000004
ACH/USDT,6,-3.432682627093181,-0.5721137711821969,0.8271540469973893,-1.0000000000000004
BNB/USDT,7,-3.6464235996359067,-0.5209176570908438,1.1205594827971923,-1.0000000000000002
ICP/USDT,6,-4.068873703234737,-0.6781456172057895,0.5759206974651739,-1.0000000000000002
AUCTION/USDT,6,-4.637749341362439,-0.7729582235604066,0.3622506586375601,-1.0000000000000002
AXS/USDT,7,-4.993935244057516,-0.7134193205796452,1.006064755942483,-1.0000000000000002
AVA/USDT,6,-5.602547770700638,-0.9337579617834396,-0.6025477707006375,-1.0000000000000004
AGLD/USDT,6,-5.615828492815653,-0.9359714154692754,-0.6158284928156522,-1.0000000000000002
ATM/USDT,8,-5.678891512427961,-0.7098614390534951,0.7456140350877185,-1.000000000000001
ALICE/USDT,6,-6.0,-1.0,-0.9999999999999992,-1.0000000000000004
