timeframe,side,removed_top_months_n,removed_months,months_remaining,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,0,,23,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
1d,ALL,1,2024-12,22,152,-58.44685178016597,-0.38451876171161825,-0.9999999999999996,0.18421052631578946,0.490110310535301,-57.446851780165986,10.85665294924554,-1.000000000000001,20,1.636428698506091,-2.896958286374819
1d,ALL,2,"2024-12,2025-08",21,142,-72.43136515692568,-0.510080036316378,-0.9999999999999997,0.16901408450704225,0.3393851163829326,-71.4313651569257,10.789741847826086,-1.000000000000001,20,1.296755015700577,-4.687319552246658
1d,ALL,3,"2024-12,2025-08,2025-07",20,125,-75.8712136569631,-0.6069697092557048,-0.9999999999999998,0.128,0.2589606204324933,-74.8712136569631,10.789741847826086,-1.000000000000001,20,1.2670288739549909,-5.355937650980685
1d,LONG,0,,23,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
1d,LONG,1,2024-12,22,152,-58.44685178016597,-0.38451876171161825,-0.9999999999999996,0.18421052631578946,0.490110310535301,-57.446851780165986,10.85665294924554,-1.000000000000001,20,1.636428698506091,-2.896958286374819
1d,LONG,2,"2024-12,2025-08",21,142,-72.43136515692568,-0.510080036316378,-0.9999999999999997,0.16901408450704225,0.3393851163829326,-71.4313651569257,10.789741847826086,-1.000000000000001,20,1.296755015700577,-4.687319552246658
1d,LONG,3,"2024-12,2025-08,2025-07",20,125,-75.8712136569631,-0.6069697092557048,-0.9999999999999998,0.128,0.2589606204324933,-74.8712136569631,10.789741847826086,-1.000000000000001,20,1.2670288739549909,-5.355937650980685
ALL_TF,ALL,0,,23,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
ALL_TF,ALL,1,2024-12,22,152,-58.44685178016597,-0.38451876171161825,-0.9999999999999996,0.18421052631578946,0.490110310535301,-57.446851780165986,10.85665294924554,-1.000000000000001,20,1.636428698506091,-2.896958286374819
ALL_TF,ALL,2,"2024-12,2025-08",21,142,-72.43136515692568,-0.510080036316378,-0.9999999999999997,0.16901408450704225,0.3393851163829326,-71.4313651569257,10.789741847826086,-1.000000000000001,20,1.296755015700577,-4.687319552246658
ALL_TF,ALL,3,"2024-12,2025-08,2025-07",20,125,-75.8712136569631,-0.6069697092557048,-0.9999999999999998,0.128,0.2589606204324933,-74.8712136569631,10.789741847826086,-1.000000000000001,20,1.2670288739549909,-5.355937650980685
