timeframe,side,split,start,end,assets,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,first_half_by_trade_count,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
1d,ALL,second_half_by_trade_count,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
1d,ALL,last_100_trades,2024-12-13 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-18.29384410920689,-0.18293844109206892,-0.9999999999999996,0.22,0.7421423230191594,-31.966179851777984,10.85665294924554,-1.000000000000001,15,1.904478791081524,-0.9605695896890561
1d,ALL,last_200_trades,2024-05-26 00:00:00+00:00,2026-05-10 00:00:00+00:00,51,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
1d,ALL,first_half_by_time,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
1d,ALL,second_half_by_time,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
1d,LONG,first_half_by_trade_count,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
1d,LONG,second_half_by_trade_count,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
1d,LONG,last_100_trades,2024-12-13 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-18.29384410920689,-0.18293844109206892,-0.9999999999999996,0.22,0.7421423230191594,-31.966179851777984,10.85665294924554,-1.000000000000001,15,1.904478791081524,-0.9605695896890561
1d,LONG,last_200_trades,2024-05-26 00:00:00+00:00,2026-05-10 00:00:00+00:00,51,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
1d,LONG,first_half_by_time,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
1d,LONG,second_half_by_time,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
ALL_TF,ALL,first_half_by_trade_count,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
ALL_TF,ALL,second_half_by_trade_count,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
ALL_TF,ALL,last_100_trades,2024-12-13 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,100,-18.29384410920689,-0.18293844109206892,-0.9999999999999996,0.22,0.7421423230191594,-31.966179851777984,10.85665294924554,-1.000000000000001,15,1.904478791081524,-0.9605695896890561
ALL_TF,ALL,last_200_trades,2024-05-26 00:00:00+00:00,2026-05-10 00:00:00+00:00,51,196,71.03644091087318,0.36243082097384277,-0.9999999999999996,0.2653061224489796,1.5276558498662745,-41.01333671403228,39.28250755040403,-1.000000000000001,20,3.9899079903874433,1.2717164169846136
ALL_TF,ALL,first_half_by_time,2024-05-26 00:00:00+00:00,2024-12-15 00:00:00+00:00,48,98,87.33028502008007,0.8911253573477558,-0.9999999999999996,0.30612244897959184,2.329613519887466,-41.01333671403228,39.28250755040403,-1.0000000000000009,20,5.267852645729076,1.674627510718732
ALL_TF,ALL,second_half_by_time,2024-12-16 00:00:00+00:00,2026-05-10 00:00:00+00:00,42,98,-16.29384410920689,-0.16626371540007032,-0.9999999999999996,0.22448979591836735,0.7636706962284516,-31.96617985177798,10.85665294924554,-1.000000000000001,15,1.920358856513001,-0.8570933516738235
