timeframe,side,window_start,window_end,assets,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,2024-05-26 00:00:00+00:00,2024-11-22 00:00:00+00:00,32,54,-42.01333671403228,-0.7780247539635607,-1.0,0.09259259259259259,0.0999897662826118,-41.01333671403228,3.118884166939087,-1.0000000000000009,20,0.6620890115809059,-8.635230102586897
1d,ALL,2024-08-24 00:00:00+00:00,2025-02-20 00:00:00+00:00,49,86,112.8240968282603,1.3119081026541894,-0.9999999999999996,0.3372093023255814,3.0398224107248715,-23.99396972687316,39.28250755040403,-1.0000000000000009,20,5.663538069660093,2.1481510489598845
1d,ALL,2024-11-22 00:00:00+00:00,2025-05-21 00:00:00+00:00,46,74,124.94648998318937,1.6884660808539103,-0.9999999999999993,0.40540540540540543,3.9623677437401215,-20.069467493494102,39.28250755040403,-1.000000000000001,11,6.018151923311018,2.4134874983154178
1d,ALL,2025-02-20 00:00:00+00:00,2025-08-19 00:00:00+00:00,29,48,2.63194206603594,0.054832126375748746,-0.8512662490738859,0.3333333333333333,1.0974815274201368,-16.53483082385348,10.85665294924554,-1.000000000000001,11,1.944721536155044,0.19534319336557734
1d,ALL,2025-05-21 00:00:00+00:00,2025-11-17 00:00:00+00:00,33,51,2.7821791541440586,0.05455253243419723,-0.9999999999999992,0.3137254901960784,1.0916906997947482,-15.290677562181887,10.85665294924554,-1.000000000000001,15,2.016534445054212,0.1931943225319459
1d,ALL,2025-08-19 00:00:00+00:00,2026-02-15 00:00:00+00:00,19,30,-21.303401912570315,-0.7101133970856772,-1.0,0.06666666666666667,0.20822215746705164,-24.29067756218189,4.987275649611575,-1.000000000000001,15,1.1235306860659597,-3.4618113309600758
1d,ALL,2025-11-17 00:00:00+00:00,2026-05-16 00:00:00+00:00,9,17,-14.678891512427956,-0.8634642066134092,-0.9999999999999996,0.058823529411764705,0.04833957450310682,-13.678891512427958,0.7456140350877185,-1.000000000000001,10,0.43742483893296297,-8.138893384499468
1d,ALL,2026-02-15 00:00:00+00:00,2026-08-14 00:00:00+00:00,4,8,-5.678891512427958,-0.7098614390534947,-0.9999999999999996,0.125,0.11605780858513595,-5.424505547515676,0.7456140350877185,-1.0000000000000002,6,0.6216245017177153,-3.2299102488434785
1d,LONG,2024-05-26 00:00:00+00:00,2024-11-22 00:00:00+00:00,32,54,-42.01333671403228,-0.7780247539635607,-1.0,0.09259259259259259,0.0999897662826118,-41.01333671403228,3.118884166939087,-1.0000000000000009,20,0.6620890115809059,-8.635230102586897
1d,LONG,2024-08-24 00:00:00+00:00,2025-02-20 00:00:00+00:00,49,86,112.8240968282603,1.3119081026541894,-0.9999999999999996,0.3372093023255814,3.0398224107248715,-23.99396972687316,39.28250755040403,-1.0000000000000009,20,5.663538069660093,2.1481510489598845
1d,LONG,2024-11-22 00:00:00+00:00,2025-05-21 00:00:00+00:00,46,74,124.94648998318937,1.6884660808539103,-0.9999999999999993,0.40540540540540543,3.9623677437401215,-20.069467493494102,39.28250755040403,-1.000000000000001,11,6.018151923311018,2.4134874983154178
1d,LONG,2025-02-20 00:00:00+00:00,2025-08-19 00:00:00+00:00,29,48,2.63194206603594,0.054832126375748746,-0.8512662490738859,0.3333333333333333,1.0974815274201368,-16.53483082385348,10.85665294924554,-1.000000000000001,11,1.944721536155044,0.19534319336557734
1d,LONG,2025-05-21 00:00:00+00:00,2025-11-17 00:00:00+00:00,33,51,2.7821791541440586,0.05455253243419723,-0.9999999999999992,0.3137254901960784,1.0916906997947482,-15.290677562181887,10.85665294924554,-1.000000000000001,15,2.016534445054212,0.1931943225319459
1d,LONG,2025-08-19 00:00:00+00:00,2026-02-15 00:00:00+00:00,19,30,-21.303401912570315,-0.7101133970856772,-1.0,0.06666666666666667,0.20822215746705164,-24.29067756218189,4.987275649611575,-1.000000000000001,15,1.1235306860659597,-3.4618113309600758
1d,LONG,2025-11-17 00:00:00+00:00,2026-05-16 00:00:00+00:00,9,17,-14.678891512427956,-0.8634642066134092,-0.9999999999999996,0.058823529411764705,0.04833957450310682,-13.678891512427958,0.7456140350877185,-1.000000000000001,10,0.43742483893296297,-8.138893384499468
1d,LONG,2026-02-15 00:00:00+00:00,2026-08-14 00:00:00+00:00,4,8,-5.678891512427958,-0.7098614390534947,-0.9999999999999996,0.125,0.11605780858513595,-5.424505547515676,0.7456140350877185,-1.0000000000000002,6,0.6216245017177153,-3.2299102488434785
ALL_TF,ALL,2024-05-26 00:00:00+00:00,2024-11-22 00:00:00+00:00,32,54,-42.01333671403228,-0.7780247539635607,-1.0,0.09259259259259259,0.0999897662826118,-41.01333671403228,3.118884166939087,-1.0000000000000009,20,0.6620890115809059,-8.635230102586897
ALL_TF,ALL,2024-08-24 00:00:00+00:00,2025-02-20 00:00:00+00:00,49,86,112.8240968282603,1.3119081026541894,-0.9999999999999996,0.3372093023255814,3.0398224107248715,-23.99396972687316,39.28250755040403,-1.0000000000000009,20,5.663538069660093,2.1481510489598845
ALL_TF,ALL,2024-11-22 00:00:00+00:00,2025-05-21 00:00:00+00:00,46,74,124.94648998318937,1.6884660808539103,-0.9999999999999993,0.40540540540540543,3.9623677437401215,-20.069467493494102,39.28250755040403,-1.000000000000001,11,6.018151923311018,2.4134874983154178
ALL_TF,ALL,2025-02-20 00:00:00+00:00,2025-08-19 00:00:00+00:00,29,48,2.63194206603594,0.054832126375748746,-0.8512662490738859,0.3333333333333333,1.0974815274201368,-16.53483082385348,10.85665294924554,-1.000000000000001,11,1.944721536155044,0.19534319336557734
ALL_TF,ALL,2025-05-21 00:00:00+00:00,2025-11-17 00:00:00+00:00,33,51,2.7821791541440586,0.05455253243419723,-0.9999999999999992,0.3137254901960784,1.0916906997947482,-15.290677562181887,10.85665294924554,-1.000000000000001,15,2.016534445054212,0.1931943225319459
