symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,month
ZEC/USDT,2021-01-10 00:00:00+00:00,2021-01-11 00:00:00+00:00,96.37,81.29816750527488,81.29816750527488,15.071832494725129,initial_stop,2,-1.0,-1.246032956282699,0.8359965521385517,2021-01
IOST/USDT,2021-01-15 00:00:00+00:00,2021-01-16 00:00:00+00:00,0.024766,0.021358293308127337,0.021358293308127337,0.0034077066918726637,initial_stop,2,-0.9999999999999999,-1.5103999450056917,0.31458106490112725,2021-01
ETH/USDT,2021-01-20 00:00:00+00:00,2021-01-21 00:00:00+00:00,1376.99,1110.2086852327484,1110.2086852327484,266.78131476725156,initial_stop,2,-1.0000000000000002,-1.090743556211457,0.048766533785735054,2021-01
ZEC/USDT,2021-01-14 00:00:00+00:00,2021-01-21 00:00:00+00:00,111.71,87.1643318439753,87.1643318439753,24.545668156024686,initial_stop,8,-1.0000000000000002,-1.2046932196768128,0.13199885125982025,2021-01
ADA/USDT,2021-01-18 00:00:00+00:00,2021-01-22 00:00:00+00:00,0.37123,0.28459168691061765,0.28459168691061765,0.08663831308938238,initial_stop,5,-0.9999999999999997,-1.0529983415752853,0.21676322322463973,2021-01
HBAR/USDT,2021-01-20 00:00:00+00:00,2021-01-22 00:00:00+00:00,0.10057,0.08376872441752684,0.08376872441752684,0.016801275582473175,initial_stop,3,-0.9999999999999998,-1.395727359204957,1.434414897946245,2021-01
ZRX/USDT,2021-02-01 00:00:00+00:00,2021-02-06 00:00:00+00:00,0.6865,1.487408339948828,0.5257968915378394,0.16070310846216065,chandelier_stop,6,4.983776279208755,-0.17672340175477738,8.111230781244805,2021-02
MTL/USDT,2021-02-05 00:00:00+00:00,2021-02-06 00:00:00+00:00,0.8011,0.7006177845817148,0.7006177845817148,0.10048221541828524,initial_stop,2,-1.0000000000000004,-1.3534733428583565,0.0,2021-02
VTHO/USDT,2021-02-10 00:00:00+00:00,2021-02-14 00:00:00+00:00,0.002633,0.0063598065335146855,0.002018606031336442,0.0006143939686635578,chandelier_stop,5,6.065825388262374,-0.17252773530731935,10.297952653673697,2021-02
ADA/USDT,2021-02-02 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.42498,0.740371736725228,0.33430000279162886,0.09067999720837117,chandelier_stop,14,3.4780739571539434,-0.16486546603708874,6.1206442113648745,2021-02
ETC/USDT,2021-01-05 00:00:00+00:00,2021-02-15 00:00:00+00:00,7.271,14.14609478181734,6.1554577114293085,1.1155422885706918,chandelier_stop,42,6.163006864245529,-0.8992935635684124,9.779100363803641,2021-02
CELR/USDT,2021-01-07 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.00675,0.01754478096345554,0.005240346251474708,0.0015096537485252918,chandelier_stop,40,7.150501215262403,-0.9936053227207083,12.088864759768622,2021-02
ICX/USDT,2020-12-30 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.4728,1.1945543438854207,0.3843739342098883,0.0884260657901117,chandelier_stop,48,8.162235167157368,-0.5405645900096719,16.327764750124775,2021-02
VET/USDT,2020-12-29 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.021135,0.04443001581415286,0.01698178715097309,0.004153212849026911,chandelier_stop,49,5.608914510512224,-0.6946429438780032,9.544177349178561,2021-02
FET/USDT,2021-01-16 00:00:00+00:00,2021-02-15 00:00:00+00:00,0.08459,0.1941719899772643,0.06073951245076515,0.02385048754923485,chandelier_stop,31,4.59453878043595,-0.4519823746892685,8.499197325905532,2021-02
ZEC/USDT,2021-02-10 00:00:00+00:00,2021-02-15 00:00:00+00:00,116.41,147.49922357401954,98.3654628764057,18.044537123594296,chandelier_stop,6,1.7229161025897721,-0.1823266497480904,4.11371039841969,2021-02
QTUM/USDT,2021-02-07 00:00:00+00:00,2021-02-15 00:00:00+00:00,4.246,6.653740171982655,3.3458973932651572,0.9001026067348431,chandelier_stop,9,2.674961892085642,-0.2510824858288374,5.114972410424614,2021-02
ARDR/USDT,2021-02-06 00:00:00+00:00,2021-02-17 00:00:00+00:00,0.10591,0.16169211994180357,0.08757485076658411,0.01833514923341589,chandelier_stop,12,3.042359744754104,-0.8115559797506933,6.2224745786126725,2021-02
ADA/USDT,2021-02-21 00:00:00+00:00,2021-02-22 00:00:00+00:00,1.09894,0.8924776662367696,0.8924776662367696,0.2064623337632304,initial_stop,2,-1.0000000000000002,-1.2977669830433665,0.22793503852362712,2021-02
ICX/USDT,2021-02-18 00:00:00+00:00,2021-02-22 00:00:00+00:00,2.2613,1.7864000801005049,1.7864000801005049,0.47489991989949504,initial_stop,5,-0.9999999999999999,-1.6873028746132073,0.4603075107830373,2021-02
DUSK/USDT,2021-02-10 00:00:00+00:00,2021-02-22 00:00:00+00:00,0.1437,0.1846702533425532,0.11955935293705784,0.02414064706294215,chandelier_stop,13,1.6971481019432098,-0.2775401994209603,5.231839878636922,2021-02
IOST/USDT,2021-02-10 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.022485,0.048201964115612166,0.017506769844319068,0.0049782301556809344,chandelier_stop,14,5.165884925240974,-0.07512710105883928,9.52507186633159,2021-02
HBAR/USDT,2021-02-12 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.1377,0.10756104748710926,0.10756104748710926,0.030138952512890733,initial_stop,12,-0.9999999999999998,-1.5826694700022579,0.7399062721394208,2021-02
TRX/USDT,2021-02-10 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.04629,0.03834000309333568,0.03834000309333568,0.00794999690666432,initial_stop,14,-1.0,-1.0427677013371741,2.2893090668681038,2021-02
ETH/USDT,2021-02-03 00:00:00+00:00,2021-02-23 00:00:00+00:00,1664.49,1376.0802346546561,1376.0802346546561,288.4097653453439,initial_stop,21,-1.0,-1.0730912652330427,1.3101151396436235,2021-02
FET/USDT,2021-02-19 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.29228,0.20663378493298062,0.20663378493298062,0.08564621506701935,initial_stop,5,-1.0000000000000002,-1.381964163943283,0.3145498021006427,2021-02
SC/USDT,2021-01-29 00:00:00+00:00,2021-02-23 00:00:00+00:00,0.007345,0.009909475529592574,0.0059790160560944175,0.001365983943905583,chandelier_stop,26,1.8773833623990466,-0.9846382206766016,5.1611148370037485,2021-02
ADA/USDT,2021-02-27 00:00:00+00:00,2021-03-12 00:00:00+00:00,1.31402,1.03207,1.0139701113894184,0.3000498886105816,midline_exit,14,-0.939677069388709,-0.9799037132174792,0.15157479381379133,2021-03
HBAR/USDT,2021-03-10 00:00:00+00:00,2021-03-16 00:00:00+00:00,0.22,0.336960512050416,0.17429199230962472,0.04570800769037527,chandelier_stop,7,2.558862614242632,-0.25137827222382847,5.152270070383952,2021-03
VTHO/USDT,2021-03-15 00:00:00+00:00,2021-03-22 00:00:00+00:00,0.011315,0.017210392663865363,0.009125305619676843,0.002189694380323158,chandelier_stop,8,2.692335842317554,-0.7288688386570461,5.9798299331925815,2021-03
CELR/USDT,2021-03-06 00:00:00+00:00,2021-03-23 00:00:00+00:00,0.02892,0.06545627292329748,0.02048329384814851,0.008436706151851494,chandelier_stop,18,4.330632389665407,-0.3200301102590218,8.069499965346,2021-03
BTC/USDT,2021-02-07 00:00:00+00:00,2021-03-24 00:00:00+00:00,38795.69,52303.65,32799.882229989504,5995.807770010496,midline_exit,46,2.2529007797020073,-0.13456068488976766,3.8440708715315686,2021-03
IOST/USDT,2021-03-21 00:00:00+00:00,2021-03-24 00:00:00+00:00,0.055,0.04196826300465717,0.04196826300465717,0.013031736995342828,initial_stop,4,-1.0000000000000002,-1.0215061894479092,0.03276616157559,2021-03
MTL/USDT,2021-03-30 00:00:00+00:00,2021-04-06 00:00:00+00:00,6.6911,4.978620892902063,4.978620892902063,1.7124791070979373,initial_stop,8,-0.9999999999999998,-1.0346403600815843,0.18038176274365156,2021-04
TRX/USDT,2021-03-20 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.0609,0.11661544748090184,0.05223184654833893,0.008668153451661074,chandelier_stop,18,6.427602809710886,-0.9425306145721717,10.194789523836326,2021-04
JST/USDT,2021-03-15 00:00:00+00:00,2021-04-06 00:00:00+00:00,0.06971,0.14646412663514036,0.05515447876041723,0.014555521239582767,chandelier_stop,23,5.2731967046575186,-0.3874818295522382,9.08796035694506,2021-04
FET/USDT,2021-03-06 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.3831,0.578048030843589,0.2706651371258352,0.11243486287416483,chandelier_stop,33,1.7338752933044577,-0.2721575783326833,4.40797442475363,2021-04
SC/USDT,2021-03-15 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.018865,0.025760361846977286,0.016184400731231213,0.002680599268768786,chandelier_stop,24,2.57232102064415,-0.7192421569545306,6.839515407471147,2021-04
ARDR/USDT,2021-03-30 00:00:00+00:00,2021-04-07 00:00:00+00:00,0.39929,0.3266953240380342,0.3266953240380342,0.07259467596196578,initial_stop,9,-1.0,-1.8932517871146406,0.4755169651571406,2021-04
DUSK/USDT,2021-03-09 00:00:00+00:00,2021-04-12 00:00:00+00:00,0.2855,0.336,0.20287574206793907,0.08262425793206092,midline_exit,35,0.6112006481380378,-0.25779354069980565,2.1325456277608352,2021-04
ADA/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.45092,1.258330615275747,1.258330615275747,0.19258938472425294,initial_stop,5,-1.0000000000000004,-1.967294306186582,0.3542770547696119,2021-04
QTUM/USDT,2021-04-02 00:00:00+00:00,2021-04-18 00:00:00+00:00,10.178,13.882884432304776,8.208703547700354,1.969296452299646,chandelier_stop,17,1.881323874817525,-0.3153410443992969,4.784449791191905,2021-04
ZRX/USDT,2021-03-31 00:00:00+00:00,2021-04-18 00:00:00+00:00,1.8818,1.533748460834356,1.533748460834356,0.34805153916564396,initial_stop,19,-1.0000000000000002,-1.2535499801147465,1.4888599580459816,2021-04
ETC/USDT,2021-04-06 00:00:00+00:00,2021-04-18 00:00:00+00:00,17.7329,37.80857474563999,15.35901647749413,2.3738835225058708,chandelier_stop,13,8.456891231313705,-0.4057065103949804,13.541987083707262,2021-04
AVAX/USDT,2021-04-15 00:00:00+00:00,2021-04-18 00:00:00+00:00,37.0174,29.478374396873395,29.478374396873395,7.539025603126606,initial_stop,4,-1.0000000000000002,-1.919359445337196,0.06947847474914656,2021-04
ARDR/USDT,2021-04-10 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.53149,0.40861392035891786,0.40861392035891786,0.12287607964108219,initial_stop,9,-0.9999999999999998,-1.5718274912754127,0.21167667519971753,2021-04
TRX/USDT,2021-04-16 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.16091,0.1289144422605484,0.1289144422605484,0.0319955577394516,initial_stop,3,-0.9999999999999998,-1.2161063206603415,0.596645326687379,2021-04
BTC/USDT,2021-04-14 00:00:00+00:00,2021-04-18 00:00:00+00:00,62959.53,57300.83159863102,57300.83159863102,5658.69840136898,initial_stop,5,-1.0,-2.1256177917328247,0.14852708880838578,2021-04
VET/USDT,2021-03-09 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.064429,0.20994717471215743,0.049627980271072195,0.014801019728927802,chandelier_stop,41,9.831631696818155,-0.42415996431178205,14.55305134003789,2021-04
SC/USDT,2021-04-17 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.052948,0.043284041503206375,0.043284041503206375,0.009663958496793629,initial_stop,2,-0.9999999999999998,-1.5364304394442885,0.4045961084474113,2021-04
VTHO/USDT,2021-04-16 00:00:00+00:00,2021-04-18 00:00:00+00:00,0.024383,0.018544119208047386,0.018544119208047386,0.005838880791952611,initial_stop,3,-1.0000000000000002,-1.2644546554496463,0.7051008826339157,2021-04
ZEC/USDT,2021-04-02 00:00:00+00:00,2021-04-18 00:00:00+00:00,169.52,238.27811483456597,142.79239530357972,26.727604696420286,chandelier_stop,17,2.5725505751652693,-0.2686361191566728,4.849293510291966,2021-04
IOST/USDT,2021-04-14 00:00:00+00:00,2021-04-20 00:00:00+00:00,0.074491,0.06147743952793426,0.06147743952793426,0.01301356047206574,initial_stop,7,-1.0000000000000002,-1.1135307690086556,1.1916800197216353,2021-04
ICX/USDT,2021-03-28 00:00:00+00:00,2021-04-23 00:00:00+00:00,2.3399,1.8156863648167592,1.8156863648167592,0.5242136351832409,initial_stop,27,-1.0,-1.5587156555254036,1.6407432815045888,2021-04
ETC/USDT,2021-05-04 00:00:00+00:00,2021-05-07 00:00:00+00:00,69.249,137.05674974943304,59.18926560838848,10.059734391611514,chandelier_stop,4,6.740510942910752,-0.14403958828259641,10.99243734429111,2021-05
QTUM/USDT,2021-05-07 00:00:00+00:00,2021-05-12 00:00:00+00:00,26.732,21.427685439612766,21.427685439612766,5.304314560387234,initial_stop,6,-0.9999999999999998,-1.4092301493247594,0.7290291621991769,2021-05
ZEC/USDT,2021-05-07 00:00:00+00:00,2021-05-13 00:00:00+00:00,320.01,259.72986425826224,259.72986425826224,60.280135741737745,initial_stop,7,-1.0000000000000002,-1.1780000015964285,0.8624731739613904,2021-05
ETH/USDT,2021-04-02 00:00:00+00:00,2021-05-16 00:00:00+00:00,2133.69,3444.563518119082,1893.6441690443824,240.0458309556177,chandelier_stop,45,5.460930160296974,-0.8485046342573583,9.327510463674649,2021-05
SOL/USDT,2021-03-29 00:00:00+00:00,2021-05-19 00:00:00+00:00,18.9504,39.09431971237853,15.566458071761144,3.383941928238854,chandelier_stop,52,5.952797104547913,-0.28085588350939183,11.651973005494463,2021-05
ADA/USDT,2021-05-07 00:00:00+00:00,2021-05-19 00:00:00+00:00,1.653,1.382610290497715,1.382610290497715,0.27038970950228486,initial_stop,13,-1.0000000000000002,-2.3780490802833847,3.0215646945435854,2021-05
AVAX/USDT,2021-05-07 00:00:00+00:00,2021-05-19 00:00:00+00:00,37.875,28.761493318848053,28.761493318848053,9.113506681151948,initial_stop,13,-0.9999999999999998,-2.205517667701908,0.43067944506119316,2021-05
VTHO/USDT,2021-08-12 00:00:00+00:00,2021-08-17 00:00:00+00:00,0.009682,0.012972703903986653,0.008055851176442263,0.0016261488235577363,chandelier_stop,6,2.023617922489502,-0.13528897036537973,4.602284791884107,2021-08
NEAR/USDT,2021-08-11 00:00:00+00:00,2021-08-24 00:00:00+00:00,2.9722,5.017268462620692,2.505465164223892,0.46673483577610814,chandelier_stop,14,4.3816495060199605,-0.025924784422571203,7.764365807351861,2021-08
QTUM/USDT,2021-08-07 00:00:00+00:00,2021-08-26 00:00:00+00:00,10.89,11.822,9.421012707672423,1.4689872923275777,midline_exit,20,0.6344506891705409,-0.727712217514281,2.933994066872355,2021-08
AVAX/USDT,2021-08-14 00:00:00+00:00,2021-08-26 00:00:00+00:00,18.093,43.956007189201316,15.38542332708549,2.7075766729145094,chandelier_stop,13,9.55208672312931,-0.3822606430147361,15.099849400013978,2021-08
MTL/USDT,2021-08-12 00:00:00+00:00,2021-09-03 00:00:00+00:00,2.7711,4.141596750611505,2.217580512471636,0.5535194875283641,chandelier_stop,23,2.475968383211217,-0.43015649017741076,4.9300883916217355,2021-09
ARDR/USDT,2021-08-01 00:00:00+00:00,2021-09-06 00:00:00+00:00,0.24698,0.549034596903276,0.1861494508693324,0.06083054913066759,chandelier_stop,37,4.965508304954556,-0.38829174382862885,7.710270689691088,2021-09
JST/USDT,2021-09-03 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.08617,0.0742956995529641,0.0742956995529641,0.011874300447035899,initial_stop,5,-1.0,-1.5217738578031934,0.8413127193942389,2021-09
TRX/USDT,2021-08-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.07196,0.09066936769174107,0.0647000774281295,0.007259922571870495,chandelier_stop,33,2.5770753760147427,-0.3126755110027484,4.863688235025144,2021-09
ZEC/USDT,2021-08-14 00:00:00+00:00,2021-09-07 00:00:00+00:00,144.89,125.66042324970351,125.66042324970351,19.229576750296467,initial_stop,25,-1.0000000000000004,-1.403567033766558,1.61261999692853,2021-09
ETH/USDT,2021-07-31 00:00:00+00:00,2021-09-07 00:00:00+00:00,2531.05,3443.860826761653,2222.8178611621947,308.2321388378053,chandelier_stop,39,2.961439485847978,-0.2878674505992725,4.856177573318032,2021-09
DUSK/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.1911,0.16062235355815144,0.16062235355815144,0.03047764644184856,initial_stop,3,-0.9999999999999999,-1.830850033202746,0.1607735692238976,2021-09
SC/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.02471,0.020976714146636845,0.020976714146636845,0.003733285853363155,initial_stop,3,-0.9999999999999997,-1.9821680660573209,0.2330386780364686,2021-09
ZRX/USDT,2021-08-14 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.0687,0.9035560684440516,0.9035560684440516,0.16514393155594836,initial_stop,25,-1.0000000000000004,-1.0160833547986095,1.5077756575974608,2021-09
IOST/USDT,2021-08-12 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.030228,0.054385856461917396,0.02569486267279832,0.004533137327201683,chandelier_stop,27,5.329169340834883,-0.25986417683207147,8.746260511916766,2021-09
QTUM/USDT,2021-09-06 00:00:00+00:00,2021-09-07 00:00:00+00:00,15.619,13.043916871076421,13.043916871076421,2.5750831289235783,initial_stop,2,-1.0000000000000002,-2.1820654785419773,0.25630240538133214,2021-09
ADA/USDT,2021-08-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4727,2.506908842614731,1.3086566341803028,0.1640433658196972,chandelier_stop,32,6.304484411466218,-0.48401835455674436,9.92603383784317,2021-09
ETC/USDT,2021-08-08 00:00:00+00:00,2021-09-07 00:00:00+00:00,57.068,48.130400726581264,48.130400726581264,8.937599273418735,initial_stop,31,-0.9999999999999998,-1.0559882705940395,2.2704083478379173,2021-09
FET/USDT,2021-07-26 00:00:00+00:00,2021-09-09 00:00:00+00:00,0.31642,0.8503865734938955,0.23939518318933162,0.07702481681066835,chandelier_stop,46,6.932396539240301,-0.14826390341272783,11.451893513336174,2021-09
NEAR/USDT,2021-09-08 00:00:00+00:00,2021-09-10 00:00:00+00:00,10.391,8.772471249673577,8.772471249673577,1.618528750326423,initial_stop,3,-0.9999999999999999,-1.1306564678761053,0.9199713009112139,2021-09
ICX/USDT,2021-08-15 00:00:00+00:00,2021-09-12 00:00:00+00:00,1.26,1.6521905075474468,1.0543597173516375,0.2056402826483626,chandelier_stop,29,1.9071677129430826,-0.7868108228419043,4.979569113659519,2021-09
IOST/USDT,2021-09-09 00:00:00+00:00,2021-09-13 00:00:00+00:00,0.07978,0.06376154631847243,0.06376154631847243,0.01601845368152757,initial_stop,5,-1.0000000000000002,-1.1112183706300507,0.23785067371351046,2021-09
SOL/USDT,2021-08-01 00:00:00+00:00,2021-09-13 00:00:00+00:00,34.165,153.9362661781243,27.815677803621885,6.349322196378114,chandelier_stop,44,18.863630238586133,-0.28947971817345536,28.638489964129615,2021-09
HBAR/USDT,2021-07-31 00:00:00+00:00,2021-09-18 00:00:00+00:00,0.21443,0.41046937384612564,0.17957559224255404,0.034854407757445964,chandelier_stop,50,5.624521730805931,-0.3749884402269853,10.373723820418597,2021-09
VET/USDT,2021-08-07 00:00:00+00:00,2021-09-19 00:00:00+00:00,0.10371,0.10824,0.08945435294514624,0.014255647054853752,midline_exit,44,0.31776880997187956,-0.4706906655433349,3.7536002255177157,2021-09
BTC/USDT,2021-07-31 00:00:00+00:00,2021-09-20 00:00:00+00:00,41461.83,43015.62,37012.66637270214,4449.163627297868,midline_exit,52,0.349231929899524,-0.9280688115549864,2.5753536978721874,2021-09
CELR/USDT,2021-08-10 00:00:00+00:00,2021-09-20 00:00:00+00:00,0.04202,0.08363961106675283,0.03476867634040034,0.007251323659599663,chandelier_stop,42,5.739588111151916,-0.3364902898479523,11.788192613197912,2021-09
AVAX/USDT,2021-09-17 00:00:00+00:00,2021-09-21 00:00:00+00:00,70.11,53.434360156939775,53.434360156939775,16.675639843060228,initial_stop,5,-0.9999999999999998,-1.0530330569179216,0.3694011179165372,2021-09
CELR/USDT,2021-09-24 00:00:00+00:00,2021-09-30 00:00:00+00:00,0.17854,0.14009858092586405,0.14009858092586405,0.03844141907413595,initial_stop,7,-1.0,-1.1297709878046736,0.5244343337357174,2021-09
BTC/USDT,2021-10-06 00:00:00+00:00,2021-10-27 00:00:00+00:00,55315.0,58413.44,50114.27553249741,5200.724467502585,midline_exit,22,0.5957708429587099,-0.37648600925406106,2.2468023585973973,2021-10
QTUM/USDT,2021-10-03 00:00:00+00:00,2021-10-27 00:00:00+00:00,13.978,11.277663972559239,11.277663972559239,2.7003360274407604,initial_stop,25,-1.0000000000000002,-1.2102197529457996,0.4006908729153478,2021-10
ICX/USDT,2021-11-01 00:00:00+00:00,2021-11-10 00:00:00+00:00,2.34,1.9517846964276488,1.9517846964276488,0.38821530357235096,initial_stop,10,-1.0000000000000002,-1.0947533394205655,0.4275977749266209,2021-11
NEAR/USDT,2021-10-22 00:00:00+00:00,2021-11-16 00:00:00+00:00,9.107,9.675,7.470724538153448,1.636275461846552,midline_exit,26,0.347129816002379,-0.17478719608570426,2.519746886228531,2021-11
ETH/USDT,2021-10-15 00:00:00+00:00,2021-11-16 00:00:00+00:00,3868.99,4209.76,3431.3263627532638,437.66363724673585,midline_exit,33,0.7786116345962025,-0.5232100190925962,2.282597673145968,2021-11
ZEC/USDT,2021-10-18 00:00:00+00:00,2021-11-16 00:00:00+00:00,140.7,172.01484517794677,122.99467632493653,17.705323675063447,chandelier_stop,30,1.768668325564207,-0.05083216870344801,4.473230845903539,2021-11
QTUM/USDT,2021-11-01 00:00:00+00:00,2021-11-16 00:00:00+00:00,16.855,14.304743968552234,14.304743968552234,2.550256031447767,initial_stop,16,-0.9999999999999997,-1.064991109327224,0.6191535204814752,2021-11
ZRX/USDT,2021-10-31 00:00:00+00:00,2021-11-16 00:00:00+00:00,1.1875,1.1176,0.9945359862042363,0.1929640137957637,midline_exit,17,-0.3622437086843736,-0.7275968054261235,1.4121804093918697,2021-11
VET/USDT,2021-10-22 00:00:00+00:00,2021-11-16 00:00:00+00:00,0.13015,0.14428,0.1108827079405168,0.01926729205948318,midline_exit,26,0.7333671984821214,-0.6866559119545972,2.9791420518665084,2021-11
SOL/USDT,2021-10-22 00:00:00+00:00,2021-11-18 00:00:00+00:00,196.29,195.01,167.45514252641277,28.83485747358722,midline_exit,28,-0.044390717074724,-0.6710627932780534,2.2060105571274926,2021-11
ZEC/USDT,2021-11-25 00:00:00+00:00,2021-11-26 00:00:00+00:00,294.5,244.1182588362098,244.1182588362098,50.38174116379019,initial_stop,2,-1.0000000000000002,-1.0559380992222498,0.03969692102339285,2021-11
AVAX/USDT,2021-11-04 00:00:00+00:00,2021-11-26 00:00:00+00:00,78.97,111.16827226023544,67.890919242872,11.079080757127995,chandelier_stop,23,2.906222363215459,-0.6173797402459877,6.140401129961188,2021-11
SC/USDT,2021-11-27 00:00:00+00:00,2021-12-02 00:00:00+00:00,0.02641,0.022286369595829563,0.022286369595829563,0.0041236304041704355,initial_stop,6,-1.0000000000000002,-1.117946941931962,0.3613320918608733,2021-12
DUSK/USDT,2021-11-08 00:00:00+00:00,2021-12-02 00:00:00+00:00,0.2675,0.2845,0.22044072288060126,0.047059277119398744,midline_exit,25,0.3612465180216768,-0.2528725626151748,2.96434642729553,2021-12
NEAR/USDT,2021-12-12 00:00:00+00:00,2021-12-18 00:00:00+00:00,10.572,8.126721968525368,8.126721968525368,2.4452780314746314,initial_stop,7,-0.9999999999999998,-1.0174712110342743,3.017243808284115,2021-12
DUSK/USDT,2021-12-14 00:00:00+00:00,2022-01-05 00:00:00+00:00,0.5522,0.7691258252723396,0.4045109214295428,0.14768907857045718,chandelier_stop,23,1.4688007222473938,-0.925593153692711,4.212227512159731,2022-01
NEAR/USDT,2022-01-14 00:00:00+00:00,2022-01-19 00:00:00+00:00,20.184,16.271611805716883,16.271611805716883,3.9123881942831176,initial_stop,6,-1.0,-1.0272498025305026,0.06952275349298208,2022-01
JST/USDT,2022-03-27 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.06184,0.0932833983691625,0.054345692098507016,0.007494307901492986,chandelier_stop,6,4.195637380057266,-0.6164678661093737,7.360252704457373,2022-04
IOST/USDT,2022-03-27 00:00:00+00:00,2022-04-01 00:00:00+00:00,0.03376,0.04221648769635155,0.02977751559873662,0.003982484401263379,chandelier_stop,6,2.1234201679908318,-0.7306996605126309,5.210315448672542,2022-04
CELR/USDT,2022-04-01 00:00:00+00:00,2022-04-04 00:00:00+00:00,0.07346,0.061818019813864825,0.061818019813864825,0.011641980186135173,initial_stop,4,-1.0,-1.0015478306591077,0.2963413392601999,2022-04
ETC/USDT,2022-03-21 00:00:00+00:00,2022-04-06 00:00:00+00:00,38.39,38.43,33.10804065365048,5.281959346349522,midline_exit,17,0.007572947343421722,-0.04733092089638677,2.7016489647657562,2022-04
DUSK/USDT,2022-03-30 00:00:00+00:00,2022-04-06 00:00:00+00:00,0.4822,0.3965168464918888,0.3965168464918888,0.08568315350811122,initial_stop,8,-1.0000000000000002,-1.0690549571255996,0.6745783463085117,2022-04
BTC/USDT,2022-03-28 00:00:00+00:00,2022-04-06 00:00:00+00:00,47122.21,43302.467139110915,43302.467139110915,3819.7428608890878,initial_stop,10,-0.999999999999999,-1.0475076846059403,0.2550590538372607,2022-04
