trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,split
194,190.94171170934962,0.9842356273677816,0.422680412371134,2.850584751168362,-17.06768668192734,3.0257232184889125,4.530756775916449,first_half_by_trade
194,164.59422442103852,0.848423837221848,0.3711340206185567,2.5708934375536763,-21.501583102883103,2.9364361595336383,4.024326083193699,second_half_by_trade
100,70.54834265513891,0.7054834265513891,0.37,2.3423419027674175,-21.501583102883096,2.874084442713794,2.4546370874380123,last_100_trades
194,190.94171170934962,0.9842356273677816,0.422680412371134,2.850584751168362,-17.06768668192734,3.0257232184889125,4.530756775916449,first_half_by_time
194,164.59422442103852,0.848423837221848,0.3711340206185567,2.5708934375536763,-21.501583102883103,2.9364361595336383,4.024326083193699,second_half_by_time
