block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,264.2518188275911,354.71250025902566,452.20145943224,-7.893234916338772,2.2090413729391316,2.7091423201703124,1.0
3,257.0124675077963,355.46589634634415,460.7747713573259,-8.476455897601378,2.1703886540779846,2.7185117742977623,1.0
5,248.88393131796963,356.2149823790367,469.76348573926293,-9.435945696922014,2.124195306251147,2.713696223026811,1.0
10,237.19866694021098,355.91419343465196,477.53087916399295,-10.998948214144827,2.056460421184703,2.7141973591898623,1.0
20,213.67269954641253,355.0471668590414,492.01803965615585,-12.134995308750888,1.956875162644915,2.713392732745044,1.0
