trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
388,355.5359361303881,0.9163297322948147,0.39690721649484534,2.70966425224767,-21.501583102883103,2.9783357319189347,6.060298129730905,0,,24
373,314.6644385218631,0.8436043928200082,0.3967828418230563,2.572112272945028,-24.68799291519582,2.8344993542743087,5.748001675382249,1,FET/USDT,23
331,257.0907554389748,0.7767092309334586,0.3806646525679758,2.3958196677802728,-27.995144464380488,2.7363825584915005,5.164111966509572,3,"FET/USDT,SOL/USDT,TRX/USDT",21
301,215.1562784872999,0.7148049119179398,0.3687707641196013,2.2595411600316786,-25.312215804210666,2.6960558911082955,4.599831095415598,5,"FET/USDT,SOL/USDT,TRX/USDT,VET/USDT,ADA/USDT",19
