symbol,entry_time,exit_time,net_r,win,bars_held,exit_reason,year
FIL_USDT,2021-05-19 00:00:00+00:00,2021-06-08 00:00:00+00:00,0.2033,1,20,time_exit,2021
BTC_USDT,2021-05-19 00:00:00+00:00,2021-06-08 00:00:00+00:00,-0.22,0,20,time_exit,2021
ICP_USDT,2021-05-25 00:00:00+00:00,2021-06-14 00:00:00+00:00,-0.3427,0,20,time_exit,2021
LPT_USDT,2021-06-11 00:00:00+00:00,2021-07-01 00:00:00+00:00,-0.8784,0,20,time_exit,2021
ICP_USDT,2021-06-15 00:00:00+00:00,2021-07-05 00:00:00+00:00,-0.3127,0,20,time_exit,2021
LPT_USDT,2021-07-12 00:00:00+00:00,2021-08-01 00:00:00+00:00,0.4888,1,20,time_exit,2021
ICP_USDT,2021-07-16 00:00:00+00:00,2021-08-05 00:00:00+00:00,0.7148,1,20,time_exit,2021
LINK_USDT,2021-12-05 00:00:00+00:00,2021-12-25 00:00:00+00:00,0.3377,1,20,time_exit,2021
AAVE_USDT,2021-12-06 00:00:00+00:00,2021-12-26 00:00:00+00:00,1.1798,1,20,time_exit,2021
TRX_USDT,2022-01-08 00:00:00+00:00,2022-01-28 00:00:00+00:00,-0.7315,0,20,time_exit,2022
INJ_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,-0.1331,0,20,time_exit,2022
ZEC_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,0.6949,1,20,time_exit,2022
BCH_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,0.4021,1,20,time_exit,2022
BTC_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,1.1406,1,20,time_exit,2022
ZEN_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,0.4329,1,20,time_exit,2022
ETH_USDT,2022-01-21 00:00:00+00:00,2022-02-10 00:00:00+00:00,0.7558,1,20,time_exit,2022
SOL_USDT,2022-01-22 00:00:00+00:00,2022-02-11 00:00:00+00:00,0.0526,1,20,time_exit,2022
FIL_USDT,2022-01-22 00:00:00+00:00,2022-02-11 00:00:00+00:00,0.2697,1,20,time_exit,2022
XRP_USDT,2022-01-22 00:00:00+00:00,2022-02-11 00:00:00+00:00,1.0957,1,20,time_exit,2022
DASH_USDT,2022-01-22 00:00:00+00:00,2022-02-11 00:00:00+00:00,0.211,1,20,time_exit,2022
CHZ_USDT,2022-01-22 00:00:00+00:00,2022-02-11 00:00:00+00:00,0.4288,1,20,time_exit,2022
GRT_USDT,2022-01-24 00:00:00+00:00,2022-02-13 00:00:00+00:00,0.0892,1,20,time_exit,2022
