phase,timeframe,filter_mode,keltner_n,keltner_mult,stop_mult,symbols,trades,total_r,avg_r,median_r,win_rate_pct,profit_factor,max_dd_r,best_trade_r,worst_trade_r,avg_bars_held,avg_mfe_r,avg_mae_r,cost_floor_pass,win_rate_gate
T2_KELTNERLONG,1d,ema200_price,15,3.0,2.0,63,167,69.60767840074875,0.4168124455134656,-0.9999999999999991,25.748502994011975,1.6659700289802906,-29.412015073188158,40.28150343106668,-1.0000000000000016,10.664670658682635,2.7625102130057653,-1.0535043491062497,PASS,WARN
