trade_id,symbol,timeframe,side,filter_mode,keltner_n,keltner_mult,stop_mult,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,pnl_pct,mae_r,mfe_r
19,ADX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:31.756800+00:00,1970-01-01 00:28:32.016000+00:00,0.3476,0.28457333333333334,0.28457333333333334,0.06302666666666666,initial_stop,3,-1.0000000000000002,-18.13195243574991,-1.0614554685847264,0.05077215993230348
67,ATA/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:32.188800+00:00,1970-01-01 00:28:32.275200+00:00,0.248,0.20478666666666667,0.20478666666666667,0.043213333333333326,initial_stop,1,-1.0,-17.424731182795693,-1.469453872261648,0.11570502931194088
119,ICP/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:31.411200+00:00,1970-01-01 00:28:32.275200+00:00,19.019,16.854,15.687933333333332,3.331066666666667,midline_exit,10,-0.6499419605331622,-11.383353488616644,-0.7529119801464993,0.5902013369090985
92,BCH/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:31.670400+00:00,1970-01-01 00:28:32.793600+00:00,620.6,614.2,518.7733333333333,101.82666666666667,midline_exit,13,-0.0628519051983761,-1.0312600708991315,-0.5784339400288069,0.9712583475186589
30,ALCX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:32.448000+00:00,1970-01-01 00:28:32.880000+00:00,39.0,32.68266666666667,32.68266666666667,6.317333333333331,initial_stop,5,-0.9999999999999999,-16.198290598290587,-1.530709159983116,0.718657661460532
63,ASR/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:32.102400+00:00,1970-01-01 00:28:33.484800+00:00,3.924,4.131,3.2330666666666668,0.6909333333333332,midline_exit,16,0.29959475106136674,5.2752293577981835,-0.3082786568892321,3.728290235430337
101,BTC/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.163200+00:00,1970-01-01 00:28:36.422400+00:00,71446.62,66396.79066666667,66396.79066666667,5049.829333333333,initial_stop,3,-0.9999999999999989,-7.067975130710636,-1.0167591142354102,0.10542534506776824
124,LINK/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.163200+00:00,1970-01-01 00:28:36.422400+00:00,17.262,15.5612,15.5612,1.7008,initial_stop,3,-1.0000000000000004,-9.852855984242847,-1.070084666039511,0.10406867356538076
138,SOL/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.163200+00:00,1970-01-01 00:28:36.508800+00:00,186.7,164.34133333333332,164.34133333333332,22.358666666666654,initial_stop,4,-1.0000000000000004,-11.975718621674702,-1.0823543443258394,0.0979485956228755
80,AUDIO/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.422400+00:00,1970-01-01 00:28:37.286400+00:00,0.2088,0.1914,0.18158666666666667,0.027213333333333336,midline_exit,10,-0.6393924546790798,-8.333333333333348,-0.676139147476727,2.3076923076923075
157,UNI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.163200+00:00,1970-01-01 00:28:37.286400+00:00,9.328,9.422,8.308399999999999,1.0195999999999998,midline_exit,13,0.09219301686936172,1.0077186963979523,-0.6973322871714385,2.4244801883091425
70,ATM/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:37.459200+00:00,1970-01-01 00:28:37.718400+00:00,3.535,3.0218000000000003,3.0218000000000003,0.5131999999999999,initial_stop,3,-1.0,-14.517680339462514,-1.260717069368668,1.1983632112236953
76,AUCTION/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.940800+00:00,1970-01-01 00:28:37.718400+00:00,24.26,19.797333333333334,19.797333333333334,4.462666666666667,initial_stop,9,-1.0,-18.395163506457823,-1.2907080968031075,1.0352554526441582
114,ETH/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:36.163200+00:00,1970-01-01 00:28:37.718400+00:00,3661.78,3678.32,3353.5013333333336,308.2786666666665,midline_exit,18,0.053652755731826964,0.4516928925276664,-0.5312725715694468,1.022516424533647
35,ALICE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:37.113600+00:00,1970-01-01 00:28:37.891200+00:00,1.612,1.7,1.4049333333333334,0.20706666666666668,midline_exit,9,0.4249839021249188,5.459057071960283,-0.4684481648422418,5.684159690920798
95,BNB/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:37.459200+00:00,1970-01-01 00:28:37.977600+00:00,685.7,644.0866666666667,644.0866666666667,41.61333333333334,initial_stop,6,-1.0000000000000002,-6.068737543143266,-1.7398269785325238,0.867510413329059
23,AGLD/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:37.372800+00:00,1970-01-01 00:28:38.064000+00:00,1.631,1.46,1.3986,0.2323999999999999,midline_exit,8,-0.7358003442340796,-10.48436541998774,-0.907917383820999,0.5120481927710845
150,TRX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:40.828800+00:00,1970-01-01 00:28:41.606400+00:00,0.13946,0.132124,0.132124,0.007335999999999998,initial_stop,9,-1.0000000000000016,-5.2602896887996575,-1.0577971646673925,0.09814612868047964
36,ALICE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:41.174400+00:00,1970-01-01 00:28:41.692800+00:00,1.362,1.1577333333333335,1.1577333333333335,0.20426666666666662,initial_stop,6,-0.9999999999999999,-14.997552618697984,-1.013381201044387,1.1504569190600518
139,SOL/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:41.520000+00:00,1970-01-01 00:28:42.384000+00:00,184.49,171.71,164.64333333333335,19.846666666666675,midline_exit,10,-0.6439368491770237,-6.9272047265434455,-0.9608666442727585,0.47816593886462766
162,XRP/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:41.088000+00:00,1970-01-01 00:28:42.556800+00:00,0.5793,0.5607,0.5115133333333334,0.06778666666666668,midline_exit,17,-0.2743902439024399,-3.210771620921815,-0.5797600314712824,1.1698465774980318
145,SUI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:43.420800+00:00,1970-01-01 00:28:43.680000+00:00,1.0143,0.82778,0.82778,0.18652,initial_stop,3,-1.0000000000000002,-18.38903677412994,-1.0250911430409604,0.0117949817713917
77,AUCTION/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:44.112000+00:00,1970-01-01 00:28:44.284800+00:00,20.21,17.404666666666667,17.404666666666667,2.805333333333333,initial_stop,2,-1.0000000000000002,-13.880917037770079,-1.019486692015209,1.6147813688212922
5,AAVE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:44.198400+00:00,1970-01-01 00:28:44.716800+00:00,140.16,122.184,122.184,17.976000000000003,initial_stop,6,-0.9999999999999998,-12.825342465753419,-1.2800400534045386,0.4789719626168231
151,TRX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:44.025600+00:00,1970-01-01 00:28:45.321600+00:00,0.1432,0.1503,0.13614666666666667,0.007053333333333325,midline_exit,15,1.0066162570888475,4.9581005586592175,-0.15595463137996096,3.799621928166359
53,ARDR/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:46.876800+00:00,1970-01-01 00:28:46.963200+00:00,0.108,0.09246933333333333,0.09246933333333333,0.01553066666666667,initial_stop,1,-0.9999999999999997,-14.38024691358024,-1.448102678571428,0.04507211538461577
48,APT/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:46.876800+00:00,1970-01-01 00:28:47.740800+00:00,8.25,7.378,7.378,0.872,initial_stop,10,-0.9999999999999999,-10.569696969696974,-1.1697247706422014,0.447247706422019
59,ARKM/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:47.049600+00:00,1970-01-01 00:28:47.740800+00:00,1.439,1.332,1.2431333333333334,0.19586666666666658,midline_exit,8,-0.5462899931926483,-7.435719249478801,-0.8219877467665083,1.3835942818243705
106,DOGE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:47.395200+00:00,1970-01-01 00:28:47.740800+00:00,0.12351,0.112078,0.112078,0.011432000000000003,initial_stop,4,-0.9999999999999996,-9.25593069387094,-1.8290762771168643,0.7513995801259621
134,NEAR/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:47.049600+00:00,1970-01-01 00:28:47.740800+00:00,5.177,4.839,4.524333333333333,0.6526666666666667,midline_exit,8,-0.5178753830439211,-6.528877728414129,-0.893258426966291,1.063329928498469
38,ALPINE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:48.259200+00:00,1970-01-01 00:28:48.345600+00:00,1.642,1.3596,1.3596,0.28240000000000004,initial_stop,1,-0.9999999999999998,-17.198538367844098,-1.0056657223796026,1.550991501416431
71,ATM/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:48.259200+00:00,1970-01-01 00:28:49.382400+00:00,2.261,2.086,1.9143333333333334,0.34666666666666673,midline_exit,13,-0.504807692307693,-7.739938080495367,-0.6605769230769232,1.6269230769230767
146,SUI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:46.617600+00:00,1970-01-01 00:28:49.468800+00:00,1.3141,2.0096,1.11846,0.19563999999999998,midline_exit,33,3.554998977714168,52.925956928696436,-0.03220200368022885,5.386935187078307
24,AGLD/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:48.950400+00:00,1970-01-01 00:28:49.555200+00:00,1.179,1.0494,1.0494,0.12960000000000002,initial_stop,7,-0.9999999999999993,-10.99236641221374,-1.0416666666666665,0.9876543209876534
45,APE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:49.382400+00:00,1970-01-01 00:28:49.555200+00:00,1.491,1.2742,1.2742,0.21680000000000005,initial_stop,2,-1.0000000000000002,-14.540576794097927,-1.0931734317343176,1.236162361623615
61,ARPA/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:49.382400+00:00,1970-01-01 00:28:49.555200+00:00,0.06023,0.05162866666666666,0.05162866666666666,0.008601333333333334,initial_stop,2,-1.0000000000000002,-14.280812441197632,-1.2672453883118895,0.8638195628584714
93,BCH/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:48.864000+00:00,1970-01-01 00:28:49.641600+00:00,369.6,348.1,338.28000000000003,31.32000000000001,midline_exit,9,-0.6864623243933586,-5.817099567099571,-0.9897828863346101,0.5491698595146866
20,ADX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:48.432000+00:00,1970-01-01 00:28:49.814400+00:00,0.1696,0.1643,0.15410666666666667,0.01549333333333333,midline_exit,16,-0.34208261617900176,-3.125,-0.9294320137693631,2.710843373493977
25,AGLD/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.369600+00:00,1.625,1.3824666666666667,1.3824666666666667,0.2425333333333333,initial_stop,2,-0.9999999999999999,-14.925128205128201,-1.2946673996701488,0.2267729521715226
49,APT/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.369600+00:00,13.72,11.7888,11.7888,1.9312000000000002,initial_stop,1,-1.0000000000000002,-14.075801749271143,-1.144366197183099,0.01553438276719105
96,BNB/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.283200+00:00,1970-01-01 00:28:51.369600+00:00,659.63,610.7393333333333,610.7393333333333,48.89066666666666,initial_stop,1,-1.0000000000000002,-7.411831885552001,-1.0151221773753683,0.158926039053125
152,TRX/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.369600+00:00,1970-01-01 00:28:51.456000+00:00,0.1873,0.17786,0.17786,0.00944,initial_stop,1,-1.0000000000000004,-5.040042712226378,-1.4618644067796616,0.5190677966101711
6,AAVE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,173.71,158.13,150.92733333333334,22.78266666666666,midline_exit,8,-0.683853221747528,-8.968971273962357,-0.7935857669573367,1.131562006203547
26,AGLD/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.456000+00:00,1970-01-01 00:28:51.542400+00:00,1.996,1.4546666666666666,1.4546666666666666,0.5413333333333334,initial_stop,1,-1.0,-27.120908483633944,-1.0714285714285714,0.09236453201970408
60,ARKM/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,2.124,1.952,1.7692,0.35479999999999995,midline_exit,8,-0.48478015783540074,-8.097928436911495,-0.5975197294250288,1.2091319052987595
111,DOT/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:51.542400+00:00,5.241,4.740733333333333,4.740733333333333,0.500266666666667,initial_stop,4,-0.9999999999999993,-9.54525217833747,-1.1094083155650307,1.1953624733475487
158,UNI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:50.851200+00:00,1970-01-01 00:28:51.542400+00:00,9.288,8.178,7.964,1.3239999999999994,midline_exit,8,-0.8383685800604229,-11.95090439276485,-0.9274924471299096,1.1148036253776432
129,LTC/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.715200+00:00,1970-01-01 00:28:52.060800+00:00,95.42,83.10666666666667,83.10666666666667,12.313333333333336,initial_stop,4,-0.9999999999999997,-12.904352686369036,-1.0630752571737954,0.1632376827287497
147,SUI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.110400+00:00,1970-01-01 00:28:52.492800+00:00,2.7477,3.1926,2.2979000000000003,0.44979999999999987,midline_exit,16,0.9891062694530908,16.19172398733486,-0.11249444197421124,2.652734548688307
140,SOL/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:51.196800+00:00,1970-01-01 00:28:52.579200+00:00,210.07,230.69,188.99533333333332,21.07466666666667,midline_exit,16,0.9784259142097939,9.815775693816352,-0.44603315196760746,2.5775022143489807
2,1INCH/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:53.616000+00:00,1970-01-01 00:28:53.702400+00:00,0.6263,0.52374,0.52374,0.10256000000000001,initial_stop,1,-0.9999999999999998,-16.3755388791314,-2.149960998439937,0.015600624024961443
7,AAVE/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:53.443200+00:00,1970-01-01 00:28:53.702400+00:00,281.75,235.56733333333332,235.56733333333332,46.18266666666668,initial_stop,3,-1.0,-16.391363501922505,-1.2368276698328375,0.3356237549441348
15,ADA/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:50.937600+00:00,1970-01-01 00:28:53.702400+00:00,0.4065,1.0034,0.36452666666666667,0.04197333333333332,midline_exit,32,14.22093392630242,146.83886838868392,-0.0643265565438369,21.91629606099111
29,AI/USDT,1d,LONG,ema200_price,15,3.0,2.0,1970-01-01 00:28:52.838400+00:00,1970-01-01 00:28:53.702400+00:00,0.7567,0.6144466666666667,0.6144466666666667,0.14225333333333331,initial_stop,10,-1.0000000000000002,-18.799171842650107,-1.4178929609148,0.7317930452713468
