exit_time,trade_id,symbol,net_r,equity_r,peak_r,dd_r,mfe_r,mae_r
1970-01-01 00:28:46.963200+00:00,53,ARDR/USDT,-0.9999999999999997,-16.12927307484784,-1.0000000000000002,-15.129273074847841,0.04507211538461577,-1.448102678571428
1970-01-01 00:28:47.740800+00:00,48,APT/USDT,-0.9999999999999999,-17.12927307484784,-1.0000000000000002,-16.12927307484784,0.447247706422019,-1.1697247706422014
1970-01-01 00:28:47.740800+00:00,59,ARKM/USDT,-0.5462899931926483,-17.67556306804049,-1.0000000000000002,-16.67556306804049,1.3835942818243705,-0.8219877467665083
1970-01-01 00:28:47.740800+00:00,106,DOGE/USDT,-0.9999999999999996,-18.67556306804049,-1.0000000000000002,-17.67556306804049,0.7513995801259621,-1.8290762771168643
1970-01-01 00:28:47.740800+00:00,134,NEAR/USDT,-0.5178753830439211,-19.19343845108441,-1.0000000000000002,-18.19343845108441,1.063329928498469,-0.893258426966291
1970-01-01 00:28:48.345600+00:00,38,ALPINE/USDT,-0.9999999999999998,-20.19343845108441,-1.0000000000000002,-19.19343845108441,1.550991501416431,-1.0056657223796026
1970-01-01 00:28:49.382400+00:00,71,ATM/USDT,-0.504807692307693,-20.698246143392105,-1.0000000000000002,-19.698246143392105,1.6269230769230767,-0.6605769230769232
1970-01-01 00:28:49.468800+00:00,146,SUI/USDT,3.554998977714168,-17.143247165677938,-1.0000000000000002,-16.143247165677938,5.386935187078307,-0.03220200368022885
1970-01-01 00:28:49.555200+00:00,24,AGLD/USDT,-0.9999999999999993,-18.143247165677938,-1.0000000000000002,-17.143247165677938,0.9876543209876534,-1.0416666666666665
1970-01-01 00:28:49.555200+00:00,45,APE/USDT,-1.0000000000000002,-19.143247165677938,-1.0000000000000002,-18.143247165677938,1.236162361623615,-1.0931734317343176
1970-01-01 00:28:49.555200+00:00,61,ARPA/USDT,-1.0000000000000002,-20.143247165677938,-1.0000000000000002,-19.143247165677938,0.8638195628584714,-1.2672453883118895
1970-01-01 00:28:49.641600+00:00,93,BCH/USDT,-0.6864623243933586,-20.829709490071295,-1.0000000000000002,-19.829709490071295,0.5491698595146866,-0.9897828863346101
1970-01-01 00:28:49.814400+00:00,20,ADX/USDT,-0.34208261617900176,-21.171792106250297,-1.0000000000000002,-20.171792106250297,2.710843373493977,-0.9294320137693631
1970-01-01 00:28:51.369600+00:00,25,AGLD/USDT,-0.9999999999999999,-22.171792106250297,-1.0000000000000002,-21.171792106250297,0.2267729521715226,-1.2946673996701488
1970-01-01 00:28:51.369600+00:00,49,APT/USDT,-1.0000000000000002,-23.171792106250297,-1.0000000000000002,-22.171792106250297,0.01553438276719105,-1.144366197183099
1970-01-01 00:28:51.369600+00:00,96,BNB/USDT,-1.0000000000000002,-24.171792106250297,-1.0000000000000002,-23.171792106250297,0.158926039053125,-1.0151221773753683
1970-01-01 00:28:51.456000+00:00,152,TRX/USDT,-1.0000000000000004,-25.171792106250297,-1.0000000000000002,-24.171792106250297,0.5190677966101711,-1.4618644067796616
1970-01-01 00:28:51.542400+00:00,6,AAVE/USDT,-0.683853221747528,-25.855645327997827,-1.0000000000000002,-24.855645327997827,1.131562006203547,-0.7935857669573367
1970-01-01 00:28:51.542400+00:00,26,AGLD/USDT,-1.0,-26.855645327997827,-1.0000000000000002,-25.855645327997827,0.09236453201970408,-1.0714285714285714
1970-01-01 00:28:51.542400+00:00,60,ARKM/USDT,-0.48478015783540074,-27.34042548583323,-1.0000000000000002,-26.34042548583323,1.2091319052987595,-0.5975197294250288
1970-01-01 00:28:51.542400+00:00,111,DOT/USDT,-0.9999999999999993,-28.34042548583323,-1.0000000000000002,-27.34042548583323,1.1953624733475487,-1.1094083155650307
1970-01-01 00:28:51.542400+00:00,158,UNI/USDT,-0.8383685800604229,-29.17879406589365,-1.0000000000000002,-28.17879406589365,1.1148036253776432,-0.9274924471299096
1970-01-01 00:28:52.060800+00:00,129,LTC/USDT,-0.9999999999999997,-30.17879406589365,-1.0000000000000002,-29.17879406589365,0.1632376827287497,-1.0630752571737954
1970-01-01 00:28:52.492800+00:00,147,SUI/USDT,0.9891062694530908,-29.18968779644056,-1.0000000000000002,-28.18968779644056,2.652734548688307,-0.11249444197421124
1970-01-01 00:28:52.579200+00:00,140,SOL/USDT,0.9784259142097939,-28.211261882230765,-1.0000000000000002,-27.211261882230765,2.5775022143489807,-0.44603315196760746
1970-01-01 00:28:53.702400+00:00,2,1INCH/USDT,-0.9999999999999998,-29.211261882230765,-1.0000000000000002,-28.211261882230765,0.015600624024961443,-2.149960998439937
1970-01-01 00:28:53.702400+00:00,7,AAVE/USDT,-1.0,-30.211261882230765,-1.0000000000000002,-29.211261882230765,0.3356237549441348,-1.2368276698328375
1970-01-01 00:28:53.702400+00:00,15,ADA/USDT,14.22093392630242,-15.990327955928345,-1.0000000000000002,-14.990327955928345,21.91629606099111,-0.0643265565438369
1970-01-01 00:28:53.702400+00:00,29,AI/USDT,-1.0000000000000002,-16.990327955928347,-1.0000000000000002,-15.990327955928347,0.7317930452713468,-1.4178929609148
1970-01-01 00:28:53.702400+00:00,31,ALCX/USDT,3.4240282685512375,-13.566299687377109,-1.0000000000000002,-12.566299687377109,6.424028268551238,-0.265017667844523
1970-01-01 00:28:53.702400+00:00,33,ALGO/USDT,19.128180961357213,5.561881273980104,5.561881273980104,0.0,33.11734213006599,-0.4311969839773796
1970-01-01 00:28:53.702400+00:00,44,ANKR/USDT,4.467005076142131,10.028886350122235,10.028886350122235,0.0,10.663071065989843,-0.8978426395939081
1970-01-01 00:28:53.702400+00:00,46,APE/USDT,-1.0,9.028886350122235,10.028886350122235,-1.0,0.8132172536604677,-1.9796201028888005
1970-01-01 00:28:53.702400+00:00,74,ATOM/USDT,2.65578750584203,11.684673855964265,11.684673855964265,0.0,5.323259074622214,-0.637949836423119
1970-01-01 00:28:53.702400+00:00,81,AVA/USDT,-0.0032313657906071418,11.681442490173657,11.684673855964265,-0.0032313657906080095,1.572598018095649,-0.6074967686342084
1970-01-01 00:28:53.702400+00:00,83,AVAX/USDT,3.910841938046069,15.592284428219726,15.592284428219726,0.0,7.118745035742652,-0.38721207307386835
1970-01-01 00:28:53.702400+00:00,88,AXS/USDT,-0.9999999999999999,14.592284428219726,15.592284428219726,-1.0,1.3613593284592467,-1.0763606823720557
1970-01-01 00:28:53.702400+00:00,94,BCH/USDT,2.194636218799788,16.786920647019514,16.786920647019514,0.0,3.95711630377058,-0.7587626128518329
1970-01-01 00:28:53.702400+00:00,107,DOGE/USDT,20.42014947389124,37.20707012091076,37.20707012091076,0.0,25.60576261185957,-0.691070901760253
1970-01-01 00:28:53.702400+00:00,112,DOT/USDT,-0.030286107053870987,37.17678401385689,37.20707012091076,-0.03028610705386825,2.019503393762349,-0.6540510353123123
1970-01-01 00:28:53.702400+00:00,130,LTC/USDT,-0.9999999999999998,36.17678401385689,37.20707012091076,-1.0302861070538682,0.6958305975049239,-1.5940577806959944
1970-01-01 00:28:53.702400+00:00,135,NEAR/USDT,1.348395108903324,37.525179122760214,37.525179122760214,0.0,3.84314100114635,-0.8841230416507451
1970-01-01 00:28:53.702400+00:00,153,TRX/USDT,5.165706051873201,42.690885174633415,42.690885174633415,0.0,18.645533141210382,-0.3530259365994248
1970-01-01 00:28:53.788800+00:00,102,BTC/USDT,3.9692289391099402,46.660114113743354,46.660114113743354,0.0,5.384449753839061,-0.21827633217061035
1970-01-01 00:28:53.788800+00:00,115,ETH/USDT,1.882584109556165,48.54269822329952,48.54269822329952,0.0,3.605573804916827,-0.41889783857564994
1970-01-01 00:28:54.134400+00:00,82,AVA/USDT,-1.0000000000000002,47.54269822329952,48.54269822329952,-1.0,1.4542023215532174,-1.1245831286678214
1970-01-01 00:28:54.393600+00:00,42,AMP/USDT,3.9819537073362103,51.52465193063573,51.52465193063573,0.0,9.094743036484896,-0.9268340525696348
1970-01-01 00:28:54.480000+00:00,125,LINK/USDT,6.658995815899583,58.18364774653531,58.18364774653531,0.0,10.474895397489542,-0.9665271966527194
1970-01-01 00:28:54.480000+00:00,159,UNI/USDT,0.5545422963348972,58.7381900428702,58.7381900428702,0.0,2.579468473163106,-0.5293555671356608
1970-01-01 00:28:54.480000+00:00,163,XRP/USDT,40.28150343106668,99.01969347393688,99.01969347393688,0.0,54.29195258889573,-0.42342482844666196
1970-01-01 00:28:54.566400+00:00,8,AAVE/USDT,-1.0000000000000004,98.01969347393688,99.01969347393688,-1.0,0.49346864951768504,-1.0271804662379427
1970-01-01 00:28:54.825600+00:00,27,AGLD/USDT,-0.9999999999999999,97.01969347393688,99.01969347393688,-2.0,0.10737628384687167,-1.300186741363212
1970-01-01 00:28:55.430400+00:00,28,AGLD/USDT,-1.0,96.01969347393688,99.01969347393688,-3.0,0.95577485380117,-1.0562865497076026
1970-01-01 00:28:55.430400+00:00,68,ATA/USDT,-1.0000000000000004,95.01969347393688,99.01969347393688,-4.0,0.012085078955849189,-1.1432484692233318
1970-01-01 00:28:56.208000+00:00,69,ATA/USDT,-1.0000000000000002,94.01969347393688,99.01969347393688,-5.0,0.02823294951284334,-1.028011514614703
1970-01-01 00:28:57.244800+00:00,43,AMP/USDT,-0.9999999999999996,93.01969347393688,99.01969347393688,-6.0,0.27259899084922606,-1.4220046181476094
1970-01-01 00:28:57.244800+00:00,131,LTC/USDT,-0.9999999999999998,92.01969347393688,99.01969347393688,-7.0,0.14707008808885494,-1.4959785522788196
1970-01-01 00:28:57.331200+00:00,141,SOL/USDT,-1.0000000000000002,91.01969347393688,99.01969347393688,-8.0,1.0933867217773166,-1.0504391630069754
1970-01-01 00:28:57.936000+00:00,164,XRP/USDT,-1.0000000000000002,90.01969347393688,99.01969347393688,-9.0,0.6794397463002111,-1.2869978858350954
1970-01-01 00:28:58.022400+00:00,10,ACH/USDT,-0.9999999999999998,89.01969347393688,99.01969347393688,-10.0,0.010651517841291949,-1.239570388780401
1970-01-01 00:28:58.800000+00:00,11,ACH/USDT,-0.5571958253227134,88.46249764861417,99.01969347393688,-10.557195825322708,2.160807470475145,-0.7374347706673988
1970-01-01 00:29:00.960000+00:00,16,ADA/USDT,-0.9999999999999999,87.46249764861417,99.01969347393688,-11.557195825322708,0.23151387916958285,-1.8206204805225101
1970-01-01 00:29:00.960000+00:00,165,XRP/USDT,-0.9999999999999999,86.46249764861417,99.01969347393688,-12.557195825322708,0.0638822133665927,-1.4647278921911597
1970-01-01 00:29:02.601600+00:00,78,AUCTION/USDT,0.9406718221362979,87.40316947075047,99.01969347393688,-11.616524003186413,7.6576848719188,-0.5926776220396325
1970-01-01 00:29:05.280000+00:00,54,ARDR/USDT,-0.5205783353733169,86.88259113537715,99.01969347393688,-12.137102338559728,3.2684363525091804,-0.5752753977968176
1970-01-01 00:29:05.884800+00:00,56,ARK/USDT,-0.3570576303543735,86.52553350502278,99.01969347393688,-12.494159968914104,0.6693711967545638,-0.9262021238515695
1970-01-01 00:29:06.230400+00:00,12,ACH/USDT,-0.29420005603810634,86.23133344898467,99.01969347393688,-12.788360024952212,0.6514429812272343,-0.815354441019894
1970-01-01 00:29:06.576000+00:00,39,ALPINE/USDT,-1.0000000000000002,85.23133344898467,99.01969347393688,-13.788360024952212,0.23122529644268738,-1.2865612648221347
1970-01-01 00:29:06.921600+00:00,108,DOGE/USDT,-0.9999999999999998,84.23133344898467,99.01969347393688,-14.788360024952212,0.3503553770086514,-1.1016687268232392
1970-01-01 00:29:07.094400+00:00,113,DOT/USDT,-0.9999999999999996,83.23133344898467,99.01969347393688,-15.788360024952212,0.1910694288913777,-1.0204367301231794
1970-01-01 00:29:07.267200+00:00,17,ADA/USDT,-0.9999999999999997,82.23133344898467,99.01969347393688,-16.788360024952212,0.2622841965471441,-1.0635236830455947
1970-01-01 00:29:07.267200+00:00,75,ATOM/USDT,-0.9999999999999992,81.23133344898467,99.01969347393688,-17.788360024952212,0.23298217179902608,-1.258103727714749
1970-01-01 00:29:07.353600+00:00,126,LINK/USDT,-0.8950151057401818,80.33631834324449,99.01969347393688,-18.683375130692397,0.3625377643504537,-0.9799848942598195
1970-01-01 00:29:07.440000+00:00,4,1MBABYDOGE/USDT,-1.0000000000000002,79.33631834324449,99.01969347393688,-19.683375130692397,0.09064226519336972,-1.2485612338858199
1970-01-01 00:29:07.440000+00:00,64,ASR/USDT,-0.6235735246168893,78.7127448186276,99.01969347393688,-20.306948655309284,0.9952722530159768,-0.7678513205086407
1970-01-01 00:29:07.440000+00:00,97,BNB/USDT,-0.9999999999999993,77.7127448186276,99.01969347393688,-21.306948655309284,0.9024055137618824,-1.0554529483310062
1970-01-01 00:29:07.440000+00:00,132,LTC/USDT,-0.8548886138613856,76.85785620476621,99.01969347393688,-22.161837269170675,0.06497524752475274,-0.8994430693069305
1970-01-01 00:29:07.526400+00:00,116,ETH/USDT,-1.0000000000000009,75.85785620476621,99.01969347393688,-23.161837269170675,0.6530534993270524,-1.093623822341857
1970-01-01 00:29:07.958400+00:00,148,SUI/USDT,1.449409621906795,77.307265826673,99.01969347393688,-21.71242764726388,3.138817359628186,-0.16769250094209304
1970-01-01 00:29:08.476800+00:00,103,BTC/USDT,0.46157222624463723,77.76883805291764,99.01969347393688,-21.25085542101924,1.7284845466534597,-0.5042133595138443
1970-01-01 00:29:08.476800+00:00,142,SOL/USDT,0.16871625674865035,77.9375543096663,99.01969347393688,-21.082139164270586,1.7434013197360536,-0.37642471505698955
1970-01-01 00:29:08.649600+00:00,9,AAVE/USDT,1.578275666477595,79.51582997614389,99.01969347393688,-19.50386349779299,2.960862166761201,-0.14889393079977287
1970-01-01 00:29:09.772800+00:00,87,AXL/USDT,-1.0000000000000002,78.51582997614389,99.01969347393688,-20.50386349779299,0.13532883642495838,-1.402613827993254
1970-01-01 00:29:09.772800+00:00,160,UNI/USDT,-1.0000000000000002,77.51582997614389,99.01969347393688,-21.50386349779299,0.006694436179708675,-1.39764950907468
1970-01-01 00:29:11.328000+00:00,65,ASR/USDT,-0.9999999999999991,76.51582997614389,99.01969347393688,-22.50386349779299,0.6992827868852457,-1.0988729508196724
1970-01-01 00:29:13.228800+00:00,3,1INCH/USDT,-0.34206558612891064,76.17376439001498,99.01969347393688,-22.845929083921902,2.716735770825481,-0.6247644176404074
1970-01-01 00:29:13.228800+00:00,13,ACH/USDT,-1.0000000000000002,75.17376439001498,99.01969347393688,-23.845929083921902,0.3074564234990317,-1.147514525500322
1970-01-01 00:29:13.315200+00:00,34,ALGO/USDT,1.8041666666666665,76.97793105668164,99.01969347393688,-22.041762417255242,4.908333333333333,-0.2416666666666666
1970-01-01 00:29:13.401600+00:00,143,SOL/USDT,-0.9999999999999996,75.97793105668164,99.01969347393688,-23.041762417255242,0.6060027493508484,-1.1507178860546818
1970-01-01 00:29:13.660800+00:00,18,ADA/USDT,1.1177307487106525,77.0956618053923,99.01969347393688,-21.924031668544586,3.0397474657656054,-0.28009959096567694
1970-01-01 00:29:13.660800+00:00,57,ARK/USDT,-0.30310880829015546,76.79255299710213,99.01969347393688,-22.227140476834748,0.6479922279792745,-0.6149611398963727
1970-01-01 00:29:13.660800+00:00,109,DOGE/USDT,-0.3137463152418943,76.47880668186023,99.01969347393688,-22.54088679207665,1.6808999479798852,-0.48606294433847835
1970-01-01 00:29:13.660800+00:00,166,XRP/USDT,2.9199594731509624,79.3987661550112,99.01969347393688,-19.62092731892568,5.641337386018236,-0.17831813576494487
1970-01-01 00:29:13.747200+00:00,14,ACM/USDT,-0.9999999999999997,78.3987661550112,99.01969347393688,-20.62092731892568,0.8556461001164154,-1.030267753201397
1970-01-01 00:29:13.747200+00:00,55,ARDR/USDT,0.6473941368078174,79.04616029181902,99.01969347393688,-19.973533182117862,6.538506281991626,-0.5889367147510477
1970-01-01 00:29:13.747200+00:00,149,SUI/USDT,0.768869426751593,79.81502971857061,99.01969347393688,-19.20466375536627,2.2755573248407646,-0.455971337579618
1970-01-01 00:29:13.833600+00:00,84,AVAX/USDT,-0.2464403066812712,79.56858941188935,99.01969347393688,-19.451104062047534,1.4252464403066814,-0.6202081051478651
1970-01-01 00:29:13.833600+00:00,127,LINK/USDT,-0.1680834621329207,79.40050594975642,99.01969347393688,-19.61918752418046,1.3214837712519327,-0.7129057187017005
1970-01-01 00:29:13.920000+00:00,104,BTC/USDT,-0.052265534076736814,79.34824041567968,99.01969347393688,-19.6714530582572,1.5319208263871245,-0.2734929240049947
1970-01-01 00:29:13.920000+00:00,133,LTC/USDT,-0.6370899915895706,78.7111504240901,99.01969347393688,-20.308543049846776,0.822720173014539,-0.7172894389042408
1970-01-01 00:29:14.006400+00:00,98,BNB/USDT,0.8016213450867757,79.51277176917688,99.01969347393688,-19.506921704760003,3.871748455393335,-0.3293849120459634
1970-01-01 00:29:14.006400+00:00,117,ETH/USDT,2.2349149174705,81.74768668664738,99.01969347393688,-17.2720067872895,4.119717723584454,-0.19747138940381193
1970-01-01 00:29:14.092800+00:00,21,ADX/USDT,-0.9999999999999997,80.74768668664738,99.01969347393688,-18.2720067872895,0.9222886421861656,-1.0247651579846286
1970-01-01 00:29:15.043200+00:00,66,ASR/USDT,7.056227525335078,87.80391421198246,99.01969347393688,-11.215779261954424,13.862373324615891,-0.15691402419091224
1970-01-01 00:29:15.129600+00:00,72,ATM/USDT,0.008625646923519267,87.81253985890598,99.01969347393688,-11.207153615030904,2.811960897067279,-0.7159286946520983
1970-01-01 00:29:15.216000+00:00,52,ARB/USDT,-1.0000000000000002,86.81253985890598,99.01969347393688,-12.207153615030904,0.06116605934409066,-1.305309734513275
1970-01-01 00:29:15.561600+00:00,118,ETH/USDT,-0.47381710040220915,86.33872275850376,99.01969347393688,-12.68097071543312,1.350492689888761,-0.49494335602734146
1970-01-01 00:29:16.080000+00:00,128,LINK/USDT,0.5738575982996803,86.91258035680345,99.01969347393688,-12.107113117133437,2.3631774707757707,-0.4383634431455904
1970-01-01 00:29:16.080000+00:00,154,TRX/USDT,4.467153284671529,91.37973364147497,99.01969347393688,-7.639959832461912,7.565693430656927,-0.6021897810218978
1970-01-01 00:29:16.425600+00:00,47,API3/USDT,-0.9268590998043056,90.45287454167067,99.01969347393688,-8.566818932266216,1.2431506849315064,-0.9679549902152641
1970-01-01 00:29:16.512000+00:00,40,ALPINE/USDT,3.6750599520383695,94.12793449370903,99.01969347393688,-4.8917589802278485,8.56115107913669,-0.5335731414868105
1970-01-01 00:29:17.894400+00:00,58,ARK/USDT,-1.0000000000000004,93.12793449370903,99.01969347393688,-5.8917589802278485,0.22611696331275064,-1.2095895386850712
1970-01-01 00:29:18.499200+00:00,110,DOGE/USDT,-1.0000000000000007,92.12793449370903,99.01969347393688,-6.8917589802278485,1.2310149785272853,-1.760893474389862
1970-01-01 00:29:18.499200+00:00,136,NEAR/USDT,-1.0000000000000004,91.12793449370903,99.01969347393688,-7.8917589802278485,0.5332056194125169,-1.3473818646232432
1970-01-01 00:29:18.499200+00:00,144,SOL/USDT,-1.0000000000000004,90.12793449370903,99.01969347393688,-8.891758980227848,0.5668779186124074,-1.3849232821881257
1970-01-01 00:29:18.758400+00:00,85,AVAX/USDT,-0.30288461538461536,89.82504987832442,99.01969347393688,-9.194643595612462,2.408653846153845,-0.4543269230769237
1970-01-01 00:29:18.758400+00:00,99,BNB/USDT,-0.23018446235205225,89.59486541597236,99.01969347393688,-9.424828057964518,3.017659279778393,-0.3800994711659535
1970-01-01 00:29:19.276800+00:00,41,ALPINE/USDT,-1.0000000000000007,88.59486541597236,99.01969347393688,-10.424828057964518,18.478060046189373,-5.854503464203233
1970-01-01 00:29:20.054400+00:00,1,1000CHEEMS/USDT,-0.9999999999999996,87.59486541597236,99.01969347393688,-11.424828057964518,1.3797740720817657,-1.335395373856912
1970-01-01 00:29:20.054400+00:00,37,ALICE/USDT,-1.0,86.59486541597236,99.01969347393688,-12.424828057964518,0.005314625850340141,-4.4940476190476195
1970-01-01 00:29:20.054400+00:00,50,APT/USDT,-0.9999999999999991,85.59486541597236,99.01969347393688,-13.424828057964518,0.8357596611963989,-8.893594494441503
1970-01-01 00:29:20.054400+00:00,100,BNB/USDT,-1.0000000000000007,84.59486541597236,99.01969347393688,-14.424828057964518,1.504553290361264,-3.0850884425123666
1970-01-01 00:29:20.054400+00:00,105,BTC/USDT,-0.9999999999999988,83.59486541597236,99.01969347393688,-15.424828057964518,0.7541516422068297,-3.8456196835714422
1970-01-01 00:29:22.214400+00:00,22,ADX/USDT,-0.9999999999999997,82.59486541597236,99.01969347393688,-16.42482805796452,0.2556270096463022,-1.3360128617363338
1970-01-01 00:29:22.560000+00:00,32,ALCX/USDT,-1.0000000000000002,81.59486541597236,99.01969347393688,-17.42482805796452,4.855460385438972,-1.150963597430407
1970-01-01 00:29:22.560000+00:00,51,AR/USDT,-1.0,80.59486541597236,99.01969347393688,-18.42482805796452,0.43141592920354,-1.0353982300884959
1970-01-01 00:29:22.905600+00:00,161,UNI/USDT,-1.0000000000000002,79.59486541597236,99.01969347393688,-19.42482805796452,0.6798078752140012,-1.3360757085790371
1970-01-01 00:29:22.992000+00:00,137,NEAR/USDT,-0.7368744243168557,78.85799099165551,99.01969347393688,-20.16170248228137,0.9602394841879036,-0.8658274485723056
1970-01-01 00:29:23.078400+00:00,120,ICP/USDT,0.21419527293190704,79.07218626458742,99.01969347393688,-19.947507209349467,4.915939786156442,-0.5043612830613399
1970-01-01 00:29:27.744000+00:00,167,XRP/USDT,-1.0,78.07218626458742,99.01969347393688,-20.947507209349467,0.43754203093476757,-1.2363399462004037
1970-01-01 00:29:28.694400+00:00,121,ICP/USDT,-0.9999999999999997,77.07218626458742,99.01969347393688,-21.947507209349467,0.4503205128205124,-1.0721153846153857
1970-01-01 00:29:28.780800+00:00,89,AXS/USDT,-1.0000000000000002,76.07218626458742,99.01969347393688,-22.947507209349467,0.6729634002361269,-1.0035419126328222
1970-01-01 00:29:28.867200+00:00,62,ARPA/USDT,-1.0000000000000002,75.07218626458742,99.01969347393688,-23.947507209349467,0.323766603415559,-1.5441176470588247
1970-01-01 00:29:28.867200+00:00,155,TRX/USDT,-0.9999999999999976,74.07218626458742,99.01969347393688,-24.947507209349467,0.7777777777777793,-1.4537037037037026
1970-01-01 00:29:29.385600+00:00,79,AUCTION/USDT,-1.0,73.07218626458742,99.01969347393688,-25.947507209349467,0.3647132169576064,-1.982543640897755
1970-01-01 00:29:29.731200+00:00,90,AXS/USDT,-0.04045723092730524,73.03172903366011,99.01969347393688,-25.98796444027677,1.720395581813511,-0.42576419213973815
1970-01-01 00:29:30.768000+00:00,73,ATM/USDT,-0.9999999999999997,72.03172903366011,99.01969347393688,-26.98796444027677,0.403179190751445,-1.1141618497109822
1970-01-01 00:29:31.459200+00:00,86,AWE/USDT,-0.9999999999999998,71.03172903366011,99.01969347393688,-27.98796444027677,3.4706288873531443,-1.5176226675881135
1970-01-01 00:29:36.988800+00:00,156,TRX/USDT,1.57594936708861,72.60767840074872,99.01969347393688,-26.412015073188158,2.829113924050636,-0.7310126582278529
1970-01-01 00:29:37.161600+00:00,91,AXS/USDT,-1.0000000000000004,71.60767840074872,99.01969347393688,-27.412015073188158,0.041841004184100465,-1.1349372384937246
1970-01-01 00:29:38.112000+00:00,122,ICP/USDT,-0.9999999999999998,70.60767840074872,99.01969347393688,-28.412015073188158,0.28343023255813904,-1.0755813953488385
