symbol,trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,best_r,worst_r,avg_mfe_r,avg_mae_r,top_month,top_month_pct,step_b_included,step_b_v2_included
QTUM/USDT,18,18.16576212207545,1.0092090067819697,0.3333333333333333,2.845254898022948,-5.678547891891387,8.21332699399444,-1.0000000000000004,3.534386486959563,-0.9743261161500932,2024-03,0.4521322551071732,True,True
QUICK/USDT,1,-1.0000000000000004,-1.0000000000000004,0.0,0.0,0.0,-1.0000000000000004,-1.0000000000000004,2.1980285764028022,-1.4958805589407942,2023-02,0.0,False,False
RAD/USDT,11,-3.1948864091573554,-0.290444219014305,0.0909090909090909,0.6758137893350112,-8.855096558869135,6.66021014971178,-1.0000000000000009,1.8658516836460424,-1.130809187191744,2023-05,0.0,True,False
RARE/USDT,8,0.8558520777591851,0.1069815097198981,0.25,1.1426420129598645,-3.999999999999999,5.211556458895169,-1.0000000000000004,2.4899091970007907,-1.0993346116835985,2024-08,6.089319164288536,True,False
RAY/USDT,14,15.696678482592336,1.1211913201851669,0.2142857142857142,2.712978101258153,-5.057719148870792,12.472248092153675,-1.0000000000000004,3.776934556121418,-1.1412146830614178,2024-11,0.7945788088852961,True,False
REQ/USDT,15,-5.267324721238051,-0.35115498141587,0.2,0.5241563408127391,-6.5499117751878,2.6942623099265743,-1.0000000000000009,2.654507492156493,-1.167285702883546,2025-05,0.0,True,False
RIF/USDT,15,5.759046079185167,0.3839364052790112,0.2666666666666666,1.5679416975301974,-4.4945098580600185,5.672138911865416,-1.0000000000000004,2.900728536228601,-1.0169202821632068,2026-05,0.9849094509533692,True,False
RLC/USDT,19,2.2589280615439344,0.1188909506075755,0.3157894736842105,1.1832222011354918,-5.3515522793975725,10.017062236259616,-1.0000000000000009,2.354531515471457,-0.9293355384240763,2021-05,4.434431714223402,True,False
ROSE/USDT,15,7.07844463599103,0.4718963090660686,0.2,1.6512908886992246,-7.0,10.730499942198875,-1.0000000000000004,3.4318805760174222,-1.0295680958121394,2021-09,1.515940364587811,True,False
RSR/USDT,19,3.78214362823132,0.1990601909595431,0.1578947368421052,1.2850903622590146,-6.1160948764181615,12.101773841798495,-1.0000000000000004,2.258565177199997,-1.1286196542481424,2024-12,3.1997129224459853,True,False
RUNE/USDT,15,16.790973463624898,1.1193982309083266,0.4666666666666667,3.379932782538795,-3.0552301253286345,12.13768811873989,-1.0000000000000004,3.78127796792739,-0.8387874758314358,2023-11,0.7228698291397073,True,False
RVN/USDT,24,-6.49778337446511,-0.2707409739360462,0.25,0.6205798403818503,-10.478591326964365,2.977495045293156,-1.0000000000000009,1.9684463868700397,-1.0059126333871755,2021-02,0.0,True,False
SAND/USDT,19,8.13170474927084,0.427984460487939,0.3684210526315789,1.6821243569583333,-3.9211470259338057,6.694450378828063,-1.0000000000000004,2.5879348666011106,-0.9717682964360138,2021-10,0.7002775622588459,True,False
SANTOS/USDT,11,-2.024442615991518,-0.1840402378174107,0.2727272727272727,0.7313129519998686,-5.0,3.1884342161581727,-1.0000000000000004,2.909892963222491,-0.9734895503657268,2024-03,0.0,True,False
SC/USDT,15,14.110283468646257,0.940685564576417,0.4666666666666667,2.8433106019114884,-5.654859389412768,5.116933409515743,-1.0,3.6749283248338767,-0.8847965196036421,2023-11,0.3626385976501337,True,True
SCRT/USDT,7,-5.942053942184323,-0.8488648488834747,0.0,0.0,-5.483043945106755,-0.459009997077568,-1.0,0.8859806273677283,-1.2050350422354623,2024-01,0.0,True,False
SFP/USDT,14,-12.0867824959468,-0.8633416068533428,0.0714285714285714,0.0363701759453536,-11.0867824959468,0.4561901209544509,-1.0000000000000009,1.2439370602047417,-1.5493948081925006,2023-11,0.0,True,False
SHIB/USDT,15,14.260643512778678,0.9507095675185784,0.1333333333333333,2.1395222563985548,-6.514580941884592,24.780675492559965,-1.0000000000000004,4.269401605972214,-1.1536416426243576,2024-03,1.737696862722534,True,False
SKL/USDT,10,10.594938103485916,1.0594938103485916,0.5,3.421781197972856,-3.0000000000000004,8.327177683238105,-1.0000000000000004,4.100174307010669,-0.7363235474239699,2023-11,0.7859581247103578,True,False
SLP/USDT,7,2.6602278324281845,0.3800325474897406,0.1428571428571428,1.4433713054046973,-4.0,8.660227832428186,-1.0000000000000009,3.7087979427452735,-1.2401052693908958,2024-03,3.255445915894866,True,False
SNX/USDT,17,-0.7977450420721351,-0.0469261789454197,0.2352941176470588,0.938634996763682,-10.0,7.899837207603972,-1.0000000000000004,2.237402790907224,-1.2733745201885425,2023-12,0.0,True,False
SOL/USDT,20,36.24248491247828,1.8121242456239135,0.4,5.417404430695923,-3.0,19.484953041254595,-1.0,4.694093729026825,-0.7323730553105168,2021-09,0.5376274029859893,True,True
SPELL/USDT,7,6.362231798979061,0.9088902569970088,0.4285714285714285,2.590557949744765,-2.000000000000001,5.511714729662407,-1.0000000000000009,3.8761043784521614,-0.9187022393574192,2024-02,0.8663178117067135,True,False
STORJ/USDT,17,-8.17957926070479,-0.4811517212179288,0.1764705882352941,0.3700561156392571,-9.199630514678956,2.795954035505643,-1.0000000000000004,1.998567674533441,-1.190948639475664,2024-10,0.0,True,False
STRAX/USDT,8,-3.1921070146860435,-0.3990133768357554,0.125,0.4769770529493375,-3.416894276821345,2.911080298005308,-1.0000000000000009,2.028526685648188,-1.4001925379580191,2024-03,0.0,True,False
STX/USDT,23,-1.6193530941744188,-0.070406656268453,0.217391304347826,0.8940371300944997,-6.0403240555066535,4.434278886100518,-1.0000000000000004,2.032576050984779,-0.9772888646986292,2024-03,0.0,True,False
SUN/USDT,11,13.3868905970017,1.216990054272882,0.3636363636363636,3.638559839402172,-3.073559597585179,8.006202546149225,-1.0,3.971577255600084,-0.9916619811762007,2024-03,0.5980628950491608,True,False
SUSHI/USDT,18,1.1744609573107048,0.0652478309617058,0.2222222222222222,1.0860617845625324,-4.213541588435422,6.832497034244099,-1.0000000000000004,1.987462751707024,-1.258938199625346,2024-12,5.817559955240433,True,False
T/USDT,11,-1.3548663195193282,-0.123169665410848,0.3636363636363636,0.7998621733698783,-2.8558962458567816,1.91377015020777,-1.0000000000000009,2.107467196176912,-0.9959464123471768,2024-11,0.0,True,False
TFUEL/USDT,18,7.689664768077533,0.4272035982265296,0.2222222222222222,1.603290255964074,-9.571913715779422,6.252208823122296,-1.0000000000000004,3.0947189066762344,-0.9453015231142538,2021-03,0.8130665005160413,True,False
THETA/USDT,18,26.333651771409325,1.4629806539671848,0.3333333333333333,3.202430931246543,-6.956630011777431,18.982678914618504,-1.0000000000000004,3.9643690107110814,-1.0200510578589892,2021-03,0.7208525076354265,True,False
TKO/USDT,15,-6.156595135339767,-0.4104396756893178,0.1333333333333333,0.5264157588200178,-7.0,4.819609495753722,-1.0000000000000004,1.609117503176717,-1.1214397803169327,2024-03,0.0,True,False
TLM/USDT,8,-1.1059678124629766,-0.138245976557872,0.125,0.8296132801274506,-4.0,5.384959492729882,-1.0000000000000004,2.494757740370611,-1.1844661637475449,2024-03,0.0,True,False
TRB/USDT,17,-5.118774453931194,-0.3011043796430114,0.1764705882352941,0.5775737873656241,-8.262356041673563,3.1435815877423696,-1.0000000000000004,2.672623072225028,-1.2971941320630704,2021-05,0.0,True,False
TRX/USDT,29,25.070535246314343,0.8645012153901498,0.5517241379310345,3.0949218574591315,-3.8812671801925376,7.257429891834403,-1.0000000000000002,2.978339194707304,-0.8772545001450363,2021-04,0.2495929915478895,True,True
TWT/USDT,24,-0.3451562514578099,-0.0143815104774087,0.3333333333333333,0.9763637650855536,-4.502954767482189,3.246583265907706,-1.0000000000000009,2.2838693021906287,-0.9402912264628192,2022-11,0.0,True,False
UMA/USDT,16,-5.689596408280678,-0.3555997755175423,0.0625,0.5671054691967121,-9.0,7.453550486467442,-1.0000000000000002,1.6958412016452638,-1.1126948637091996,2024-01,0.0,True,False
UNI/USDT,17,0.0359183721266782,0.0021128454192163,0.2352941176470588,1.0033043127371166,-6.878711273854587,6.132276490349836,-1.0000000000000004,1.917703828037052,-0.8924368159551721,2024-02,170.72812956896527,True,False
VET/USDT,16,26.619181838778875,1.6636988649236797,0.4375,4.086001266811214,-4.6257844820279885,10.121239802986068,-1.0000000000000004,4.114187409305531,-0.8352315920708931,2021-04,0.3802235494796999,True,True
VTHO/USDT,15,17.65060111794927,1.176706741196618,0.4,3.1631112887246475,-4.0,9.13364644928895,-1.0000000000000002,3.983901399580191,-0.930890806155021,2024-02,0.5174694271460676,True,True
WAXP/USDT,10,-0.3462568611381951,-0.0346256861138195,0.2,0.9567178923577256,-4.0,4.841308234388507,-1.0000000000000009,1.9209524022352795,-1.2361972237964247,2024-03,0.0,True,False
WIN/USDT,13,27.54222521212234,2.118632708624795,0.5384615384615384,5.755242544124454,-1.7919706422027488,8.57061121424687,-1.0000000000000002,5.231590116060028,-0.8193826989318711,2021-02,0.3111807832605562,True,False
WOO/USDT,12,-2.2008062311425185,-0.1834005192618765,0.25,0.7291070980863367,-3.1242668803627045,2.517722958405752,-1.0000000000000004,1.881732107727504,-0.9353428023912714,2023-12,0.0,True,False
XEC/USDT,10,-4.433210877450216,-0.4433210877450216,0.2,0.4205689906630755,-4.999365483385837,1.6516072916532298,-1.0000000000000009,1.6897623676898497,-1.2328193167877524,2024-12,0.0,True,False
XLM/USDT,24,-2.2439602090587787,-0.0934983420441157,0.1666666666666666,0.8760153686458264,-14.40901611836522,5.832926326098218,-1.000000000000001,2.1311040616332577,-1.059337720469829,2024-11,0.0,True,False
XNO/USDT,13,3.1582140608203613,0.2429395431400278,0.1538461538461538,1.3024729019692909,-4.652728231351069,7.501345662228676,-1.0000000000000004,2.577665007286818,-1.237371637491082,2024-12,2.375185949327376,True,False
XRP/USDT,28,14.077414116609893,0.5027647898789247,0.2857142857142857,1.7736847798959894,-10.84469942621114,10.68363504180256,-1.0000000000000009,2.756440439641002,-1.1500935595747086,2021-04,0.7388977562739586,True,False
XTZ/USDT,18,-4.510370249196954,-0.2505761249553863,0.2777777777777778,0.6447250319119526,-9.069786491267458,4.277900187372998,-1.0000000000000004,1.7747432106818724,-1.0932640132894034,2025-07,0.0,True,False
XVG/USDT,14,13.665552472555616,0.9761108908968296,0.2857142857142857,2.6088973490180325,-3.0,9.43281987544689,-1.0000000000000009,3.795273153143792,-1.0692181925610251,2024-02,0.6902626069740483,True,False
XVS/USDT,19,-11.303882217351108,-0.5949411693342688,0.1052631578947368,0.2750553848867873,-10.303882217351108,2.498610959957722,-1.0000000000000009,1.136180840365947,-1.6548369815349495,2024-01,0.0,True,False
YFI/USDT,13,12.995564362897692,0.9996587971459764,0.3076923076923077,2.5769232596419736,-4.241088641084681,10.738231387337674,-1.0000000000000009,3.6513317682274335,-1.0391785634488149,2023-11,0.826299734853786,True,False
YGG/USDT,9,2.0686286555905027,0.2298476283989447,0.3333333333333333,1.344771442598417,-5.0,4.187384158471227,-1.0000000000000004,3.006179029663232,-1.070974142106789,2023-08,2.02423192154607,True,False
ZEC/USDT,23,32.06901739931771,1.3943051043181611,0.4347826086956521,3.8055181481342415,-4.0,14.913459626105844,-1.0000000000000004,3.8488425795213415,-0.9329388893578886,2025-10,0.4650426123259747,True,True
ZEN/USDT,18,2.8800211626837573,0.1600011757046532,0.3333333333333333,1.2427244143455816,-5.187774326550588,3.1786459303437806,-1.0000000000000009,2.824560118680211,-1.0859846100249322,2024-12,1.27694239738498,True,False
ZIL/USDT,17,2.648038492230839,0.1557669701312258,0.2352941176470588,1.2036952686331417,-6.182511627855064,4.817488372144937,-1.0000000000000009,2.975157996240896,-1.0857829518276307,2022-04,1.819266746415928,True,False
ZRX/USDT,16,26.505656544221008,1.656603534013813,0.25,3.440119221230769,-7.047392696083277,14.70732605301142,-1.0000000000000004,4.546267279781329,-1.0896335029144466,2021-02,0.5548749953985969,True,True
