symbol,trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,best_r,worst_r,avg_mfe_r,avg_mae_r,top_month,top_month_pct,step_b_included,step_b_v2_included
MBL/USDT,21,-0.7573397090269238,-0.0360637956679487,0.1904761904761904,0.9537836791002444,-11.052738374720418,7.721136686154898,-1.0000000000000009,2.530625107053996,-1.1705808201591668,2021-03,0.0,True,False
MBOX/USDT,6,-2.198400084209718,-0.366400014034953,0.1666666666666666,0.5603199831580564,-4.000000000000001,2.801599915790283,-1.0000000000000004,1.786550085219453,-1.0780682652499698,2024-03,0.0,True,False
MINA/USDT,8,-0.3165534495841406,-0.0395691811980175,0.375,0.936689310083172,-3.688998716717871,1.9975723648648616,-1.0000000000000004,2.047764024759629,-1.1992059756649214,2024-12,0.0,True,False
MOVR/USDT,9,1.9640932173975103,0.2182325797108344,0.1111111111111111,1.2455116521746887,-7.0,9.96409321739751,-1.0000000000000004,3.826670327722743,-1.5412449270958584,2023-12,4.5639856285819445,True,False
MTL/USDT,18,17.411998493725008,0.9673332496513892,0.3888888888888889,2.807269157578018,-2.0,6.880211525178928,-1.0000000000000009,3.608899062524424,-0.9510694400591873,2023-06,0.3951419779675745,True,True
NEAR/USDT,18,13.534145560242989,0.7518969755690548,0.3888888888888889,2.273496365843962,-4.89736950339428,7.773133433384809,-1.0000000000000004,3.201914113731592,-0.8740854815076441,2024-03,0.5743349957915816,True,True
NEO/USDT,17,14.106850674955568,0.8298147455856216,0.2941176470588235,2.2579017555658325,-4.388705397942719,9.287569822809594,-1.0000000000000004,3.210564848339896,-1.055543737757499,2024-12,0.6583730158353609,True,False
NMR/USDT,14,-6.318917427599772,-0.4513512448285551,0.1428571428571428,0.4460249428446642,-5.318917427599772,3.2139452194000424,-1.0000000000000009,2.2986670095983306,-1.302782025960669,2024-03,0.0,True,False
OG/USDT,11,57.98730692761394,5.271573357055813,0.5454545454545454,12.597461385522786,-2.0,20.290904828547006,-1.0000000000000009,9.738735089446134,-0.8672099819147867,2025-08,0.3499197652664973,True,False
OGN/USDT,17,-3.3514859058601063,-0.1971462297564768,0.2352941176470588,0.7346392527798619,-11.882906136960283,3.704606728719414,-1.0000000000000004,2.0138936609923195,-1.2115129215252454,2021-02,0.0,True,False
ONE/USDT,21,9.854407999025096,0.4692575237630998,0.3333333333333333,1.7523746239499742,-6.988782287170153,10.018556059212152,-1.0000000000000004,3.0380641422009718,-0.935893746760071,2021-02,0.9151798931102066,True,False
ONG/USDT,17,1.0365474544268551,0.0609733796721679,0.1764705882352941,1.0781556419703748,-11.023431533488782,12.059978987915636,-1.0000000000000009,2.69848677598066,-1.2244226496639556,2021-02,11.634758193086334,True,False
ONT/USDT,21,-2.780436620426435,-0.1324017438298302,0.2857142857142857,0.8123465318112463,-9.174191937396854,4.698325822130004,-1.0000000000000009,2.030202555234257,-1.038098423768408,2024-12,0.0,True,False
PEOPLE/USDT,10,20.59004818500632,2.059004818500632,0.3,4.018169773790863,-4.822031140794618,15.541623155407407,-1.0000000000000004,3.61071745149525,-1.0421857970868986,2024-01,0.7548123741995332,True,False
PHA/USDT,14,-2.60296941891546,-0.18592638706539,0.1428571428571428,0.7738119578586531,-6.000000000000001,6.328577238599758,-1.0000000000000009,2.14965912193219,-1.325747366131686,2024-12,0.0,True,False
POND/USDT,9,-5.301661919788065,-0.5890735466431183,0.2222222222222222,0.2426197257445623,-5.000000000000001,1.196942798278461,-1.0000000000000009,1.50059455617876,-1.2115498433973986,2024-02,0.0,True,False
PORTO/USDT,9,-6.316902678516959,-0.7018780753907732,0.1111111111111111,0.1089580699459017,-5.316902678516959,0.7724412293880685,-1.0000000000000002,1.6666551481017835,-1.0535616760120732,2024-04,0.0,True,False
POWR/USDT,9,-0.3057091886326595,-0.033967687625851,0.2222222222222222,0.9563272587667628,-3.999999999999999,3.3714115767410533,-1.0000000000000002,3.8845996919728343,-1.171195859888683,2024-01,0.0,True,False
PSG/USDT,6,4.844906202252129,0.8074843670420214,0.3333333333333333,2.2112265505630324,-2.0,5.28653858975123,-1.0000000000000002,3.703794042693215,-0.8973495819264538,2024-03,1.0911539602756006,True,False
PUNDIX/USDT,13,-2.9512890555501383,-0.2270222350423183,0.2307692307692307,0.7048710944449861,-3.0453820058096617,3.561781093338015,-1.0000000000000009,2.2450457617396777,-1.4728290372748565,2024-12,0.0,True,False
PYR/USDT,9,-1.0761581496486503,-0.1195731277387389,0.3333333333333333,0.8206403083918916,-3.000000000000001,2.0379137192249392,-1.0000000000000004,2.571513924650245,-1.1836631272809095,2023-10,0.0,True,False
QI/USDT,11,-0.46980571608554,-0.0427096105532309,0.2727272727272727,0.9412742854893076,-6.000000000000001,3.743386970553686,-1.0000000000000009,2.3329495562899365,-1.0536329318085482,2023-12,0.0,True,False
QNT/USDT,17,0.6819510757872331,0.0401147691639548,0.2941176470588235,1.0629369412672025,-4.325261247062888,4.1940589007430855,-1.000000000000001,1.903403718949193,-1.09468413355586,2022-10,6.1500876670683935,True,False
