symbol,trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,best_r,worst_r,avg_mfe_r,avg_mae_r,top_month,top_month_pct,step_b_included,step_b_v2_included
FET/USDT,19,43.642063966736686,2.2969507350914045,0.3684210526315789,4.724897521008555,-5.734100022915392,15.98257576893877,-1.0000000000000004,5.250795010976395,-0.902786353841497,2023-02,0.3662195211738941,True,True
SOL/USDT,20,36.24248491247828,1.8121242456239135,0.4,5.417404430695923,-3.0,19.484953041254595,-1.0,4.694093729026825,-0.7323730553105168,2021-09,0.5376274029859893,True,True
VET/USDT,16,26.619181838778875,1.6636988649236797,0.4375,4.086001266811214,-4.6257844820279885,10.121239802986068,-1.0000000000000004,4.114187409305531,-0.8352315920708931,2021-04,0.3802235494796999,True,True
ZRX/USDT,16,26.505656544221008,1.656603534013813,0.25,3.440119221230769,-7.047392696083277,14.70732605301142,-1.0000000000000004,4.546267279781329,-1.0896335029144466,2021-02,0.5548749953985969,True,True
DEXE/USDT,15,23.928229523849534,1.5952153015899693,0.4666666666666667,4.070970049285808,-6.790062923925646,13.22056503396104,-1.0000000000000009,4.581185894630609,-0.8690023750949964,2024-04,0.5525091198571107,True,True
ETC/USDT,18,25.30070616432597,1.4055947869069982,0.3888888888888889,3.792548751532641,-5.031161329647844,10.860555746818504,-1.0000000000000009,4.26292994399795,-0.9471109012216006,2021-04,0.4292589968153499,True,True
ZEC/USDT,23,32.06901739931771,1.3943051043181611,0.4347826086956521,3.8055181481342415,-4.0,14.913459626105844,-1.0000000000000004,3.8488425795213415,-0.9329388893578886,2025-10,0.4650426123259747,True,True
ARDR/USDT,16,20.01065568856332,1.2506659805352074,0.5,3.747785518975168,-3.3788417168237928,5.46941538259133,-1.0000000000000004,3.87081389295016,-0.8719521878839949,2021-04,0.2733251457480857,True,True
VTHO/USDT,15,17.65060111794927,1.176706741196618,0.4,3.1631112887246475,-4.0,9.13364644928895,-1.0000000000000002,3.983901399580191,-0.930890806155021,2024-02,0.5174694271460676,True,True
ADA/USDT,20,21.93451524451483,1.0967257622257416,0.4,3.0342820185515365,-4.587457434073105,11.647499827412824,-1.0000000000000004,3.4089158513274365,-0.9643122851361298,2023-12,0.4854221626837843,True,True
JST/USDT,22,23.95803813021053,1.089001733191388,0.4090909090909091,2.8833982434902663,-3.0,7.031900308988939,-1.0000000000000004,3.684200624850085,-1.1521644480097644,2026-04,0.2935090206790294,True,True
AVAX/USDT,17,18.294885469267182,1.076169733486305,0.3529411764705882,2.748220801073041,-3.0,9.882832908746929,-1.0000000000000004,3.5277288120377848,-1.4457108393999851,2021-08,0.540196489633602,True,True
QTUM/USDT,18,18.16576212207545,1.0092090067819697,0.3333333333333333,2.845254898022948,-5.678547891891387,8.21332699399444,-1.0000000000000004,3.534386486959563,-0.9743261161500932,2024-03,0.4521322551071732,True,True
IOST/USDT,16,15.81320898931118,0.9883255618319488,0.5,2.9766511236638973,-3.000000000000001,5.3380366827020325,-1.0000000000000009,3.5614049857870995,-0.984994977993563,2021-09,0.2743299405980339,True,True
MTL/USDT,18,17.411998493725008,0.9673332496513892,0.3888888888888889,2.807269157578018,-2.0,6.880211525178928,-1.0000000000000009,3.608899062524424,-0.9510694400591873,2023-06,0.3951419779675745,True,True
SC/USDT,15,14.110283468646257,0.940685564576417,0.4666666666666667,2.8433106019114884,-5.654859389412768,5.116933409515743,-1.0,3.6749283248338767,-0.8847965196036421,2023-11,0.3626385976501337,True,True
DUSK/USDT,20,18.60384319751704,0.930192159875852,0.45,2.903576289801945,-4.773100924393555,10.97741493518854,-1.0000000000000004,3.5406941323556724,-0.7933197512546293,2026-01,0.5363093436801368,True,True
ICX/USDT,15,13.318687360880087,0.8879124907253393,0.4,2.656090506418638,-2.0590442661538635,8.383224459234945,-1.0000000000000009,3.5910563205720885,-0.9615494186327828,2021-02,0.5543507598895292,True,True
TRX/USDT,29,25.070535246314343,0.8645012153901498,0.5517241379310345,3.0949218574591315,-3.8812671801925376,7.257429891834403,-1.0000000000000002,2.978339194707304,-0.8772545001450363,2021-04,0.2495929915478895,True,True
NEAR/USDT,18,13.534145560242989,0.7518969755690548,0.3888888888888889,2.273496365843962,-4.89736950339428,7.773133433384809,-1.0000000000000004,3.201914113731592,-0.8740854815076441,2024-03,0.5743349957915816,True,True
ETH/USDT,24,18.02526161186608,0.7510525671610866,0.5416666666666666,2.7289280218636205,-2.4514799934789213,6.072070777490813,-1.0000000000000009,2.6766457072919514,-0.7103808687341667,2021-05,0.336864502066009,True,True
CELR/USDT,18,12.528919681871908,0.6960510934373283,0.2777777777777778,2.186818896127976,-8.556724132677523,6.905661280055829,-1.0000000000000009,3.126516903953382,-0.8999574217385992,2021-09,0.5511777116783364,True,True
HBAR/USDT,23,11.155954304010788,0.4850414914787299,0.3478260869565217,1.7570402039038313,-6.0,5.6589028908556775,-1.0000000000000009,2.742896923972287,-1.0070809252010609,2021-09,0.5072540400081407,True,True
BTC/USDT,30,13.707221656287476,0.4569073885429159,0.3666666666666666,1.8244427019203824,-4.319175301878992,6.960512355666963,-1.0000000000000016,2.171404621119009,-0.869847451913497,2024-12,0.5077989201753508,True,True
