symbol,trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,best_r,worst_r,avg_mfe_r,avg_mae_r,top_month,top_month_pct,step_b_included
ASR/USDT,11,11.340011746147804,1.0309101587407095,0.36363636363636365,2.704097220762674,-2.65455679874447,8.161907056750508,-1.0000000000000004,3.4118205246885736,-0.9270783694196841,2025-07,0.6620231465418263,True
ASTR/USDT,7,9.501859008550461,1.357408429792923,0.42857142857142855,3.3754647521376158,-3.0000000000000004,8.673023019861736,-1.0000000000000004,4.1185509736929005,-1.007538437258674,2023-12,0.9127711758359203,True
ATM/USDT,10,-3.1752262127423405,-0.31752262127423403,0.2,0.5767159836314643,-6.507191045306996,3.3319648325646556,-1.0000000000000007,2.279853415993902,-1.1539301738039551,2021-08,0.0,True
ATOM/USDT,23,-1.4543206156045951,-0.06323133111324326,0.2608695652173913,0.9087878357266304,-8.608612360398944,5.884117010205687,-1.0000000000000004,1.9388426825372516,-1.0791274375663915,2021-02,0.0,True
AUCTION/USDT,12,10.20341283693617,0.8502844030780142,0.3333333333333333,2.2754266046170213,-6.0,8.448666913262112,-1.0000000000000002,4.695968878275848,-1.1192136340560261,2025-03,0.8280236278079517,True
AUDIO/USDT,13,3.725200097921995,0.2865538536863073,0.23076923076923078,1.3725200097921997,-4.9344861476188004,5.870811226876986,-1.0000000000000002,2.4798127605662676,-1.0638414419956597,2021-08,1.5759720478241865,True
AVA/USDT,11,28.147218420684055,2.558838038244005,0.36363636363636365,5.53885069738414,-3.0,24.84647199994741,-1.0000000000000007,5.359849598319964,-0.8954276735534354,2024-12,0.8827327670036809,True
AVAX/USDT,17,18.294885469267186,1.076169733486305,0.35294117647058826,2.748220801073041,-3.0,9.882832908746927,-1.0000000000000004,3.5277288120377848,-1.4457108393999851,2021-08,0.540196489633602,True
AXS/USDT,17,-0.5994168866818527,-0.03525981686363839,0.29411764705882354,0.9486382681000629,-5.636570507330059,5.037153620648207,-1.0000000000000004,2.037345006426888,-1.1205659606791527,2021-07,0.0,True
BAND/USDT,17,-5.908244442321612,-0.3475437907248007,0.17647058823529413,0.4902217110039974,-8.4243683172338,2.1654631248971956,-1.000000000000001,2.002676459657879,-0.9887631182298895,2022-11,0.0,True
BAR/USDT,5,-4.841333367067499,-0.9682666734134997,0.0,0.0,-3.841333367067498,-0.8413333670674983,-1.0000000000000007,1.9405241030943767,-1.3635925331089362,2023-04,0.0,True
BAT/USDT,19,2.955365815431286,0.15554556923322557,0.3157894736842105,1.242226128844928,-6.596169132803169,3.4453734047473414,-1.0000000000000004,2.3304235029055667,-1.273335614965834,2021-02,1.1658026856633135,True
BCH/USDT,26,15.396899084862742,0.5921884263408747,0.2692307692307692,1.9116075543648903,-3.6744911196379864,13.502589961949882,-1.000000000000001,2.7994283073388693,-1.0916222805439835,2023-07,0.8769681406319519,True
BEL/USDT,16,-3.323412554418595,-0.20771328465116218,0.1875,0.7311779144063939,-4.999999999999999,3.4301113071841054,-1.0000000000000004,1.9473369952116537,-1.120484497679196,2024-03,0.0,True
BICO/USDT,10,-9.516489953536539,-0.9516489953536539,0.0,0.0,-8.516489953536539,-0.5164899535365385,-1.0000000000000002,0.8740394591811743,-1.285376759283676,2024-12,0.0,True
BNB/USDT,28,57.074148529529836,2.0383624474832085,0.42857142857142855,5.09361745054169,-5.703922349529002,51.98718997643298,-1.0000000000000009,4.9498394418865095,-0.862238992571922,2021-02,0.9108710566139258,True
BNT/USDT,16,26.220603587797182,1.6387877242373239,0.4375,4.534363624840533,-6.4187622924566,20.143027847805193,-1.000000000000001,4.510258495327044,-0.9528901054388446,2021-02,0.7300757888241053,True
BTC/USDT,30,13.707221656287476,0.4569073885429159,0.36666666666666664,1.8244427019203824,-4.319175301878992,6.960512355666963,-1.0000000000000016,2.1714046211190086,-0.869847451913497,2024-12,0.5077989201753508,True
BTTC/USDT,9,-5.743101621642468,-0.6381224024047187,0.1111111111111111,0.28211229729469156,-5.0,2.2568983783575325,-1.0000000000000004,1.2767771558818,-1.5169926999978665,2024-03,0.0,True
C98/USDT,6,3.3749030802527025,0.5624838467087837,0.5,2.1249676934175676,-1.0,2.143050048291938,-1.0000000000000002,2.7640296117790064,-0.8904054303508158,2024-12,0.6349960272433877,True
CAKE/USDT,16,0.9646789182149549,0.06029243238843468,0.1875,1.0852509262147962,-6.3157587963838955,5.949474092465788,-1.0000000000000004,2.563154883909567,-1.1966365011315139,2024-03,6.167310158985038,True
CELO/USDT,11,9.011386024429685,0.8192169113117895,0.36363636363636365,2.421104510915144,-4.0,10.37280127087549,-1.0,3.3588992089816205,-0.9663367376109953,2021-08,1.1510772308227653,True
CELR/USDT,18,12.528919681871908,0.6960510934373283,0.2777777777777778,2.186818896127976,-8.556724132677523,6.905661280055829,-1.0000000000000007,3.126516903953382,-0.8999574217385992,2021-09,0.5511777116783364,True
CFX/USDT,13,-0.31463256229059966,-0.02420250479158459,0.15384615384615385,0.9699335039568047,-8.727377301891138,9.412744739600539,-1.0000000000000004,2.340124114215156,-1.3831669578298396,2023-02,0.0,True
CHR/USDT,18,30.96703095214772,1.720390608452651,0.3888888888888889,3.939864117280891,-8.533490568533292,19.99802653105804,-1.0000000000000007,4.411783703323066,-0.9237660241845832,2021-03,0.6457844331915545,True
CHZ/USDT,24,35.49218385787248,1.47884099407802,0.3333333333333333,3.448539632173554,-8.77897953654351,32.891519628512405,-1.0000000000000004,4.1508931656751855,-1.0540680785143988,2021-03,0.926725719674665,True
CITY/USDT,7,-4.901408927107561,-0.7002012753010802,0.14285714285714285,0.18309851214873962,-5.999999999999999,1.0985910728924375,-1.0000000000000007,1.354097514435212,-1.2776167833410361,2023-04,0.0,True
CKB/USDT,15,10.694559202810828,0.7129706135207219,0.26666666666666666,1.972232654800984,-5.0,17.71532412468732,-1.0000000000000004,3.0737435009122076,-1.1411061850556783,2024-02,1.6564800651186484,True
COMP/USDT,18,9.672303313003393,0.5373501840557441,0.2777777777777778,1.780955739902279,-4.0,8.342807690510298,-1.0000000000000007,2.5961151546382073,-1.1350510062722061,2024-12,0.8625461196294653,True
COS/USDT,15,8.749817657464625,0.5833211771643083,0.4,2.0362541296773125,-4.443698709494453,7.803217283496314,-1.0000000000000004,3.2600675028035604,-1.1131363820958435,2021-04,0.891814845631583,True
COTI/USDT,20,4.442978374313297,0.22214891871566483,0.3,1.3287508524155924,-6.514728073455087,4.515960515440559,-1.0000000000000004,2.547932163339918,-0.9431260517046646,2024-02,1.434501980158248,True
CRV/USDT,15,11.029579512789857,0.7353053008526571,0.26666666666666666,2.148137997251358,-5.944950082400185,14.620214352944794,-1.0000000000000004,3.4466673581097154,-0.9498561577305197,2024-12,1.325545940893871,True
CTK/USDT,17,-7.7317044864551985,-0.4548061462620705,0.17647058823529413,0.40879353898467885,-10.560917448513447,2.829212962058249,-1.0000000000000007,1.4499460328950449,-1.2173888475622083,2021-08,0.0,True
CTSI/USDT,19,18.426762511502105,0.9698296058685318,0.2631578947368421,2.339636933192714,-7.702413293012121,20.30406920509154,-1.0000000000000004,3.4710374280467136,-1.0592319086742787,2021-02,1.1018793557695015,True
CVC/USDT,12,18.048746074776407,1.504062172898034,0.4166666666666667,3.5783922963966295,-3.0,7.7792473306491265,-1.0000000000000004,4.481330229937441,-1.0780159488893613,2021-09,0.43101317390247,True
CVX/USDT,12,-3.01996862677136,-0.2516640522309467,0.16666666666666666,0.6664877590106649,-4.055045829241187,3.0206370396519486,-1.0000000000000004,1.8064056987265573,-1.0630070562764062,2024-02,0.0,True
DASH/USDT,25,10.222072326105934,0.40888289304423736,0.24,1.557310570408264,-8.071133400159635,16.038683947685506,-1.0000000000000007,2.768262090892248,-1.0565749461052965,2024-12,1.5690246983211662,True
DCR/USDT,18,4.378904171008335,0.24327245394490749,0.2222222222222222,1.4057238006013928,-6.098826033859641,8.31076346812012,-1.0000000000000004,2.269365190280834,-0.9727286300545427,2025-11,1.8979094183297442,True
DEXE/USDT,15,23.928229523849538,1.5952153015899693,0.4666666666666667,4.070970049285808,-6.790062923925646,13.220565033961039,-1.0000000000000007,4.581185894630609,-0.8690023750949964,2024-04,0.5525091198571107,True
DGB/USDT,19,0.9694619483978517,0.051024313073571144,0.21052631578947367,1.0652471159941057,-7.858311108883812,5.1831642860384415,-1.0000000000000007,2.4183123949785763,-1.1024884821390792,2024-12,5.346433962265586,True
DIA/USDT,19,-7.466477631888248,-0.3929725069414867,0.21052631578947367,0.47489478926923856,-7.46114145694241,2.7510434498308456,-1.0000000000000007,2.67104834058193,-1.0240623641895281,2023-12,0.0,True
DODO/USDT,9,5.110800493690391,0.5678667215211546,0.4444444444444444,2.0828926745528467,-3.0,3.6530667944263495,-1.0000000000000002,3.5923970920298913,-0.8755567674810473,2023-12,0.7147738987143586,True
DOGE/USDT,30,35.58531170775751,1.1861770569252503,0.2,2.5118913983066435,-13.802513148019337,26.647116360224867,-1.0000000000000013,4.467167225221919,-1.2394436379241769,2021-04,0.7488234634295998,True
DOT/USDT,17,-2.1582283721150053,-0.1269546101244121,0.29411764705882354,0.8170177113481362,-4.083779245025154,2.9592615853038966,-1.0000000000000007,1.8787064518722127,-1.00250778300055,2024-01,0.0,True
DUSK/USDT,20,18.60384319751704,0.930192159875852,0.45,2.903576289801945,-4.773100924393555,10.977414935188541,-1.0000000000000004,3.5406941323556724,-0.7933197512546293,2026-01,0.5363093436801368,True
DYDX/USDT,6,7.694572716376111,1.2824287860626853,0.6666666666666666,5.276509736777433,-1.0,5.744115692874357,-1.0000000000000004,4.266562757985947,-0.7108504938738776,2023-11,0.7465152263295063,True
EGLD/USDT,12,7.457542055797897,0.6214618379831581,0.4166666666666667,2.245626129954279,-1.646917028871866,3.7031935182392552,-1.0000000000000004,3.054099658818465,-0.8413043414449187,2023-11,0.4965702493571849,True
ENJ/USDT,20,5.168835363785692,0.2584417681892846,0.25,1.3568905963674263,-7.0,7.184251847019408,-1.0000000000000004,2.5081193690541532,-1.053681358522398,2021-03,1.389916942867689,True
ENS/USDT,16,0.05722503262929024,0.00357656453933064,0.25,1.0050420379624878,-6.0,4.5219097712780325,-1.0000000000000004,2.1845119182552635,-1.0826339147444646,2024-01,61.54491503907622,True
ETC/USDT,18,25.30070616432597,1.4055947869069982,0.3888888888888889,3.792548751532641,-5.031161329647844,10.860555746818505,-1.0000000000000009,4.26292994399795,-0.9471109012216006,2021-04,0.4292589968153499,True
ETH/USDT,24,18.02526161186608,0.7510525671610866,0.5416666666666666,2.7289280218636205,-2.4514799934789213,6.072070777490813,-1.0000000000000009,2.6766457072919514,-0.7103808687341667,2021-05,0.336864502066009,True
FET/USDT,19,43.642063966736686,2.2969507350914045,0.3684210526315789,4.724897521008555,-5.734100022915392,15.98257576893877,-1.0000000000000004,5.250795010976395,-0.902786353841497,2023-02,0.36621952117389417,True
FIDA/USDT,9,-3.503741714202846,-0.3893046349114273,0.2222222222222222,0.4555891115846069,-6.435840628392137,1.5264788077120637,-1.0000000000000002,2.636545233710709,-1.0166939693075432,2024-03,0.0,True
FIL/USDT,11,4.818690852707803,0.43806280479161847,0.2727272727272727,1.6787662563580203,-4.099190343613879,4.797345333712349,-1.0000000000000004,2.8573306452525844,-0.8568137332460096,2021-09,0.9886844633999892,True
FLOW/USDT,8,0.12810991667741845,0.016013739584677306,0.25,1.0228031767263193,-2.0,3.7665700939413025,-1.0000000000000004,1.9914400012006006,-1.0900016909325954,2024-12,29.40108144341042,True
FLUX/USDT,13,-3.5967435393759533,-0.2766725799519964,0.3076923076923077,0.5283545187370334,-4.044028056611537,2.018895005405283,-1.0000000000000004,1.6601543912030192,-0.7996300703376545,2024-02,0.0,True
GALA/USDT,8,2.914045458520441,0.3642556823150551,0.375,1.7149808455624134,-2.075697239452919,3.365227934730846,-1.0,2.5877214667205832,-0.8754808587161063,2024-02,1.1548302806640105,True
GLMR/USDT,4,10.529784998761755,2.632446249690439,0.75,11.529784998761754,0.0,5.011626504846827,-1.0000000000000002,5.915259581853048,-0.8385435844967599,2023-12,0.47594765756719315,True
GMT/USDT,6,-1.1719333476884992,-0.19532222461474988,0.3333333333333333,0.7070166630778751,-3.0,1.9534796535429406,-1.0000000000000004,1.8201854755887694,-1.1827190522588955,2024-12,0.0,True
GNO/USDT,17,-2.173285265672427,-0.1278403097454369,0.23529411764705882,0.8241492602759305,-9.528465687716603,5.530426481032595,-1.0000000000000004,1.6403658644777084,-0.9339110081984063,2024-03,0.0,True
GRT/USDT,13,6.525891896445616,0.5019916843419705,0.3076923076923077,1.919898660059637,-2.9999999999999996,4.8448440914760385,-1.0000000000000004,2.9229520403670795,-0.8522747110104165,2024-03,0.742403363150227,True
GTC/USDT,10,-6.6417958574241736,-0.6641795857424173,0.1,0.2137075377400505,-5.6417958574241736,1.8051830673571068,-1.0000000000000002,1.808043846784275,-1.3826260984506724,2024-03,0.0,True
HBAR/USDT,23,11.155954304010788,0.4850414914787299,0.34782608695652173,1.7570402039038313,-6.0,5.6589028908556775,-1.0000000000000009,2.742896923972287,-1.0070809252010609,2021-09,0.5072540400081407,True
HIGH/USDT,12,-8.326240266625312,-0.6938533555521094,0.16666666666666666,0.16737597333746873,-7.3262402666253115,1.4305340334679808,-1.0000000000000004,2.4397269518509606,-1.3343000822591549,2024-03,0.0,True
HIVE/USDT,17,-1.951122759013399,-0.11477192700078818,0.23529411764705882,0.8461013498517398,-7.615327942571829,3.504594539447926,-1.0000000000000004,1.8945118285172293,-1.0481005308507891,2021-11,0.0,True
HOT/USDT,22,13.92359899277318,0.6328908633078718,0.36363636363636365,2.028042536797527,-6.543796578833039,10.360426839113059,-1.0000000000000009,2.9777703090812184,-1.0250199756120613,2021-02,0.7440911537663841,True
ICP/USDT,15,0.1633652049562887,0.01089101366375258,0.13333333333333333,1.0137988972899044,-6.178718411744551,9.34208361670084,-1.0000000000000009,2.1947480292703094,-1.024171026358898,2023-12,57.18527160787074,True
ICX/USDT,15,13.318687360880089,0.8879124907253393,0.4,2.656090506418638,-2.0590442661538635,8.383224459234945,-1.0000000000000007,3.5910563205720885,-0.9615494186327829,2021-02,0.5543507598895292,True
ILV/USDT,7,3.443231139207155,0.4918901627438793,0.42857142857142855,1.8608077848017888,-4.0,2.73507455995865,-1.0000000000000002,2.8076299394707425,-0.7294958775442889,2023-11,0.7943337084795399,True
IMX/USDT,11,7.639485849178117,0.6944987135616469,0.5454545454545454,2.76181882711852,-2.7287347668639743,5.066208112913194,-1.0000000000000002,2.870303289530146,-0.7651515933475661,2023-11,0.6631608740342434,True
INJ/USDT,18,12.280984594617113,0.6822769219231729,0.3888888888888889,2.1578063273515986,-5.647562728993005,10.945850599945423,-1.0000000000000004,2.7552411567267407,-0.8503322529254336,2023-11,0.891284450005996,True
IOST/USDT,16,15.81320898931118,0.9883255618319488,0.5,2.9766511236638973,-3.000000000000001,5.3380366827020325,-1.0000000000000007,3.5614049857870995,-0.984994977993563,2021-09,0.27432994059803395,True
IOTA/USDT,18,11.008109302601996,0.6115616279223332,0.2222222222222222,1.7862935216144284,-7.000000000000002,14.563897340725807,-1.0000000000000004,2.956947258724912,-1.303235849000435,2024-12,1.3230153280984707,True
IOTX/USDT,20,26.58938095990017,1.3294690479950084,0.3,2.8992414971357268,-7.98874474263328,22.413893133076982,-1.0000000000000007,3.876461369273126,-1.0080147429923108,2021-08,0.8429640827998102,True
JASMY/USDT,12,12.451383105791624,1.0376152588159686,0.25,2.383487011754625,-3.0,9.546656346950103,-1.0000000000000004,3.7295865330899196,-1.0682826395410576,2024-02,0.7667145300918081,True
JOE/USDT,10,5.593283544430067,0.5593283544430067,0.4,1.9322139240716771,-2.0000000000000004,6.199884771060138,-1.0000000000000004,2.843583182670665,-1.026019592936999,2023-12,1.1084517210349796,True
JST/USDT,22,23.958038130210532,1.089001733191388,0.4090909090909091,2.8833982434902663,-3.0,7.031900308988939,-1.0000000000000004,3.684200624850085,-1.1521644480097644,2026-04,0.29350902067902945,True
JUV/USDT,7,-6.009148445278371,-0.8584497778969101,0.0,0.0,-5.999999999999999,-0.009148445278371732,-1.0000000000000007,2.1034002346243668,-1.616993809177719,2021-08,0.0,True
KAVA/USDT,19,-7.175595059278981,-0.37766289785678847,0.15789473684210525,0.5311586981288897,-12.26969122277427,3.7394288703838194,-1.0000000000000004,1.5080049839774587,-1.1237547144934599,2021-02,0.0,True
KNC/USDT,16,-0.3176748376916365,-0.019854677355727282,0.3125,0.9706153019370666,-3.8108933776100202,3.8892497205585177,-1.0000000000000002,2.184439030711248,-1.2827514544928815,2024-03,0.0,True
KSM/USDT,11,5.8608215095458505,0.5328019554132591,0.2727272727272727,1.91304239118744,-3.058356797823405,5.9240749880563985,-1.0,2.855978999305315,-1.05540677070763,2023-12,1.010792595953916,True
LAZIO/USDT,12,-8.093628987240335,-0.6744690822700279,0.08333333333333333,0.17769408683602703,-9.842600980574993,1.7489719933346572,-1.0000000000000002,1.3877496656168775,-1.1646375689788369,2022-08,0.0,True
LINK/USDT,23,7.369503313647859,0.3204131875499069,0.34782608695652173,1.5447895707546857,-6.527247416720991,10.999426294848565,-1.0000000000000007,2.3736812530585865,-0.9781299953220707,2023-11,1.4925600582169922,True
LPT/USDT,13,4.344655121078119,0.3342042400829322,0.23076923076923078,1.434465512107812,-4.999999999999999,10.59591410830267,-1.0000000000000007,2.5663265990834674,-1.3256605493391902,2024-02,2.4388389441768425,True
LSK/USDT,15,6.0348642639085766,0.40232428426057176,0.4,1.7392211000629834,-5.283391318587232,4.409582631242848,-1.0000000000000002,2.8131833760067275,-0.8346186658516019,2024-01,0.6021354210973312,True
LTC/USDT,26,-4.822659344879057,-0.18548689787996372,0.3076923076923077,0.7086276598543165,-11.262084686685395,2.5079162209330472,-1.0000000000000009,1.765801038938276,-1.1837948961176694,2025-08,0.0,True
MANA/USDT,17,26.21919337239786,1.5423054924939918,0.29411764705882354,3.4240754875277157,-6.662860902181336,21.864875072482352,-1.0000000000000004,4.208292413353454,-1.019531199432369,2021-10,0.8339263058908785,True
MASK/USDT,17,-9.855487557421894,-0.5797345622012878,0.11764705882352941,0.292808435550198,-9.206722951490647,3.169184590677233,-1.0000000000000002,1.7326501896747304,-1.3473972639601197,2023-02,0.0,True
MBL/USDT,21,-0.7573397090269238,-0.036063795667948755,0.19047619047619047,0.9537836791002444,-11.052738374720418,7.721136686154898,-1.0000000000000007,2.5306251070539956,-1.1705808201591668,2021-03,0.0,True
MBOX/USDT,6,-2.198400084209718,-0.36640001403495304,0.16666666666666666,0.5603199831580564,-4.000000000000001,2.801599915790283,-1.0000000000000004,1.786550085219453,-1.0780682652499698,2024-03,0.0,True
MINA/USDT,8,-0.31655344958414067,-0.03956918119801758,0.375,0.9366893100831721,-3.688998716717871,1.9975723648648616,-1.0000000000000004,2.047764024759629,-1.1992059756649214,2024-12,0.0,True
MOVR/USDT,9,1.9640932173975103,0.21823257971083448,0.1111111111111111,1.2455116521746887,-7.0,9.96409321739751,-1.0000000000000004,3.826670327722743,-1.5412449270958584,2023-12,4.5639856285819445,True
MTL/USDT,18,17.411998493725008,0.9673332496513893,0.3888888888888889,2.807269157578018,-2.0,6.880211525178928,-1.0000000000000007,3.608899062524424,-0.9510694400591871,2023-06,0.39514197796757455,True
NEAR/USDT,18,13.534145560242987,0.7518969755690548,0.3888888888888889,2.273496365843962,-4.89736950339428,7.773133433384809,-1.0000000000000004,3.2019141137315916,-0.8740854815076441,2024-03,0.5743349957915816,True
NEO/USDT,17,14.106850674955568,0.8298147455856216,0.29411764705882354,2.2579017555658325,-4.388705397942719,9.287569822809594,-1.0000000000000004,3.210564848339896,-1.055543737757499,2024-12,0.6583730158353609,True
NMR/USDT,14,-6.3189174275997715,-0.4513512448285551,0.14285714285714285,0.4460249428446642,-5.3189174275997715,3.2139452194000424,-1.0000000000000007,2.2986670095983306,-1.302782025960669,2024-03,0.0,True
OG/USDT,11,57.98730692761394,5.271573357055813,0.5454545454545454,12.597461385522786,-2.0,20.290904828547006,-1.0000000000000007,9.738735089446134,-0.8672099819147867,2025-08,0.3499197652664973,True
OGN/USDT,17,-3.3514859058601063,-0.19714622975647683,0.23529411764705882,0.7346392527798619,-11.882906136960283,3.704606728719414,-1.0000000000000004,2.0138936609923195,-1.2115129215252454,2021-02,0.0,True
ONE/USDT,21,9.854407999025096,0.4692575237630998,0.3333333333333333,1.7523746239499742,-6.988782287170153,10.018556059212152,-1.0000000000000004,3.0380641422009713,-0.935893746760071,2021-02,0.9151798931102066,True
ONG/USDT,17,1.0365474544268551,0.06097337967216795,0.17647058823529413,1.0781556419703748,-11.023431533488782,12.059978987915636,-1.0000000000000009,2.6984867759806597,-1.2244226496639556,2021-02,11.634758193086334,True
ONT/USDT,21,-2.780436620426435,-0.13240174382983025,0.2857142857142857,0.8123465318112463,-9.174191937396854,4.698325822130004,-1.0000000000000007,2.030202555234257,-1.038098423768408,2024-12,0.0,True
PEOPLE/USDT,10,20.590048185006317,2.0590048185006316,0.3,4.018169773790863,-4.822031140794618,15.541623155407407,-1.0000000000000004,3.6107174514952503,-1.0421857970868986,2024-01,0.7548123741995332,True
PHA/USDT,14,-2.60296941891546,-0.18592638706539,0.14285714285714285,0.7738119578586531,-6.000000000000001,6.328577238599758,-1.0000000000000007,2.14965912193219,-1.325747366131686,2024-12,0.0,True
POND/USDT,9,-5.301661919788065,-0.5890735466431183,0.2222222222222222,0.24261972574456234,-5.000000000000001,1.196942798278461,-1.0000000000000007,1.50059455617876,-1.2115498433973986,2024-02,0.0,True
PORTO/USDT,9,-6.316902678516959,-0.7018780753907732,0.1111111111111111,0.10895806994590176,-5.316902678516959,0.7724412293880685,-1.0000000000000002,1.6666551481017837,-1.0535616760120732,2024-04,0.0,True
POWR/USDT,9,-0.3057091886326595,-0.033967687625851055,0.2222222222222222,0.9563272587667627,-3.999999999999999,3.3714115767410533,-1.0000000000000002,3.8845996919728347,-1.171195859888683,2024-01,0.0,True
PSG/USDT,6,4.844906202252129,0.8074843670420214,0.3333333333333333,2.2112265505630324,-2.0,5.28653858975123,-1.0000000000000002,3.7037940426932145,-0.8973495819264538,2024-03,1.0911539602756006,True
PUNDIX/USDT,13,-2.9512890555501383,-0.22702223504231833,0.23076923076923078,0.7048710944449861,-3.0453820058096617,3.561781093338015,-1.0000000000000007,2.2450457617396777,-1.4728290372748565,2024-12,0.0,True
PYR/USDT,9,-1.0761581496486505,-0.11957312773873895,0.3333333333333333,0.8206403083918916,-3.000000000000001,2.0379137192249392,-1.0000000000000004,2.571513924650245,-1.1836631272809095,2023-10,0.0,True
QI/USDT,11,-0.46980571608554,-0.04270961055323091,0.2727272727272727,0.9412742854893077,-6.000000000000001,3.743386970553686,-1.0000000000000009,2.3329495562899365,-1.0536329318085482,2023-12,0.0,True
QNT/USDT,17,0.6819510757872331,0.04011476916395489,0.29411764705882354,1.0629369412672025,-4.325261247062888,4.1940589007430855,-1.000000000000001,1.903403718949193,-1.09468413355586,2022-10,6.1500876670683935,True
QTUM/USDT,18,18.16576212207545,1.0092090067819695,0.3333333333333333,2.8452548980229477,-5.678547891891387,8.21332699399444,-1.0000000000000004,3.534386486959563,-0.9743261161500931,2024-03,0.4521322551071732,True
QUICK/USDT,1,-1.0000000000000004,-1.0000000000000004,0.0,0.0,0.0,-1.0000000000000004,-1.0000000000000004,2.1980285764028022,-1.4958805589407942,2023-02,0.0,False
RAD/USDT,11,-3.1948864091573554,-0.29044421901430506,0.09090909090909091,0.6758137893350112,-8.855096558869135,6.66021014971178,-1.0000000000000009,1.8658516836460424,-1.130809187191744,2023-05,0.0,True
RARE/USDT,8,0.8558520777591851,0.10698150971989814,0.25,1.1426420129598645,-3.999999999999999,5.211556458895169,-1.0000000000000004,2.4899091970007907,-1.0993346116835983,2024-08,6.089319164288536,True
RAY/USDT,14,15.696678482592336,1.1211913201851669,0.21428571428571427,2.7129781012581535,-5.057719148870792,12.472248092153675,-1.0000000000000004,3.776934556121418,-1.1412146830614178,2024-11,0.7945788088852961,True
