symbol,trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,best_r,worst_r,avg_mfe_r,avg_mae_r,top_month,top_month_pct,step_b_included
REQ/USDT,15,-5.267324721238051,-0.35115498141587004,0.2,0.5241563408127391,-6.5499117751878,2.6942623099265743,-1.0000000000000007,2.654507492156493,-1.167285702883546,2025-05,0.0,True
RIF/USDT,15,5.759046079185167,0.3839364052790112,0.26666666666666666,1.5679416975301974,-4.4945098580600185,5.672138911865416,-1.0000000000000004,2.900728536228601,-1.0169202821632068,2026-05,0.9849094509533691,True
RLC/USDT,19,2.2589280615439344,0.1188909506075755,0.3157894736842105,1.1832222011354918,-5.3515522793975725,10.017062236259616,-1.0000000000000007,2.3545315154714572,-0.9293355384240763,2021-05,4.434431714223402,True
ROSE/USDT,15,7.07844463599103,0.47189630906606866,0.2,1.6512908886992246,-7.0,10.730499942198875,-1.0000000000000004,3.4318805760174222,-1.0295680958121394,2021-09,1.515940364587811,True
RSR/USDT,19,3.7821436282313194,0.19906019095954314,0.15789473684210525,1.2850903622590146,-6.1160948764181615,12.101773841798497,-1.0000000000000004,2.258565177199997,-1.1286196542481424,2024-12,3.1997129224459853,True
RUNE/USDT,15,16.790973463624898,1.1193982309083266,0.4666666666666667,3.379932782538795,-3.0552301253286345,12.13768811873989,-1.0000000000000004,3.78127796792739,-0.8387874758314358,2023-11,0.7228698291397073,True
RVN/USDT,24,-6.49778337446511,-0.27074097393604624,0.25,0.6205798403818503,-10.478591326964363,2.9774950452931557,-1.0000000000000007,1.9684463868700395,-1.0059126333871755,2021-02,0.0,True
SAND/USDT,19,8.13170474927084,0.427984460487939,0.3684210526315789,1.6821243569583333,-3.9211470259338057,6.694450378828063,-1.0000000000000004,2.5879348666011106,-0.9717682964360138,2021-10,0.7002775622588459,True
SANTOS/USDT,11,-2.024442615991518,-0.18404023781741072,0.2727272727272727,0.7313129519998686,-5.0,3.1884342161581727,-1.0000000000000004,2.909892963222491,-0.9734895503657269,2024-03,0.0,True
SC/USDT,15,14.110283468646255,0.940685564576417,0.4666666666666667,2.8433106019114884,-5.654859389412768,5.116933409515743,-1.0,3.6749283248338767,-0.8847965196036421,2023-11,0.36263859765013373,True
SCRT/USDT,7,-5.942053942184323,-0.8488648488834747,0.0,0.0,-5.483043945106755,-0.459009997077568,-1.0,0.8859806273677283,-1.2050350422354625,2024-01,0.0,True
SFP/USDT,14,-12.0867824959468,-0.8633416068533428,0.07142857142857142,0.03637017594535362,-11.0867824959468,0.45619012095445094,-1.0000000000000007,1.2439370602047417,-1.5493948081925006,2023-11,0.0,True
SHIB/USDT,15,14.260643512778678,0.9507095675185785,0.13333333333333333,2.1395222563985548,-6.514580941884592,24.780675492559965,-1.0000000000000004,4.269401605972214,-1.1536416426243576,2024-03,1.737696862722534,True
SKL/USDT,10,10.594938103485916,1.0594938103485916,0.5,3.4217811979728556,-3.0000000000000004,8.327177683238105,-1.0000000000000004,4.100174307010669,-0.7363235474239699,2023-11,0.7859581247103578,True
SLP/USDT,7,2.6602278324281845,0.38003254748974064,0.14285714285714285,1.4433713054046973,-4.0,8.660227832428186,-1.0000000000000009,3.7087979427452735,-1.2401052693908958,2024-03,3.255445915894866,True
SNX/USDT,17,-0.7977450420721351,-0.046926178945419714,0.23529411764705882,0.938634996763682,-10.0,7.899837207603972,-1.0000000000000004,2.2374027909072236,-1.2733745201885425,2023-12,0.0,True
SOL/USDT,20,36.242484912478275,1.8121242456239137,0.4,5.417404430695923,-3.0,19.484953041254595,-1.0,4.694093729026825,-0.7323730553105168,2021-09,0.5376274029859893,True
SPELL/USDT,7,6.362231798979061,0.9088902569970088,0.42857142857142855,2.590557949744765,-2.000000000000001,5.511714729662407,-1.0000000000000007,3.8761043784521614,-0.9187022393574192,2024-02,0.8663178117067135,True
STORJ/USDT,17,-8.17957926070479,-0.4811517212179288,0.17647058823529413,0.3700561156392571,-9.199630514678956,2.795954035505643,-1.0000000000000004,1.998567674533441,-1.190948639475664,2024-10,0.0,True
STRAX/USDT,8,-3.1921070146860435,-0.39901337683575544,0.125,0.4769770529493375,-3.4168942768213455,2.911080298005308,-1.0000000000000007,2.028526685648188,-1.4001925379580191,2024-03,0.0,True
STX/USDT,23,-1.6193530941744188,-0.070406656268453,0.21739130434782608,0.8940371300944997,-6.0403240555066535,4.434278886100518,-1.0000000000000004,2.032576050984779,-0.9772888646986293,2024-03,0.0,True
SUN/USDT,11,13.3868905970017,1.216990054272882,0.36363636363636365,3.6385598394021716,-3.073559597585179,8.006202546149225,-1.0,3.971577255600084,-0.9916619811762007,2024-03,0.5980628950491608,True
SUSHI/USDT,18,1.1744609573107048,0.06524783096170582,0.2222222222222222,1.0860617845625324,-4.213541588435422,6.832497034244099,-1.0000000000000004,1.987462751707024,-1.258938199625346,2024-12,5.817559955240433,True
T/USDT,11,-1.3548663195193282,-0.12316966541084802,0.36363636363636365,0.7998621733698783,-2.8558962458567816,1.91377015020777,-1.0000000000000007,2.1074671961769114,-0.9959464123471768,2024-11,0.0,True
TFUEL/USDT,18,7.689664768077533,0.4272035982265296,0.2222222222222222,1.603290255964074,-9.571913715779422,6.252208823122296,-1.0000000000000004,3.0947189066762344,-0.9453015231142538,2021-03,0.8130665005160413,True
THETA/USDT,18,26.333651771409325,1.4629806539671848,0.3333333333333333,3.202430931246543,-6.956630011777431,18.982678914618504,-1.0000000000000004,3.9643690107110814,-1.0200510578589892,2021-03,0.7208525076354265,True
TKO/USDT,15,-6.156595135339767,-0.41043967568931783,0.13333333333333333,0.5264157588200178,-7.0,4.819609495753722,-1.0000000000000004,1.609117503176717,-1.1214397803169327,2024-03,0.0,True
TLM/USDT,8,-1.1059678124629766,-0.13824597655787207,0.125,0.8296132801274506,-4.0,5.384959492729882,-1.0000000000000004,2.494757740370611,-1.1844661637475449,2024-03,0.0,True
TRB/USDT,17,-5.118774453931194,-0.3011043796430114,0.17647058823529413,0.5775737873656241,-8.262356041673563,3.1435815877423696,-1.0000000000000004,2.672623072225028,-1.2971941320630704,2021-05,0.0,True
TRX/USDT,29,25.070535246314343,0.8645012153901498,0.5517241379310345,3.0949218574591315,-3.8812671801925376,7.257429891834403,-1.0000000000000002,2.9783391947073037,-0.8772545001450363,2021-04,0.24959299154788955,True
TWT/USDT,24,-0.3451562514578099,-0.014381510477408746,0.3333333333333333,0.9763637650855537,-4.502954767482189,3.246583265907706,-1.0000000000000007,2.2838693021906287,-0.9402912264628193,2022-11,0.0,True
UMA/USDT,16,-5.689596408280678,-0.35559977551754235,0.0625,0.5671054691967121,-9.0,7.453550486467442,-1.0000000000000002,1.6958412016452638,-1.1126948637091996,2024-01,0.0,True
UNI/USDT,17,0.035918372126678255,0.002112845419216368,0.23529411764705882,1.0033043127371166,-6.878711273854587,6.132276490349836,-1.0000000000000004,1.917703828037052,-0.8924368159551721,2024-02,170.72812956896527,True
VET/USDT,16,26.619181838778875,1.6636988649236797,0.4375,4.086001266811214,-4.6257844820279885,10.121239802986068,-1.0000000000000004,4.114187409305531,-0.8352315920708931,2021-04,0.3802235494796999,True
VTHO/USDT,15,17.65060111794927,1.1767067411966181,0.4,3.1631112887246475,-4.0,9.13364644928895,-1.0000000000000002,3.9839013995801906,-0.930890806155021,2024-02,0.5174694271460676,True
WAXP/USDT,10,-0.3462568611381951,-0.03462568611381951,0.2,0.9567178923577256,-4.0,4.841308234388507,-1.0000000000000007,1.9209524022352795,-1.2361972237964247,2024-03,0.0,True
WIN/USDT,13,27.54222521212234,2.118632708624795,0.5384615384615384,5.755242544124454,-1.7919706422027488,8.57061121424687,-1.0000000000000002,5.231590116060028,-0.8193826989318711,2021-02,0.31118078326055626,True
WOO/USDT,12,-2.2008062311425185,-0.18340051926187653,0.25,0.7291070980863367,-3.1242668803627045,2.517722958405752,-1.0000000000000004,1.8817321077275038,-0.9353428023912714,2023-12,0.0,True
XEC/USDT,10,-4.433210877450216,-0.44332108774502166,0.2,0.42056899066307557,-4.999365483385837,1.6516072916532298,-1.0000000000000007,1.6897623676898497,-1.2328193167877524,2024-12,0.0,True
XLM/USDT,24,-2.2439602090587787,-0.09349834204411578,0.16666666666666666,0.8760153686458264,-14.40901611836522,5.832926326098218,-1.0000000000000013,2.1311040616332577,-1.059337720469829,2024-11,0.0,True
XNO/USDT,13,3.1582140608203613,0.2429395431400278,0.15384615384615385,1.3024729019692907,-4.652728231351069,7.501345662228676,-1.0000000000000004,2.577665007286818,-1.2373716374910821,2024-12,2.375185949327376,True
XRP/USDT,28,14.077414116609893,0.5027647898789247,0.2857142857142857,1.7736847798959894,-10.84469942621114,10.683635041802559,-1.0000000000000009,2.756440439641002,-1.1500935595747086,2021-04,0.7388977562739586,True
XTZ/USDT,18,-4.510370249196954,-0.25057612495538634,0.2777777777777778,0.6447250319119526,-9.069786491267458,4.277900187372998,-1.0000000000000004,1.7747432106818724,-1.0932640132894034,2025-07,0.0,True
XVG/USDT,14,13.665552472555616,0.9761108908968297,0.2857142857142857,2.6088973490180325,-3.0,9.43281987544689,-1.0000000000000007,3.7952731531437918,-1.0692181925610253,2024-02,0.6902626069740483,True
XVS/USDT,19,-11.303882217351108,-0.5949411693342688,0.10526315789473684,0.2750553848867873,-10.303882217351108,2.498610959957722,-1.0000000000000007,1.136180840365947,-1.6548369815349495,2024-01,0.0,True
YFI/USDT,13,12.995564362897692,0.9996587971459763,0.3076923076923077,2.5769232596419736,-4.241088641084681,10.738231387337674,-1.0000000000000009,3.6513317682274335,-1.0391785634488147,2023-11,0.826299734853786,True
YGG/USDT,9,2.0686286555905027,0.22984762839894474,0.3333333333333333,1.344771442598417,-5.0,4.187384158471227,-1.0000000000000004,3.006179029663232,-1.070974142106789,2023-08,2.02423192154607,True
ZEC/USDT,23,32.06901739931771,1.3943051043181611,0.43478260869565216,3.8055181481342424,-4.0,14.913459626105844,-1.0000000000000004,3.8488425795213415,-0.9329388893578886,2025-10,0.46504261232597477,True
ZEN/USDT,18,2.8800211626837573,0.1600011757046532,0.3333333333333333,1.2427244143455816,-5.187774326550588,3.1786459303437806,-1.0000000000000007,2.824560118680211,-1.0859846100249322,2024-12,1.27694239738498,True
ZIL/USDT,17,2.648038492230839,0.1557669701312258,0.23529411764705882,1.2036952686331417,-6.182511627855064,4.817488372144937,-1.0000000000000007,2.975157996240896,-1.0857829518276307,2022-04,1.8192667464159278,True
ZRX/USDT,16,26.505656544221008,1.656603534013813,0.25,3.440119221230769,-7.047392696083277,14.707326053011421,-1.0000000000000004,4.546267279781329,-1.0896335029144466,2021-02,0.5548749953985969,True
