exit_time,symbol,timeframe,side,exit_reason,net_r,equity_r,peak_r,drawdown_r,breakeven_touched,chandelier_touched,mfe_r,mae_r
2024-04-02 00:00:00+00:00,APT/USDT,1d,LONG,DONCHIAN_EXIT,-0.7197050237081973,-0.7197050237081973,-0.7197050237081973,0.0,False,False,0.5400723584056853,-0.7148790293495715
2024-04-02 00:00:00+00:00,LTC/USDT,1d,LONG,INITIAL_STOP,-1.0200000000000002,-1.7397050237081975,-0.7197050237081973,-1.02,False,False,0.25956771762839537,-1.1076740035693042
2024-04-03 00:00:00+00:00,DOGE/USDT,1d,LONG,INITIAL_STOP,-1.0200000000000002,-2.7597050237081975,-0.7197050237081973,-2.04,False,False,0.11344137273593877,-1.1502909174583351
2024-04-03 00:00:00+00:00,SUI/USDT,1d,LONG,INITIAL_STOP,-1.02,-3.7797050237081975,-0.7197050237081973,-3.06,False,False,0.2262899262899259,-1.078869778869779
2024-04-09 00:00:00+00:00,ICP/USDT,1d,LONG,DONCHIAN_EXIT,-0.5327060123377224,-4.31241103604592,-0.7197050237081973,-3.5927060123377226,False,False,1.0731056072184875,-0.5526655004143269
2024-04-12 00:00:00+00:00,BCH/USDT,1d,LONG,DONCHIAN_EXIT,0.4870783132530123,-3.8253327227929077,-0.7197050237081973,-3.1056276990847103,False,False,2.4710843373493976,-0.1823795180722893
2024-04-12 00:00:00+00:00,CHZ/USDT,1d,LONG,INITIAL_STOP,-1.0199999999999998,-4.845332722792907,-0.7197050237081973,-4.12562769908471,False,False,0.221919858493775,-2.353017212055242
2024-04-12 00:00:00+00:00,ETH/USDT,1d,LONG,INITIAL_STOP,-1.0199999999999996,-5.865332722792907,-0.7197050237081973,-5.145627699084709,False,False,0.09491869497669606,-1.724399792853444
2024-04-24 00:00:00+00:00,HBAR/USDT,1d,LONG,INITIAL_STOP,-1.02,-6.885332722792906,-0.7197050237081973,-6.165627699084709,False,False,0.9357894736842111,-1.422105263157895
2024-04-27 00:00:00+00:00,PENDLE/USDT,1d,LONG,STOP_BE_CHAND,1.6692980145867098,-5.216034708206196,-0.7197050237081973,-4.496329684497999,False,True,4.175040518638575,-0.19322325769854135
2024-05-19 00:00:00+00:00,TRX/USDT,1d,LONG,DONCHIAN_EXIT,-0.830916628281898,-6.046951336488094,-0.7197050237081973,-5.327246312779897,False,False,0.23698756333486834,-0.9140948871487798
