symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk,bars_held,exit_reason,breakeven_touched,chandelier_touched,mfe_r,mae_r,gross_r,cost_r,net_r,donchian_entry,ema_len,ema_slope_lookback,atr_len,initial_stop_atr_mult,be_trigger_r,chand_activate_r,chand_atr_mult,chand_lookback
TRX/USDT,1d,LONG,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.1646,0.1602,0.1593285714285714,0.1593285714285714,0.005271428571428581,12,DONCHIAN_EXIT,False,False,1.119241192411925,-0.910569105691055,-0.8346883468834648,0.02,-0.8546883468834648,20,50,10,14,2.0,999.0,4.0,3.0,22
APT/USDT,1d,LONG,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,11.736571428571429,11.736571428571429,11.736571428571429,1.983428571428572,1,INITIAL_STOP,False,False,0.015125324114087832,-1.1142322097378279,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22
LTC/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,76.58,69.98142857142857,69.98142857142857,69.98142857142857,6.5985714285714305,2,INITIAL_STOP,False,False,0.9395973154362418,-1.3002814462004757,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
TAO/USDT,1d,LONG,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,606.2,511.08571428571435,511.08571428571435,511.08571428571435,95.11428571428571,1,INITIAL_STOP,False,False,0.1892460198257735,-1.0009011715229803,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
ADA/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.4065,0.5338785714285715,0.36374285714285715,0.5338785714285715,0.04275714285714284,6,STOP_BE_CHAND,False,True,5.926495155362517,-0.0631473438022047,2.9791179418643545,0.02,2.9591179418643545,20,50,10,14,2.0,999.0,4.0,3.0,22
FET/USDT,1d,LONG,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,1.58,1.3554285714285714,1.3554285714285714,1.3554285714285714,0.2245714285714286,2,INITIAL_STOP,False,False,0.29834605597964353,-1.6609414758269718,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
GRT/USDT,1d,LONG,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1996,0.17588571428571428,0.17588571428571428,0.17588571428571428,0.023714285714285712,2,INITIAL_STOP,False,False,0.4596385542168672,-1.1174698795180722,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
TRX/USDT,1d,LONG,2024-11-12 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1873,0.1776285714285714,0.1776285714285714,0.1776285714285714,0.009671428571428572,1,INITIAL_STOP,False,False,0.506646971935009,-1.4268833087149193,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,999.0,4.0,3.0,22
DOT/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,5.241,4.72342857142857,4.72342857142857,4.72342857142857,0.5175714285714289,4,INITIAL_STOP,False,False,1.1553960805961918,-1.0723157604195406,-1.0000000000000007,0.02,-1.0200000000000007,20,50,10,14,2.0,999.0,4.0,3.0,22
ICP/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,9.001,7.898714285714285,7.898714285714285,7.898714285714285,1.102285714285714,4,INITIAL_STOP,False,False,0.6114567133229665,-1.0324002073613263,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
AAVE/USDT,1d,LONG,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,173.71,150.60428571428574,150.60428571428574,150.60428571428574,23.105714285714278,9,INITIAL_STOP,False,False,1.1157413132187466,-1.0001854828737489,-0.9999999999999997,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22
UNI/USDT,1d,LONG,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,9.288,7.946285714285715,7.946285714285715,7.946285714285715,1.3417142857142854,9,INITIAL_STOP,False,False,1.1000851788756385,-1.0672913117546854,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
ENA/USDT,1d,LONG,2024-11-06 00:00:00+00:00,2024-11-20 00:00:00+00:00,0.4856,0.5158,0.3912,0.3912,0.09440000000000001,14,DONCHIAN_EXIT,False,False,1.9989406779661019,-0.12288135593220337,0.3199152542372887,0.02,0.2999152542372887,20,50,10,14,2.0,999.0,4.0,3.0,22
LTC/USDT,1d,LONG,2024-11-16 00:00:00+00:00,2024-11-20 00:00:00+00:00,95.42,82.56857142857143,82.56857142857143,82.56857142857143,12.851428571428574,4,INITIAL_STOP,False,False,0.15640284570920446,-1.0185638061360605,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
PENDLE/USDT,1d,LONG,2024-09-22 00:00:00+00:00,2024-11-20 00:00:00+00:00,4.089,4.892,3.4882857142857144,3.4882857142857144,0.6007142857142858,59,DONCHIAN_EXIT,False,False,3.8803804994054687,-0.8539833531510113,1.3367419738406656,0.02,1.3167419738406656,20,50,10,14,2.0,999.0,4.0,3.0,22
PEPE/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-11-20 00:00:00+00:00,1.099e-05,1.8429285714285716e-05,9.289999999999999e-06,1.8429285714285716e-05,1.7000000000000002e-06,13,STOP_BE_CHAND,False,True,8.811764705882352,-0.42352941176470577,4.376050420168068,0.02,4.356050420168068,20,50,10,14,2.0,999.0,4.0,3.0,22
TAO/USDT,1d,LONG,2024-11-30 00:00:00+00:00,2024-12-02 00:00:00+00:00,677.8,567.4857142857143,567.4857142857143,567.4857142857143,110.3142857142857,2,INITIAL_STOP,False,False,0.005439005439005645,-1.021626521626521,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
SOL/USDT,1d,LONG,2024-10-20 00:00:00+00:00,2024-12-03 00:00:00+00:00,167.4,219.48857142857145,153.33857142857144,219.48857142857145,14.061428571428564,44,STOP_BE_CHAND,False,True,6.897592197500764,-0.8740221477191912,3.70435842730875,0.02,3.68435842730875,20,50,10,14,2.0,999.0,4.0,3.0,22
TRX/USDT,1d,LONG,2024-11-16 00:00:00+00:00,2024-12-04 00:00:00+00:00,0.2002,0.3439214285714286,0.1836142857142857,0.3439214285714286,0.01658571428571428,18,STOP_BE_CHAND,False,True,15.061154177433254,-0.8380706287683032,8.665374677002589,0.02,8.64537467700259,20,50,10,14,2.0,999.0,4.0,3.0,22
ADA/USDT,1d,LONG,2024-11-15 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.7071,0.9919,0.5796142857142856,0.9919,0.12748571428571429,24,STOP_BE_CHAND,False,True,4.857799193186913,-0.13962348722545886,2.2339757956073516,0.02,2.2139757956073516,20,50,10,14,2.0,999.0,4.0,3.0,22
ALT/USDT,1d,LONG,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.13343,0.13343,0.13343,0.031219999999999994,8,INITIAL_STOP,False,False,1.4138372837924413,-1.1851377322229335,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
APT/USDT,1d,LONG,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,14.51,12.048571428571428,12.048571428571428,12.048571428571428,2.461428571428571,6,INITIAL_STOP,False,False,0.33313987231572856,-1.6656993615786422,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22
ARKM/USDT,1d,LONG,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.124,1.762,1.762,1.762,0.362,33,INITIAL_STOP,False,False,1.61049723756906,-1.4475138121546962,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
ATOM/USDT,1d,LONG,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.122,8.224428571428572,5.2297142857142855,8.224428571428572,0.8922857142857146,23,STOP_BE_CHAND,False,True,5.105987832212615,-0.6119116234390011,2.3562279859109827,0.02,2.3362279859109827,20,50,10,14,2.0,999.0,4.0,3.0,22
AVAX/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,30.36,43.235,27.277142857142856,43.235,3.0828571428571427,30,STOP_BE_CHAND,False,True,8.248841519925858,-0.21733086190917458,4.176320667284523,0.02,4.156320667284524,20,50,10,14,2.0,999.0,4.0,3.0,22
BNB/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,624.66,661.9778571428571,583.1085714285714,661.9778571428571,41.55142857142856,30,STOP_BE_CHAND,False,True,4.072062160489585,-0.7607440005500934,0.8981124939833608,0.02,0.8781124939833608,20,50,10,14,2.0,999.0,4.0,3.0,22
CHZ/USDT,1d,LONG,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.0752,0.10548785714285716,0.06425714285714286,0.10548785714285716,0.01094285714285714,23,STOP_BE_CHAND,False,True,6.214099216710184,-0.6762402088772852,2.7678198433420387,0.02,2.7478198433420387,20,50,10,14,2.0,999.0,4.0,3.0,22
DASH/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.9,51.855000000000004,23.877142857142854,51.855000000000004,2.022857142857144,29,STOP_BE_CHAND,False,True,22.611581920903944,-0.7217514124293768,12.8308615819209,0.02,12.8108615819209,20,50,10,14,2.0,999.0,4.0,3.0,22
FIL/USDT,1d,LONG,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,4.745,6.387642857142857,4.037857142857144,6.387642857142857,0.7071428571428567,23,STOP_BE_CHAND,False,True,5.202626262626265,-0.9446464646464654,2.3229292929292935,0.02,2.3029292929292935,20,50,10,14,2.0,999.0,4.0,3.0,22
HBAR/USDT,1d,LONG,2024-11-12 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.06464,0.27167285714285716,0.05524285714285715,0.27167285714285716,0.009397142857142857,27,STOP_BE_CHAND,False,True,34.857403466099115,-0.8768622681666164,22.031468531468533,0.02,22.011468531468534,20,50,10,14,2.0,999.0,4.0,3.0,22
INJ/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,23.8,28.0,20.752857142857142,20.752857142857142,3.0471428571428576,30,DONCHIAN_EXIT,False,False,3.760900140646975,-0.49226441631504914,1.3783403656821374,0.02,1.3583403656821373,20,50,10,14,2.0,999.0,4.0,3.0,22
LINK/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-09 00:00:00+00:00,12.59,20.24407142857143,11.041428571428572,20.24407142857143,1.548571428571428,32,STOP_BE_CHAND,False,True,9.570110701107014,-0.045202952029520495,4.942666051660519,0.02,4.92266605166052,20,50,10,14,2.0,999.0,4.0,3.0,22
PENDLE/USDT,1d,LONG,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.233,5.180714285714285,5.180714285714285,5.180714285714285,1.0522857142857143,6,INITIAL_STOP,False,False,0.8685853923431991,-1.2192506109150145,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
SEI/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.4674,0.5658,0.39991428571428567,0.39991428571428567,0.06748571428571429,29,DONCHIAN_EXIT,False,False,3.975656223539374,-0.7038526672311598,1.4580863674851818,0.02,1.4380863674851818,20,50,10,14,2.0,999.0,4.0,3.0,22
SUI/USDT,1d,LONG,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.3042,3.410771428571429,1.9003857142857141,3.410771428571429,0.40381428571428557,33,STOP_BE_CHAND,False,True,5.412884282024979,-0.24714331198924466,2.74029787384583,0.02,2.72029787384583,20,50,10,14,2.0,999.0,4.0,3.0,22
TIA/USDT,1d,LONG,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,7.125,6.662,5.737571428571429,5.737571428571429,1.3874285714285712,16,DONCHIAN_EXIT,False,False,1.5546746293245473,-0.9910420098846789,-0.33371087314662284,0.02,-0.35371087314662286,20,50,10,14,2.0,999.0,4.0,3.0,22
XRP/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.5884,2.0232142857142863,0.5436285714285713,2.0232142857142863,0.04477142857142864,29,STOP_BE_CHAND,False,True,51.83663050414797,-0.4042756860242496,32.04754307594125,0.02,32.027543075941246,20,50,10,14,2.0,999.0,4.0,3.0,22
ZEC/USDT,1d,LONG,2024-10-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,33.85,55.23357142857142,29.704285714285717,55.23357142857142,4.145714285714286,60,STOP_BE_CHAND,False,True,10.970365265334252,-0.18814610613370117,5.15799448656099,0.02,5.137994486560991,20,50,10,14,2.0,999.0,4.0,3.0,22
BCH/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-10 00:00:00+00:00,405.0,503.5214285714285,359.7142857142857,503.5214285714285,45.28571428571427,31,STOP_BE_CHAND,False,True,5.189274447949528,-0.22523659305993673,2.175552050473185,0.02,2.155552050473185,20,50,10,14,2.0,999.0,4.0,3.0,22
DOGE/USDT,1d,LONG,2024-10-18 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.13716,0.37622428571428573,0.12346714285714286,0.37622428571428573,0.013692857142857144,61,STOP_BE_CHAND,False,True,25.35482524778299,-0.6842983828899334,17.45905059989567,0.02,17.43905059989567,20,50,10,14,2.0,999.0,4.0,3.0,22
FET/USDT,1d,LONG,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,1.677,1.432,1.3834285714285715,1.3834285714285715,0.29357142857142854,20,DONCHIAN_EXIT,False,False,1.7644768856447683,-0.8720194647201948,-0.8345498783454992,0.02,-0.8545498783454992,20,50,10,14,2.0,999.0,4.0,3.0,22
JTO/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-18 00:00:00+00:00,2.818,2.99,2.296857142857143,2.296857142857143,0.521142857142857,41,DONCHIAN_EXIT,False,False,2.9205043859649127,-0.4048793859649121,0.3300438596491232,0.02,0.3100438596491232,20,50,10,14,2.0,999.0,4.0,3.0,22
NEAR/USDT,1d,LONG,2024-11-11 00:00:00+00:00,2024-12-18 00:00:00+00:00,5.562,5.687,4.855285714285714,4.855285714285714,0.7067142857142859,37,DONCHIAN_EXIT,False,False,3.7950272892662205,-0.8730543763897309,0.17687487366080448,0.02,0.1568748736608045,20,50,10,14,2.0,999.0,4.0,3.0,22
PEPE/USDT,1d,LONG,2024-12-07 00:00:00+00:00,2024-12-18 00:00:00+00:00,2.489e-05,1.9914285714285712e-05,1.9914285714285712e-05,1.9914285714285712e-05,4.9757142857142865e-06,11,INITIAL_STOP,False,False,0.6973873097904103,-1.159632500717772,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22
PHA/USDT,1d,LONG,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.1629,0.1382,0.1293285714285714,0.1293285714285714,0.03357142857142857,20,DONCHIAN_EXIT,False,False,1.0663829787234043,-0.7893617021276594,-0.7357446808510638,0.02,-0.7557446808510638,20,50,10,14,2.0,999.0,4.0,3.0,22
WLD/USDT,1d,LONG,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,2.943,2.3645714285714288,2.3645714285714288,2.3645714285714288,0.5784285714285714,20,INITIAL_STOP,False,False,2.155840948382317,-1.0251914052852555,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
ARB/USDT,1d,LONG,2024-11-21 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.7785,0.7799,0.6206857142857143,0.6206857142857143,0.15781428571428574,28,DONCHIAN_EXIT,False,False,2.9141848465646776,-0.1698198605956364,0.008871186747533696,0.02,-0.011128813252466304,20,50,10,14,2.0,999.0,4.0,3.0,22
DOT/USDT,1d,LONG,2024-11-22 00:00:00+00:00,2024-12-19 00:00:00+00:00,6.63,6.941,5.374,5.374,1.2560000000000002,27,DONCHIAN_EXIT,False,False,3.9960191082802536,-0.03582802547770694,0.24761146496815278,0.02,0.2276114649681528,20,50,10,14,2.0,999.0,4.0,3.0,22
ETH/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-19 00:00:00+00:00,2895.47,3502.704285714286,2626.2085714285713,3502.704285714286,269.26142857142855,42,STOP_BE_CHAND,False,True,4.502427274608322,-0.03368473549338559,2.2551848177289218,0.02,2.2351848177289217,20,50,10,14,2.0,999.0,4.0,3.0,22
GRT/USDT,1d,LONG,2024-11-18 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.2186,0.2107,0.17991428571428572,0.17991428571428572,0.038685714285714275,31,DONCHIAN_EXIT,False,False,3.3655834564254072,-0.39549483013293907,-0.20420974889217117,0.02,-0.22420974889217116,20,50,10,14,2.0,999.0,4.0,3.0,22
ICP/USDT,1d,LONG,2024-11-22 00:00:00+00:00,2024-12-19 00:00:00+00:00,11.27,10.149,9.309285714285714,9.309285714285714,1.9607142857142859,27,DONCHIAN_EXIT,False,False,2.196648451730419,-0.7344262295081964,-0.5717304189435339,0.02,-0.591730418943534,20,50,10,14,2.0,999.0,4.0,3.0,22
LINK/USDT,1d,LONG,2024-12-12 00:00:00+00:00,2024-12-19 00:00:00+00:00,29.13,22.124142857142857,22.124142857142857,22.124142857142857,7.005857142857143,7,INITIAL_STOP,False,False,0.2583552537672563,-1.057686425643849,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
LTC/USDT,1d,LONG,2024-11-23 00:00:00+00:00,2024-12-19 00:00:00+00:00,99.5,99.36,81.03142857142856,81.03142857142856,18.468571428571433,26,DONCHIAN_EXIT,False,False,2.575185643564356,-0.6253867574257422,-0.007580445544554484,0.02,-0.027580445544554483,20,50,10,14,2.0,999.0,4.0,3.0,22
UNI/USDT,1d,LONG,2024-11-27 00:00:00+00:00,2024-12-19 00:00:00+00:00,13.53,12.726,11.193142857142856,11.193142857142856,2.3368571428571423,22,DONCHIAN_EXIT,False,False,2.541875534906468,-0.5216407873823204,-0.3440518400782486,0.02,-0.36405184007824865,20,50,10,14,2.0,999.0,4.0,3.0,22
AAVE/USDT,1d,LONG,2024-11-27 00:00:00+00:00,2024-12-20 00:00:00+00:00,210.52,280.615,175.31857142857143,280.615,35.201428571428565,23,STOP_BE_CHAND,False,True,5.3784748995576495,-0.4499817377541498,1.9912544133760808,0.02,1.9712544133760808,20,50,10,14,2.0,999.0,4.0,3.0,22
BTC/USDT,1d,LONG,2024-10-15 00:00:00+00:00,2024-12-20 00:00:00+00:00,67074.14,95366.51642857143,62934.05857142857,95366.51642857143,4140.081428571428,66,STOP_BE_CHAND,False,True,9.97054302244573,-0.43818944899979534,6.833772938213432,0.02,6.813772938213432,20,50,10,14,2.0,999.0,4.0,3.0,22
SUI/USDT,1d,LONG,2024-12-12 00:00:00+00:00,2024-12-20 00:00:00+00:00,4.6209,3.714157142857143,3.714157142857143,3.714157142857143,0.9067428571428567,8,INITIAL_STOP,False,False,0.37397592639274047,-1.2450056717922866,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
POND/USDT,1d,LONG,2024-11-18 00:00:00+00:00,2024-12-30 00:00:00+00:00,0.01894,0.023462857142857146,0.015078571428571427,0.023462857142857146,0.003861428571428571,42,STOP_BE_CHAND,False,True,4.392156862745099,-0.8779134295227523,1.1712911579726244,0.02,1.1512911579726244,20,50,10,14,2.0,999.0,4.0,3.0,22
PHA/USDT,1d,LONG,2024-12-24 00:00:00+00:00,2024-12-31 00:00:00+00:00,0.2019,0.3715857142857143,0.15647142857142857,0.3715857142857143,0.04542857142857142,7,STOP_BE_CHAND,False,True,8.851257861635222,-0.14308176100628944,3.7352201257861646,0.02,3.7152201257861646,20,50,10,14,2.0,999.0,4.0,3.0,22
ENA/USDT,1d,LONG,2024-11-29 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.7905,0.7982,0.6177714285714285,0.6177714285714285,0.17272857142857143,45,DONCHIAN_EXIT,False,False,3.123397568439336,-0.38847076337771863,0.04457861219088602,0.02,0.02457861219088602,20,50,10,14,2.0,999.0,4.0,3.0,22
BCH/USDT,1d,LONG,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,489.4,433.35714285714283,433.35714285714283,433.35714285714283,56.04285714285715,2,INITIAL_STOP,False,False,0.09992352791231239,-1.257965842467499,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
DOGE/USDT,1d,LONG,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.41525,0.3580271428571428,0.3580271428571428,0.3580271428571428,0.057222857142857166,2,INITIAL_STOP,False,False,0.32906430996604763,-1.1955012981825444,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22
SOL/USDT,1d,LONG,2025-01-18 00:00:00+00:00,2025-01-20 00:00:00+00:00,261.97,229.45285714285717,229.45285714285717,229.45285714285717,32.51714285714287,2,INITIAL_STOP,False,False,1.0412968983393356,-1.0003953958351643,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22
SUI/USDT,1d,LONG,2025-01-03 00:00:00+00:00,2025-01-23 00:00:00+00:00,4.9843,4.203942857142857,4.203942857142857,4.203942857142857,0.7803571428571432,20,INITIAL_STOP,False,False,0.49259496567505623,-1.0614370709382153,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
AAVE/USDT,1d,LONG,2025-01-21 00:00:00+00:00,2025-01-27 00:00:00+00:00,370.8,304.76428571428573,304.76428571428573,304.76428571428573,66.03571428571429,6,INITIAL_STOP,False,False,0.02422931314223853,-1.2525040562466203,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
HBAR/USDT,1d,LONG,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.36278,0.30204,0.30204,0.30204,0.060740000000000016,11,INITIAL_STOP,False,False,0.6356601909779391,-1.1769838656568978,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22
LTC/USDT,1d,LONG,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,124.41,108.16142857142856,108.16142857142856,108.16142857142856,16.24857142857143,11,INITIAL_STOP,False,False,1.0345524881308248,-1.1225602250747313,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22
BTC/USDT,1d,LONG,2025-01-17 00:00:00+00:00,2025-02-02 00:00:00+00:00,104077.48,96535.08285714284,96535.08285714284,96535.08285714284,7542.397142857147,16,INITIAL_STOP,False,False,0.7306059195276683,-1.051055765143252,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,999.0,4.0,3.0,22
LINK/USDT,1d,LONG,2025-01-17 00:00:00+00:00,2025-02-02 00:00:00+00:00,25.09,21.722857142857144,21.722857142857144,21.722857142857144,3.367142857142857,16,INITIAL_STOP,False,False,0.6296139159949091,-1.722528638099279,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22
XRP/USDT,1d,LONG,2025-01-11 00:00:00+00:00,2025-02-02 00:00:00+00:00,2.5764,2.58,2.266,2.266,0.31039999999999995,22,DONCHIAN_EXIT,False,False,2.6533505154639174,-0.7947809278350522,0.011597938144330052,0.02,-0.008402061855669949,20,50,10,14,2.0,999.0,4.0,3.0,22
ADA/USDT,1d,LONG,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,0.9552428571428572,0.9552428571428572,0.9552428571428572,0.17975714285714287,1,INITIAL_STOP,False,False,0.22085353254390883,-1.7367877294762777,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
XRP/USDT,1d,LONG,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,2.9396,2.4867714285714286,2.4867714285714286,2.4867714285714286,0.45282857142857136,1,INITIAL_STOP,False,False,0.06183355416745542,-1.4177550634109408,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22
HBAR/USDT,1d,LONG,2025-03-01 00:00:00+00:00,2025-03-09 00:00:00+00:00,0.25265,0.2108985714285714,0.2108985714285714,0.2108985714285714,0.041751428571428585,8,INITIAL_STOP,False,False,0.842126873331965,-1.3027099158283715,-0.9999999999999999,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22
ZEC/USDT,1d,LONG,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,40.64,35.190000000000005,35.190000000000005,35.190000000000005,5.449999999999998,6,INITIAL_STOP,False,False,0.12844036697247763,-3.656880733944955,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22
BNB/USDT,1d,LONG,2025-04-22 00:00:00+00:00,2025-05-04 00:00:00+00:00,618.51,586.0285714285714,586.0285714285714,586.0285714285714,32.48142857142859,12,INITIAL_STOP,False,False,0.04556449839468761,-1.0409024937326803,-1.0000000000000016,0.02,-1.0200000000000016,20,50,10,14,2.0,999.0,4.0,3.0,22
ADA/USDT,1d,LONG,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.7219,0.6622,0.6455285714285715,0.6455285714285715,0.07637142857142856,11,DONCHIAN_EXIT,False,False,0.1636737747848868,-0.8877665544332208,-0.7817059483726148,0.02,-0.8017059483726148,20,50,10,14,2.0,999.0,4.0,3.0,22
HBAR/USDT,1d,LONG,2025-04-25 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.19258,0.17349,0.17127142857142857,0.17127142857142857,0.021308571428571423,10,DONCHIAN_EXIT,False,False,0.3120809868597475,-0.9803566639849824,-0.8958836149101637,0.02,-0.9158836149101637,20,50,10,14,2.0,999.0,4.0,3.0,22
DOGE/USDT,1d,LONG,2025-05-10 00:00:00+00:00,2025-05-11 00:00:00+00:00,0.25063,0.22472857142857144,0.22472857142857144,0.22472857142857144,0.025901428571428572,1,INITIAL_STOP,False,False,0.3501737355909755,-1.101097567701727,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22
ATOM/USDT,1d,LONG,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,5.384,4.882428571428571,4.882428571428571,4.882428571428571,0.5015714285714289,5,INITIAL_STOP,False,False,0.22927940757618762,-1.2381088009114214,-1.0000000000000007,0.02,-1.0200000000000007,20,50,10,14,2.0,999.0,4.0,3.0,22
DOT/USDT,1d,LONG,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,5.309,4.821714285714286,4.821714285714286,4.821714285714286,0.48728571428571443,5,INITIAL_STOP,False,False,0.18674875403107627,-1.2928759894459096,-0.9999999999999993,0.02,-1.0199999999999994,20,50,10,14,2.0,999.0,4.0,3.0,22
FET/USDT,1d,LONG,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.908,0.7735714285714286,0.7735714285714286,0.7735714285714286,0.1344285714285714,5,INITIAL_STOP,False,False,0.052072263549415576,-1.1753453772582365,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22
