symbol,timeframe,trades,total_net_r,avg_net_r,win_rate,profit_factor,max_drawdown_r,best_trade_r,worst_trade_r,be_touch_rate,chand_touch_rate
TAO/USDT,4h,11,11.42871236517025,1.0389738513791136,0.36363636363636365,2.6006599951218843,-4.08,5.722410303587861,-1.020000000000001,0.0,0.36363636363636365
ONDO/USDT,2h,20,11.30399457048664,0.565199728524332,0.1,1.615685978784675,-14.617486910994769,27.961481481481403,-1.0200000000000038,0.0,0.1
TRUMP/USDT,6h,17,10.946882958597502,0.6439342916822061,0.23529411764705882,1.8255567842079565,-5.099999999999999,10.050399999999994,-1.0200000000000016,0.0,0.23529411764705882
NOT/USDT,2h,19,10.903204655886904,0.5738528766256266,0.2631578947368421,1.763529737807206,-7.740317460317456,15.282083333333352,-1.0200000000000016,0.0,0.21052631578947367
ZEC/USDT,4h,21,10.482865797601542,0.49918408560007343,0.23809523809523808,1.6423324630883298,-9.179999999999996,11.169326061550457,-1.0200000000000007,0.0,0.23809523809523808
ZBT/USDT,4h,16,10.332829562726117,0.6458018476703823,0.375,2.013022506149619,-3.060000000000004,4.792146892655371,-1.0200000000000027,0.0,0.3125
ZBT/USDT,6h,9,9.582013191843915,1.0646681324271017,0.4444444444444444,3.1784918330203933,-2.0399999999999983,3.9265020576131677,-1.0200000000000002,0.0,0.5555555555555556
DOGS/USDT,4h,18,9.539228597985598,0.5299571443325333,0.2222222222222222,1.6680132071418485,-6.263798882681565,11.871891891891918,-1.0200000000000018,0.0,0.2222222222222222
INJ/USDT,4h,13,9.055619282602315,0.6965860986617165,0.23076923076923078,1.887805812019834,-7.140000000000006,9.758827977315692,-1.0200000000000018,0.0,0.23076923076923078
AVAX/USDT,6h,16,8.921076596960713,0.5575672873100446,0.3125,1.7951048660392794,-9.179999999999998,7.030458715596334,-1.020000000000002,0.0,0.25
INJ/USDT,6h,14,8.85184372115868,0.6322745515113343,0.2857142857142857,1.867827815799871,-7.140000000000001,5.458849407783419,-1.0200000000000011,0.0,0.2857142857142857
KITE/USDT,6h,12,8.791765612758084,0.732647134396507,0.3333333333333333,2.0774222564654514,-3.0600000000000014,7.8394306049822005,-1.0200000000000005,0.0,0.3333333333333333
PENDLE/USDT,6h,15,8.757814810971308,0.5838543207314205,0.26666666666666666,1.7805539047211503,-6.120000000000003,8.069141004862235,-1.0200000000000016,0.0,0.26666666666666666
VIC/USDT,4h,10,8.626358312344278,0.8626358312344278,0.4,2.409535671951679,-5.098762886597941,9.657419354838698,-1.0200000000000011,0.0,0.4
LAYER/USDT,4h,14,8.562638917355338,0.6116170655253813,0.21428571428571427,1.81616428522576,-5.1,10.210769230769232,-1.0200000000000014,0.0,0.21428571428571427
PEPE/USDT,6h,13,8.398225416279507,0.6460173397138083,0.3076923076923077,1.9148393699650879,-3.0600000000000005,6.434545454545462,-1.0200000000000014,0.0,0.3076923076923077
ICP/USDT,4h,13,7.928715159379397,0.6099011661061075,0.3076923076923077,1.8636944618060343,-7.140000000000004,7.988075370121123,-1.0200000000000022,0.0,0.23076923076923078
DOGS/USDT,6h,14,7.910398459073057,0.5650284613623612,0.2857142857142857,1.7755292606934365,-4.434117647058827,11.42800000000002,-1.0200000000000014,0.0,0.35714285714285715
ICP/USDT,2h,16,7.777728338900422,0.4861080211812764,0.1875,1.5865556816666988,-8.305055762081768,15.722616033755305,-1.020000000000002,0.0,0.125
WLFI/USDT,6h,15,7.573782253658914,0.5049188169105943,0.26666666666666666,1.675025156297586,-7.160629921259845,7.537874762808363,-1.0200000000000014,0.0,0.26666666666666666
TON/USDT,2h,11,7.4595927504792785,0.6781447954981162,0.2727272727272727,1.9141657782450097,-5.016603773584908,12.786250000000015,-1.0200000000000031,0.0,0.18181818181818182
BIO/USDT,6h,15,7.428182354044425,0.495212156936295,0.26666666666666666,1.662048338150127,-4.080000000000002,6.971452991452992,-1.0200000000000011,0.0,0.26666666666666666
XUSD/USDT,6h,10,6.731034482759226,0.6731034482759226,0.1,1.7332281571633201,-6.120000000000019,15.911034482759156,-1.0200000000001481,0.0,0.1
LUNC/USDT,4h,8,6.6657935226896585,0.8332241903362073,0.25,2.089181948151906,-4.079999999999995,12.135798687089721,-1.0200000000000005,0.0,0.125
OSMO/USDT,2h,13,6.58531590413935,0.5065627618568731,0.15384615384615385,1.5869265511710646,-10.200000000000006,15.862352941176397,-1.0200000000000042,0.0,0.15384615384615385
TRX/USDT,2h,18,6.334289497714028,0.3519049720952238,0.2777777777777778,1.5160486085957707,-6.120000000000031,9.681492537313376,-1.020000000000014,0.0,0.2777777777777778
TIA/USDT,4h,14,6.191839976976237,0.4422742840697312,0.35714285714285715,1.6744923722196334,-8.160000000000005,4.371480730223117,-1.0200000000000018,0.0,0.35714285714285715
KITE/USDT,2h,16,5.825884361097933,0.3641177725686208,0.1875,1.4393577949545955,-6.411401774595268,13.2572861356932,-1.020000000000002,0.0,0.1875
PENDLE/USDT,4h,10,5.585677443916044,0.5585677443916044,0.2,1.6845192945975545,-8.16,7.598444846292946,-1.020000000000002,0.0,0.2
XUSD/USDT,4h,13,5.220392156863974,0.4015686274510749,0.23076923076923078,1.511803152633742,-6.073333333333169,14.24666666666726,-1.020000000000193,0.0,0.23076923076923078
SAGA/USDT,6h,13,5.113917447610072,0.3933782652007748,0.3076923076923077,1.5570716173867178,-6.119999999999999,5.10543252595156,-1.0200000000000007,0.0,0.3076923076923077
SUI/USDT,4h,15,5.081119300360186,0.33874128669067904,0.2,1.4151241258464204,-10.200000000000003,8.117388345384937,-1.0200000000000018,0.0,0.2
RAD/USDT,6h,7,4.906980330593766,0.7009971900848236,0.2857142857142857,1.962153005998777,-4.079999999999999,6.0116742081447905,-1.0200000000000007,0.0,0.2857142857142857
XPL/USDT,6h,14,4.891004614455005,0.3493574724610718,0.42857142857142855,1.599387820398898,-5.099999999999999,3.835034722222219,-1.0200000000000002,0.0,0.35714285714285715
LAYER/USDT,2h,9,4.823439649781113,0.5359377388645681,0.2222222222222222,1.6755517716780262,-6.120000000000006,10.996260162601631,-1.0200000000000033,0.0,0.1111111111111111
TRUMP/USDT,2h,7,4.72261024543209,0.6746586064902986,0.42857142857142855,2.157502511135315,-2.0400000000000014,4.428067632850234,-1.0200000000000018,0.0,0.2857142857142857
LAYER/USDT,6h,19,4.68142093840425,0.24639057570548686,0.21052631578947367,1.3059752247323042,-9.113127317676142,7.670618762475048,-1.0200000000000011,0.0,0.21052631578947367
TRX/USDT,4h,20,4.567154019135117,0.22835770095675584,0.25,1.2985067986362828,-6.600081455205602,8.564210526315753,-1.020000000000008,0.0,0.25
APT/USDT,6h,3,4.308562606467848,1.4361875354892826,0.6666666666666666,5.224080986733185,0.0,2.763080923971239,-1.02,0.0,0.3333333333333333
PUMP/USDT,4h,6,4.260126519097289,0.7100210865162149,0.5,2.392198208855323,-2.04,3.2900576553491345,-1.0200000000000016,0.0,0.3333333333333333
TRUMP/USDT,4h,15,4.126814720011987,0.2751209813341325,0.2,1.3371580653604562,-7.140000000000001,7.569136490250709,-1.0200000000000033,0.0,0.2
TIA/USDT,6h,18,4.037582237710432,0.22431012431724623,0.2777777777777778,1.304493381426126,-6.12,5.435252918287932,-1.0200000000000011,0.0,0.2777777777777778
ASTER/USDT,4h,8,3.941330805720537,0.49266635071506715,0.5,1.9660124523824856,-3.059999999999998,4.135844155844159,-1.0199999999999996,0.0,0.375
INJ/USDT,2h,15,3.8574177687562523,0.25716118458375015,0.3333333333333333,1.378178212623162,-6.119999999999998,3.350919881305633,-1.0200000000000027,0.0,0.3333333333333333
RENDER/USDT,4h,13,3.7984171521212566,0.2921859347785582,0.3076923076923077,1.4137709316036224,-5.100000000000003,4.224604316546768,-1.0200000000000014,0.0,0.3076923076923077
SAHARA/USDT,4h,18,3.4662198238608575,0.19256776799226985,0.1111111111111111,1.2123909205797094,-16.32,17.649550173010365,-1.0200000000000018,0.0,0.1111111111111111
DOGE/USDT,6h,15,3.4389647906838237,0.22926431937892158,0.3333333333333333,1.3371534108513554,-5.100000000000002,4.916697033403411,-1.0200000000000022,0.0,0.26666666666666666
BB/USDT,6h,15,3.4007949892996994,0.2267196659533133,0.26666666666666666,1.3031011576915952,-6.119999999999999,5.505714285714285,-1.0200000000000005,0.0,0.2
SPK/USDT,2h,13,3.175377157625968,0.2442597813558437,0.3076923076923077,1.3459016511575128,-5.1000000000000005,7.029816750373292,-1.0200000000000027,0.0,0.23076923076923078
SAPIEN/USDT,2h,15,3.082098441514216,0.20547322943428106,0.2,1.2739793229500342,-4.4405464480874395,7.882912621359239,-1.0200000000000022,0.0,0.2
PENDLE/USDT,2h,18,2.894201061105166,0.16078894783917588,0.2222222222222222,1.2026751443350958,-5.100000000000007,6.5629694323144125,-1.020000000000003,0.0,0.2222222222222222
VIRTUAL/USDT,6h,13,2.8857096740243398,0.2219776672326415,0.3076923076923077,1.329459016293187,-6.120000000000003,3.9153555005305973,-1.0200000000000011,0.0,0.3076923076923077
BIO/USDT,4h,14,2.6656814403796045,0.19040581716997176,0.35714285714285715,1.2903792418714168,-3.6614617940199343,4.931219512195125,-1.020000000000001,0.0,0.2857142857142857
ONDO/USDT,4h,20,2.5003663797381908,0.12501831898690954,0.15,1.1441964463516834,-16.320000000000004,13.636836461125984,-1.0200000000000018,0.0,0.15
HBAR/USDT,6h,18,2.4576225022605653,0.1365345834589203,0.2777777777777778,1.1853410635188963,-7.329548319327731,5.582483069977425,-1.0200000000000014,0.0,0.2222222222222222
UNI/USDT,6h,11,2.1963406294103764,0.19966732994639785,0.2727272727272727,1.2691593908591148,-6.120000000000002,4.640565338276184,-1.0200000000000011,0.0,0.2727272727272727
ONDO/USDT,6h,21,2.1424427405662776,0.10202108288410845,0.19047619047619047,1.1235549446693354,-10.200000000000005,9.474356659142208,-1.0200000000000018,0.0,0.23809523809523808
PUMP/USDT,6h,6,1.9788247178509326,0.3298041196418221,0.3333333333333333,1.4850060582967972,-4.080000000000001,3.4174163959487864,-1.0200000000000007,0.0,0.16666666666666666
DASH/USDT,6h,15,1.8229249094681539,0.12152832729787692,0.2,1.1624559290676706,-4.081042654028437,6.479999999999994,-1.0200000000000014,0.0,0.2
BFUSD/USDT,2h,1,1.570909090909444,1.570909090909444,1.0,inf,0.0,1.570909090909444,1.570909090909444,0.0,0.0
CHIP/USDT,2h,1,1.3451090342679117,1.3451090342679117,1.0,inf,0.0,1.3451090342679117,1.3451090342679117,0.0,0.0
ADA/USDT,6h,19,1.2969756721099268,0.06826187747946984,0.21052631578947367,1.0847696517718903,-8.160000000000004,5.569682539682545,-1.0200000000000016,0.0,0.15789473684210525
TRX/USDT,6h,8,1.2768414644045827,0.15960518305057284,0.25,1.2086342262098992,-4.080000000000004,6.029212598425197,-1.0200000000000031,0.0,0.25
FF/USDT,2h,11,1.257354276560017,0.11430493423272882,0.18181818181818182,1.13696669679303,-7.139999999999999,7.203459539717911,-1.0200000000000031,0.0,0.18181818181818182
BTC/USDT,6h,19,1.231996870576546,0.06484194055666032,0.15789473684210525,1.0754900043245432,-7.139999999999996,9.58282475102885,-1.0200000000000036,0.0,0.15789473684210525
PEPE/USDT,4h,14,1.1277020002495113,0.08055014287496509,0.2857142857142857,1.1105590196323052,-7.139999999999999,4.754566473988439,-1.0200000000000011,0.0,0.21428571428571427
ENA/USDT,2h,13,0.9736954851309123,0.07489965270237788,0.23076923076923078,1.1054632389436505,-5.099999999999999,4.933736654804264,-1.0200000000000016,0.0,0.23076923076923078
FET/USDT,6h,20,0.8983599013595621,0.044917995067978105,0.2,1.0563277854208843,-7.7473855055408425,8.238064516129032,-1.020000000000001,0.0,0.2
AI/USDT,6h,2,0.8636827195467416,0.4318413597733708,0.5,1.8467477642615109,0.0,1.883682719546742,-1.0200000000000005,0.0,0.0
SAPIEN/USDT,4h,10,0.8009966473636094,0.08009966473636095,0.2,1.0981613538435797,-5.1,5.547058823529415,-1.0200000000000007,0.0,0.2
BTC/USDT,4h,18,0.48536004557069523,0.026964446976149734,0.16666666666666666,1.0317228787954702,-9.180000000000003,11.21740714939845,-1.0200000000000065,0.0,0.16666666666666666
PENGU/USDT,6h,19,0.4850956838817837,0.025531351783251773,0.2631578947368421,1.0339702859861193,-9.445191577493958,4.77030210713379,-1.0200000000000007,0.0,0.21052631578947367
KITE/USDT,4h,14,0.4076652229591651,0.02911894449708322,0.14285714285714285,1.0355890256981413,-6.35480144404332,7.294763231197779,-1.0200000000000011,0.0,0.14285714285714285
DOT/USDT,6h,3,0.08095013741656709,0.026983379138855696,0.3333333333333333,1.0396814399100818,-1.0200000000000011,2.120950137416569,-1.0200000000000011,0.0,0.0
XRP/USDT,6h,17,-0.17582605428117537,-0.010342709075363258,0.11764705882352941,0.9885081010273739,-8.16,8.280860265054637,-1.0200000000000016,0.0,0.11764705882352941
BIO/USDT,2h,12,-0.17646079333947218,-0.01470506611162268,0.25,0.9807776913573559,-4.079999999999998,4.082409638554215,-1.0200000000000007,0.0,0.16666666666666666
WLD/USDT,2h,8,-0.27092768286787283,-0.033865960358484104,0.25,0.9557307707732234,-3.0599999999999987,5.361170018281551,-1.0200000000000011,0.0,0.125
币安人生/USDT,6h,5,-0.28036943136544923,-0.056073886273089846,0.2,0.9312820021163114,-2.04,3.7996305686345506,-1.0200000000000002,0.0,0.2
ASTER/USDT,6h,10,-0.3846929758183637,-0.03846929758183637,0.2,0.9473464028298225,-4.080000000000002,3.566885245901639,-1.0200000000000014,0.0,0.2
NOT/USDT,6h,13,-0.44031951521507673,-0.033870731939621285,0.23076923076923078,0.9568314200769533,-6.947676767676769,4.882465166130757,-1.0200000000000011,0.0,0.23076923076923078
VIRTUAL/USDT,2h,14,-0.4422452902729608,-0.031588949305211486,0.14285714285714285,0.9638688488339084,-11.219999999999994,10.31333333333334,-1.0200000000000016,0.0,0.07142857142857142
OSMO/USDT,6h,3,-0.5186838198911434,-0.17289460663038114,0.3333333333333333,0.7457432255435571,-1.0200000000000011,1.5213161801088566,-1.020000000000001,0.0,0.0
WLD/USDT,6h,4,-0.5670623145400571,-0.14176557863501427,0.25,0.8146855181241642,-2.0399999999999983,2.4929376854599408,-1.0199999999999998,0.0,0.0
DODO/USDT,6h,3,-0.5756934306569337,-0.1918978102189779,0.3333333333333333,0.7177973379132677,-1.0199999999999987,1.464306569343066,-1.020000000000001,0.0,0.0
RENDER/USDT,2h,16,-0.6458930024644309,-0.04036831265402693,0.125,0.9515304637062949,-11.219999999999992,6.379193548387096,-1.0200000000000011,0.0,0.125
XLM/USDT,6h,18,-0.8820158769033475,-0.04900088205018597,0.16666666666666666,0.9423519034703698,-9.015218508997428,6.620661938534283,-1.020000000000002,0.0,0.16666666666666666
LTC/USDT,4h,5,-0.8954298150163273,-0.17908596300326546,0.2,0.7805319080842337,-2.040000000000006,3.1845701849836776,-1.020000000000003,0.0,0.2
UNI/USDT,4h,10,-0.9809298660362504,-0.09809298660362505,0.1,0.8931448947672931,-6.119999999999999,8.199070133963748,-1.0200000000000007,0.0,0.1
LINK/USDT,6h,16,-0.9996096626597397,-0.06247560391623373,0.1875,0.9246146559080134,-9.179999999999998,5.284687499999997,-1.020000000000002,0.0,0.125
SHIB/USDT,4h,16,-1.0849960255276854,-0.06781225159548034,0.25,0.9113565338621172,-10.199999999999998,3.8501923076923035,-1.020000000000002,0.0,0.1875
CFX/USDT,6h,6,-1.1313789400261323,-0.18856315667102205,0.3333333333333333,0.7227012401896735,-2.039999999999999,2.132302243211336,-1.0200000000000011,0.0,0.16666666666666666
FF/USDT,4h,6,-1.156243511226227,-0.19270725187103785,0.16666666666666666,0.7305619024013704,-4.291314114563836,3.135070603337609,-1.0200000000000018,0.0,0.16666666666666666
AAVE/USDT,6h,14,-1.1651617801904435,-0.08322584144217453,0.14285714285714285,0.9048070441020882,-8.350653193792859,7.185491413602414,-1.0200000000000005,0.0,0.14285714285714285
JTO/USDT,4h,13,-1.3471499779377583,-0.10362692137982756,0.3076923076923077,0.8532516363902225,-6.119999999999997,3.450366886171213,-1.0200000000000002,0.0,0.23076923076923078
TIA/USDT,2h,20,-1.3515422375039143,-0.06757711187519572,0.15,0.922056387687202,-8.61181996086105,8.83251215559156,-1.0200000000000031,0.0,0.15
WLFI/USDT,2h,16,-1.4099470899470763,-0.08812169312169227,0.125,0.9012642093874597,-12.239999999999998,10.06148148148149,-1.0200000000000022,0.0,0.125
FET/USDT,4h,17,-1.4568259697225503,-0.08569564527779708,0.11764705882352941,0.8998473876070913,-6.12,6.8640070298769755,-1.0200000000000014,0.0,0.11764705882352941
PNUT/USDT,4h,14,-1.489765564353359,-0.10641182602523992,0.21428571428571427,0.8672223204676149,-8.159999999999998,4.800058997050146,-1.0200000000000011,0.0,0.14285714285714285
WLFI/USDT,4h,15,-1.524756901792193,-0.10165046011947952,0.2,0.8754283576967165,-8.159999999999998,5.954647887323946,-1.0200000000000005,0.0,0.13333333333333333
SUI/USDT,2h,14,-1.5539201749590106,-0.1109942982113579,0.07142857142857142,0.8828114498522617,-12.239999999999998,11.706079825040987,-1.0200000000000022,0.0,0.07142857142857142
ETH/USDT,4h,13,-1.7274042139448322,-0.13287724722652555,0.15384615384615385,0.8460424051742573,-8.159999999999997,8.927930443983458,-1.0200000000000018,0.0,0.07692307692307693
SOL/USDT,6h,15,-1.7459810856914861,-0.11639873904609907,0.2,0.8573544864631139,-10.199999999999992,5.391241031092211,-1.0200000000000014,0.0,0.2
ETH/USDT,6h,17,-1.7751811918932687,-0.10442242305254522,0.17647058823529413,0.8756875916041127,-5.584273860779338,8.394982290751242,-1.0200000000000016,0.0,0.11764705882352941
PNUT/USDT,6h,19,-1.7898511289083086,-0.09420269099517413,0.21052631578947367,0.8830162660844244,-9.07864094595619,4.494625228519199,-1.0200000000000007,0.0,0.21052631578947367
TAO/USDT,6h,16,-1.8452646715150136,-0.11532904196968835,0.1875,0.8608397683623671,-7.139999999999998,7.6676404494382,-1.020000000000001,0.0,0.1875
FET/USDT,2h,12,-1.8888647359011228,-0.1574053946584269,0.25,0.7942413141719908,-5.099999999999996,3.9309090909090996,-1.0200000000000014,0.0,0.16666666666666666
SAPIEN/USDT,6h,9,-1.902904879773692,-0.21143387553041024,0.2222222222222222,0.7334867115162896,-3.0599999999999996,4.288345120226308,-1.0200000000000005,0.0,0.2222222222222222
NEAR/USDT,2h,9,-2.106640926640928,-0.23407121407121423,0.1111111111111111,0.7418332197743961,-6.120000000000003,6.053359073359075,-1.0200000000000025,0.0,0.1111111111111111
PENGU/USDT,2h,14,-2.259106799388225,-0.1613647713848732,0.21428571428571427,0.7986535829422261,-8.565923795830336,6.180449438202255,-1.0200000000000014,0.0,0.14285714285714285
AVAX/USDT,4h,11,-2.499065204167731,-0.2271877458334301,0.18181818181818182,0.7277706749272626,-5.100000000000002,4.842527716186254,-1.0200000000000016,0.0,0.09090909090909091
SHIB/USDT,6h,17,-2.8785406983184503,-0.16932592343049707,0.17647058823529413,0.7984215197255985,-8.16,4.259126213592231,-1.0200000000000014,0.0,0.17647058823529413
FIL/USDT,2h,16,-2.880747530914113,-0.18004672068213207,0.1875,0.7827490549838527,-10.200000000000003,7.162266009852231,-1.0200000000000022,0.0,0.125
RENDER/USDT,6h,14,-3.0966873904934173,-0.22119195646381554,0.14285714285714285,0.7470026641753745,-11.22,8.597927994121967,-1.0200000000000018,0.0,0.07142857142857142
UNI/USDT,2h,19,-3.110745549868912,-0.16372344999310062,0.15789473684210525,0.8093905913070522,-9.822174121297502,8.75142857142859,-1.020000000000002,0.0,0.15789473684210525
HBAR/USDT,4h,12,-3.333913710603671,-0.2778261425503059,0.16666666666666666,0.6731457146466989,-5.673931500241201,4.526068499758799,-1.0200000000000016,0.0,0.16666666666666666
XPL/USDT,4h,16,-3.4031613885208056,-0.21269758678255035,0.1875,0.7433513281658517,-6.12909090909091,4.07090909090909,-1.0200000000000011,0.0,0.125
WLD/USDT,4h,8,-3.4938794233289694,-0.4367349279161212,0.125,0.5106611451920213,-4.080000000000002,3.6461205766710343,-1.0200000000000014,0.0,0.125
BB/USDT,4h,13,-3.5775904241477976,-0.27519926339598444,0.15384615384615385,0.6811416734271125,-11.219999999999999,5.749841269841272,-1.020000000000001,0.0,0.07692307692307693
BNB/USDT,2h,14,-3.5940613927153784,-0.2567186709082413,0.21428571428571427,0.6796736726635138,-5.099999999999996,3.5020568695190195,-1.020000000000004,0.0,0.21428571428571427
TAO/USDT,2h,15,-3.6293591074208615,-0.24195727382805743,0.13333333333333333,0.7262926766650936,-8.160000000000005,7.184787234042562,-1.0200000000000022,0.0,0.13333333333333333
FF/USDT,6h,8,-3.8581689308919147,-0.48227111636148934,0.125,0.4596402057574351,-4.080000000000002,3.281831069108089,-1.0200000000000014,0.0,0.125
PENGU/USDT,4h,16,-3.9181973344190997,-0.24488733340119373,0.1875,0.7045100049457692,-9.180000000000003,5.068622754491016,-1.0200000000000014,0.0,0.125
U/USDT,6h,4,-4.079999999999439,-1.0199999999998597,0.0,0.0,-3.059999999999647,-1.0199999999997917,-1.02,0.0,0.0
APT/USDT,4h,15,-4.093076156432978,-0.2728717437621985,0.2,0.6655983532325999,-8.16,4.697908082408872,-1.0200000000000007,0.0,0.13333333333333333
SPK/USDT,6h,20,-4.161383561805851,-0.20806917809029252,0.25,0.7280141462871992,-12.239999999999998,4.989505614836214,-1.0200000000000018,0.0,0.25
SOL/USDT,4h,17,-4.519632284679993,-0.2658607226282349,0.11764705882352941,0.7045991970797391,-12.24,8.329852507374632,-1.0200000000000018,0.0,0.11764705882352941
MLN/USDT,6h,9,-4.5482678311499285,-0.5053630923499921,0.1111111111111111,0.44261423637868536,-4.080000000000002,3.6117321688500734,-1.0200000000000011,0.0,0.1111111111111111
SAGA/USDT,2h,9,-4.730844412504496,-0.5256493791671661,0.1111111111111111,0.4202396553303317,-7.140000000000002,3.4291555874955084,-1.0200000000000014,0.0,0.1111111111111111
DASH/USDT,2h,11,-4.766327957065777,-0.4333025415514343,0.09090909090909091,0.4835905070917963,-5.100000000000001,4.463417085427144,-1.0200000000000025,0.0,0.09090909090909091
SAGA/USDT,4h,13,-4.880942659049955,-0.37545712761922734,0.15384615384615385,0.5649783726336938,-9.179999999999996,3.7374257425742567,-1.0200000000000007,0.0,0.15384615384615385
NEAR/USDT,4h,15,-5.01973044279856,-0.3346486961865706,0.13333333333333333,0.6214381264857799,-9.18,6.757202072538866,-1.0200000000000016,0.0,0.06666666666666667
DOT/USDT,4h,19,-5.032156801081664,-0.2648503579516665,0.15789473684210525,0.691657058757251,-10.185117493472578,4.958723404255323,-1.0200000000000014,0.0,0.10526315789473684
U/USDT,2h,7,-5.362222222222304,-0.7660317460317577,0.14285714285714285,0.1238198983297006,-5.100000000000005,0.7577777777777778,-1.0200000000001461,0.0,0.0
BNB/USDT,6h,23,-5.395989121257007,-0.23460822266334813,0.17391304347826086,0.7215691887896281,-11.220000000000006,6.742090337120855,-1.020000000000003,0.0,0.13043478260869565
XRP/USDT,4h,17,-5.641789649395023,-0.33186997937617785,0.11764705882352941,0.6141241945960895,-13.600739549839233,7.802806036892117,-1.0200000000000022,0.0,0.11764705882352941
CFX/USDT,2h,24,-5.813966354706363,-0.2422485981127651,0.20833333333333334,0.7000017360832631,-9.179999999999996,4.473723849372378,-1.0200000000000036,0.0,0.16666666666666666
XPL/USDT,2h,19,-6.188516221374039,-0.32571138007231787,0.10526315789473684,0.6431074843498246,-7.139999999999999,7.658124999999999,-1.0200000000000011,0.0,0.10526315789473684
PNUT/USDT,2h,19,-6.2238993309971375,-0.32757364899984937,0.10526315789473684,0.641066935928654,-8.160000000000004,8.089589041095886,-1.0200000000000018,0.0,0.10526315789473684
PUMP/USDT,2h,14,-6.362184042895256,-0.45444171734966116,0.14285714285714285,0.48021372198568163,-11.219999999999999,4.263746556473828,-1.0200000000000014,0.0,0.07142857142857142
U/USDT,4h,7,-6.373333333333355,-0.9104761904761937,0.0,0.0,-5.35333333333349,-0.25333333333333335,-1.0200000000001481,0.0,0.0
SAHARA/USDT,6h,8,-6.411616111387371,-0.8014520139234214,0.125,0.10201455022585852,-6.120000000000004,0.72838388861263,-1.0200000000000018,0.0,0.125
DASH/USDT,4h,10,-6.443350733283624,-0.6443350733283624,0.1,0.29810994190810225,-7.140000000000002,2.736649266716379,-1.020000000000001,0.0,0.1
BNB/USDT,4h,19,-6.517982066173387,-0.34305168769333616,0.05263157894736842,0.6248954020030114,-14.316438734631861,10.858456668458471,-1.0200000000000036,0.0,0.05263157894736842
