symbol,entry_ts,exit_ts,r,year,side
1000FLOKIUSDT,1690171200000,1690588800000,1.409381409059729,2023,short
1000FLOKIUSDT,1691136000000,1691236800000,-1.0,2023,short
1000FLOKIUSDT,1694995200000,1695110400000,-1.0,2023,short
1000FLOKIUSDT,1695297600000,1695384000000,-1.0,2023,short
1000FLOKIUSDT,1695600000000,1695816000000,-1.0,2023,short
1000FLOKIUSDT,1740715200000,1740787200000,-1.0,2025,short
1000PEPEUSDT,1690344000000,1690401600000,-1.0,2023,short
1000PEPEUSDT,1690747200000,1691164800000,0.9185818536703309,2023,short
1000PEPEUSDT,1691193600000,1691510400000,-1.0,2023,short
1000PEPEUSDT,1692921600000,1693339200000,0.5651048023219342,2023,short
1000PEPEUSDT,1694332800000,1694750400000,1.3731679685536038,2023,short
1000PEPEUSDT,1696852800000,1697270400000,0.430823091900947,2023,short
1000PEPEUSDT,1706659200000,1707076800000,2.0225274787304923,2024,short
1000PEPEUSDT,1758830400000,1759248000000,0.10916483969031869,2025,short
1000PEPEUSDT,1759593600000,1759636800000,-1.0,2025,short
1000PEPEUSDT,1759852800000,1760270400000,5.4320934313728015,2025,short
1000PEPEUSDT,1762286400000,1762531200000,-1.0,2025,short
1000PEPEUSDT,1763409600000,1763827200000,1.7111627049869331,2025,short
1000PEPEUSDT,1765555200000,1765972800000,0.8707192635595444,2025,short
1000PEPEUSDT,1769659200000,1770076800000,1.945619016665344,2026,short
1000RATSUSDT,1707739200000,1707753600000,-1.0,2024,short
1000RATSUSDT,1711555200000,1711670400000,-1.0,2024,short
1000RATSUSDT,1714492800000,1714752000000,-1.0,2024,short
1000RATSUSDT,1716480000000,1716739200000,-1.0,2024,short
1000RATSUSDT,1718625600000,1719043200000,1.647555458630068,2024,short
1000RATSUSDT,1720137600000,1720555200000,1.6533945780693733,2024,short
1000RATSUSDT,1726430400000,1726689600000,-1.0,2024,short
1000RATSUSDT,1729900800000,1730145600000,-1.0,2024,short
1000RATSUSDT,1734537600000,1734955200000,1.9808665566164316,2024,short
1000RATSUSDT,1735243200000,1735286400000,-1.0,2024,short
1000RATSUSDT,1735516800000,1735574400000,-1.0,2024,short
1000RATSUSDT,1736236800000,1736654400000,3.407453962365774,2025,short
1000RATSUSDT,1737230400000,1737648000000,2.4714090271048894,2025,short
1000RATSUSDT,1737964800000,1738022400000,-1.0,2025,short
1000RATSUSDT,1738857600000,1739275200000,-0.40417893123602855,2025,short
1000RATSUSDT,1750550400000,1750694400000,-1.0,2025,short
1000RATSUSDT,1750896000000,1751299200000,-1.0,2025,short
1000RATSUSDT,1754150400000,1754352000000,-1.0,2025,short
1000RATSUSDT,1778184000000,1778313600000,-1.0,2026,short
1000RATSUSDT,1780545600000,1780963200000,-0.1676208580035945,2026,short
1000SATSUSDT,1707667200000,1707753600000,-1.0,2024,short
1000SATSUSDT,1717790400000,1718208000000,1.6303886585136753,2024,short
1000SHIBUSDT,1625731200000,1626148800000,1.0515370378234656,2021,short
1000SHIBUSDT,1628020800000,1628294400000,-1.0,2021,short
1000SHIBUSDT,1663545600000,1663948800000,-1.0,2022,short
1000SHIBUSDT,1664712000000,1664899200000,-1.0,2022,short
1000SHIBUSDT,1665158400000,1665576000000,1.8985376970508774,2022,short
1000SHIBUSDT,1666108800000,1666526400000,0.5457541687407826,2022,short
1000SHIBUSDT,1670817600000,1670932800000,-1.0,2022,short
1000SHIBUSDT,1671192000000,1671321600000,-1.0,2022,short
1000SHIBUSDT,1672171200000,1672588800000,0.3142074679489914,2022,short
1000SHIBUSDT,1681272000000,1681372800000,-1.0,2023,short
1000SHIBUSDT,1682971200000,1683144000000,-1.0,2023,short
1000SHIBUSDT,1683388800000,1683806400000,1.3860934912845535,2023,short
1000SHIBUSDT,1684324800000,1684742400000,-1.0,2023,short
1000SHIBUSDT,1685520000000,1685577600000,-1.0,2023,short
1000SHIBUSDT,1685980800000,1686398400000,4.953294069962419,2023,short
1000SHIBUSDT,1695643200000,1696060800000,-0.43842445104227173,2023,short
1000SHIBUSDT,1696838400000,1697256000000,1.5273492351729185,2023,short
1000SHIBUSDT,1697558400000,1697904000000,-1.0,2023,short
1000SHIBUSDT,1748563200000,1748980800000,1.028847559161646,2025,short
1000SHIBUSDT,1749729600000,1750147200000,1.0846011083053568,2025,short
1000SHIBUSDT,1759593600000,1759636800000,-1.0,2025,short
1000SHIBUSDT,1759852800000,1760270400000,4.646343621535592,2025,short
1000SHIBUSDT,1769688000000,1770105600000,2.6190609716257067,2026,short
1000SHIBUSDT,1773849600000,1773979200000,-1.0,2026,short
1000SHIBUSDT,1775966400000,1776110400000,-1.0,2026,short
1000SHIBUSDT,1778688000000,1778774400000,-1.0,2026,short
