symbol,entry_time,exit_time,entry_price,exit_price,stop_loss,net_r,win,bars_held,exit_reason,year
BCH_USDT,2021-02-23 08:00:00,2021-02-24 04:00:00,500.0,537.39,370.809286,0.2894,1,10,time_exit,2021
BCH_USDT,2021-03-25 00:00:00,2021-03-25 20:00:00,456.2,478.78,417.911429,0.5897,1,10,time_exit,2021
DASH_USDT,2021-03-25 00:00:00,2021-03-25 20:00:00,186.31,191.98,171.408571,0.3805,1,10,time_exit,2021
DOT_USDT,2021-03-25 00:00:00,2021-03-25 20:00:00,28.7176,30.5791,24.928664,0.4913,1,10,time_exit,2021
ZEC_USDT,2021-03-25 00:00:00,2021-03-25 20:00:00,118.21,124.07,107.474286,0.5458,1,10,time_exit,2021
FIL_USDT,2021-04-07 08:00:00,2021-04-08 04:00:00,145.4413,153.0092,127.318707,0.4176,1,10,time_exit,2021
NEAR_USDT,2021-04-18 02:00:00,2021-04-18 22:00:00,4.5701,5.1534,3.617814,0.6125,1,10,time_exit,2021
BTC_USDT,2021-04-18 02:00:00,2021-04-18 22:00:00,55014.46,56150.01,50698.023571,0.2631,1,10,time_exit,2021
TRX_USDT,2021-04-23 04:00:00,2021-04-24 00:00:00,0.09539,0.10498,0.075774,0.4889,1,10,time_exit,2021
CHZ_USDT,2021-04-23 06:00:00,2021-04-24 02:00:00,0.36269,0.41803,0.241694,0.4574,1,10,time_exit,2021
BTC_USDT,2021-05-12 22:00:00,2021-05-13 18:00:00,49631.32,48568.85,45681.832857,-0.269,0,10,time_exit,2021
FIL_USDT,2021-05-13 08:00:00,2021-05-14 04:00:00,114.7,117.59,91.21,0.123,1,10,time_exit,2021
LTC_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,203.0,208.44,134.068571,0.0789,1,10,time_exit,2021
GRT_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,0.85,0.8668,0.536607,0.0536,1,10,time_exit,2021
BNB_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,352.34,364.79,245.145714,0.1161,1,10,time_exit,2021
TRX_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,0.07828,0.08466,0.05677,0.2966,1,10,time_exit,2021
BCH_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,704.44,788.05,390.620714,0.2664,1,10,time_exit,2021
FIL_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,70.01,84.04,47.467143,0.6224,1,10,time_exit,2021
UNI_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,22.646,25.964,13.390571,0.3585,1,10,time_exit,2021
CHZ_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,0.26845,0.29753,0.16387,0.2781,1,10,time_exit,2021
DASH_USDT,2021-05-19 12:00:00,2021-05-20 08:00:00,198.15,214.89,126.816429,0.2347,1,10,time_exit,2021
ZEC_USDT,2021-05-19 22:00:00,2021-05-20 18:00:00,146.22,179.43,68.226429,0.4258,1,10,time_exit,2021
CHZ_USDT,2021-06-08 02:00:00,2021-06-08 22:00:00,0.22978,0.23278,0.203701,0.115,1,10,time_exit,2021
ICP_USDT,2021-06-21 04:00:00,2021-06-21 10:00:00,45.11,39.549286,39.549286,-1.0,0,3,atr_stop,2021
FIL_USDT,2021-06-21 10:00:00,2021-06-21 22:00:00,52.68,45.527143,45.527143,-1.0,0,6,atr_stop,2021
ICP_USDT,2021-06-21 14:00:00,2021-06-22 10:00:00,39.92,34.47,32.981429,-0.7855,0,10,time_exit,2021
DOGE_USDT,2021-06-21 14:00:00,2021-06-21 22:00:00,0.2237,0.181852,0.181852,-1.0,0,4,atr_stop,2021
ZEN_USDT,2021-06-21 22:00:00,2021-06-22 18:00:00,56.26,56.86,45.196429,0.0542,1,10,time_exit,2021
TRX_USDT,2021-06-21 22:00:00,2021-06-22 12:00:00,0.05351,0.046619,0.046619,-1.0,0,7,atr_stop,2021
AVAX_USDT,2021-06-22 12:00:00,2021-06-23 08:00:00,9.529,11.281,7.63,0.9226,1,10,time_exit,2021
BCH_USDT,2021-06-22 12:00:00,2021-06-23 08:00:00,397.0,469.78,323.090714,0.9847,1,10,time_exit,2021
BNB_USDT,2021-06-22 12:00:00,2021-06-23 08:00:00,230.92,287.1,178.587143,1.0735,1,10,time_exit,2021
SOL_USDT,2021-06-22 12:00:00,2021-06-23 00:00:00,21.005,30.991,13.824714,1.3908,1,6,rsi_exit,2021
LPT_USDT,2021-07-08 08:00:00,2021-07-09 04:00:00,15.72,15.72,14.395714,0.0,0,10,time_exit,2021
INJ_USDT,2021-07-20 00:00:00,2021-07-20 20:00:00,5.311,5.35,4.879857,0.0905,1,10,time_exit,2021
BNB_USDT,2021-07-20 02:00:00,2021-07-20 22:00:00,259.51,264.44,239.247143,0.2433,1,10,time_exit,2021
TRX_USDT,2021-07-20 08:00:00,2021-07-21 04:00:00,0.04928,0.05284,0.04634,1.2109,1,10,time_exit,2021
ADA_USDT,2021-09-07 08:00:00,2021-09-07 14:00:00,2.573,2.373929,2.373929,-1.0,0,3,atr_stop,2021
DOGE_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,0.2519,0.2472,0.21725,-0.1356,0,10,time_exit,2021
TRX_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,0.08492,0.09236,0.074966,0.7475,1,10,time_exit,2021
BTC_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,46656.07,46394.09,43329.449286,-0.0788,0,10,time_exit,2021
UNI_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,23.9,22.89,20.488571,-0.2961,0,10,time_exit,2021
ETH_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,3452.7,3406.26,3129.812143,-0.1438,0,10,time_exit,2021
DASH_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,205.2,198.0,178.242857,-0.2671,0,10,time_exit,2021
ZEC_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,134.9,130.2,113.642857,-0.2211,0,10,time_exit,2021
BNB_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,416.1,408.6,371.271429,-0.1673,0,10,time_exit,2021
AAVE_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,335.5,333.6,294.657143,-0.0465,0,10,time_exit,2021
ZEN_USDT,2021-09-07 14:00:00,2021-09-08 10:00:00,82.38,77.13,69.233571,-0.3993,0,10,time_exit,2021
ADA_USDT,2021-09-07 16:00:00,2021-09-08 12:00:00,2.358,2.401,1.979143,0.1135,1,10,time_exit,2021
CHZ_USDT,2021-09-07 20:00:00,2021-09-08 16:00:00,0.3347,0.342,0.262614,0.1013,1,10,time_exit,2021
ADA_USDT,2021-09-20 02:00:00,2021-09-20 12:00:00,2.165,2.016286,2.016286,-1.0,0,5,atr_stop,2021
XRP_USDT,2021-09-20 02:00:00,2021-09-20 10:00:00,0.9811,0.9214,0.9214,-1.0,0,4,atr_stop,2021
BNB_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,369.1,370.0,339.378571,0.0303,1,10,time_exit,2021
FET_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,0.6538,0.7024,0.558871,0.512,1,10,time_exit,2021
BTC_USDT,2021-09-20 10:00:00,2021-09-21 00:00:00,43739.75,41285.248571,41285.248571,-1.0,0,7,atr_stop,2021
DOT_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,28.84,29.59,25.383571,0.217,1,10,time_exit,2021
GRT_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,0.7025,0.7153,0.629621,0.1756,1,10,time_exit,2021
ETH_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,3042.45,3073.95,2804.048571,0.1321,1,10,time_exit,2021
BCH_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,550.1,543.5,505.785714,-0.1489,0,10,time_exit,2021
INJ_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,8.932,9.224,7.773571,0.2521,1,10,time_exit,2021
LINK_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,24.16,23.86,21.691429,-0.1215,0,10,time_exit,2021
LTC_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,157.4,160.4,143.171429,0.2108,1,10,time_exit,2021
DOGE_USDT,2021-09-20 10:00:00,2021-09-21 06:00:00,0.2075,0.2104,0.189693,0.1629,1,10,time_exit,2021
BTC_USDT,2021-09-21 02:00:00,2021-09-21 22:00:00,42683.01,40734.38,39033.694286,-0.534,0,10,time_exit,2021
BCH_USDT,2021-09-21 22:00:00,2021-09-22 18:00:00,505.4,540.3,457.464286,0.7281,1,10,time_exit,2021
ETH_USDT,2021-09-21 22:00:00,2021-09-22 18:00:00,2765.9,3023.73,2434.734286,0.7786,1,10,time_exit,2021
UNI_USDT,2021-09-21 22:00:00,2021-09-22 18:00:00,19.06,21.24,16.544286,0.8666,1,10,time_exit,2021
FIL_USDT,2021-09-26 00:00:00,2021-09-26 06:00:00,56.12,50.475714,50.475714,-1.0,0,3,atr_stop,2021
ZEN_USDT,2021-10-27 06:00:00,2021-10-27 08:00:00,80.89,76.561429,76.561429,-1.0,0,1,atr_stop,2021
FIL_USDT,2021-10-27 08:00:00,2021-10-28 04:00:00,56.54,55.91,51.887857,-0.1354,0,10,time_exit,2021
ADA_USDT,2021-10-27 08:00:00,2021-10-28 04:00:00,1.952,1.953,1.816571,0.0074,1,10,time_exit,2021
DASH_USDT,2021-10-27 08:00:00,2021-10-28 04:00:00,180.6,177.0,166.907143,-0.2629,0,10,time_exit,2021
ZEC_USDT,2021-10-27 08:00:00,2021-10-28 04:00:00,150.5,146.7,138.885714,-0.3272,0,10,time_exit,2021
BCH_USDT,2021-10-27 08:00:00,2021-10-28 04:00:00,559.0,558.8,521.628571,-0.0054,0,10,time_exit,2021
TRX_USDT,2021-10-27 10:00:00,2021-10-28 06:00:00,0.09243,0.09293,0.085676,0.074,1,10,time_exit,2021
ZEN_USDT,2021-10-27 10:00:00,2021-10-28 06:00:00,74.71,72.88,67.790714,-0.2645,0,10,time_exit,2021
ATOM_USDT,2021-11-10 20:00:00,2021-11-11 16:00:00,31.0,33.25,27.672143,0.6761,1,10,time_exit,2021
DOT_USDT,2021-11-10 20:00:00,2021-11-11 16:00:00,45.45,48.04,41.295,0.6233,1,10,time_exit,2021
AAVE_USDT,2021-11-16 02:00:00,2021-11-16 10:00:00,282.3,265.307143,265.307143,-1.0,0,4,atr_stop,2021
LINK_USDT,2021-11-16 02:00:00,2021-11-16 22:00:00,29.94,29.16,27.833571,-0.3703,0,10,time_exit,2021
GRT_USDT,2021-11-16 02:00:00,2021-11-16 10:00:00,0.9496,0.87145,0.87145,-1.0,0,4,atr_stop,2021
UNI_USDT,2021-11-16 02:00:00,2021-11-16 10:00:00,22.18,20.461429,20.461429,-1.0,0,4,atr_stop,2021
BCH_USDT,2021-11-16 08:00:00,2021-11-16 10:00:00,609.6,574.907143,574.907143,-1.0,0,1,atr_stop,2021
DOGE_USDT,2021-11-16 08:00:00,2021-11-16 10:00:00,0.2388,0.224443,0.224443,-1.0,0,1,atr_stop,2021
NEAR_USDT,2021-11-16 08:00:00,2021-11-16 10:00:00,10.109,9.311214,9.311214,-1.0,0,1,atr_stop,2021
ZEC_USDT,2021-11-16 08:00:00,2021-11-17 02:00:00,174.5,159.628571,159.628571,-1.0,0,9,atr_stop,2021
FIL_USDT,2021-11-16 10:00:00,2021-11-17 06:00:00,56.39,55.32,51.542857,-0.2207,0,10,time_exit,2021
XRP_USDT,2021-11-16 10:00:00,2021-11-17 06:00:00,1.0907,1.0867,1.015893,-0.0535,0,10,time_exit,2021
BNB_USDT,2021-11-16 10:00:00,2021-11-17 06:00:00,586.0,568.1,550.342857,-0.502,0,10,time_exit,2021
NEAR_USDT,2021-11-16 12:00:00,2021-11-17 08:00:00,9.887,9.27,8.889286,-0.6184,0,10,time_exit,2021
ATOM_USDT,2021-11-16 22:00:00,2021-11-17 18:00:00,28.29,29.24,25.221429,0.3096,1,10,time_exit,2021
DASH_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,192.7,188.7,171.164286,-0.1857,0,10,time_exit,2021
BCH_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,590.5,588.3,541.3,-0.0447,0,10,time_exit,2021
DOGE_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,0.2343,0.2365,0.213257,0.1045,1,10,time_exit,2021
AAVE_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,273.4,283.4,247.428571,0.385,1,10,time_exit,2021
LINK_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,28.61,29.09,25.55,0.1569,1,10,time_exit,2021
ZEN_USDT,2021-11-17 00:00:00,2021-11-17 20:00:00,82.58,84.13,73.82,0.1769,1,10,time_exit,2021
GRT_USDT,2021-11-17 02:00:00,2021-11-17 22:00:00,0.8915,0.9351,0.776043,0.3776,1,10,time_exit,2021
ADA_USDT,2021-11-17 02:00:00,2021-11-17 22:00:00,1.826,1.876,1.650929,0.2856,1,10,time_exit,2021
