year,n,win_rate,avg_r,pf,max_dd_r,total_r,avg_bars
2021,145,0.6068965517241379,-0.007340689655172408,0.9702636710565279,19.7083,-1.0643999999999991,8.544827586206896
2022,303,0.570957095709571,0.09193927392739275,1.3770588768741212,16.3975,27.8576,8.887788778877887
2023,239,0.6401673640167364,0.07596820083682009,1.346361340241585,11.9193,18.1564,8.9581589958159
2024,393,0.5292620865139949,0.011525954198473288,1.038279165712441,46.321999999999996,4.529700000000002,8.557251908396946
2025,304,0.6578947368421053,0.21684375,2.043589146881842,14.522600000000004,65.9205,8.950657894736842
2026,101,0.5742574257425742,0.14133465346534654,1.5856256128129704,8.205300000000001,14.2748,8.673267326732674
