symbol,side,entry_time,exit_time,entry_price,exit_price,initial_stop,entry_atr,net_r,exit_reason,bars_held
AMP/USDT,LONG,2024-11-18 00:00:00+00:00,2025-02-10 00:00:00+00:00,0.004835,0.005771,0.0035753693990124517,0.0006298153004937741,0.7346550641707926,ema_cross_below,84
ANKR/USDT,LONG,2024-11-17 00:00:00+00:00,2025-01-24 00:00:00+00:00,0.03137,0.02985,0.02605346740617093,0.002658266296914536,-0.2974156505379706,ema_cross_below,68
APE/USDT,LONG,2024-10-21 00:00:00+00:00,2024-10-23 00:00:00+00:00,1.57,1.1743567695680257,1.1743567695680257,0.1978216152159872,-1.00693644313482,stop,2
API3/USDT,LONG,2024-06-04 00:00:00+00:00,2024-06-12 00:00:00+00:00,3.262,2.745115987184609,2.745115987184609,0.25844200640769566,-1.011621787167423,stop,8
API3/USDT,LONG,2024-11-19 00:00:00+00:00,2024-12-20 00:00:00+00:00,1.82,1.4452917283479993,1.4452917283479993,0.1873541358260003,-1.0087142237718745,stop,31
API3/USDT,LONG,2025-08-19 00:00:00+00:00,2025-09-15 00:00:00+00:00,1.37,0.9464081326604286,0.9464081326604286,0.21179593366978577,-1.0054684905713815,stop,27
APT/USDT,LONG,2024-09-28 00:00:00+00:00,2025-01-08 00:00:00+00:00,8.07,9.02,6.886000771135226,0.5919996144323869,0.7879312564202273,ema_cross_below,102
APT/USDT,LONG,2025-10-07 00:00:00+00:00,2025-10-10 00:00:00+00:00,5.317,4.696883210052399,4.696883210052399,0.31005839497380033,-1.0161483826472413,stop,3
AR/USDT,LONG,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,28.0,22.615580410221693,22.615580410221693,2.6922097948891537,-1.0094003781774934,stop,6
ARB/USDT,LONG,2024-11-21 00:00:00+00:00,2025-01-24 00:00:00+00:00,0.7785,0.6994,0.6094684090469238,0.08451579547653808,-0.4767031981753554,ema_cross_below,64
ARB/USDT,LONG,2025-07-18 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.4524,0.3797909681239323,0.3797909681239323,0.03630451593803386,-1.0114612596618044,stop,14
ARDR/USDT,LONG,2024-09-26 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.0807,0.08343,0.06089630486038135,0.009901847569809321,0.12956521406284566,ema_cross_below,123
ARDR/USDT,LONG,2025-04-18 00:00:00+00:00,2025-06-21 00:00:00+00:00,0.12687,0.08312,0.07239033757996985,0.027239831210015077,-0.8069064316345237,ema_cross_below,64
ARDR/USDT,LONG,2025-07-21 00:00:00+00:00,2025-08-20 00:00:00+00:00,0.1015,0.08637152141625203,0.08637152141625203,0.007564239291873988,-1.0124184015184492,stop,30
ARK/USDT,LONG,2025-07-15 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.4559,0.34054098804239863,0.34054098804239863,0.05767950597880069,-1.0069040205401127,stop,87
ARKM/USDT,LONG,2024-10-13 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.79,1.44476107235571,1.44476107235571,0.17261946382214505,-1.009369630170119,stop,12
ARKM/USDT,LONG,2025-09-13 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.664,0.5498745945562962,0.5498745945562962,0.05706270272185192,-1.0106363222968346,stop,9
ARPA/USDT,LONG,2024-06-01 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.07593,0.0660141608391855,0.0660141608391855,0.00495791958040725,-1.0143148914113203,stop,6
ASR/USDT,LONG,2024-12-04 00:00:00+00:00,2024-12-10 00:00:00+00:00,2.343,2.0863150461571727,2.0863150461571727,0.12834247692141373,-1.0172558421514208,stop,6
ASR/USDT,LONG,2025-05-12 00:00:00+00:00,2025-09-10 00:00:00+00:00,1.758,2.508,1.1887324313498957,0.2846337843250522,1.3099885555896815,ema_cross_below,121
ASTR/USDT,LONG,2024-11-26 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.0785,0.06258948562867267,0.06258948562867267,0.007955257185663664,-1.0088676885194194,stop,22
ATM/USDT,LONG,2024-06-08 00:00:00+00:00,2024-06-11 00:00:00+00:00,3.271,2.863,2.374671752982288,0.448164123508856,-0.46203386022689547,ema_cross_below,3
ATM/USDT,LONG,2025-07-29 00:00:00+00:00,2025-10-10 00:00:00+00:00,1.502,0.939877580067508,0.939877580067508,0.281061209966246,-1.0043440316441403,stop,73
ATM/USDT,LONG,2026-02-15 00:00:00+00:00,2026-03-30 00:00:00+00:00,1.317,1.022,0.8489388667562805,0.23403056662185975,-0.6352567621656706,ema_cross_below,43
ATM/USDT,LONG,2026-04-18 00:00:00+00:00,2026-04-21 00:00:00+00:00,1.154,1.091,0.9973840399484204,0.07830798002578973,-0.41659228075166904,ema_cross_below,3
ATM/USDT,LONG,2026-04-26 00:00:00+00:00,2026-04-30 00:00:00+00:00,1.159,1.0571756952609002,1.0571756952609002,0.0509121523695499,-1.021764702454284,stop,4
ATOM/USDT,LONG,2024-11-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,6.26,6.098,4.973647356857397,0.6431763215713013,-0.13554447991340576,ema_cross_below,68
ATOM/USDT,LONG,2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,5.186,4.643764034358932,4.643764034358932,0.27111798282053406,-1.0181282036921637,stop,2
AUCTION/USDT,LONG,2024-11-29 00:00:00+00:00,2025-01-13 00:00:00+00:00,16.4,13.759995019648397,13.759995019648397,1.3200024901758007,-1.0114242189859923,stop,45
AUCTION/USDT,LONG,2025-03-11 00:00:00+00:00,2025-03-23 00:00:00+00:00,26.06,19.529197983209603,19.529197983209603,3.2654010083951976,-1.0069806430919206,stop,12
AUDIO/USDT,LONG,2024-11-22 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.1499,0.1386,0.12106128366624322,0.014419358166878397,-0.4018382741410443,ema_cross_below,58
AVA/USDT,LONG,2024-06-04 00:00:00+00:00,2024-06-17 00:00:00+00:00,0.7673,0.6878214260670432,0.6878214260670432,0.0397392869664784,-1.0183083484524316,stop,13
AVA/USDT,LONG,2024-11-30 00:00:00+00:00,2025-02-03 00:00:00+00:00,0.6342,0.5478055571878766,0.5478055571878766,0.043197221406061685,-1.0136814998594097,stop,65
AVAX/USDT,LONG,2024-10-14 00:00:00+00:00,2024-10-23 00:00:00+00:00,29.07,26.053441546328674,26.053441546328674,1.5082792268356628,-1.0182736195545081,stop,9
AVAX/USDT,LONG,2024-11-10 00:00:00+00:00,2025-01-31 00:00:00+00:00,31.89,34.42,27.969967731247614,1.9600161343761942,0.62848717334261,ema_cross_below,82
AVAX/USDT,LONG,2025-07-22 00:00:00+00:00,2025-07-24 00:00:00+00:00,25.88,22.77435193062821,22.77435193062821,1.5528240346858948,-1.015666408699189,stop,2
AWE/USDT,LONG,2026-02-09 00:00:00+00:00,2026-02-19 00:00:00+00:00,0.08122,0.06641088845896673,0.06641088845896673,0.007404555770516637,-1.00996892271693,stop,10
AXS/USDT,LONG,2024-11-18 00:00:00+00:00,2025-01-25 00:00:00+00:00,5.945,5.713,4.759993413269665,0.5925032933651674,-0.20561742249239312,ema_cross_below,68
AXS/USDT,LONG,2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,2.678,1.9354393391647335,1.9354393391647335,0.3712803304176332,-1.006212878735018,stop,4
BCH/USDT,LONG,2024-11-07 00:00:00+00:00,2025-01-30 00:00:00+00:00,377.5,434.7,333.55792401362675,21.97103799318663,1.2832302237492437,ema_cross_below,84
BCH/USDT,LONG,2025-05-08 00:00:00+00:00,2025-10-20 00:00:00+00:00,421.8,478.7,369.683613977956,26.058193011022006,1.0745085044138236,ema_cross_below,165
BCH/USDT,LONG,2025-12-04 00:00:00+00:00,2026-01-31 00:00:00+00:00,574.9,496.9653726900574,496.9653726900574,38.967313654971306,-1.0137533906260592,stop,58
BNB/USDT,LONG,2024-07-19 00:00:00+00:00,2024-08-02 00:00:00+00:00,593.4,540.6904492095986,540.6904492095986,26.354775395200726,-1.0215158435654141,stop,14
BNB/USDT,LONG,2024-09-23 00:00:00+00:00,2024-10-01 00:00:00+00:00,604.5,558.9699434941083,558.9699434941083,22.765028252945882,-1.025553887536763,stop,8
BNB/USDT,LONG,2025-05-13 00:00:00+00:00,2025-06-22 00:00:00+00:00,664.13,614.6469922845615,614.6469922845615,24.741503857719263,-1.0258427498918055,stop,40
BTC/USDT,LONG,2024-07-23 00:00:00+00:00,2024-08-03 00:00:00+00:00,65936.01,61018.61066959191,61018.61066959191,2458.699665204042,-1.0258174315607287,stop,11
BTC/USDT,LONG,2024-09-28 00:00:00+00:00,2024-10-01 00:00:00+00:00,65858.0,61996.83935060217,61996.83935060217,1930.5803246989171,-1.0331130587302886,stop,3
BTC/USDT,LONG,2025-04-30 00:00:00+00:00,2025-10-24 00:00:00+00:00,94172.0,111004.89,89082.25691715408,2544.871541422962,3.2669061756851283,ema_cross_below,177
BTC/USDT,LONG,2025-10-26 00:00:00+00:00,2025-10-29 00:00:00+00:00,114559.4,110021.29,107136.73335469702,3711.3333226514906,-0.6416414635855687,ema_cross_below,3
DOGE/USDT,LONG,2024-10-18 00:00:00+00:00,2025-02-10 00:00:00+00:00,0.13716,0.25542,0.12062057341512032,0.00826971329243984,7.126451415658764,ema_cross_below,115
DOGE/USDT,LONG,2025-05-23 00:00:00+00:00,2025-05-31 00:00:00+00:00,0.22521,0.18582286846176144,0.18582286846176144,0.019693565769119282,-1.0104357147222736,stop,8
DOGE/USDT,LONG,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.27375,0.2319177232027545,0.2319177232027545,0.02091613839862274,-1.012087979950353,stop,3
DOT/USDT,LONG,2024-11-18 00:00:00+00:00,2025-01-29 00:00:00+00:00,6.008,5.768,4.898615579493652,0.5546922102531742,-0.22695108687850804,ema_cross_below,72
DOT/USDT,LONG,2025-09-13 00:00:00+00:00,2025-09-15 00:00:00+00:00,4.492,4.10644794346451,4.10644794346451,0.19277602826774468,-1.022301652390936,stop,2
ETH/USDT,LONG,2024-07-19 00:00:00+00:00,2024-07-25 00:00:00+00:00,3503.53,3203.217658312087,3203.217658312087,150.1561708439566,-1.022332574214619,stop,6
ETH/USDT,LONG,2024-11-11 00:00:00+00:00,2024-11-14 00:00:00+00:00,3371.59,3032.0443421367722,3032.0443421367722,169.77282893161401,-1.0188594205045496,stop,3
ETH/USDT,LONG,2025-05-20 00:00:00+00:00,2025-06-22 00:00:00+00:00,2524.19,2170.528195544088,2170.528195544088,176.83090222795602,-1.0132745977552384,stop,33
ICP/USDT,LONG,2024-11-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,9.146,8.807,7.472668321364907,0.8366658393175469,-0.21331873683952426,ema_cross_below,68
ICP/USDT,LONG,2025-11-08 00:00:00+00:00,2025-11-11 00:00:00+00:00,8.96,6.404489466096242,6.404489466096242,1.2777552669518792,-1.0060122974498655,stop,3
ICP/USDT,LONG,2026-05-10 00:00:00+00:00,2026-05-15 00:00:00+00:00,3.374,2.7219064872142553,2.7219064872142553,0.3260467563928724,-1.0093482090646357,stop,5
LINK/USDT,LONG,2024-05-30 00:00:00+00:00,2024-06-07 00:00:00+00:00,17.944,15.679070852378088,15.679070852378088,1.1324645738109556,-1.0148450872680403,stop,8
LINK/USDT,LONG,2024-11-10 00:00:00+00:00,2025-02-21 00:00:00+00:00,14.25,17.43,12.528744647834657,0.8606276760826717,1.8290836371485533,ema_cross_below,103
LINK/USDT,LONG,2025-07-18 00:00:00+00:00,2025-08-02 00:00:00+00:00,17.83,15.597461616254837,15.597461616254837,1.1162691918725811,-1.0149728496762391,stop,15
LTC/USDT,LONG,2024-10-20 00:00:00+00:00,2024-10-23 00:00:00+00:00,74.3,68.30409072404044,68.30409072404044,2.997954637979783,-1.0237835637866968,stop,3
LTC/USDT,LONG,2025-05-22 00:00:00+00:00,2025-05-30 00:00:00+00:00,100.26,88.49293477011113,88.49293477011113,5.883532614944436,-1.0160407825640898,stop,8
LTC/USDT,LONG,2025-07-17 00:00:00+00:00,2025-10-10 00:00:00+00:00,101.6,91.9041046451587,91.9041046451587,4.847947677420649,-1.0199573218937974,stop,85
NEAR/USDT,LONG,2024-11-16 00:00:00+00:00,2024-12-20 00:00:00+00:00,5.945,4.822352645634463,4.822352645634463,0.5613236771827688,-1.0095910372956958,stop,34
SOL/USDT,LONG,2024-07-19 00:00:00+00:00,2024-08-03 00:00:00+00:00,169.13,148.8557196461823,148.8557196461823,10.137140176908842,-1.0156841926863411,stop,15
SOL/USDT,LONG,2024-10-16 00:00:00+00:00,2025-02-18 00:00:00+00:00,154.28,169.32,140.1830115069326,7.048494246533709,1.0439392787500121,ema_cross_below,125
SOL/USDT,LONG,2025-05-15 00:00:00+00:00,2025-06-05 00:00:00+00:00,169.16,147.1373880795225,147.1373880795225,11.011305960238746,-1.0143623921277656,stop,21
SOL/USDT,LONG,2025-07-16 00:00:00+00:00,2025-08-02 00:00:00+00:00,173.63,157.23105733213035,157.23105733213035,8.199471333934829,-1.0201757554760127,stop,17
SUI/USDT,LONG,2024-09-15 00:00:00+00:00,2025-02-17 00:00:00+00:00,1.0787,3.2183,0.913539100023085,0.08258044998845745,12.928622938591754,ema_cross_below,155
SUI/USDT,LONG,2025-05-03 00:00:00+00:00,2025-06-18 00:00:00+00:00,3.3351,2.7726985407932525,2.7726985407932525,0.28120072960337383,-1.0108602110481861,stop,46
SUI/USDT,LONG,2025-07-15 00:00:00+00:00,2025-07-24 00:00:00+00:00,4.1014,3.582584952473395,3.582584952473395,0.25940752376330256,-1.0148106439647526,stop,9
SUI/USDT,LONG,2025-10-03 00:00:00+00:00,2025-10-10 00:00:00+00:00,3.5792,3.2031260954626743,3.2031260954626743,0.18803695226866282,-1.0180345565423008,stop,7
TRX/USDT,LONG,2024-05-09 00:00:00+00:00,2024-05-23 00:00:00+00:00,0.1262,0.1198259060764485,0.1198259060764485,0.0031870469617757574,-1.0385977848816137,stop,14
TRX/USDT,LONG,2024-06-29 00:00:00+00:00,2024-08-05 00:00:00+00:00,0.12553,0.12055555322507566,0.12055555322507566,0.002487223387462168,-1.0494699339161797,stop,37
TRX/USDT,LONG,2025-03-22 00:00:00+00:00,2025-03-24 00:00:00+00:00,0.237,0.2282,0.21791196250950473,0.009544018745247634,-0.48539301144046537,ema_cross_below,2
TRX/USDT,LONG,2025-03-31 00:00:00+00:00,2025-04-07 00:00:00+00:00,0.2388,0.22533666825467025,0.22533666825467025,0.006731665872664882,-1.034474131443404,stop,7
TRX/USDT,LONG,2026-01-17 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.3188,0.3052498347850528,0.3052498347850528,0.006775082607473582,-1.0460547768153114,stop,3
TRX/USDT,LONG,2026-03-19 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.3036,0.3757,0.29130825529007476,0.0061458723549626185,5.810460734864584,end_of_data,68
UNI/USDT,LONG,2024-05-28 00:00:00+00:00,2024-06-02 00:00:00+00:00,11.107,9.421184966065208,9.421184966065208,0.8429075169673956,-1.0121770090744475,stop,5
UNI/USDT,LONG,2024-10-16 00:00:00+00:00,2025-02-05 00:00:00+00:00,7.571,9.274,6.475992014258848,0.5475039928705758,1.5398563498682918,ema_cross_below,112
UNI/USDT,LONG,2025-06-19 00:00:00+00:00,2025-06-21 00:00:00+00:00,7.679,6.299682632250336,6.299682632250336,0.6896586838748322,-1.0101344933074072,stop,2
XRP/USDT,LONG,2024-07-22 00:00:00+00:00,2024-08-04 00:00:00+00:00,0.608,0.5254845660967679,0.5254845660967679,0.04125771695161605,-1.0137366370444836,stop,13
XRP/USDT,LONG,2024-11-12 00:00:00+00:00,2025-04-03 00:00:00+00:00,0.704,2.0648,0.6111362401457923,0.046431879927103875,14.62390928530196,ema_cross_below,142
XRP/USDT,LONG,2025-05-12 00:00:00+00:00,2025-05-28 00:00:00+00:00,2.5439,2.2578607865636124,2.2578607865636124,0.14301960671819358,-1.0167870717055767,stop,16
XRP/USDT,LONG,2025-06-09 00:00:00+00:00,2025-06-12 00:00:00+00:00,2.3211,2.1899,2.1171925266014444,0.10195373669927785,-0.6655518688848631,ema_cross_below,3
XRP/USDT,LONG,2025-07-10 00:00:00+00:00,2025-10-10 00:00:00+00:00,2.5471,2.3358684842532,2.3358684842532,0.10561575787340001,-1.0231166664074234,stop,92
