symbol,side,entry_time,exit_time,entry_price,exit_price,initial_stop,entry_atr,net_r,exit_reason,bars_held
1000CHEEMS/USDT,LONG,2025-10-10 00:00:00+00:00,2025-10-27 00:00:00+00:00,0.001594,0.0010215702670066866,0.0010215702670066866,0.0002862148664966566,-1.0045692425048038,stop,17
1000SATS/USDT,LONG,2024-08-23 00:00:00+00:00,2024-08-28 00:00:00+00:00,0.0003899,0.0003079899891074441,0.0003079899891074441,4.0955005446277954e-05,-1.008520203837146,stop,5
1000SATS/USDT,LONG,2024-12-08 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.0003113,0.00024412292142288888,0.00024412292142288888,3.3588539288555555e-05,-1.0082680422130188,stop,1
1INCH/USDT,LONG,2024-11-22 00:00:00+00:00,2025-01-25 00:00:00+00:00,0.3558,0.3124,0.2976140096122707,0.02909299519386467,-0.7573678768092834,ema_cross_below,64
1INCH/USDT,LONG,2025-07-13 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.3181,0.24474486977461987,0.24474486977461987,0.03667756511269006,-1.0076728767033105,stop,19
AAVE/USDT,LONG,2024-07-29 00:00:00+00:00,2024-08-05 00:00:00+00:00,104.96,91.77883190237709,91.77883190237709,6.590584048811449,-1.014925750923232,stop,7
AAVE/USDT,LONG,2025-05-18 00:00:00+00:00,2025-10-10 00:00:00+00:00,232.12,194.60935249545958,194.60935249545958,18.755323752270208,-1.011376219310632,stop,145
ACH/USDT,LONG,2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.03218,0.027485578966701292,0.027485578966701292,0.0023472105166493533,-1.012709890856291,stop,17
ACH/USDT,LONG,2024-11-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.02266,0.02035,0.01823440338765875,0.0022127983061706255,-0.5316819868847457,ema_cross_below,65
ACH/USDT,LONG,2025-01-28 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0309,0.02332,0.019343682615879466,0.005778158692060268,-0.6606101014922048,ema_cross_below,43
ACH/USDT,LONG,2025-05-09 00:00:00+00:00,2025-05-17 00:00:00+00:00,0.02925,0.025060591193411946,0.025060591193411946,0.002094704403294027,-1.012963784080466,stop,8
ADA/USDT,LONG,2024-11-10 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.5901,0.7541,0.4866913178292097,0.051704341085395136,1.5729414260531531,ema_cross_below,100
ADA/USDT,LONG,2025-05-18 00:00:00+00:00,2025-06-01 00:00:00+00:00,0.7596,0.6855,0.6475219954969448,0.05603900225152763,-0.6740403733539052,ema_cross_below,14
ADA/USDT,LONG,2025-07-20 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.858,0.7456050952945651,0.7456050952945651,0.05619745235271743,-1.0142675960222327,stop,10
ADX/USDT,LONG,2024-10-21 00:00:00+00:00,2025-01-25 00:00:00+00:00,0.1751,0.1716,0.14522743596691504,0.014936282016542481,-0.1287703323939525,ema_cross_below,96
ADX/USDT,LONG,2025-07-27 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.1336,0.11458940532917866,0.11458940532917866,0.009505297335410666,-1.0130553204477137,stop,57
ADX/USDT,LONG,2025-11-03 00:00:00+00:00,2025-12-01 00:00:00+00:00,0.1239,0.1033,0.09444835078430772,0.014725824607846142,-0.7071658312738198,ema_cross_below,28
AGLD/USDT,LONG,2024-06-04 00:00:00+00:00,2024-06-14 00:00:00+00:00,1.576,1.332040800998334,1.332040800998334,0.12197959950083306,-1.0119201932655064,stop,10
AGLD/USDT,LONG,2024-10-12 00:00:00+00:00,2025-02-03 00:00:00+00:00,1.015,0.9047559020522037,0.9047559020522037,0.055122048973898115,-1.017413684158958,stop,114
AI/USDT,LONG,2024-11-27 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.633,0.486812933001627,0.486812933001627,0.07309353349918651,-1.0076601368095988,stop,22
ALCX/USDT,LONG,2024-11-13 00:00:00+00:00,2025-01-20 00:00:00+00:00,18.29,16.63,15.525665442841229,1.382167278579385,-0.6131385203034411,ema_cross_below,68
ALCX/USDT,LONG,2025-11-12 00:00:00+00:00,2025-12-18 00:00:00+00:00,13.16,7.44,6.909395427825986,3.125302286087007,-0.9184071610537616,ema_cross_below,36
ALGO/USDT,LONG,2024-11-15 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.1856,0.2575,0.15252082090784125,0.016539589546079366,2.1601775485697754,ema_cross_below,95
ALGO/USDT,LONG,2025-07-16 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.2845,0.23781897824291295,0.23781897824291295,0.02334051087854351,-1.0111891076626567,stop,16
ALICE/USDT,LONG,2024-06-04 00:00:00+00:00,2024-06-07 00:00:00+00:00,2.175,1.622878389724055,1.622878389724055,0.2760608051379724,-1.0068786990384704,stop,3
ALICE/USDT,LONG,2024-11-15 00:00:00+00:00,2025-01-09 00:00:00+00:00,1.153,1.1,0.936248108194723,0.1083759459026385,-0.2549135767158034,ema_cross_below,55
ALPINE/USDT,LONG,2024-10-13 00:00:00+00:00,2024-12-31 00:00:00+00:00,1.589,1.369,1.0854504639231646,0.2517747680384177,-0.4427727244812299,ema_cross_below,79
ALT/USDT,LONG,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.1317233955105695,0.1317233955105695,0.016463302244715254,-1.009001031236175,stop,8
