trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
191,81.65352072572759,0.427505344113757,0.2931937172774869,1.6599281070127212,-29.43208702580643,2.776454707541427,2.1279804734208274,0,,51
179,57.994823442140955,0.32399342705106676,0.2849162011173184,1.4942436303822753,-29.432087025806442,2.662391183193148,1.6281366356772542,1,2021-04,50
168,39.85105944326989,0.23720868716232077,0.27976190476190477,1.3611642003448094,-29.432087025806435,2.3491649775760433,1.3087952592371626,2,"2021-04,2021-09",49
163,22.969586174914177,0.1409177065945655,0.25766871165644173,1.2081699292066141,-29.432087025806435,2.311599376264192,0.7782995872094507,3,"2021-04,2021-09,2021-02",48
