symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,btc_slope,month,year
FET/USDT,2023-12-12 00:00:00+00:00,2024-01-03 00:00:00+00:00,0.6031,0.6581,0.5091284773857245,0.09397152261427541,midline_exit,23,0.5852836952079447,-0.40118536926071763,2.0442363245353836,-0.009431638993293672,2024-01,2024
SC/USDT,2024-01-07 00:00:00+00:00,2024-01-10 00:00:00+00:00,0.009217,0.007915847870535925,0.007915847870535925,0.0013011521294640747,initial_stop,4,-1.0,-1.165889803081542,0.9245652162868141,-0.0011142153009004536,2024-01,2024
TRX/USDT,2024-01-13 00:00:00+00:00,2024-01-15 00:00:00+00:00,0.11424,0.10851173931677915,0.10851173931677915,0.005728260683220839,initial_stop,3,-1.0000000000000002,-1.1207590497418163,0.6005313288336238,-0.009133334812542063,2024-01,2024
SC/USDT,2024-01-16 00:00:00+00:00,2024-01-25 00:00:00+00:00,0.010814,0.008823768183564586,0.008823768183564586,0.001990231816435414,initial_stop,10,-1.0000000000000002,-1.6098627172680293,1.414910553004609,-0.01544172351890191,2024-01,2024
DUSK/USDT,2024-01-24 00:00:00+00:00,2024-02-17 00:00:00+00:00,0.2371,0.2972,0.19968359323004775,0.03741640676995227,midline_exit,25,1.606247237194997,-0.27795293289231204,3.2445659666467983,-0.008227703591400997,2024-02,2024
SC/USDT,2024-02-23 00:00:00+00:00,2024-02-24 00:00:00+00:00,0.020525,0.017760676281613107,0.017760676281613107,0.002764323718386894,initial_stop,2,-1.0,-3.491631582726632,0.9336822539388144,-0.003002089779175278,2024-02,2024
DEXE/USDT,2024-02-22 00:00:00+00:00,2024-02-29 00:00:00+00:00,3.779,6.267739853117929,3.4042637967906737,0.3747362032093261,chandelier_stop,8,6.641311492734875,-0.09339903564227778,10.943698433399558,-0.001363425191303149,2024-02,2024
TRX/USDT,2024-02-04 00:00:00+00:00,2024-03-01 00:00:00+00:00,0.11843,0.13553934019208788,0.11260162490266225,0.005828375097337746,chandelier_stop,27,2.9355248943917496,-0.09093443561003467,4.424903951665741,-0.0011633959418955405,2024-03,2024
IOST/USDT,2024-02-24 00:00:00+00:00,2024-03-15 00:00:00+00:00,0.00977,0.011510093616658857,0.00889555099963152,0.0008744490003684784,chandelier_stop,21,1.9899315064979328,-0.7204536796708865,5.523478210810143,-0.0032822062638344163,2024-03,2024
ETH/USDT,2024-02-25 00:00:00+00:00,2024-03-16 00:00:00+00:00,3112.59,3514.5383065208307,2898.3885742595176,214.20142574048265,chandelier_stop,21,1.8764968773261763,-0.35480622847057225,4.5813420550661395,-0.001814736649499351,2024-03,2024
NEAR/USDT,2024-02-24 00:00:00+00:00,2024-03-16 00:00:00+00:00,3.864,6.614663766267736,3.3823562507095604,0.4816437492904394,chandelier_stop,22,5.710992347186132,-0.7266781734749435,10.68424537343445,-0.0032822062638344163,2024-03,2024
CELR/USDT,2024-02-25 00:00:00+00:00,2024-03-16 00:00:00+00:00,0.02566,0.030434810507067957,0.02265166052476195,0.003008339475238048,chandelier_stop,21,1.5871913879300905,-0.27257562078665065,4.633785553373075,-0.001814736649499351,2024-03,2024
SOL/USDT,2024-03-17 00:00:00+00:00,2024-03-19 00:00:00+00:00,201.86,175.19866987769075,175.19866987769075,26.661330122309277,initial_stop,3,-0.9999999999999996,-1.3450191657914925,0.31206245006651434,-0.013842615742877668,2024-03,2024
DEXE/USDT,2024-03-22 00:00:00+00:00,2024-04-13 00:00:00+00:00,13.505,10.9254984325417,10.9254984325417,2.5795015674583013,initial_stop,23,-1.0,-1.209923668732352,1.87167942090349,-0.005461273439249142,2024-04,2024
TRX/USDT,2024-05-09 00:00:00+00:00,2024-05-19 00:00:00+00:00,0.1262,0.12117,0.11985523394480443,0.006344766055195566,midline_exit,11,-0.7927794273645549,-0.8936499708065659,0.23168702946836847,-0.0037175779054374985,2024-05,2024
VTHO/USDT,2024-05-26 00:00:00+00:00,2024-06-01 00:00:00+00:00,0.003608,0.0031519451183518316,0.0031519451183518316,0.00045605488164816854,initial_stop,7,-1.0,-1.0744320907807297,0.19734466973523565,-0.005699157881825738,2024-06,2024
DUSK/USDT,2024-05-30 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.4457,0.3762971011138607,0.3762971011138607,0.06940289888613929,initial_stop,9,-0.9999999999999996,-1.162775637547856,0.8457859965806582,-0.0020756307829696203,2024-06,2024
TRX/USDT,2024-06-21 00:00:00+00:00,2024-07-22 00:00:00+00:00,0.11835,0.13340870099843002,0.11384646132112033,0.0045035386788796665,chandelier_stop,32,3.343748565778087,-0.5640009292940878,5.149284074933029,-0.006220372084837794,2024-07,2024
ZEC/USDT,2024-08-08 00:00:00+00:00,2024-08-26 00:00:00+00:00,35.84,36.74,30.00022400211429,5.839775997885714,midline_exit,19,0.15411550037635738,-0.09075690577718858,1.6353366984380167,-0.007879004065693964,2024-08,2024
TRX/USDT,2024-08-19 00:00:00+00:00,2024-09-03 00:00:00+00:00,0.1432,0.15380251981436316,0.13700909389972546,0.0061909061002745356,chandelier_stop,16,1.7125958046582221,-0.17767996835733146,4.328930138160483,-0.0011722970945232578,2024-09,2024
TRX/USDT,2024-10-03 00:00:00+00:00,2024-10-19 00:00:00+00:00,0.1577,0.1567,0.15237272057478551,0.0053272794252144885,midline_exit,17,-0.1877130745699037,-0.8634801430215548,1.1825923697903922,-0.01709863736203467,2024-10,2024
SOL/USDT,2024-10-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,177.19,161.30569689000112,161.30569689000112,15.884303109998877,initial_stop,2,-1.0000000000000004,-1.137601056518826,0.025811645443979795,-0.0030092926854071405,2024-10,2024
TRX/USDT,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.1646,0.1602,0.15960718953468953,0.004992810465310483,midline_exit,13,-0.8812671801925428,-0.9613823783918675,1.1816991734400073,-0.0030092926854071405,2024-11,2024
ZEC/USDT,2024-10-10 00:00:00+00:00,2024-11-26 00:00:00+00:00,33.85,44.431385639652625,30.067773045096274,3.782226954903728,chandelier_stop,48,2.7976601525547427,-0.20622770904551788,6.252929896059603,-0.005113061666870995,2024-11,2024
HBAR/USDT,2024-11-29 00:00:00+00:00,2024-12-04 00:00:00+00:00,0.17779,0.2942161199858735,0.14482722064116915,0.032962779358830865,chandelier_stop,6,3.53204803267545,-0.4283619365433512,6.504609264466003,-0.0008194729383997918,2024-12,2024
SC/USDT,2024-11-26 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.007161,0.006695,0.006146500687092196,0.0010144993129078044,midline_exit,14,-0.45933988724381575,-0.8427802652220234,1.2124207324246647,-0.006994643828607198,2024-12,2024
ICX/USDT,2024-11-26 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.2131,0.18696356059634112,0.18696356059634112,0.026136439403658906,initial_stop,14,-0.9999999999999996,-1.8020817324262752,3.129730057589581,-0.006994643828607198,2024-12,2024
MTL/USDT,2024-11-29 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.548,1.3102503014073155,1.3102503014073155,0.23774969859268463,initial_stop,11,-0.9999999999999998,-1.4216632113551713,1.1524725441163222,-0.0008194729383997918,2024-12,2024
IOST/USDT,2024-11-27 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.007983,0.006810835465864028,0.006810835465864028,0.0011721645341359725,initial_stop,13,-0.9999999999999998,-1.1286811377339718,3.5651991493501627,-0.009642135029607224,2024-12,2024
ETC/USDT,2024-11-27 00:00:00+00:00,2024-12-10 00:00:00+00:00,32.9,27.969279969881434,27.969279969881434,4.930720030118564,initial_stop,14,-1.0000000000000002,-1.0039101733141746,1.433867661683074,-0.009642135029607224,2024-12,2024
ZRX/USDT,2024-11-26 00:00:00+00:00,2024-12-10 00:00:00+00:00,0.6015,0.5129993047871688,0.5129993047871688,0.08850069521283122,initial_stop,15,-1.0,-1.0474493988670945,3.5084470156227923,-0.006994643828607198,2024-12,2024
FET/USDT,2024-11-28 00:00:00+00:00,2024-12-18 00:00:00+00:00,1.677,1.432,1.3996665945935802,0.2773334054064199,midline_exit,21,-0.8834132319579873,-0.9230766831887536,1.867787976139743,-0.00714712455387428,2024-12,2024
DUSK/USDT,2024-11-27 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.2337,0.2139,0.1958870917278166,0.037812908272183386,midline_exit,22,-0.52363070984851,-0.6347038907254671,2.771540322834541,-0.009642135029607224,2024-12,2024
ETH/USDT,2024-11-27 00:00:00+00:00,2024-12-19 00:00:00+00:00,3653.28,3417.01,3298.428591537295,354.85140846270536,midline_exit,23,-0.6658279898720814,-0.9200470738284046,1.2808741607341534,-0.009642135029607224,2024-12,2024
MTL/USDT,2025-01-09 00:00:00+00:00,2025-01-10 00:00:00+00:00,1.466,1.2590894561092414,1.2590894561092414,0.20691054389075852,initial_stop,2,-1.0000000000000002,-1.1019254780963503,0.004833006482879271,-0.009168943883110646,2025-01,2025
DEXE/USDT,2024-12-23 00:00:00+00:00,2025-01-13 00:00:00+00:00,13.007,13.646,9.963230829023795,3.043769170976205,midline_exit,22,0.20993707607435275,-0.6465667695059867,2.9088933827266295,-0.015739434386032293,2025-01,2025
IOST/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.008273,0.007004552992955618,0.007004552992955618,0.0012684470070443827,initial_stop,5,-1.0000000000000004,-1.6208796966541792,0.005518559278490535,-0.009168943883110646,2025-01,2025
ARDR/USDT,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.11224,0.09775895337720926,0.09775895337720926,0.014481046622790752,initial_stop,5,-0.9999999999999997,-1.3983795872965343,1.0883191257181912,-0.009168943883110646,2025-01,2025
DEXE/USDT,2025-01-27 00:00:00+00:00,2025-01-29 00:00:00+00:00,21.407,17.50152221416032,17.50152221416032,3.90547778583968,initial_stop,3,-0.9999999999999998,-2.0212635771791456,0.1213679928531689,-0.004645720753422415,2025-01,2025
DEXE/USDT,2025-02-03 00:00:00+00:00,2025-02-09 00:00:00+00:00,23.976,19.02602430092938,19.02602430092938,4.94997569907062,initial_stop,7,-1.0,-1.0674799880314751,0.024646585643421627,-0.005708888531781359,2025-02,2025
HBAR/USDT,2025-03-01 00:00:00+00:00,2025-03-09 00:00:00+00:00,0.25265,0.20798127360686755,0.20798127360686755,0.04466872639313244,initial_stop,9,-0.9999999999999999,-1.2176304182328812,0.7871278820567776,-0.01948255111040852,2025-03,2025
ZEC/USDT,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,40.64,35.34732065674171,35.34732065674171,5.292679343258295,initial_stop,7,-0.9999999999999994,-3.7655785864651747,0.13225815406551095,-0.006992142908687079,2025-04,2025
TRX/USDT,2025-06-07 00:00:00+00:00,2025-06-12 00:00:00+00:00,0.2869,0.27073979332621706,0.27073979332621706,0.01616020667378295,initial_stop,6,-0.9999999999999987,-1.0148385061563627,0.47647905471975555,-0.0024947854250254517,2025-06,2025
FET/USDT,2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.842,0.7272087633466812,0.7272087633466812,0.11479123665331879,initial_stop,3,-1.0000000000000002,-1.0627988996098405,0.12196052946342442,-0.001574162928895228,2025-07,2025
ZRX/USDT,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.2986,0.27009891347462855,0.27009891347462855,0.028501086525371425,initial_stop,4,-0.9999999999999999,-1.2210060823127333,0.41752794194027454,-0.0024916042991465293,2025-07,2025
ZEC/USDT,2025-07-08 00:00:00+00:00,2025-07-23 00:00:00+00:00,43.7,41.33,38.35099224596463,5.349007754035371,midline_exit,16,-0.4430728293882246,-0.9160577485241768,0.6449794351853883,-0.0003935184871608603,2025-07,2025
IOST/USDT,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.004489,0.004016478475974942,0.004016478475974942,0.00047252152402505745,initial_stop,4,-1.0000000000000007,-1.2824812610395797,0.311096939559107,-0.0024916042991465293,2025-07,2025
MTL/USDT,2025-07-20 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.853,0.7695841122275132,0.7695841122275132,0.08341588777248672,initial_stop,5,-1.0000000000000004,-1.150859896880027,0.2877149742200071,-0.0024916042991465293,2025-07,2025
SOL/USDT,2025-07-21 00:00:00+00:00,2025-07-24 00:00:00+00:00,195.72,179.4016652416694,179.4016652416694,16.318334758330597,initial_stop,4,-0.9999999999999998,-1.0117453921927633,0.6483504693761026,-0.001574162928895228,2025-07,2025
ICX/USDT,2025-07-20 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.1478,0.13345179472669425,0.13345179472669425,0.014348205273305732,initial_stop,11,-1.0000000000000007,-1.184817172334983,0.8293720206344901,-0.0024916042991465293,2025-07,2025
JST/USDT,2025-07-29 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.03969,0.03759725067345091,0.03759725067345091,0.0020927493265490943,initial_stop,2,-0.9999999999999986,-1.9687021028905602,0.0,-0.00035454831645672746,2025-07,2025
TRX/USDT,2025-07-29 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.3385,0.32230826455420614,0.32230826455420614,0.016191735445793904,initial_stop,2,-0.9999999999999989,-1.1240302227595886,0.11116782422896805,-0.00035454831645672746,2025-07,2025
ETH/USDT,2025-07-20 00:00:00+00:00,2025-08-01 00:00:00+00:00,3756.69,3454.2202518416016,3454.2202518416016,302.4697481583986,initial_stop,13,-0.9999999999999997,-1.07428925364739,0.6093501949275262,-0.0024916042991465293,2025-08,2025
ETH/USDT,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,4832.07,4384.895222371878,4384.895222371878,447.1747776281222,initial_stop,4,-0.9999999999999991,-1.1135243419611975,0.27888424445913385,-0.004061064441650157,2025-08,2025
ETC/USDT,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,24.5,21.877295335225547,21.877295335225547,2.622704664774452,initial_stop,4,-1.0000000000000004,-1.3726288164853648,0.1372628816485362,-0.004061064441650157,2025-08,2025
AVAX/USDT,2025-08-23 00:00:00+00:00,2025-09-01 00:00:00+00:00,26.26,22.90547571586923,22.90547571586923,3.3545242841307714,initial_stop,10,-1.0000000000000002,-1.0701964558680324,0.09241250733122247,-0.001494073027216599,2025-09,2025
JST/USDT,2025-08-23 00:00:00+00:00,2025-09-06 00:00:00+00:00,0.03528,0.03351,0.03282386275626303,0.002456137243736973,midline_exit,15,-0.7206437687932188,-0.9201440211710014,1.6611449585741986,-0.001494073027216599,2025-09,2025
QTUM/USDT,2025-08-23 00:00:00+00:00,2025-09-14 00:00:00+00:00,2.564,2.51,2.238764525294487,0.325235474705513,midline_exit,23,-0.16603354861241687,-0.3997103948076679,2.8440931938237926,-0.001494073027216599,2025-09,2025
SOL/USDT,2025-08-28 00:00:00+00:00,2025-09-22 00:00:00+00:00,214.43,220.38,187.37690465643846,27.05309534356155,midline_exit,26,0.21993786383546116,-0.7481583805092007,1.4445666754100563,-0.007260467003661774,2025-09,2025
DEXE/USDT,2025-09-21 00:00:00+00:00,2025-09-23 00:00:00+00:00,11.376,10.127716283128553,10.127716283128553,1.2482837168714467,initial_stop,3,-0.9999999999999998,-1.2473125932478577,0.11535839012696969,-0.0010380327767744563,2025-09,2025
ZEC/USDT,2025-08-21 00:00:00+00:00,2025-10-03 00:00:00+00:00,42.56,125.28774008371589,37.012813622205954,5.54718637779405,chandelier_stop,44,14.913459626105844,-0.6976509777086285,21.1422497844103,-0.007838612545554008,2025-10,2025
ZEC/USDT,2025-10-09 00:00:00+00:00,2025-10-10 00:00:00+00:00,212.57,168.8081871026086,168.8081871026086,43.7618128973914,initial_stop,2,-0.9999999999999999,-1.4857702571064135,1.4037352644424332,-0.0005955596072743753,2025-10,2025
JST/USDT,2025-10-31 00:00:00+00:00,2025-11-04 00:00:00+00:00,0.03528,0.033574178314704425,0.033574178314704425,0.001705821685295573,initial_stop,5,-1.0000000000000002,-1.2134914322192591,0.5041558607287753,-0.007274924593113428,2025-11,2025
ZEC/USDT,2025-10-10 00:00:00+00:00,2025-11-08 00:00:00+00:00,225.28,535.9940846252707,176.83117373813656,48.44882626186344,chandelier_stop,30,6.41324276765503,-0.7896992136240131,10.830396533528287,-0.01021774413556404,2025-11,2025
DUSK/USDT,2025-11-07 00:00:00+00:00,2025-11-09 00:00:00+00:00,0.0875,0.0726893539422197,0.0726893539422197,0.014810646057780288,initial_stop,3,-1.0000000000000002,-1.2963647855127767,0.16204559818909708,-0.013906872759948716,2025-11,2025
NEAR/USDT,2025-11-07 00:00:00+00:00,2025-11-14 00:00:00+00:00,2.768,2.369770822632518,2.369770822632518,0.3982291773674816,initial_stop,8,-1.0000000000000004,-1.160135987659365,1.0471357291211165,-0.013906872759948716,2025-11,2025
JST/USDT,2025-11-18 00:00:00+00:00,2025-11-21 00:00:00+00:00,0.0378,0.03607615366093933,0.03607615366093933,0.001723846339060672,initial_stop,4,-0.9999999999999987,-1.0325746324756087,0.15662648919573832,-0.015273049713324629,2025-11,2025
JST/USDT,2025-11-25 00:00:00+00:00,2025-12-09 00:00:00+00:00,0.03848,0.0379,0.036756431320868185,0.0017235686791318137,midline_exit,15,-0.3365111045601917,-0.3945302605188473,3.782848968504241,-0.0029486869172475417,2025-12,2025
ZEC/USDT,2025-12-27 00:00:00+00:00,2026-01-07 00:00:00+00:00,516.1,469.52,424.27306590875435,91.82693409124568,midline_exit,12,-0.5072585778995397,-0.5314344912300885,0.47807324108608334,-0.002071322340233091,2026-01,2026
JST/USDT,2026-01-09 00:00:00+00:00,2026-01-10 00:00:00+00:00,0.04467,0.04186730452127014,0.04186730452127014,0.0028026954787298618,initial_stop,2,-1.0000000000000002,-1.3308616752364344,0.017839968836950014,-0.0012828925609287094,2026-01,2026
DUSK/USDT,2026-01-12 00:00:00+00:00,2026-01-13 00:00:00+00:00,0.0756,0.06669744002078133,0.06669744002078133,0.008902559979218669,initial_stop,2,-1.0,-1.1906687542396435,0.5167053084436182,-0.0033480719884819423,2026-01,2026
TRX/USDT,2026-01-10 00:00:00+00:00,2026-01-20 00:00:00+00:00,0.3024,0.297,0.2932746749707868,0.009125325029213224,midline_exit,11,-0.5917597436488898,-0.6027182574201644,2.038283561457282,-0.004722194453372971,2026-01,2026
DUSK/USDT,2026-01-19 00:00:00+00:00,2026-01-22 00:00:00+00:00,0.2091,0.17720681046709613,0.17720681046709613,0.03189318953290388,initial_stop,4,-0.9999999999999998,-1.188341478386756,1.320031035358374,-0.005800026968301426,2026-01,2026
JST/USDT,2026-01-21 00:00:00+00:00,2026-01-27 00:00:00+00:00,0.04497,0.041585292133413145,0.041585292133413145,0.003384707866586858,initial_stop,7,-1.0000000000000002,-1.6013198815487533,0.65293670446914,-0.013615275133852835,2026-01,2026
JST/USDT,2026-02-23 00:00:00+00:00,2026-04-13 00:00:00+00:00,0.04533,0.0727050788525505,0.04143701550794788,0.003892984492052126,chandelier_stop,50,7.031900308988939,-0.5111759381684585,10.45213513772589,-0.00284361570408237,2026-04,2026
DEXE/USDT,2026-03-19 00:00:00+00:00,2026-04-21 00:00:00+00:00,6.134,12.609333845070658,5.228965415785626,0.9050345842143743,chandelier_stop,34,7.154791604667402,-0.1856282654058292,11.16973889873527,-0.0009539559486978355,2026-04,2026
DUSK/USDT,2026-03-23 00:00:00+00:00,2026-04-23 00:00:00+00:00,0.1076,0.136,0.08830527512450068,0.019294724875499318,midline_exit,32,1.4719048954184717,-0.30578305925947125,3.5398276182070982,-0.008444225015851355,2026-04,2026
ZEC/USDT,2026-05-20 00:00:00+00:00,2026-05-23 00:00:00+00:00,673.54,578.450995454134,578.450995454134,95.08900454586592,initial_stop,4,-1.0,-1.0817233863289186,0.13902764113618832,-0.007394817750026795,2026-05,2026
DEXE/USDT,2026-05-24 00:00:00+00:00,2026-05-28 00:00:00+00:00,15.207,17.144,13.020914053125793,2.186085946874208,end_of_data,5,0.8860584840086603,-0.07593480038484157,1.277625888402783,-0.0009279886614407157,2026-05,2026
JST/USDT,2026-04-29 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.08676,0.09387,0.07635832791525031,0.010401672084749694,end_of_data,30,0.683543947748963,-0.9479245182566509,1.0017620162509426,-0.004580339327561922,2026-05,2026
NEAR/USDT,2026-05-20 00:00:00+00:00,2026-05-28 00:00:00+00:00,1.703,2.3798499129564514,1.518694539063338,0.1843054609366622,chandelier_stop,9,3.6724354748720947,-0.037980426431345485,6.91786338570924,-0.007394817750026795,2026-05,2026
TRX/USDT,2026-03-20 00:00:00+00:00,2026-05-28 00:00:00+00:00,0.3097,0.36056401167370933,0.2984700339476497,0.01122996605235028,chandelier_stop,70,4.529311258520163,-0.5609990244522126,6.037418072676222,-0.0057268299418147175,2026-05,2026
