trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
191,81.65352072572759,0.427505344113757,0.2931937172774869,1.6599281070127212,-29.43208702580643,2.776454707541427,2.1279804734208274,0,,23
176,62.42135600596463,0.35466679548843544,0.2840909090909091,1.5391348367165953,-36.9172850446273,2.6120558459863608,1.801334666010806,1,ZEC/USDT,22
146,31.99432365713379,0.21913920313105337,0.2534246575342466,1.3136872160121598,-34.793477268302965,2.628301419753823,1.0074449780183155,3,"ZEC/USDT,TRX/USDT,NEAR/USDT",20
129,9.849281411813323,0.0763510186962273,0.24031007751937986,1.1082405822643584,-31.49591231273675,2.120491018737275,0.40895286370281864,5,"ZEC/USDT,TRX/USDT,NEAR/USDT,SOL/USDT,DEXE/USDT",18
