trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,split
95,40.7769673635928,0.42923123540624003,0.2736842105263158,1.6414328802597395,-21.769637378578757,2.9238104520556036,1.4308822840863635,first_half_by_trade
96,40.876553362134786,0.4257974308555707,0.3125,1.6794724440948658,-29.432087025806435,2.637937447030536,1.5815180766446377,second_half_by_trade
100,36.876553362134786,0.36876553362134784,0.3,1.5747659572838488,-29.432087025806435,2.5993086825629996,1.4187061971328987,last_100_trades
96,39.7769673635928,0.41434341003742503,0.2708333333333333,1.616012559485899,-21.769637378578757,2.9120370413651897,1.3941167896692257,first_half_by_time
95,41.876553362134786,0.4408058248645767,0.3157894736842105,1.707861451961031,-29.432087025806435,2.6478082673260857,1.6226415537586152,second_half_by_time
