block_size,mc_runs,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,2000,19.831162358117577,82.50659623748439,146.35666121413985,-9.804034903005594,1.1494837326982423,1.6669542643721864,0.987
3,2000,16.564503171965217,78.55415666049356,148.63738545024685,-11.645665308767732,1.1261993061885187,1.6328693438561874,0.986
5,2000,10.816602178705466,80.22857203483758,155.5630328600573,-11.389772474403399,1.0790422388769674,1.646054663338211,0.971
10,2000,10.47797319167318,81.85527941897787,152.4364939151242,-12.441173740029631,1.0785351901680489,1.6647241352759794,0.975
20,2000,1.957483603133389,80.94242544899885,162.56842581068705,-12.38697034003997,1.0148008038877783,1.6614080364492292,0.955
