extra_cost,avg_r,total_r,pf
0.0,0.2553645807590447,743.1109300088202,1.5794983146975798
0.05,0.2053645807590447,597.6109300088201,1.4405882085042214
0.1,0.15536458075904472,452.11093000882016,1.315649825728468
0.15,0.10536458075904474,306.6109300088202,1.203050841279654
0.2,0.05536458075904475,161.11093000882022,1.10136969180595
