trail,avg_r,pf,trades,total_r,beats_baseline,zone_pct,zone_pass
2.0,1.0086673708004736,2.8543970607690645,493,497.2730138046335,False,0.0,False
2.5,1.0150030790808993,2.8811554539671906,480,487.2014779588316,False,0.3333333333333333,False
3.0,1.1056562123760039,3.0845146101967815,460,508.60185769296174,True,0.6666666666666666,False
3.5,1.3034106662558613,3.4710769720763004,440,573.500693152579,True,1.0,True
4.0,1.294295143436742,3.4795792176160454,424,548.7811408171787,True,1.0,True
5.0,1.3631405145086877,3.5962987927914747,400,545.256205803475,True,1.0,True
