trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
400,545.256205803475,1.3631405145086877,0.4025,3.5962987927914747,-30.043965197252646,5.431698132357659,5.019205711702572,0,,54
381,368.889069690395,0.9682127813396194,0.38320209973753283,2.7906116190124473,-30.043965197252504,4.692544660951512,4.027401102389618,1,2021-04,53
366,285.97132505820883,0.7813424181918274,0.37158469945355194,2.409822829984042,-30.043965197252504,4.434930454304481,3.3705062058115978,2,"2021-04,2024-01",52
364,220.33359702402151,0.6053120797363228,0.36813186813186816,2.086232457865281,-30.043965197252504,2.9990616261217404,3.8507439588589416,3,"2021-04,2024-01,2025-12",51
