block_size,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,308.7660322554227,390.56575485760357,476.9189416513598,-7.822940140636122,2.1421021973026333,2.5236895979263494,1.0
3,297.0996578642274,395.32031715967446,497.60501161246685,-9.443049186057095,2.0825158192016944,2.54591460644183,1.0
5,280.93093332922535,393.7246133482463,505.2957177069267,-10.456625750082182,2.025698742384145,2.532528660641115,1.0
10,267.74880656919566,387.71094969237936,520.8719815959714,-11.761602920282828,1.972546176162415,2.5095233729077107,1.0
20,245.8286088371486,395.56200286520215,548.8591597600698,-12.002345206732063,1.8744877620732368,2.537929433759074,1.0
