trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
480,392.8116384888653,0.818357580185136,0.41041666666666665,2.532040209866367,-17.831600422428778,2.36929855884394,7.5673520350504,0,,55
456,328.43293876956,0.7202476727402631,0.3969298245614035,2.3222058560565326,-17.831600422428778,2.2961409008154297,6.698317825321804,1,2021-02,54
430,275.31470222340295,0.640266749356751,0.38372093023255816,2.154854525633396,-17.831600422428778,2.252433351822324,5.894449168842421,2,"2021-02,2024-03",53
407,236.15693620329006,0.5802381724896561,0.371007371007371,2.0203277924233407,-16.63073540240441,2.2403981338767838,5.224903803152646,3,"2021-02,2024-03,2024-12",52
