trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
366,410.36399863960025,1.1212131110371593,0.41530054644808745,3.239782866881921,-26.102969109874664,3.2585078853624894,6.582788988513242,0,,24
353,377.83251870487106,1.070347078484054,0.41359773371104813,3.1303695576932093,-25.102969109874664,3.191792828723892,6.300532934256465,1,VET/USDT,23
327,317.6965808920952,0.9715491770400465,0.40061162079510704,2.908639381127937,-23.070871259014552,3.0782514382089823,5.70735088423811,3,"VET/USDT,ZRX/USDT,IOST/USDT",21
285,265.81166725551157,0.9326725166860055,0.3824561403508772,2.757605523683986,-25.843670176142666,3.0672878348130768,5.133305097976594,5,"VET/USDT,ZRX/USDT,IOST/USDT,ZEC/USDT,TRX/USDT",19
