symbol,entry_ts,exit_ts,r,funding,year,month
HBARUSDT,1650556800000,1651060800000,2.542857880023452,0.0001,2022,2022-04
DASHUSDT,1650556800000,1651060800000,1.5947576323051942,0.0001,2022,2022-04
ATOMUSDT,1650556800000,1651060800000,2.7997068733442894,0.0001,2022,2022-04
HOTUSDT,1650585600000,1651089600000,1.8020370094890112,0.0001,2022,2022-04
FLOWUSDT,1651752000000,1652256000000,2.4793342131769416,0.0001,2022,2022-05
ICXUSDT,1651752000000,1652256000000,2.2130877645150417,0.0001,2022,2022-05
ARUSDT,1651752000000,1652256000000,2.6128168824848776,0.0001,2022,2022-05
DASHUSDT,1651752000000,1652256000000,2.8850772404044887,0.0001,2022,2022-05
AVAXUSDT,1651752000000,1652256000000,3.8945543736046586,0.0001,2022,2022-05
1000XECUSDT,1652875200000,1653278400000,-1.0,0.0001,2022,2022-05
CHRUSDT,1653220800000,1653724800000,0.8865801559424996,0.0001,2022,2022-05
CTSIUSDT,1653321600000,1653825600000,-0.3012975137399724,0.0001,2022,2022-05
HOTUSDT,1653321600000,1653825600000,0.8965709036421623,0.0001,2022,2022-05
ETHUSDT,1653321600000,1653825600000,1.8456323233848708,0.0001,2022,2022-05
BTCUSDT,1653336000000,1653840000000,-0.0913706018910068,0.0001,2022,2022-05
HBARUSDT,1654113600000,1654401600000,-1.0,0.0001,2022,2022-06
FILUSDT,1654113600000,1654617600000,0.3611642327228869,0.0001,2022,2022-06
API3USDT,1654171200000,1654675200000,0.5390429377456554,0.0001,2022,2022-06
ARPAUSDT,1654243200000,1654502400000,-1.0,0.0001,2022,2022-06
ANKRUSDT,1654315200000,1654473600000,-1.0,0.0001,2022,2022-06
ALICEUSDT,1654531200000,1655035200000,2.909303406394881,0.0001,2022,2022-06
ARPAUSDT,1654560000000,1654632000000,-1.0,0.0001,2022,2022-06
ETHUSDT,1654560000000,1654617600000,-1.0,0.0001,2022,2022-06
BTCUSDT,1654804800000,1655308800000,7.453113264376771,0.0001,2022,2022-06
ANKRUSDT,1654804800000,1655308800000,5.519047294335245,0.0001,2022,2022-06
IOTAUSDT,1654819200000,1655323200000,3.703333339448342,0.0001,2022,2022-06
ALGOUSDT,1654876800000,1655380800000,2.3540688117628688,0.0001,2022,2022-06
COTIUSDT,1655856000000,1656028800000,-1.0,0.0001,2022,2022-06
IOTXUSDT,1655913600000,1655971200000,-1.0,0.0001,2022,2022-06
CTSIUSDT,1656403200000,1656907200000,1.0735921337849854,0.0001,2022,2022-06
BANDUSDT,1656403200000,1656907200000,1.188015972747434,0.0001,2022,2022-06
ALGOUSDT,1656417600000,1656921600000,0.5284975641724011,0.0001,2022,2022-06
AAVEUSDT,1656432000000,1656936000000,0.4179251680268586,0.0001,2022,2022-06
BATUSDT,1656446400000,1656633600000,-1.0,0.0001,2022,2022-06
BTCDOMUSDT,1656950400000,1657281600000,-1.0,0.00023601,2022,2022-07
IOTAUSDT,1657008000000,1657195200000,-1.0,0.0001,2022,2022-07
ALGOUSDT,1657022400000,1657209600000,-1.0,0.0001,2022,2022-07
BELUSDT,1657440000000,1657944000000,1.644889547535931,0.0001,2022,2022-07
GALAUSDT,1657454400000,1657958400000,1.5053863030420445,0.0001,2022,2022-07
HOTUSDT,1657468800000,1657972800000,0.8534347193047775,0.0001,2022,2022-07
ALICEUSDT,1657468800000,1657972800000,0.6285087892514856,0.0001,2022,2022-07
GTCUSDT,1657468800000,1657972800000,0.6104605763074156,0.0001,2022,2022-07
BATUSDT,1658088000000,1658116800000,-1.0,0.0001,2022,2022-07
JASMYUSDT,1658376000000,1658880000000,0.6492850659293502,0.0001,2022,2022-07
GTCUSDT,1658505600000,1658966400000,-1.0,0.0001,2022,2022-07
BATUSDT,1658505600000,1659009600000,-0.3674386890651199,0.0001,2022,2022-07
CHZUSDT,1658505600000,1658952000000,-1.0,0.0001,2022,2022-07
FILUSDT,1658520000000,1658620800000,-1.0,0.0001,2022,2022-07
CELOUSDT,1658620800000,1659052800000,-1.0,0.0001,2022,2022-07
ALGOUSDT,1659441600000,1659700800000,-1.0,0.0001,2022,2022-08
CTSIUSDT,1659484800000,1659686400000,-1.0,0.0001,2022,2022-08
BATUSDT,1659600000000,1659657600000,-1.0,0.0001,2022,2022-08
1000XECUSDT,1660089600000,1660132800000,-1.0,0.0001,2022,2022-08
JASMYUSDT,1660104000000,1660132800000,-1.0,0.00025107,2022,2022-08
BTCDOMUSDT,1661400000000,1661529600000,-1.0,0.00019303,2022,2022-08
ENSUSDT,1661428800000,1661932800000,1.0026851224509663,0.0001,2022,2022-08
IOTAUSDT,1661515200000,1662019200000,0.7330464177628764,0.0001,2022,2022-08
ARPAUSDT,1661515200000,1662019200000,1.1316411637349428,0.0001,2022,2022-08
DASHUSDT,1661515200000,1662019200000,0.8813191711778121,0.0001,2022,2022-08
1INCHUSDT,1661529600000,1662033600000,0.639598446844029,0.0001,2022,2022-08
EGLDUSDT,1661976000000,1662480000000,0.1669393342660868,0.0001,2022,2022-08
CELOUSDT,1662177600000,1662422400000,-1.0,0.0001,2022,2022-09
1INCHUSDT,1662321600000,1662825600000,0.6055608664557038,0.0001,2022,2022-09
IOTAUSDT,1662393600000,1662696000000,-1.0,0.0001,2022,2022-09
BATUSDT,1662480000000,1662681600000,-1.0,0.0001,2022,2022-09
HOTUSDT,1662480000000,1662681600000,-1.0,0.0001,2022,2022-09
DOGEUSDT,1662480000000,1662681600000,-1.0,0.0001,2022,2022-09
GTCUSDT,1663012800000,1663516800000,1.5895193736737372,0.0001,2022,2022-09
BELUSDT,1663070400000,1663574400000,2.137150424432631,0.0001,2022,2022-09
EGLDUSDT,1663070400000,1663574400000,0.8832722689317779,0.0001,2022,2022-09
DUSKUSDT,1663070400000,1663574400000,1.648037009881667,0.0001,2022,2022-09
CHRUSDT,1663070400000,1663574400000,1.7378883780891337,0.0001,2022,2022-09
ENSUSDT,1664049600000,1664092800000,-1.0,0.0001,2022,2022-09
BATUSDT,1664121600000,1664625600000,-0.0579283026239617,0.0001,2022,2022-09
DASHUSDT,1664121600000,1664251200000,-1.0,0.0001,2022,2022-09
CELOUSDT,1664179200000,1664251200000,-1.0,0.0001,2022,2022-09
HBARUSDT,1664193600000,1664697600000,0.5677811039390136,0.0001,2022,2022-09
DUSKUSDT,1664294400000,1664496000000,-1.0,0.0001,2022,2022-09
ANKRUSDT,1664294400000,1664798400000,-0.1599671879094365,0.0001,2022,2022-09
CHRUSDT,1664308800000,1664812800000,-0.3669830506510083,0.0001,2022,2022-09
ICXUSDT,1664553600000,1665057600000,-0.2701088801241375,0.0001,2022,2022-09
BATUSDT,1664640000000,1664913600000,-1.0,0.0001,2022,2022-10
CELOUSDT,1664697600000,1665201600000,-0.1393686393656545,0.0001,2022,2022-10
DYDXUSDT,1664956800000,1665360000000,-1.0,0.0001,2022,2022-10
ARUSDT,1665100800000,1665604800000,0.8444394942325109,0.0001,2022,2022-10
IMXUSDT,1665144000000,1665648000000,4.250381009749434,0.0001,2022,2022-10
C98USDT,1665144000000,1665648000000,3.1353877583720795,0.0001,2022,2022-10
GTCUSDT,1665244800000,1665748800000,2.889308130063691,0.0001,2022,2022-10
FLOWUSDT,1665403200000,1665907200000,3.2493829171603754,0.0001,2022,2022-10
HBARUSDT,1665892800000,1666051200000,-1.0,0.0001,2022,2022-10
CTSIUSDT,1666080000000,1666584000000,0.311262550121716,0.0001,2022,2022-10
FILUSDT,1666094400000,1666598400000,0.5606475438358876,0.0001,2022,2022-10
DASHUSDT,1666094400000,1666598400000,0.3152702817468564,0.0001,2022,2022-10
GTCUSDT,1666123200000,1666627200000,1.0131017131815536,0.0001,2022,2022-10
ALGOUSDT,1666137600000,1666641600000,0.2917900505879521,0.0001,2022,2022-10
ENSUSDT,1666929600000,1667001600000,-1.0,0.0001,2022,2022-10
JASMYUSDT,1666958400000,1667030400000,-1.0,0.0001,2022,2022-10
COMPUSDT,1667160000000,1667606400000,-1.0,0.0001,2022,2022-10
CRVUSDT,1667217600000,1667520000000,-1.0,0.0001,2022,2022-10
HBARUSDT,1667289600000,1667548800000,-1.0,0.0001,2022,2022-11
APEUSDT,1667304000000,1667620800000,-1.0,0.0001,2022,2022-11
DASHUSDT,1667318400000,1667520000000,-1.0,0.0001,2022,2022-11
GALAUSDT,1667750400000,1668254400000,1.5080245273539767,0.0001,2022,2022-11
ENSUSDT,1667793600000,1668297600000,3.151788418734671,0.0001,2022,2022-11
C98USDT,1667822400000,1668326400000,3.007162758062492,0.0001,2022,2022-11
HBARUSDT,1667822400000,1668326400000,4.604029444167211,0.0001,2022,2022-11
BELUSDT,1667851200000,1668355200000,4.670926656370559,0.0001,2022,2022-11
HBARUSDT,1668801600000,1669305600000,-0.2511313596331009,0.0001,2022,2022-11
C98USDT,1668859200000,1669363200000,0.9528168701041396,0.0001,2022,2022-11
JASMYUSDT,1668945600000,1669449600000,0.2287041586716287,0.0001,2022,2022-11
IOTAUSDT,1668974400000,1669478400000,-0.2611971315599907,0.0001,2022,2022-11
CELOUSDT,1668974400000,1669017600000,-1.0,0.0001,2022,2022-11
APEUSDT,1669032000000,1669118400000,-1.0,0.0001,2022,2022-11
BTCDOMUSDT,1669248000000,1669752000000,1.07367948501956,0.00047779,2022,2022-11
COMPUSDT,1669478400000,1669982400000,-0.2618723284366443,0.0001,2022,2022-11
FILUSDT,1669492800000,1669507200000,-1.0,0.0001,2022,2022-11
ENJUSDT,1669622400000,1669766400000,-1.0,0.0001,2022,2022-11
FILUSDT,1669622400000,1669694400000,-1.0,0.0001,2022,2022-11
BATUSDT,1669622400000,1669766400000,-1.0,0.0001,2022,2022-11
ICXUSDT,1669737600000,1669766400000,-1.0,0.0001,2022,2022-11
IOTAUSDT,1669939200000,1670443200000,0.6954989925691138,0.0001,2022,2022-12
COTIUSDT,1669939200000,1670083200000,-1.0,0.0001,2022,2022-12
ANKRUSDT,1669939200000,1669968000000,-1.0,0.0001,2022,2022-12
API3USDT,1669982400000,1670486400000,0.8188812304953843,0.0001,2022,2022-12
COMPUSDT,1670097600000,1670198400000,-1.0,0.0001,2022,2022-12
COTIUSDT,1670140800000,1670227200000,-1.0,0.0001,2022,2022-12
ICXUSDT,1670256000000,1670760000000,-0.5697929421275661,0.0001,2022,2022-12
IOSTUSDT,1670284800000,1670788800000,-0.3998433390994867,0.0001,2022,2022-12
FLOWUSDT,1670313600000,1670817600000,3.5090358445811267,0.0001,2022,2022-12
BELUSDT,1670443200000,1670947200000,0.0,0.0001,2022,2022-12
COMPUSDT,1670486400000,1670572800000,-1.0,0.0001,2022,2022-12
GALAUSDT,1670702400000,1671206400000,3.44691948313625,0.0001,2022,2022-12
ENSUSDT,1670760000000,1671264000000,4.9816995376263655,0.0001,2022,2022-12
ALICEUSDT,1670788800000,1670990400000,-1.0,0.0001,2022,2022-12
HBARUSDT,1670817600000,1670932800000,-1.0,0.0001,2022,2022-12
CELRUSDT,1671033600000,1671537600000,3.1717503076787565,0.0001,2022,2022-12
DYDXUSDT,1671134400000,1671638400000,3.5177095951811017,0.0001,2022,2022-12
AAVEUSDT,1671163200000,1671667200000,2.275393703804188,0.0001,2022,2022-12
BELUSDT,1671206400000,1671710400000,2.640193462992002,0.0001,2022,2022-12
ADAUSDT,1672185600000,1672689600000,0.0420190981826053,0.0001,2022,2022-12
CHRUSDT,1672214400000,1672473600000,-1.0,0.0001,2022,2022-12
COTIUSDT,1672214400000,1672228800000,-1.0,0.0001,2022,2022-12
IOTAUSDT,1672243200000,1672646400000,-1.0,0.0001,2022,2022-12
DASHUSDT,1672243200000,1672747200000,-0.3791435753792431,0.0001,2022,2022-12
DUSKUSDT,1672372800000,1672488000000,-1.0,0.0001,2022,2022-12
CHRUSDT,1672588800000,1672660800000,-1.0,0.0001,2023,2023-01
COMPUSDT,1672747200000,1672790400000,-1.0,0.0001,2023,2023-01
ICPUSDT,1672848000000,1673208000000,-1.0,0.0001,2023,2023-01
1INCHUSDT,1672992000000,1673020800000,-1.0,0.0001,2023,2023-01
C98USDT,1672992000000,1673035200000,-1.0,0.0001,2023,2023-01
BANDUSDT,1673006400000,1673136000000,-1.0,0.0001,2023,2023-01
CTSIUSDT,1673136000000,1673208000000,-1.0,0.0001,2023,2023-01
DYDXUSDT,1674043200000,1674230400000,-1.0,0.0001,2023,2023-01
GTCUSDT,1674072000000,1674244800000,-1.0,0.0001,2023,2023-01
API3USDT,1674086400000,1674244800000,-1.0,0.0001,2023,2023-01
CHZUSDT,1674115200000,1674244800000,-1.0,0.0001,2023,2023-01
CHZUSDT,1675108800000,1675281600000,-1.0,0.0001,2023,2023-01
FLOWUSDT,1675958400000,1676462400000,-0.5500371854247182,0.0001,2023,2023-02
BANDUSDT,1675958400000,1676462400000,0.2970526857605964,0.0001,2023,2023-02
COMPUSDT,1675972800000,1676476800000,-0.2651200557973987,0.0001,2023,2023-02
EGLDUSDT,1675972800000,1676462400000,-1.0,0.0001,2023,2023-02
CHZUSDT,1676016000000,1676520000000,-0.5569112655660344,0.0001,2023,2023-02
IOTXUSDT,1676606400000,1676707200000,-1.0,0.0001,2023,2023-02
GMTUSDT,1676995200000,1677499200000,1.8340295131500317,0.00019198,2023,2023-02
DOGEUSDT,1677024000000,1677052800000,-1.0,0.0001,2023,2023-02
GALAUSDT,1677024000000,1677528000000,1.56417926647803,0.0001,2023,2023-02
AAVEUSDT,1677067200000,1677571200000,0.7612449264094749,0.0001,2023,2023-02
CHZUSDT,1677081600000,1677585600000,0.5550033298518645,0.0001,2023,2023-02
AVAXUSDT,1677240000000,1677744000000,1.2825374862688104,0.0001,2023,2023-02
ICXUSDT,1677801600000,1678305600000,1.1911900300412532,0.0001,2023,2023-03
DUSKUSDT,1677801600000,1678305600000,1.1123844621887793,0.0001,2023,2023-03
DYDXUSDT,1677844800000,1678348800000,2.311201978707007,0.0001,2023,2023-03
DASHUSDT,1678939200000,1679083200000,-1.0,0.0001,2023,2023-03
GTCUSDT,1678996800000,1679083200000,-1.0,0.0001,2023,2023-03
JASMYUSDT,1679155200000,1679659200000,0.6840818222586241,0.0001,2023,2023-03
1000SHIBUSDT,1679328000000,1679414400000,-1.0,0.0001,2023,2023-03
FETUSDT,1679342400000,1679846400000,0.5749915811602557,0.0001,2023,2023-03
FILUSDT,1679342400000,1679846400000,0.2488487119596426,0.0001,2023,2023-03
ICPUSDT,1679342400000,1679846400000,0.4413006529626808,0.0001,2023,2023-03
ENJUSDT,1679443200000,1679947200000,1.4089249618117097,0.0001,2023,2023-03
ALGOUSDT,1679659200000,1680091200000,-1.0,0.0001,2023,2023-03
CHRUSDT,1679889600000,1680091200000,-1.0,0.0001,2023,2023-03
BANDUSDT,1679889600000,1680062400000,-1.0,0.0001,2023,2023-03
DASHUSDT,1679918400000,1680307200000,-1.0,0.0001,2023,2023-03
GTCUSDT,1679961600000,1680465600000,0.8003201690070468,0.0001,2023,2023-03
COMPUSDT,1680192000000,1680408000000,-1.0,0.0001,2023,2023-03
CRVUSDT,1680192000000,1680609600000,-1.0,0.0001,2023,2023-03
ENSUSDT,1680235200000,1680652800000,-1.0,0.0001,2023,2023-03
GRTUSDT,1680436800000,1680652800000,-1.0,0.0001,2023,2023-04
DYDXUSDT,1680436800000,1680523200000,-1.0,0.0001,2023,2023-04
CTSIUSDT,1680465600000,1680652800000,-1.0,0.0001,2023,2023-04
ALGOUSDT,1680523200000,1681027200000,0.2371402436829834,0.0001,2023,2023-04
DUSKUSDT,1680768000000,1681272000000,0.2816609585741222,0.0001,2023,2023-04
ENSUSDT,1680796800000,1681300800000,0.1098057439014434,0.0001,2023,2023-04
FILUSDT,1680796800000,1680868800000,-1.0,0.0001,2023,2023-04
COTIUSDT,1680811200000,1681315200000,-0.2964689890107652,0.0001,2023,2023-04
ASTRUSDT,1680868800000,1681113600000,-1.0,0.0001,2023,2023-04
AAVEUSDT,1681099200000,1681156800000,-1.0,0.0001,2023,2023-04
ENJUSDT,1681257600000,1681416000000,-1.0,0.0001,2023,2023-04
DASHUSDT,1681272000000,1681387200000,-1.0,0.0001,2023,2023-04
FETUSDT,1681272000000,1681401600000,-1.0,0.0001,2023,2023-04
BTCDOMUSDT,1681459200000,1681963200000,-0.1621857585364463,0.0001,2023,2023-04
ALGOUSDT,1681862400000,1682366400000,3.925493940887228,0.00018472,2023,2023-04
1000XECUSDT,1681891200000,1682395200000,1.183928561837067,0.00029021,2023,2023-04
IOTXUSDT,1681891200000,1682395200000,3.060951582949212,0.00012911,2023,2023-04
CRVUSDT,1681891200000,1682395200000,1.0809553711971949,0.0001,2023,2023-04
HIGHUSDT,1681963200000,1682467200000,0.5807301395440703,0.0001,2023,2023-04
CHZUSDT,1682524800000,1682568000000,-1.0,0.0001,2023,2023-04
BANDUSDT,1682683200000,1683187200000,0.0374007091968751,0.0001,2023,2023-04
IOTXUSDT,1682697600000,1683201600000,-0.5582755198981405,0.0001,2023,2023-04
HOTUSDT,1682827200000,1683331200000,0.7576963635864137,0.0001,2023,2023-04
API3USDT,1682856000000,1683360000000,0.4570195828103673,0.0001,2023,2023-04
ENSUSDT,1682870400000,1683374400000,1.514224096578883,0.0001,2023,2023-04
CFXUSDT,1683360000000,1683864000000,3.1281882580732283,0.0001,2023,2023-05
IOTAUSDT,1683360000000,1683864000000,4.320081399424653,0.0001,2023,2023-05
IOTXUSDT,1683360000000,1683864000000,2.236115586273485,0.0001,2023,2023-05
ARUSDT,1683374400000,1683878400000,3.2237657047088533,0.0001,2023,2023-05
BCHUSDT,1683374400000,1683604800000,-1.0,0.0001,2023,2023-05
GMXUSDT,1684310400000,1684339200000,-1.0,0.0001,2023,2023-05
ADAUSDT,1684324800000,1684339200000,-1.0,0.0001,2023,2023-05
BTCUSDT,1684411200000,1684915200000,0.6377184353056581,0.0001,2023,2023-05
CRVUSDT,1684425600000,1684670400000,-1.0,0.0001,2023,2023-05
ANKRUSDT,1684440000000,1684944000000,1.233734545513194,0.0001,2023,2023-05
FETUSDT,1684454400000,1684468800000,-1.0,0.0001,2023,2023-05
DYDXUSDT,1684497600000,1685001600000,1.5662381117779418,0.0001,2023,2023-05
DOTUSDT,1684512000000,1685016000000,0.5075941366352542,0.0001,2023,2023-05
COMPUSDT,1684670400000,1684800000000,-1.0,0.0001,2023,2023-05
ARUSDT,1684886400000,1685232000000,-1.0,0.0001,2023,2023-05
IMXUSDT,1684915200000,1685304000000,-1.0,0.0001,2023,2023-05
IOTXUSDT,1684944000000,1685260800000,-1.0,0.0001,2023,2023-05
CRVUSDT,1685016000000,1685102400000,-1.0,0.0001,2023,2023-05
DYDXUSDT,1685376000000,1685433600000,-1.0,0.0001,2023,2023-05
ALICEUSDT,1685404800000,1685908800000,0.158151406169077,0.0001,2023,2023-05
GALAUSDT,1685448000000,1685952000000,0.6185237306612543,0.0001,2023,2023-05
BTCDOMUSDT,1685448000000,1685952000000,2.226181233791632,0.0001,2023,2023-05
1000XECUSDT,1685476800000,1685980800000,3.4650291138691465,0.0001,2023,2023-05
CELOUSDT,1685505600000,1685649600000,-1.0,0.0001,2023,2023-05
ANKRUSDT,1685808000000,1685894400000,-1.0,0.0001,2023,2023-06
ICXUSDT,1685923200000,1686427200000,7.602274568352964,0.0001,2023,2023-06
GRTUSDT,1685923200000,1686427200000,4.200912437461942,0.0001,2023,2023-06
DASHUSDT,1685952000000,1686456000000,9.74792943217212,0.0001,2023,2023-06
C98USDT,1685966400000,1686470400000,5.041041673063474,0.0001,2023,2023-06
CRVUSDT,1685980800000,1686484800000,3.112001668615456,0.0001,2023,2023-06
FETUSDT,1687118400000,1687276800000,-1.0,0.0001,2023,2023-06
GRTUSDT,1687118400000,1687291200000,-1.0,0.0001,2023,2023-06
GMTUSDT,1687176000000,1687248000000,-1.0,0.0001,2023,2023-06
HBARUSDT,1687176000000,1687262400000,-1.0,0.0001,2023,2023-06
IMXUSDT,1687248000000,1687291200000,-1.0,0.0001,2023,2023-06
EDUUSDT,1687636800000,1688140800000,2.679929376709385,0.0001,2023,2023-06
BLURUSDT,1687694400000,1687838400000,-1.0,0.0001,2023,2023-06
IDUSDT,1687881600000,1688385600000,0.7692566246909873,0.0001,2023,2023-06
HIGHUSDT,1687910400000,1688414400000,-0.3087676386244247,0.0001,2023,2023-06
1000SHIBUSDT,1687910400000,1688414400000,-0.7063482683333754,0.0001,2023,2023-06
APTUSDT,1687924800000,1688025600000,-1.0,0.0001,2023,2023-06
IMXUSDT,1688040000000,1688112000000,-1.0,0.0001,2023,2023-06
GMXUSDT,1688126400000,1688155200000,-1.0,0.0001,2023,2023-06
AVAXUSDT,1688256000000,1688342400000,-1.0,0.0001,2023,2023-07
HBARUSDT,1688472000000,1688976000000,1.2554227228698371,0.0001,2023,2023-07
JASMYUSDT,1688472000000,1688976000000,1.5737183034244384,0.0001,2023,2023-07
ARPAUSDT,1688486400000,1688990400000,1.645323867856432,0.0001,2023,2023-07
BLURUSDT,1688544000000,1689048000000,0.4045791545799002,0.0001,2023,2023-07
ALGOUSDT,1688544000000,1689048000000,1.5939087549682174,0.0001,2023,2023-07
EDUUSDT,1689076800000,1689264000000,-1.0,0.0001,2023,2023-07
JASMYUSDT,1689177600000,1689249600000,-1.0,0.0001,2023,2023-07
1000SHIBUSDT,1689177600000,1689249600000,-1.0,0.0001,2023,2023-07
GALAUSDT,1689206400000,1689249600000,-1.0,0.0001,2023,2023-07
CHRUSDT,1689350400000,1689566400000,-1.0,0.0001,2023,2023-07
EDUUSDT,1689480000000,1689984000000,1.3156826146328326,0.0001,2023,2023-07
JASMYUSDT,1689508800000,1690012800000,0.7609310347217215,0.0001,2023,2023-07
HIGHUSDT,1689523200000,1690027200000,0.0342948949949227,0.0001,2023,2023-07
CFXUSDT,1689523200000,1690027200000,0.3582671672367346,0.0001,2023,2023-07
CELRUSDT,1689580800000,1690084800000,0.7031796390496344,0.0001,2023,2023-07
IOTXUSDT,1690012800000,1690516800000,1.0987654787905137,0.0001,2023,2023-07
GALAUSDT,1690185600000,1690689600000,1.0332046786546225,0.0001,2023,2023-07
APTUSDT,1690185600000,1690689600000,0.2753855488478228,0.0001,2023,2023-07
CHRUSDT,1690185600000,1690689600000,0.4020291151700899,0.0001,2023,2023-07
DASHUSDT,1690200000000,1690704000000,-0.0512855909640782,0.0001,2023,2023-07
CTSIUSDT,1690704000000,1691208000000,1.7205065042536742,0.0001,2023,2023-07
DASHUSDT,1690732800000,1691236800000,1.2485332996363234,0.0001,2023,2023-07
AAVEUSDT,1690790400000,1691294400000,2.0609901021960497,0.0001,2023,2023-07
JASMYUSDT,1690790400000,1691294400000,0.7008591237297623,0.0001,2023,2023-07
CHZUSDT,1690833600000,1691337600000,0.0527923748211457,0.0001,2023,2023-07
HFTUSDT,1691222400000,1691280000000,-1.0,0.0001,2023,2023-08
CFXUSDT,1691265600000,1691625600000,-1.0,0.0001,2023,2023-08
CELOUSDT,1691395200000,1691582400000,-1.0,0.0001,2023,2023-08
APEUSDT,1691424000000,1691798400000,-1.0,0.0001,2023,2023-08
CELRUSDT,1691424000000,1691496000000,-1.0,0.0001,2023,2023-08
ALICEUSDT,1691438400000,1691942400000,-0.4176998216568999,0.0001,2023,2023-08
AVAXUSDT,1691596800000,1692100800000,0.893478658632484,0.0001,2023,2023-08
GALAUSDT,1691640000000,1692144000000,1.6783008296528157,0.0001,2023,2023-08
1000XECUSDT,1691640000000,1692144000000,1.4059073641190318,0.0001,2023,2023-08
IOTAUSDT,1691812800000,1692316800000,8.620962345996132,0.0001,2023,2023-08
CHZUSDT,1691971200000,1692475200000,8.835262952598441,0.0001,2023,2023-08
BTCUSDT,1692100800000,1692604800000,10.452266999829623,0.0001,2023,2023-08
CTSIUSDT,1692144000000,1692648000000,3.288038091789606,0.0001,2023,2023-08
C98USDT,1692144000000,1692648000000,0.9443133144925212,0.0001,2023,2023-08
FETUSDT,1692633600000,1692835200000,-1.0,0.0001,2023,2023-08
HFTUSDT,1692936000000,1693440000000,0.6315317944000363,0.0001,2023,2023-08
BELUSDT,1693152000000,1693555200000,-1.0,0.0001,2023,2023-08
FETUSDT,1693296000000,1693310400000,-1.0,0.0001,2023,2023-08
BLURUSDT,1693411200000,1693915200000,1.283874856849197,0.0001,2023,2023-08
ICPUSDT,1693411200000,1693915200000,1.3418853537245623,0.0001,2023,2023-08
ARUSDT,1693440000000,1693944000000,0.1129960031698178,0.0001,2023,2023-08
COTIUSDT,1693440000000,1693929600000,-1.0,0.0001,2023,2023-08
DUSKUSDT,1693555200000,1694059200000,-0.8205589370249193,0.0001,2023,2023-09
CHRUSDT,1694001600000,1694102400000,-1.0,0.0001,2023,2023-09
CELOUSDT,1694174400000,1694246400000,-1.0,0.0001,2023,2023-09
FILUSDT,1694174400000,1694678400000,0.3737850781661244,0.0001,2023,2023-09
ICPUSDT,1694188800000,1694692800000,3.302000758098339,0.0001,2023,2023-09
CFXUSDT,1694318400000,1694822400000,0.3799223846664596,0.0001,2023,2023-09
BATUSDT,1694332800000,1694692800000,-1.0,0.0001,2023,2023-09
GMTUSDT,1694332800000,1694836800000,-0.5361803347648859,0.0001,2023,2023-09
ARPAUSDT,1694923200000,1695427200000,0.1065863108695637,0.0001,2023,2023-09
BELUSDT,1694923200000,1695427200000,-0.0636416036174375,0.0001,2023,2023-09
FETUSDT,1694980800000,1695268800000,-1.0,0.0001,2023,2023-09
HOTUSDT,1694980800000,1695168000000,-1.0,0.0001,2023,2023-09
CKBUSDT,1695009600000,1695110400000,-1.0,0.0001,2023,2023-09
JASMYUSDT,1695182400000,1695283200000,-1.0,0.0001,2023,2023-09
HFTUSDT,1695312000000,1695816000000,-0.2576823881023931,0.0001,2023,2023-09
GMTUSDT,1695312000000,1695556800000,-1.0,0.0001,2023,2023-09
COMPUSDT,1695312000000,1695585600000,-1.0,0.0001,2023,2023-09
ARKMUSDT,1695427200000,1695801600000,-1.0,0.0001,2023,2023-09
CTSIUSDT,1695456000000,1695960000000,-0.3193480486726629,0.0001,2023,2023-09
C98USDT,1695585600000,1695700800000,-1.0,0.0001,2023,2023-09
1000SHIBUSDT,1695628800000,1696132800000,-1.0,0.0001,2023,2023-09
ALGOUSDT,1695744000000,1695960000000,-1.0,0.0001,2023,2023-09
CELOUSDT,1695816000000,1696190400000,-1.0,0.0001,2023,2023-09
ASTRUSDT,1696262400000,1696766400000,1.4523386135939518,0.0001,2023,2023-10
ACHUSDT,1696291200000,1696795200000,1.150149672447359,0.0001,2023,2023-10
COTIUSDT,1696305600000,1696795200000,-1.0,0.0001,2023,2023-10
BNTUSDT,1696334400000,1696723200000,-1.0,0.0001,2023,2023-10
ALICEUSDT,1696334400000,1696838400000,0.6609635104405059,0.0001,2023,2023-10
FETUSDT,1696752000000,1697256000000,0.8441303077616611,0.0001,2023,2023-10
CKBUSDT,1696824000000,1697328000000,0.9720406063167656,0.0001,2023,2023-10
DODOXUSDT,1696838400000,1697342400000,-0.4032103734154699,0.0001,2023,2023-10
CELRUSDT,1696838400000,1697342400000,0.312390386374602,0.0001,2023,2023-10
ALGOUSDT,1696838400000,1697342400000,0.2449749924505093,0.0001,2023,2023-10
GALAUSDT,1697544000000,1697947200000,-1.0,0.0001,2023,2023-10
CRVUSDT,1697544000000,1698004800000,-1.0,0.0001,2023,2023-10
ACHUSDT,1697558400000,1697889600000,-1.0,0.0001,2023,2023-10
AGLDUSDT,1697572800000,1697860800000,-1.0,0.0001,2023,2023-10
IDUSDT,1697616000000,1698091200000,-1.0,0.0001,2023,2023-10
ASTRUSDT,1697961600000,1698019200000,-1.0,0.0001,2023,2023-10
HFTUSDT,1698825600000,1698840000000,-1.0,0.0001,2023,2023-11
ARKMUSDT,1698825600000,1699214400000,-1.0,0.0001,2023,2023-11
HFTUSDT,1698984000000,1699300800000,-1.0,0.0001,2023,2023-11
