fast,slow,hb,thr,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
10,20,30,5e-05,8915,0.20622407891761776,1838.4876635505623,0.4602355580482333,1.420848383607051,3,-0.8066877787341049,-0.26889592624470166,187,14.038471474512049,0.07507203997065266,536,69.5541451058774,0.12976519609305484,1049,446.4716998601437,0.42561649176372135,1178,190.71302482530868,0.1618956068126559,1853,479.43721959186564,0.25873568245648443,3000,540.8238095524475,0.18027460318414917,1109,98.2559809191415,0.08859872039597971,True,0.29416776640643133,False
10,20,30,0.0001,5707,0.26549034901414165,1515.1534218237064,0.4715261958997722,1.5598476189961898,3,-0.8066877787341049,-0.26889592624470166,186,15.038471474512049,0.08085199717479596,525,69.4242904209034,0.13223674365886362,903,417.0385360185206,0.4618366954800892,1050,231.91636764392894,0.22087273108945613,1283,416.8254965387969,0.32488347352984953,1322,328.1960265127522,0.24825720613672633,435,37.52092099302641,0.08625499078856645,True,0.21660910491672902,False
10,20,30,0.0002,443,0.23693150666407825,104.96065745218667,0.42663656884875845,1.4783179984351769,0,0.0,,51,30.990821578876698,0.6076631682132686,154,-40.975610874262856,-0.26607539528742113,10,0.0758747370074071,0.00758747370074071,35,5.650600154909323,0.16144571871169497,144,116.08003037756336,0.8061113220664122,26,2.5158469428214776,0.09676334395467222,23,-9.376905464728742,-0.4076915419447279,True,0.023969428201872076,False
10,20,35,5e-05,8674,0.23032634368757163,1997.8507051459962,0.4375144108830989,1.443191204978933,3,-1.0075835852724775,-0.33586119509082585,180,15.681379750448409,0.08711877639138005,520,65.98649953556983,0.12689711449148044,1013,489.28953366071926,0.4830103984804731,1133,224.93216643558827,0.19852794919292874,1817,492.23724407483024,0.2709065735139407,2922,640.5265961452477,0.219208280679414,1086,70.20486912886483,0.06464536752197499,True,0.3206078384613029,False
10,20,35,0.0001,5560,0.29554616823161023,1643.2366953677529,0.4507194244604317,1.5869680206566965,3,-1.0075835852724775,-0.33586119509082585,179,16.681379750448407,0.09319206564496317,511,69.49645714910334,0.13600089461664058,877,468.3860343469957,0.534077576222344,1012,275.5437492668542,0.27227643208187174,1258,423.2574182050206,0.3364526376828463,1295,376.9079161256125,0.2910485838807818,425,13.971324108990462,0.03287370378585991,True,0.22936921819486344,False
10,20,35,0.0002,437,0.18949328868449342,82.80856715512363,0.41647597254004576,1.3615460945881999,0,0.0,,51,20.00427160294892,0.3922406196656651,152,-45.11042104608279,-0.29677908582949203,10,-1.1664685410572708,-0.11664685410572709,34,5.640582778084096,0.16589949347306165,141,113.94694521936538,0.8081343632579104,26,2.1345769022894,0.08209911162651538,23,-12.640919760424104,-0.5496052069749611,False,0.025777247157178072,False
10,20,40,5e-05,8484,0.2557579440647725,2169.85039744553,0.41996699669966997,1.4688354699966704,3,-0.8935652367934146,-0.2978550789311382,176,11.81937180743011,0.06715552163312563,502,84.71043189915129,0.1687458802771938,972,512.5310693452958,0.5272953388326088,1100,250.19658395513832,0.22745143995921666,1796,403.5837856361085,0.22471257552121854,2873,865.1790525167089,0.3011413339772743,1062,42.723667522490175,0.04022944211157267,True,0.39872751298211456,False
10,20,40,0.0001,5432,0.3143920068788162,1707.7773813657295,0.43170103092783507,1.5927514939037402,3,-0.8935652367934146,-0.2978550789311382,176,11.81937180743011,0.06715552163312563,494,85.08589581934612,0.17223865550474923,841,495.5644973416714,0.5892562394074571,985,290.07783624700824,0.29449526522538905,1244,345.9909488787331,0.27812777241055714,1273,472.2073752969975,0.3709405933205008,416,7.925021211336368,0.019050531758020114,True,0.27650405752497303,False
10,20,40,0.0002,431,0.2235691134069819,96.3582878784092,0.41299303944315546,1.4063946564557648,0,0.0,,50,22.438095408112687,0.44876190816225375,149,-34.68345927595008,-0.23277489446946362,9,-0.07255918442365594,-0.008062131602628439,34,3.9339283107350367,0.11570377384514814,141,118.51823273693103,0.8405548421058938,26,2.170934392444846,0.08349747663249407,22,-15.946884509440647,-0.7248583867927567,False,0.02252981492556472,False
10,30,30,5e-05,7525,0.22101600183751416,1663.145413827294,0.46458471760797343,1.4596745061665206,3,-0.5684625869079223,-0.18948752896930743,168,10.989510701582077,0.06541375417608379,488,40.88079381118281,0.08377211846553854,896,393.7854412147585,0.4394926799271858,1004,151.97416054785185,0.1513686858046333,1594,449.10156737574397,0.28174502344776914,2460,615.9809638125346,0.25039876577745307,912,1.0014389505481915,0.0010980690247238943,True,0.37037108041864814,False
