scenario,trade_id,symbol,side,entry_time,skip_reason,open_positions,same_side_count,current_heat_pct,equity
BASE_MAX5_HEAT15,5,XRP/USDT,LONG,2025-10-02 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,6,ADA/USDT,LONG,2025-10-02 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,7,1INCH/USDT,LONG,2025-10-02 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,8,SUI/USDT,LONG,2025-10-02 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,9,1MBABYDOGE/USDT,LONG,2025-10-02 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,10,DOT/USDT,LONG,2025-10-02 06:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,11,BNB/USDT,LONG,2025-10-02 06:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,12,ACH/USDT,LONG,2025-10-02 12:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,13,TRX/USDT,LONG,2025-10-02 12:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,14,ARK/USDT,LONG,2025-10-02 12:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,15,SOL/USDT,LONG,2025-10-02 12:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,16,DOGE/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,17,1000CAT/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,18,ATA/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,19,ICP/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,20,ALCX/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,21,NEAR/USDT,LONG,2025-10-02 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,22,BCH/USDT,LONG,2025-10-03 00:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,23,ARDR/USDT,LONG,2025-10-03 06:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,24,BABY/USDT,LONG,2025-10-03 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,25,APE/USDT,LONG,2025-10-03 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,26,AMP/USDT,LONG,2025-10-04 18:00:00+00:00,MAX_OPEN,5,5,1.25,10000.0
BASE_MAX5_HEAT15,28,ALICE/USDT,LONG,2025-10-06 00:00:00+00:00,MAX_OPEN,5,5,1.2525062656641603,9975.0
BASE_MAX5_HEAT15,30,DOGE/USDT,LONG,2025-10-06 12:00:00+00:00,MAX_OPEN,5,5,1.2550188126959003,9950.0625
BASE_MAX5_HEAT15,31,LINK/USDT,LONG,2025-10-06 12:00:00+00:00,MAX_OPEN,5,5,1.2550188126959003,9950.0625
BASE_MAX5_HEAT15,32,API3/USDT,LONG,2025-10-07 00:00:00+00:00,MAX_OPEN,5,5,1.2550188126959003,9950.0625
BASE_MAX5_HEAT15,33,ACT/USDT,LONG,2025-10-07 06:00:00+00:00,MAX_OPEN,5,5,1.2550188126959003,9950.0625
BASE_MAX5_HEAT15,35,ADX/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,36,AEVO/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,37,AGLD/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,38,ARPA/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,39,ATOM/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,40,AUCTION/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,41,AVAX/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,42,AVNT/USDT,SHORT,2025-10-07 12:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,43,AUDIO/USDT,SHORT,2025-10-07 18:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,44,AIXBT/USDT,SHORT,2025-10-07 18:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,45,AMP/USDT,SHORT,2025-10-07 18:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,46,AXS/USDT,SHORT,2025-10-08 00:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,47,1000CHEEMS/USDT,LONG,2025-10-08 06:00:00+00:00,MAX_OPEN,5,4,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,48,APE/USDT,LONG,2025-10-08 12:00:00+00:00,MAX_OPEN,5,4,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,49,BABY/USDT,SHORT,2025-10-09 00:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,50,A/USDT,SHORT,2025-10-09 06:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,51,ACX/USDT,SHORT,2025-10-09 06:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,52,AVA/USDT,SHORT,2025-10-09 06:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,53,AWE/USDT,SHORT,2025-10-09 06:00:00+00:00,MAX_OPEN,5,1,1.257537656837995,9925.18734375
BASE_MAX5_HEAT15,55,AAVE/USDT,SHORT,2025-10-09 12:00:00+00:00,MAX_OPEN,5,0,1.2600628138726768,9900.374375390626
BASE_MAX5_HEAT15,56,0G/USDT,SHORT,2025-10-09 12:00:00+00:00,MAX_OPEN,5,0,1.2600628138726768,9900.374375390626
BASE_MAX5_HEAT15,59,ACH/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,60,ACM/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,61,ACT/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,62,ADA/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,63,ALPINE/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,64,ALT/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,65,ANIME/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,66,ANKR/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,67,AR/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,68,ARB/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,69,ARK/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,70,ARKM/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,71,ATA/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,72,AUDIO/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,73,AXL/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,74,DOGE/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,75,ICP/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,76,LINK/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,77,SUI/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,78,TRX/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,79,UNI/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,80,XRP/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,81,ARDR/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,82,SOL/USDT,SHORT,2025-10-10 12:00:00+00:00,MAX_OPEN,5,2,1.2613731299444657,9850.623439452149
BASE_MAX5_HEAT15,88,BCH/USDT,SHORT,2025-10-10 18:00:00+00:00,MAX_OPEN,5,5,1.25,10121.84419810645
BASE_MAX5_HEAT15,89,ASR/USDT,SHORT,2025-10-10 18:00:00+00:00,MAX_OPEN,5,5,1.25,10121.84419810645
BASE_MAX5_HEAT15,90,ACE/USDT,SHORT,2025-10-10 18:00:00+00:00,MAX_OPEN,5,5,1.25,10121.84419810645
BASE_MAX5_HEAT15,91,ATM/USDT,SHORT,2025-10-10 18:00:00+00:00,MAX_OPEN,5,5,1.25,10121.84419810645
BASE_MAX5_HEAT15,96,1INCH/USDT,SHORT,2025-10-17 00:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,97,AXL/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,98,ALCX/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,99,DOGE/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,100,SUI/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,101,ADA/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,102,ETH/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,103,LINK/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,104,LTC/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,105,XRP/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,106,ACM/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,107,AGLD/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,108,ARB/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,109,NEAR/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,110,BNB/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,111,AR/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,112,ALGO/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,113,ICP/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,114,ALT/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,115,A/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,116,ARK/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,117,ANKR/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,118,AXS/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,119,ATOM/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,120,AVAX/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,121,1000CAT/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,122,ASTR/USDT,SHORT,2025-10-17 06:00:00+00:00,MAX_OPEN,5,5,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,123,AUCTION/USDT,LONG,2025-10-20 06:00:00+00:00,MAX_OPEN,5,0,1.2525252525252526,10020.625756125384
BASE_MAX5_HEAT15,125,ALICE/USDT,SHORT,2025-10-21 00:00:00+00:00,MAX_OPEN,5,5,1.2550378471431103,9995.574191735072
BASE_MAX5_HEAT15,127,ADX/USDT,SHORT,2025-10-22 00:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,128,AIXBT/USDT,SHORT,2025-10-22 12:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,129,1000SATS/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,130,AEVO/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,131,ANIME/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,132,ACT/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,133,ARKM/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,134,ATA/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,135,AUDIO/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,136,BABY/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,137,ACX/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,138,ACM/USDT,SHORT,2025-10-22 18:00:00+00:00,MAX_OPEN,5,5,1.256934927161058,9970.522627344759
BASE_MAX5_HEAT15,140,AVNT/USDT,LONG,2025-10-24 06:00:00+00:00,MAX_OPEN,5,0,1.2594585735950454,9945.596320776396
BASE_MAX5_HEAT15,142,XRP/USDT,LONG,2025-10-25 12:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,143,AIXBT/USDT,LONG,2025-10-26 00:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,144,LTC/USDT,LONG,2025-10-26 06:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,145,ADX/USDT,LONG,2025-10-26 06:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,146,ETH/USDT,LONG,2025-10-26 18:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,147,BTC/USDT,LONG,2025-10-26 18:00:00+00:00,MAX_OPEN,5,0,1.2575918932738013,9920.29171028113
BASE_MAX5_HEAT15,152,AUDIO/USDT,SHORT,2025-10-28 18:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,153,ALCX/USDT,SHORT,2025-10-28 18:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,154,1000SATS/USDT,SHORT,2025-10-28 18:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,155,AGLD/USDT,SHORT,2025-10-28 18:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,156,ATA/USDT,SHORT,2025-10-28 18:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,157,0G/USDT,SHORT,2025-10-29 00:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,158,ANIME/USDT,SHORT,2025-10-30 00:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,159,UNI/USDT,SHORT,2025-10-30 00:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,160,NEAR/USDT,SHORT,2025-10-30 06:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,161,AEVO/USDT,SHORT,2025-10-30 06:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,162,AAVE/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,163,ASTER/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,164,AUCTION/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,165,ACT/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,166,AR/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,167,ARKM/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,168,APT/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,169,ACH/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,170,ALGO/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,171,BTC/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,172,BNB/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,173,ETH/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,174,SUI/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,175,ADA/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,176,APE/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,177,DOGE/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,178,ARB/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,179,LINK/USDT,SHORT,2025-10-30 12:00:00+00:00,MAX_OPEN,5,5,1.2535415351483674,9912.565077241887
BASE_MAX5_HEAT15,181,ARPA/USDT,SHORT,2025-11-03 00:00:00+00:00,MAX_OPEN,5,4,1.2560566768404684,9887.783664548782
BASE_MAX5_HEAT15,182,AVA/USDT,SHORT,2025-11-03 00:00:00+00:00,MAX_OPEN,5,4,1.2560566768404684,9887.783664548782
BASE_MAX5_HEAT15,183,1000CHEEMS/USDT,SHORT,2025-11-03 00:00:00+00:00,MAX_OPEN,5,4,1.2560566768404684,9887.783664548782
BASE_MAX5_HEAT15,184,ARDR/USDT,SHORT,2025-11-03 06:00:00+00:00,MAX_OPEN,5,4,1.2560566768404684,9887.783664548782
BASE_MAX5_HEAT15,185,ACT/USDT,SHORT,2025-11-03 06:00:00+00:00,MAX_OPEN,5,4,1.2560566768404684,9887.783664548782
BASE_MAX5_HEAT15,187,AMP/USDT,SHORT,2025-11-03 12:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,188,AUDIO/USDT,SHORT,2025-11-03 12:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,189,AAVE/USDT,SHORT,2025-11-03 12:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,190,ASTER/USDT,SHORT,2025-11-04 00:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,191,XRP/USDT,SHORT,2025-11-04 00:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,192,BCH/USDT,SHORT,2025-11-04 00:00:00+00:00,MAX_OPEN,5,4,1.246266553320875,9957.900433380908
BASE_MAX5_HEAT15,195,ICP/USDT,LONG,2025-11-06 12:00:00+00:00,MAX_OPEN,5,2,1.238965345333604,10086.941468459727
BASE_MAX5_HEAT15,199,UNI/USDT,LONG,2025-11-10 00:00:00+00:00,MAX_OPEN,5,3,1.2393490873958273,10090.310777345983
BASE_MAX5_HEAT15,200,2Z/USDT,LONG,2025-11-10 00:00:00+00:00,MAX_OPEN,5,3,1.2393490873958273,10090.310777345983
BASE_MAX5_HEAT15,201,AAVE/USDT,LONG,2025-11-10 18:00:00+00:00,MAX_OPEN,5,3,1.2393490873958273,10090.310777345983
BASE_MAX5_HEAT15,202,ARPA/USDT,LONG,2025-11-11 06:00:00+00:00,MAX_OPEN,5,3,1.2393490873958273,10090.310777345983
BASE_MAX5_HEAT15,205,AWE/USDT,SHORT,2025-11-12 18:00:00+00:00,MAX_OPEN,5,3,1.2450143557677869,10039.992926993355
BASE_MAX5_HEAT15,206,2Z/USDT,SHORT,2025-11-12 18:00:00+00:00,MAX_OPEN,5,3,1.2450143557677869,10039.992926993355
BASE_MAX5_HEAT15,209,ALICE/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,210,ASR/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,211,ANIME/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,212,ALT/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,213,AUCTION/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,214,AIXBT/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,215,A/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,216,ARKM/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,217,ACH/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,218,ARPA/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,219,1000SATS/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,220,SOL/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
BASE_MAX5_HEAT15,221,AR/USDT,SHORT,2025-11-13 12:00:00+00:00,MAX_OPEN,5,3,1.2481315805886135,9989.72989791603
