scenario,time,event,equity,peak_equity,drawdown_pct,open_positions,long_positions,short_positions,max_same_side,portfolio_heat_pct,open_risk_usdt,effective_side_diversification
BASE_MAX5_HEAT15,2026-02-14 12:00:00+00:00,exit,9888.885721977329,10121.84419810645,-2.3015418096704314,4,2,2,2,0.9946512253432852,98.35992300644469,2.0
BASE_MAX5_HEAT15,2026-02-14 12:00:00+00:00,exit,9864.100921372532,10121.84419810645,-2.546406284164454,3,2,1,2,0.7458877700879281,73.57512240164834,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-15 00:00:00+00:00,exit,9839.705760474106,10121.84419810645,-2.7874212654362456,2,2,0,2,0.4998113022929734,49.179961503222344,1.0
BASE_MAX5_HEAT15,2026-02-15 00:00:00+00:00,entry,9839.705760474106,10121.84419810645,-2.7874212654362456,3,3,0,3,0.7498113022929733,73.77922590440761,1.0
BASE_MAX5_HEAT15,2026-02-15 00:00:00+00:00,entry,9839.705760474106,10121.84419810645,-2.7874212654362456,4,4,0,4,0.9998113022929734,98.37849030559288,1.0
BASE_MAX5_HEAT15,2026-02-15 12:00:00+00:00,exit,9815.10649607292,10121.84419810645,-3.03045271227266,3,3,0,3,0.7516905286145097,73.77922590440761,1.0
BASE_MAX5_HEAT15,2026-02-17 06:00:00+00:00,entry,9815.10649607292,10121.84419810645,-3.03045271227266,4,3,1,3,1.0016905286145097,98.31699214458992,1.6
BASE_MAX5_HEAT15,2026-02-17 18:00:00+00:00,exit,9926.817898960338,10121.84419810645,-1.92678621928004,3,2,1,2,0.7446679489698904,73.92183124616392,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-17 18:00:00+00:00,entry,9926.817898960338,10121.84419810645,-1.92678621928004,4,2,2,2,0.9946679489698903,98.73887599356476,2.0
BASE_MAX5_HEAT15,2026-02-18 06:00:00+00:00,entry,9926.817898960338,10121.84419810645,-1.92678621928004,5,3,2,3,1.2446679489698904,123.5559207409656,1.923076923076923
BASE_MAX5_HEAT15,2026-02-18 18:00:00+00:00,exit,9902.218634559153,10121.84419810645,-2.1698176661164545,4,2,2,2,0.9993382290552293,98.95665633978034,2.0
BASE_MAX5_HEAT15,2026-02-18 18:00:00+00:00,entry,9902.218634559153,10121.84419810645,-2.1698176661164545,5,2,3,3,1.2493382290552293,123.71220292617822,1.923076923076923
BASE_MAX5_HEAT15,2026-02-19 12:00:00+00:00,exit,9877.401589811752,10121.84419810645,-2.4150007005682497,4,1,3,3,1.0012264589989417,98.89515817877738,1.6
BASE_MAX5_HEAT15,2026-02-19 12:00:00+00:00,entry,9877.401589811752,10121.84419810645,-2.4150007005682497,5,1,4,4,1.2512264589989417,123.58866215330676,1.4705882352941173
BASE_MAX5_HEAT15,2026-02-20 06:00:00+00:00,exit,9852.646043225355,10121.84419810645,-2.65957615640295,4,1,3,3,1.0031124139983307,98.83311556690887,1.6
BASE_MAX5_HEAT15,2026-02-20 12:00:00+00:00,exit,9827.952539250826,10121.84419810645,-2.90353865465153,3,1,2,2,0.754374945303013,74.1396115923795,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-21 06:00:00+00:00,exit,9803.414773010643,10121.84419810645,-3.14596252287085,2,1,1,1,0.5059649775173635,49.60184535219719,2.0
BASE_MAX5_HEAT15,2026-02-22 00:00:00+00:00,entry,9803.414773010643,10121.84419810645,-3.14596252287085,3,1,2,2,0.7559649775173635,74.1103822847238,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-22 06:00:00+00:00,entry,9803.414773010643,10121.84419810645,-3.14596252287085,4,2,2,2,1.0059649775173634,98.61891921725041,2.0
BASE_MAX5_HEAT15,2026-02-22 12:00:00+00:00,exit,9841.978384886554,10121.84419810645,-2.764968594085376,3,1,2,2,0.7530028962320064,74.1103822847238,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-22 12:00:00+00:00,entry,9841.978384886554,10121.84419810645,-2.764968594085376,4,1,3,3,1.0030028962320066,98.71532824694019,1.6
BASE_MAX5_HEAT15,2026-02-22 12:00:00+00:00,entry,9841.978384886554,10121.84419810645,-2.764968594085376,5,1,4,4,1.2530028962320063,123.32027420915657,1.4705882352941173
BASE_MAX5_HEAT15,2026-02-24 12:00:00+00:00,exit,9817.193584281757,10121.84419810645,-3.009833068579399,4,0,4,4,1.0037030721501174,98.53547360436022,1.0
BASE_MAX5_HEAT15,2026-02-24 18:00:00+00:00,entry,9817.193584281757,10121.84419810645,-3.009833068579399,5,0,5,5,1.2537030721501174,123.07845756506461,1.0
BASE_MAX5_HEAT15,2026-02-25 12:00:00+00:00,exit,9792.58863831954,10121.84419810645,-3.252920647094194,4,0,4,4,1.0055922416419079,98.47351160284823,1.0
BASE_MAX5_HEAT15,2026-02-25 12:00:00+00:00,exit,9768.045654358835,10121.84419810645,-3.495396064422742,3,0,3,3,0.7568609961313348,73.93052764214384,1.0
BASE_MAX5_HEAT15,2026-02-25 18:00:00+00:00,exit,9743.440708396618,10121.84419810645,-3.7384836429375374,2,0,2,2,0.506243976395526,49.32558167992745,1.0
BASE_MAX5_HEAT15,2026-02-25 18:00:00+00:00,entry,9743.440708396618,10121.84419810645,-3.7384836429375374,3,0,3,3,0.756243976395526,73.684183450919,1.0
BASE_MAX5_HEAT15,2026-02-28 06:00:00+00:00,entry,9743.440708396618,10121.84419810645,-3.7384836429375374,4,0,4,4,1.0062439763955262,98.04278522191055,1.0
BASE_MAX5_HEAT15,2026-02-28 06:00:00+00:00,entry,9743.440708396618,10121.84419810645,-3.7384836429375374,5,0,5,5,1.256243976395526,122.40138699290209,1.0
BASE_MAX5_HEAT15,2026-02-28 18:00:00+00:00,exit,9719.082106625627,10121.84419810645,-3.979137433830191,4,0,4,4,1.0087658911233346,98.04278522191055,1.0
BASE_MAX5_HEAT15,2026-02-28 18:00:00+00:00,exit,9694.723504854635,10121.84419810645,-4.219791224722845,3,0,3,3,0.7600441973824381,73.684183450919,1.0
BASE_MAX5_HEAT15,2026-03-01 18:00:00+00:00,entry,9694.723504854635,10121.84419810645,-4.219791224722845,4,0,4,4,1.0100441973824383,97.9209922130556,1.0
BASE_MAX5_HEAT15,2026-03-02 00:00:00+00:00,exit,9670.4866960925,10121.84419810645,-4.459241746661034,3,0,3,3,0.7619490700575821,73.684183450919,1.0
BASE_MAX5_HEAT15,2026-03-02 12:00:00+00:00,entry,9670.4866960925,10121.84419810645,-4.459241746661034,4,1,3,3,1.0119490700575822,97.86040019115025,1.6
BASE_MAX5_HEAT15,2026-03-02 12:00:00+00:00,entry,9670.4866960925,10121.84419810645,-4.459241746661034,5,2,3,3,1.2619490700575822,122.0366169313815,1.923076923076923
BASE_MAX5_HEAT15,2026-03-08 00:00:00+00:00,exit,9646.310479352267,10121.84419810645,-4.69809364229439,4,1,3,3,1.0144852832657467,97.86040019115025,1.6
BASE_MAX5_HEAT15,2026-03-08 00:00:00+00:00,entry,9646.310479352267,10121.84419810645,-4.69809364229439,5,1,4,4,1.2644852832657467,121.97617638953092,1.4705882352941173
BASE_MAX5_HEAT15,2026-03-08 06:00:00+00:00,exit,9622.134262612035,10121.84419810645,-4.9369455379277465,4,0,4,4,1.0164061005603842,97.79995964929967,1.0
BASE_MAX5_HEAT15,2026-03-08 12:00:00+00:00,entry,9622.134262612035,10121.84419810645,-4.9369455379277465,5,0,5,5,1.2664061005603844,121.85529530582976,1.0
BASE_MAX5_HEAT15,2026-03-09 00:00:00+00:00,exit,9598.018486413654,10121.84419810645,-5.175200303822017,4,0,4,4,1.0183301818578798,97.73951910744908,1.0
BASE_MAX5_HEAT15,2026-03-09 06:00:00+00:00,exit,9573.963150757123,10121.84419810645,-5.4128579399772025,3,0,3,3,0.7696309489669588,73.684183450919,1.0
BASE_MAX5_HEAT15,2026-03-09 06:00:00+00:00,entry,9573.963150757123,10121.84419810645,-5.4128579399772025,4,0,4,4,1.019630948966959,97.61909132781182,1.0
BASE_MAX5_HEAT15,2026-03-10 12:00:00+00:00,entry,9573.963150757123,10121.84419810645,-5.4128579399772025,5,1,4,4,1.2696309489669588,121.55399920470461,1.4705882352941173
BASE_MAX5_HEAT15,2026-03-17 00:00:00+00:00,exit,9549.146106009723,10121.84419810645,-5.658040974428998,4,1,3,3,1.013042981889477,96.73695445730377,1.6
BASE_MAX5_HEAT15,2026-03-17 06:00:00+00:00,entry,9549.146106009723,10121.84419810645,-5.658040974428998,5,2,3,3,1.2630429818894768,120.60981972232807,1.923076923076923
BASE_MAX5_HEAT15,2026-03-18 00:00:00+00:00,exit,9702.25553511548,10121.84419810645,-4.1453776088498175,4,1,3,3,0.9970563453743579,96.73695445730377,1.6
BASE_MAX5_HEAT15,2026-03-18 06:00:00+00:00,entry,9702.25553511548,10121.84419810645,-4.1453776088498175,5,1,4,4,1.247056345374358,120.99259329509248,1.4705882352941173
BASE_MAX5_HEAT15,2026-03-19 12:00:00+00:00,exit,9678.320627238587,10121.84419810645,-4.381845463999884,4,0,4,4,1.002836020383963,97.05768541819967,1.0
BASE_MAX5_HEAT15,2026-03-19 12:00:00+00:00,entry,9678.320627238587,10121.84419810645,-4.381845463999884,5,0,5,5,1.2528360203839632,121.25348698629614,1.0
BASE_MAX5_HEAT15,2026-03-20 12:00:00+00:00,exit,9654.064988400798,10121.84419810645,-4.621482019977761,4,0,4,4,1.0047358109257476,96.99784814850743,1.0
BASE_MAX5_HEAT15,2026-03-20 12:00:00+00:00,entry,9654.064988400798,10121.84419810645,-4.621482019977761,5,0,5,5,1.2547358109257474,121.13301061950942,1.0
BASE_MAX5_HEAT15,2026-03-23 06:00:00+00:00,exit,9629.929825929796,10121.84419810645,-4.859928314927819,4,0,4,4,1.007253945790223,96.99784814850743,1.0
BASE_MAX5_HEAT15,2026-03-23 18:00:00+00:00,entry,9629.929825929796,10121.84419810645,-4.859928314927819,5,1,4,4,1.257253945790223,121.07267271333191,1.4705882352941173
BASE_MAX5_HEAT15,2026-03-27 06:00:00+00:00,exit,9605.855001364971,10121.84419810645,-5.097778494140502,4,0,4,4,1.0097783917696472,96.99784814850743,1.0
BASE_MAX5_HEAT15,2026-03-27 06:00:00+00:00,entry,9605.855001364971,10121.84419810645,-5.097778494140502,5,0,5,5,1.2597783917696472,121.01248565191986,1.0
BASE_MAX5_HEAT15,2026-03-29 00:00:00+00:00,exit,9581.840363861558,10121.84419810645,-5.335034047905155,4,0,4,4,1.0123091646813507,96.99784814850743,1.0
BASE_MAX5_HEAT15,2026-03-29 12:00:00+00:00,entry,9581.840363861558,10121.84419810645,-5.335034047905155,5,0,5,5,1.2623091646813507,120.95244905816132,1.0
BASE_MAX5_HEAT15,2026-04-01 12:00:00+00:00,exit,9557.905455984665,10121.84419810645,-5.57150190305522,4,0,4,4,1.0150502286096705,97.01754118126851,1.0
BASE_MAX5_HEAT15,2026-04-01 12:00:00+00:00,exit,9533.95085507501,10121.84419810645,-5.808164317935457,3,0,3,3,0.766344838380644,73.06294027161462,1.0
BASE_MAX5_HEAT15,2026-04-01 18:00:00+00:00,entry,9533.95085507501,10121.84419810645,-5.808164317935457,4,1,3,3,1.016344838380644,96.89781740930215,1.6
BASE_MAX5_HEAT15,2026-04-02 00:00:00+00:00,exit,9510.115977937323,10121.84419810645,-6.043643907140621,3,0,3,3,0.768265502135984,73.06294027161462,1.0
BASE_MAX5_HEAT15,2026-04-02 00:00:00+00:00,entry,9510.115977937323,10121.84419810645,-6.043643907140621,4,0,4,4,1.0182655021359839,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-02 06:00:00+00:00,entry,9510.115977937323,10121.84419810645,-6.043643907140621,5,0,5,5,1.268265502135984,120.61352016130124,1.0
BASE_MAX5_HEAT15,2026-04-04 12:00:00+00:00,exit,9486.340687992479,10121.84419810645,-6.278534797372778,4,0,4,4,1.0208175460009865,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-05 12:00:00+00:00,entry,9486.340687992479,10121.84419810645,-6.278534797372778,5,0,5,5,1.2708175460009867,120.55408193643913,1.0
BASE_MAX5_HEAT15,2026-04-06 00:00:00+00:00,exit,9462.624836272498,10121.84419810645,-6.512838460379339,4,0,4,4,1.0233759859659013,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-06 12:00:00+00:00,entry,9462.624836272498,10121.84419810645,-6.512838460379339,5,1,4,4,1.2733759859659013,120.49479230713918,1.4705882352941173
BASE_MAX5_HEAT15,2026-04-07 12:00:00+00:00,exit,9438.968274181818,10121.84419810645,-6.746556364228382,4,0,4,4,1.025940838061054,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-07 18:00:00+00:00,entry,9438.968274181818,10121.84419810645,-6.746556364228382,5,1,4,4,1.275940838061054,120.43565090191248,1.4705882352941173
BASE_MAX5_HEAT15,2026-04-08 18:00:00+00:00,exit,9415.370853496363,10121.84419810645,-6.979689973317818,4,0,4,4,1.0285121183569463,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-09 06:00:00+00:00,entry,9415.370853496363,10121.84419810645,-6.979689973317818,5,0,5,5,1.2785121183569463,120.37665735019884,1.0
BASE_MAX5_HEAT15,2026-04-10 12:00:00+00:00,exit,9391.832426362622,10121.84419810645,-7.212240748384521,4,0,4,4,1.0310898429643571,96.83823021645793,1.0
BASE_MAX5_HEAT15,2026-04-10 18:00:00+00:00,exit,9367.636624794526,10121.84419810645,-7.451286134724515,3,0,3,3,0.7754616405176245,72.64242864836146,1.0
BASE_MAX5_HEAT15,2026-04-10 18:00:00+00:00,entry,9367.636624794526,10121.84419810645,-7.451286134724515,4,1,3,3,1.0254616405176247,96.06152021034778,1.6
BASE_MAX5_HEAT15,2026-04-12 00:00:00+00:00,exit,9344.21753323254,10121.84419810645,-7.6826579193876965,3,0,3,3,0.7774051534011273,72.64242864836146,1.0
BASE_MAX5_HEAT15,2026-04-12 12:00:00+00:00,entry,9344.21753323254,10121.84419810645,-7.6826579193876965,4,0,4,4,1.0274051534011273,96.00297248144281,1.0
BASE_MAX5_HEAT15,2026-04-12 18:00:00+00:00,entry,9344.21753323254,10121.84419810645,-7.6826579193876965,5,0,5,5,1.2774051534011273,119.36351631452416,1.0
BASE_MAX5_HEAT15,2026-04-13 18:00:00+00:00,exit,9320.856989399459,10121.84419810645,-7.913451274589228,4,0,4,4,1.0299801036602778,96.00297248144281,1.0
BASE_MAX5_HEAT15,2026-04-13 18:00:00+00:00,entry,9320.856989399459,10121.84419810645,-7.913451274589228,5,1,4,4,1.279980103660278,119.30511495494146,1.4705882352941173
BASE_MAX5_HEAT15,2026-04-14 00:00:00+00:00,exit,9297.496445566378,10121.84419810645,-8.14424462979076,4,1,3,3,1.0319398526644497,95.94457112186011,1.6
BASE_MAX5_HEAT15,2026-04-14 06:00:00+00:00,entry,9297.496445566378,10121.84419810645,-8.14424462979076,5,2,3,3,1.2819398526644494,119.18831223577605,1.923076923076923
BASE_MAX5_HEAT15,2026-04-14 18:00:00+00:00,exit,9274.19430309288,10121.84419810645,-8.37446100160428,4,1,3,3,1.0339029637356212,95.8861697622774,1.6
BASE_MAX5_HEAT15,2026-04-15 12:00:00+00:00,entry,9274.19430309288,10121.84419810645,-8.37446100160428,5,2,3,3,1.2839029637356212,119.07165552000961,1.923076923076923
BASE_MAX5_HEAT15,2026-04-16 00:00:00+00:00,exit,9322.313802946032,10121.84419810645,-7.8990585066503085,4,1,3,3,1.0285662099464568,95.8861697622774,1.6
BASE_MAX5_HEAT15,2026-04-16 00:00:00+00:00,entry,9322.313802946032,10121.84419810645,-7.8990585066503085,5,2,3,3,1.2785662099464568,119.19195426964248,1.923076923076923
BASE_MAX5_HEAT15,2026-04-18 12:00:00+00:00,exit,9299.008018438666,10121.84419810645,-8.129310860383686,4,1,3,3,1.0311440701217613,95.8861697622774,1.6
BASE_MAX5_HEAT15,2026-04-18 12:00:00+00:00,entry,9299.008018438666,10121.84419810645,-8.129310860383686,5,2,3,3,1.2811440701217613,119.13368980837407,1.923076923076923
BASE_MAX5_HEAT15,2026-04-19 00:00:00+00:00,exit,9275.76049839257,10121.84419810645,-8.358987583232718,4,1,3,3,1.0337283910995099,95.8861697622774,1.6
BASE_MAX5_HEAT15,2026-04-19 18:00:00+00:00,entry,9275.76049839257,10121.84419810645,-8.358987583232718,5,1,4,4,1.28372839109951,119.07557100825883,1.4705882352941173
BASE_MAX5_HEAT15,2026-04-20 18:00:00+00:00,exit,9252.571097146589,10121.84419810645,-8.588090114274639,4,1,3,3,1.0363191890721906,95.8861697622774,1.6
BASE_MAX5_HEAT15,2026-04-22 00:00:00+00:00,entry,9252.571097146589,10121.84419810645,-8.588090114274639,5,2,3,3,1.2863191890721906,119.01759750514388,1.923076923076923
BASE_MAX5_HEAT15,2026-04-25 06:00:00+00:00,exit,9228.062560214063,10121.84419810645,-8.830225207967455,4,2,2,2,1.024148459722026,94.50906057261727,2.0
BASE_MAX5_HEAT15,2026-04-26 00:00:00+00:00,entry,9228.062560214063,10121.84419810645,-8.830225207967455,5,2,3,3,1.2741484597220258,117.57921697315243,1.923076923076923
BASE_MAX5_HEAT15,2026-04-26 12:00:00+00:00,exit,9204.287270269218,10121.84419810645,-9.065116098199614,4,2,2,2,1.0191329787294374,93.80392702830912,2.0
BASE_MAX5_HEAT15,2026-04-26 12:00:00+00:00,entry,9204.287270269218,10121.84419810645,-9.065116098199614,5,3,2,3,1.2691329787294374,116.81464520398217,1.923076923076923
BASE_MAX5_HEAT15,2026-04-27 00:00:00+00:00,exit,9181.217113868683,10121.84419810645,-9.293040535179701,4,3,1,3,1.0210464216322837,93.74448880344701,1.6
BASE_MAX5_HEAT15,2026-04-27 00:00:00+00:00,exit,9158.206395693009,10121.84419810645,-9.52037774493421,3,2,1,2,0.7723539694523501,70.73377062777396,1.7999999999999998
BASE_MAX5_HEAT15,2026-04-27 06:00:00+00:00,entry,9158.206395693009,10121.84419810645,-9.52037774493421,4,2,2,2,1.0223539694523502,93.62928661700649,2.0
BASE_MAX5_HEAT15,2026-04-27 12:00:00+00:00,exit,9135.310879703777,10121.84419810645,-9.74657680057187,3,2,1,2,0.7742896936865665,70.73377062777396,1.7999999999999998
BASE_MAX5_HEAT15,2026-04-27 18:00:00+00:00,entry,9135.310879703777,10121.84419810645,-9.74657680057187,4,3,1,3,1.0242896936865666,93.5720478270334,1.6
BASE_MAX5_HEAT15,2026-04-27 18:00:00+00:00,entry,9135.310879703777,10121.84419810645,-9.74657680057187,5,3,2,3,1.2742896936865664,116.41032502629284,1.923076923076923
BASE_MAX5_HEAT15,2026-04-28 06:00:00+00:00,exit,9112.472602504517,10121.84419810645,-9.972210358570448,4,2,2,2,1.0268568357760066,93.5720478270334,2.0
BASE_MAX5_HEAT15,2026-04-28 18:00:00+00:00,entry,9112.472602504517,10121.84419810645,-9.972210358570448,5,3,2,3,1.2768568357760066,116.35322933329469,1.923076923076923
BASE_MAX5_HEAT15,2026-04-29 12:00:00+00:00,exit,9089.634325305256,10121.84419810645,-10.197843916569024,4,3,1,3,1.0288087373734338,93.51495213403525,1.6
BASE_MAX5_HEAT15,2026-04-29 12:00:00+00:00,entry,9089.634325305256,10121.84419810645,-10.197843916569024,5,3,2,3,1.2788087373734336,116.23903794729839,1.923076923076923
BASE_MAX5_HEAT15,2026-04-29 18:00:00+00:00,exit,9066.853143798995,10121.84419810645,-10.4229133906726,4,2,2,2,1.030763981271218,93.45785644103711,2.0
BASE_MAX5_HEAT15,2026-04-29 18:00:00+00:00,entry,9066.853143798995,10121.84419810645,-10.4229133906726,5,3,2,3,1.280763981271218,116.1249893005346,1.923076923076923
BASE_MAX5_HEAT15,2026-04-30 00:00:00+00:00,exit,9044.186010939498,10121.84419810645,-10.646856107195909,4,2,2,2,1.0333473496453311,93.45785644103711,2.0
BASE_MAX5_HEAT15,2026-05-02 00:00:00+00:00,entry,9044.186010939498,10121.84419810645,-10.646856107195909,5,2,3,3,1.2833473496453311,116.06832146838585,1.923076923076923
BASE_MAX5_HEAT15,2026-05-02 06:00:00+00:00,exit,9021.461925126236,10121.84419810645,-10.871361497404482,4,2,2,2,1.0346907899166968,93.3442356551227,2.0
BASE_MAX5_HEAT15,2026-05-02 18:00:00+00:00,exit,8998.851460098887,10121.84419810645,-11.094744357136488,3,2,1,2,0.7860310945392212,70.73377062777396,1.7999999999999998
BASE_MAX5_HEAT15,2026-05-02 18:00:00+00:00,entry,8998.851460098887,10121.84419810645,-11.094744357136488,4,3,1,3,1.0360310945392213,93.23089927802118,1.6
BASE_MAX5_HEAT15,2026-05-03 00:00:00+00:00,entry,8998.851460098887,10121.84419810645,-11.094744357136488,5,3,2,3,1.286031094539221,115.7280279282684,1.923076923076923
BASE_MAX5_HEAT15,2026-05-06 00:00:00+00:00,exit,8976.35433144864,10121.84419810645,-11.317007496243653,4,3,1,3,1.0386276636984673,93.23089927802118,1.6
BASE_MAX5_HEAT15,2026-05-06 00:00:00+00:00,entry,8976.35433144864,10121.84419810645,-11.317007496243653,5,4,1,4,1.2886276636984673,115.67178510664277,1.4705882352941173
BASE_MAX5_HEAT15,2026-05-07 12:00:00+00:00,exit,8953.913445620017,10121.84419810645,-11.538714977503052,4,3,1,3,1.041230740549842,93.23089927802118,1.6
BASE_MAX5_HEAT15,2026-05-08 12:00:00+00:00,entry,8953.913445620017,10121.84419810645,-11.538714977503052,5,4,1,4,1.291230740549842,115.61568289207122,1.4705882352941173
BASE_MAX5_HEAT15,2026-05-11 06:00:00+00:00,exit,8929.554843849026,10121.84419810645,-11.779368768395706,4,4,0,4,1.0219667465723736,91.25708112107968,1.0
BASE_MAX5_HEAT15,2026-05-11 06:00:00+00:00,entry,8929.554843849026,10121.84419810645,-11.779368768395706,5,5,0,5,1.2719667465723734,113.58096823070224,1.0
BASE_MAX5_HEAT15,2026-05-11 12:00:00+00:00,exit,8907.230956739404,10121.84419810645,-11.999920346474708,4,4,0,4,1.0245280667392216,91.25708112107968,1.0
BASE_MAX5_HEAT15,2026-05-11 12:00:00+00:00,entry,8907.230956739404,10121.84419810645,-11.999920346474708,5,5,0,5,1.2745280667392214,113.52515851292819,1.0
BASE_MAX5_HEAT15,2026-05-12 00:00:00+00:00,exit,8982.475118678683,10121.84419810645,-11.256536428815162,4,4,0,4,1.0050839685742718,90.28141739901224,1.0
BASE_MAX5_HEAT15,2026-05-12 12:00:00+00:00,exit,8960.207041286834,10121.84419810645,-11.47653662794898,3,3,0,3,0.7590599156221717,68.01334000716373,1.0
BASE_MAX5_HEAT15,2026-05-13 00:00:00+00:00,entry,8960.207041286834,10121.84419810645,-11.47653662794898,4,4,0,4,1.0090599156221716,90.41385761038082,1.0
BASE_MAX5_HEAT15,2026-05-13 12:00:00+00:00,entry,8960.207041286834,10121.84419810645,-11.47653662794898,5,4,1,4,1.2590599156221718,112.81437521359791,1.4705882352941173
BASE_MAX5_HEAT15,2026-05-14 00:00:00+00:00,exit,8937.075613543968,10121.84419810645,-11.705066402663293,4,3,1,3,1.003493215776519,89.68294747073143,1.6
BASE_MAX5_HEAT15,2026-05-14 00:00:00+00:00,exit,8914.690829929918,10121.84419810645,-11.926219615219539,3,2,1,2,0.7549130434309234,67.29816385668138,1.7999999999999998
BASE_MAX5_HEAT15,2026-05-14 00:00:00+00:00,entry,8914.690829929918,10121.84419810645,-11.926219615219539,4,3,1,3,1.0049130434309235,89.58489093150618,1.6
BASE_MAX5_HEAT15,2026-05-15 00:00:00+00:00,entry,8914.690829929918,10121.84419810645,-11.926219615219539,5,3,2,3,1.2549130434309235,111.87161800633098,1.923076923076923
BASE_MAX5_HEAT15,2026-05-16 06:00:00+00:00,exit,8892.19370127967,10121.84419810645,-12.148482754326704,4,2,2,2,1.0050893216959718,89.37448935608376,2.0
BASE_MAX5_HEAT15,2026-05-16 06:00:00+00:00,exit,8869.793183676453,10121.84419810645,-12.369791412756829,3,1,2,2,0.7550792940259576,66.97397175286667,1.7999999999999998
BASE_MAX5_HEAT15,2026-05-16 06:00:00+00:00,exit,8847.506456601628,10121.84419810645,-12.58997586371878,2,0,2,2,0.5050829281361889,44.68724467804188,1.0
BASE_MAX5_HEAT15,2026-05-16 06:00:00+00:00,entry,8847.506456601628,10121.84419810645,-12.58997586371878,3,0,3,3,0.7550829281361889,66.80601081954595,1.0
BASE_MAX5_HEAT15,2026-05-16 06:00:00+00:00,entry,8847.506456601628,10121.84419810645,-12.58997586371878,4,0,4,4,1.005082928136189,88.92477696105001,1.0
BASE_MAX5_HEAT15,2026-05-17 12:00:00+00:00,exit,8825.105938998411,10121.84419810645,-12.811284522148906,3,0,3,3,0.7538069210462416,66.52425935783293,1.0
BASE_MAX5_HEAT15,2026-05-17 18:00:00+00:00,entry,8825.105938998411,10121.84419810645,-12.811284522148906,4,0,4,4,1.0038069210462417,88.58702420532896,1.0
BASE_MAX5_HEAT15,2026-05-17 18:00:00+00:00,entry,8825.105938998411,10121.84419810645,-12.811284522148906,5,0,5,5,1.2538069210462415,110.64978905282499,1.0
BASE_MAX5_HEAT15,2026-05-20 00:00:00+00:00,exit,8802.987172856907,10121.84419810645,-13.02980958248961,4,0,4,4,1.0056929673179247,88.53102291132092,1.0
BASE_MAX5_HEAT15,2026-05-20 12:00:00+00:00,exit,8780.92440800941,10121.84419810645,-13.247781371184242,3,0,3,3,0.7569619663642326,66.46825806382489,1.0
BASE_MAX5_HEAT15,2026-05-20 18:00:00+00:00,exit,8758.805641867906,10121.84419810645,-13.466306431524947,2,0,2,2,0.5063417746173762,44.34949192232082,1.0
BASE_MAX5_HEAT15,2026-05-20 18:00:00+00:00,exit,8736.74287702041,10121.84419810645,-13.684278220219582,1,0,1,1,0.255091942026174,22.286727074824793,1.0
BASE_MAX5_HEAT15,2026-05-20 18:00:00+00:00,entry,8736.74287702041,10121.84419810645,-13.684278220219582,2,0,2,2,0.505091942026174,44.128584267375814,1.0
BASE_MAX5_HEAT15,2026-05-21 06:00:00+00:00,exit,8714.456149945585,10121.84419810645,-13.90446267118153,1,0,1,1,0.25063936081297983,21.841857192551025,1.0
BASE_MAX5_HEAT15,2026-05-21 12:00:00+00:00,exit,8692.614292753035,10121.84419810645,-14.120251975630977,0,0,0,0,0.0,0.0,0.0
BASE_MAX5_HEAT15,2026-05-22 06:00:00+00:00,entry,8692.614292753035,10121.84419810645,-14.120251975630977,1,1,0,1,0.25,21.731535731882587,1.0
BASE_MAX5_HEAT15,2026-05-22 06:00:00+00:00,entry,8692.614292753035,10121.84419810645,-14.120251975630977,2,2,0,2,0.5,43.463071463765175,1.0
BASE_MAX5_HEAT15,2026-05-22 12:00:00+00:00,exit,8670.882757021152,10121.84419810645,-14.334951345691893,1,1,0,1,0.2506265664160401,21.731535731882587,1.0
BASE_MAX5_HEAT15,2026-05-22 18:00:00+00:00,exit,8649.15122128927,10121.84419810645,-14.54965071575281,0,0,0,0,0.0,0.0,0.0
SAME_SIDE_CAP4,2025-10-01 18:00:00+00:00,entry,10000.0,10000.0,0.0,1,1,0,1,0.25,25.0,1.0
SAME_SIDE_CAP4,2025-10-01 18:00:00+00:00,entry,10000.0,10000.0,0.0,2,2,0,2,0.5,50.0,1.0
SAME_SIDE_CAP4,2025-10-01 18:00:00+00:00,entry,10000.0,10000.0,0.0,3,3,0,3,0.75,75.0,1.0
SAME_SIDE_CAP4,2025-10-01 18:00:00+00:00,entry,10000.0,10000.0,0.0,4,4,0,4,1.0,100.0,1.0
SAME_SIDE_CAP4,2025-10-07 12:00:00+00:00,entry,10000.0,10000.0,0.0,5,4,1,4,1.25,125.0,1.4705882352941173
SAME_SIDE_CAP4,2025-10-09 12:00:00+00:00,exit,9975.0,10000.0,-0.25,4,4,0,4,1.0025062656641603,100.0,1.0
SAME_SIDE_CAP4,2025-10-09 12:00:00+00:00,entry,9975.0,10000.0,-0.25,5,4,1,4,1.2525062656641603,124.9375,1.4705882352941173
