scenario,time,event,equity,peak_equity,drawdown_pct,open_positions,long_positions,short_positions,max_same_side,portfolio_heat_pct,open_risk_usdt,effective_side_diversification
BASE_MAX5_HEAT15,2025-12-29 12:00:00+00:00,entry,9867.43563844124,10121.84419810645,-2.5134605382762465,5,1,4,4,1.253792667369826,123.71718449221325,1.4705882352941173
BASE_MAX5_HEAT15,2026-01-01 18:00:00+00:00,exit,9842.767049345137,10121.84419810645,-2.757176886930559,4,1,3,3,1.006308438465991,99.04859539611014,1.6
BASE_MAX5_HEAT15,2026-01-01 18:00:00+00:00,entry,9842.767049345137,10121.84419810645,-2.757176886930559,5,2,3,3,1.256308438465991,123.65551301947299,1.923076923076923
BASE_MAX5_HEAT15,2026-01-02 06:00:00+00:00,exit,9818.0366342112,10121.84419810645,-3.0015040535012925,4,2,2,2,1.0075853408493918,98.92509788553505,2.0
BASE_MAX5_HEAT15,2026-01-02 12:00:00+00:00,entry,9818.0366342112,10121.84419810645,-3.0015040535012925,5,3,2,3,1.2575853408493916,123.47018947106304,1.923076923076923
BASE_MAX5_HEAT15,2026-01-13 18:00:00+00:00,exit,9867.632564452077,10121.84419810645,-2.511514983622549,4,2,2,2,1.0018945395661865,98.8632718477002,2.0
BASE_MAX5_HEAT15,2026-01-13 18:00:00+00:00,entry,9867.632564452077,10121.84419810645,-2.511514983622549,5,3,2,3,1.2518945395661865,123.5323532588304,1.923076923076923
BASE_MAX5_HEAT15,2026-01-15 00:00:00+00:00,exit,9842.963483040947,10121.84419810645,-2.755236196163489,4,2,2,2,1.0044055534498109,98.8632718477002,2.0
BASE_MAX5_HEAT15,2026-01-15 00:00:00+00:00,entry,9842.963483040947,10121.84419810645,-2.755236196163489,5,3,2,3,1.2544055534498106,123.47068055530256,1.923076923076923
BASE_MAX5_HEAT15,2026-01-15 12:00:00+00:00,exit,9942.36467854569,10121.84419810645,-1.7731899053962572,4,2,2,2,0.9949905497154306,98.92558896977457,2.0
BASE_MAX5_HEAT15,2026-01-15 18:00:00+00:00,exit,9917.563949269987,10121.84419810645,-2.0182117491462583,3,2,1,2,0.7474099493911299,74.12485969407174,1.7999999999999998
BASE_MAX5_HEAT15,2026-01-16 06:00:00+00:00,entry,9917.563949269987,10121.84419810645,-2.0182117491462583,4,3,1,3,0.9974099493911299,98.91876956724671,1.6
BASE_MAX5_HEAT15,2026-01-16 06:00:00+00:00,entry,9917.563949269987,10121.84419810645,-2.0182117491462583,5,4,1,4,1.2474099493911297,123.71267944042168,1.4705882352941173
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,exit,9892.833534136049,10121.84419810645,-2.2625389157169913,4,3,1,3,1.0005451316343001,98.98226430648373,1.6
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,exit,9868.226125428446,10121.84419810645,-2.50565082522659,3,2,1,2,0.7536800905608784,74.37485559888137,1.7999999999999998
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,exit,9843.43221555527,10121.84419810645,-2.750605295853724,2,1,1,1,0.5036957093822941,49.5809457257064,2.0
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,entry,9843.43221555527,10121.84419810645,-2.750605295853724,3,1,2,2,0.7536957093822942,74.18952626459458,1.7999999999999998
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,entry,9843.43221555527,10121.84419810645,-2.750605295853724,4,1,3,3,1.0036957093822942,98.79810680348275,1.6
BASE_MAX5_HEAT15,2026-01-19 00:00:00+00:00,entry,9843.43221555527,10121.84419810645,-2.750605295853724,5,1,4,4,1.2536957093822942,123.40668734237093,1.4705882352941173
BASE_MAX5_HEAT15,2026-01-20 06:00:00+00:00,exit,9818.638305682096,10121.84419810645,-2.9955597664808575,4,0,4,4,1.0043427041418589,98.61277746919596,1.0
BASE_MAX5_HEAT15,2026-01-20 06:00:00+00:00,entry,9818.638305682096,10121.84419810645,-2.9955597664808575,5,0,5,5,1.2543427041418589,123.1593732334012,1.0
BASE_MAX5_HEAT15,2026-01-24 18:00:00+00:00,exit,9794.091709917891,10121.84419810645,-3.2380708670646485,4,0,4,4,1.0068598537762996,98.61277746919596,1.0
BASE_MAX5_HEAT15,2026-01-25 12:00:00+00:00,entry,9794.091709917891,10121.84419810645,-3.2380708670646485,5,0,5,5,1.2568598537762996,123.0980067439907,1.0
BASE_MAX5_HEAT15,2026-01-26 12:00:00+00:00,exit,9769.606480643097,10121.84419810645,-3.479975689896986,4,0,4,4,1.0093833120564408,98.61277746919596,1.0
BASE_MAX5_HEAT15,2026-01-27 00:00:00+00:00,entry,9769.606480643097,10121.84419810645,-3.479975689896986,5,0,5,5,1.2593833120564406,123.0367936708037,1.0
BASE_MAX5_HEAT15,2026-01-31 12:00:00+00:00,exit,9831.708512843956,10121.84419810645,-2.8664310533131037,4,0,4,4,1.0011303020561564,98.42821313191553,1.0
BASE_MAX5_HEAT15,2026-01-31 12:00:00+00:00,entry,9831.708512843956,10121.84419810645,-2.8664310533131037,5,0,5,5,1.2511303020561562,123.00748441402541,1.0
BASE_MAX5_HEAT15,2026-02-01 00:00:00+00:00,exit,9807.129241561846,10121.84419810645,-3.109264975679816,4,0,4,4,1.00363940055755,98.42821313191553,1.0
BASE_MAX5_HEAT15,2026-02-01 06:00:00+00:00,exit,9782.520661022958,10121.84419810645,-3.3523884624401847,3,0,3,3,0.7546074795134451,73.81963259302735,1.0
BASE_MAX5_HEAT15,2026-02-01 12:00:00+00:00,entry,9782.520661022958,10121.84419810645,-3.3523884624401847,4,1,3,3,1.0046074795134452,98.27593424558475,1.6
BASE_MAX5_HEAT15,2026-02-01 18:00:00+00:00,exit,9758.0643593704,10121.84419810645,-3.594007491284082,3,0,3,3,0.7564987263292683,73.81963259302735,1.0
BASE_MAX5_HEAT15,2026-02-03 00:00:00+00:00,entry,9758.0643593704,10121.84419810645,-3.594007491284082,4,1,3,3,1.0064987263292682,98.21479349145335,1.6
BASE_MAX5_HEAT15,2026-02-05 00:00:00+00:00,entry,9758.0643593704,10121.84419810645,-3.594007491284082,5,1,4,4,1.2564987263292682,122.60995438987936,1.4705882352941173
BASE_MAX5_HEAT15,2026-02-06 12:00:00+00:00,exit,9854.774052411201,10121.84419810645,-2.6385522289032135,4,1,3,3,0.9926449659534635,97.82291853734793,1.6
BASE_MAX5_HEAT15,2026-02-06 12:00:00+00:00,exit,9940.700707598642,10121.84419810645,-1.7896293102564766,3,1,2,2,0.7365108371333916,73.21433799845974,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-06 12:00:00+00:00,exit,10013.807976483964,10121.84419810645,-1.0673570893602244,2,1,1,1,0.48723045130712805,48.790321796852005,2.0
BASE_MAX5_HEAT15,2026-02-11 00:00:00+00:00,entry,10013.807976483964,10121.84419810645,-1.0673570893602244,3,1,2,2,0.7372304513071282,73.82484173806192,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-11 06:00:00+00:00,entry,10013.807976483964,10121.84419810645,-1.0673570893602244,4,1,3,3,0.987230451307128,98.85936167927183,1.6
BASE_MAX5_HEAT15,2026-02-11 06:00:00+00:00,entry,10013.807976483964,10121.84419810645,-1.0673570893602244,5,1,4,4,1.237230451307128,123.89388162048174,1.4705882352941173
BASE_MAX5_HEAT15,2026-02-12 00:00:00+00:00,exit,9988.773456542755,10121.84419810645,-1.3146886966368199,4,1,3,3,0.9897047130898528,98.85936167927183,1.6
BASE_MAX5_HEAT15,2026-02-12 00:00:00+00:00,exit,9963.738936601545,10121.84419810645,-1.5620203039134155,3,1,2,2,0.7409351269418372,73.82484173806192,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-12 12:00:00+00:00,entry,9963.738936601545,10121.84419810645,-1.5620203039134155,4,1,3,3,0.9909351269418372,98.73418907956578,1.6
BASE_MAX5_HEAT15,2026-02-12 12:00:00+00:00,entry,9963.738936601545,10121.84419810645,-1.5620203039134155,5,1,4,4,1.2409351269418372,123.64353642106964,1.4705882352941173
BASE_MAX5_HEAT15,2026-02-13 06:00:00+00:00,exit,9938.829589260042,10121.84419810645,-1.8081152531536255,4,1,3,3,0.9934186736259019,98.73418907956578,1.6
BASE_MAX5_HEAT15,2026-02-13 12:00:00+00:00,exit,9913.920241918539,10121.84419810645,-2.0542102023938362,3,1,2,2,0.7446584190370222,73.82484173806192,1.7999999999999998
BASE_MAX5_HEAT15,2026-02-13 18:00:00+00:00,entry,9913.920241918539,10121.84419810645,-2.0542102023938362,4,1,3,3,0.9946584190370222,98.60964234285827,1.6
BASE_MAX5_HEAT15,2026-02-14 06:00:00+00:00,entry,9913.920241918539,10121.84419810645,-2.0542102023938362,5,2,3,3,1.2446584190370222,123.39444294765461,1.923076923076923
