symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk,bars_held,exit_reason,breakeven_touched,chandelier_touched,mfe_r,mae_r,gross_r,cost_r,net_r,donchian_entry,ema_len,ema_slope_lookback,atr_len,initial_stop_atr_mult,be_trigger_r,chand_activate_r,chand_atr_mult,chand_lookback,source_trade_id,variant,portfolio_entry_time,open_positions_before_entry,skip_reason,portfolio_status
INJ/USDT,1d,LONG,2025-07-20 00:00:00+00:00,2025-07-24 00:00:00+00:00,14.99,12.914285714285716,12.914285714285716,12.914285714285716,2.0757142857142865,4,INITIAL_STOP,False,False,0.3468685478320717,-1.026152787336545,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,209,T5_1D_LONG_max8,2025-07-20 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
RENDER/USDT,1d,LONG,2025-07-21 00:00:00+00:00,2025-07-24 00:00:00+00:00,4.573,3.955000000000001,3.955000000000001,3.955000000000001,0.618,3,INITIAL_STOP,False,False,0.0954692556634292,-1.2055016181229783,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,211,T5_1D_LONG_max8,2025-07-21 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
WLD/USDT,1d,LONG,2025-07-22 00:00:00+00:00,2025-07-23 00:00:00+00:00,1.397,1.1767142857142858,1.1767142857142858,1.1767142857142858,0.2202857142857142,1,INITIAL_STOP,False,False,0.013618677042801,-1.2256809338521404,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,212,T5_1D_LONG_max8,2025-07-22 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
BTC/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,123306.43,117749.14714285714,117749.14714285714,117749.14714285714,5557.282857142853,1,INITIAL_STOP,False,False,0.2100972777549577,-1.102414643538543,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,220,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
DASH/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-15 00:00:00+00:00,23.89,21.672857142857143,21.672857142857143,21.672857142857143,2.217142857142857,2,INITIAL_STOP,False,False,0.1623711340206183,-1.0599226804123718,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,221,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
EIGEN/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-14 00:00:00+00:00,1.666,1.416,1.416,1.416,0.25,1,INITIAL_STOP,False,False,0.024,-1.1919999999999993,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,222,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-19 00:00:00+00:00,0.3574,0.3070142857142857,0.3070142857142857,0.3070142857142857,0.0503857142857142,6,INITIAL_STOP,False,False,0.1290048199603063,-1.178905585483414,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,223,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
SOL/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-18 00:00:00+00:00,201.51,180.66,180.66,180.66,20.85,5,INITIAL_STOP,False,False,0.4004796163069555,-1.0316546762589922,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,224,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
UNI/USDT,1d,LONG,2025-08-13 00:00:00+00:00,2025-08-15 00:00:00+00:00,12.13,10.497000000000002,10.497000000000002,10.497000000000002,1.6329999999999998,2,INITIAL_STOP,False,False,0.1041028781383955,-1.046540110226578,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,225,T5_1D_LONG_max8,2025-08-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
BNB/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-10-10 00:00:00+00:00,900.21,1162.4664285714284,825.3371428571429,1162.4664285714284,74.87285714285714,49,STOP_BE_CHAND,False,True,6.007250386369273,-0.9431989467859802,3.502690274942281,0.02,3.482690274942281,20,50,10,14,2.0,999.0,4.0,3.0,22,230,T5_1D_LONG_max8,2025-08-22 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
PHA/USDT,1d,LONG,2025-08-22 00:00:00+00:00,2025-08-25 00:00:00+00:00,0.1425,0.1194571428571428,0.1194571428571428,0.1194571428571428,0.0230428571428571,3,INITIAL_STOP,False,False,0.0,-1.5926844389336632,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,231,T5_1D_LONG_max8,2025-08-22 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
AVAX/USDT,1d,LONG,2025-08-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,26.26,22.59428571428572,22.59428571428572,22.59428571428572,3.665714285714285,48,INITIAL_STOP,False,False,2.70070148090413,-4.839438815276696,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,232,T5_1D_LONG_max8,2025-08-23 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
DOT/USDT,1d,LONG,2025-09-12 00:00:00+00:00,2025-09-22 00:00:00+00:00,4.319,4.002,4.002,4.002,0.3170000000000001,10,INITIAL_STOP,False,False,1.776025236593058,-1.570977917981071,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,238,T5_1D_LONG_max8,2025-09-12 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
EIGEN/USDT,1d,LONG,2025-09-13 00:00:00+00:00,2025-09-30 00:00:00+00:00,1.718,1.4674285714285715,1.4674285714285715,1.4674285714285715,0.2505714285714285,17,INITIAL_STOP,False,False,1.5205245153933875,-1.2611174458380847,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,239,T5_1D_LONG_max8,2025-09-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
PEPE/USDT,1d,LONG,2025-09-13 00:00:00+00:00,2025-09-15 00:00:00+00:00,1.191e-05,1.0724285714285714e-05,1.0724285714285714e-05,1.0724285714285714e-05,1.1857142857142855e-06,2,INITIAL_STOP,False,False,0.0506024096385551,-1.1385542168674692,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,240,T5_1D_LONG_max8,2025-09-13 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
BTC/USDT,1d,LONG,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,116788.96,112526.63428571427,112526.63428571427,112526.63428571427,4262.325714285712,6,INITIAL_STOP,False,False,0.2606652035709532,-1.1704783572214787,-1.0000000000000016,0.02,-1.0200000000000016,20,50,10,14,2.0,999.0,4.0,3.0,22,241,T5_1D_LONG_max8,2025-09-16 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
NEAR/USDT,1d,LONG,2025-09-18 00:00:00+00:00,2025-09-22 00:00:00+00:00,3.175,2.8562857142857143,2.8562857142857143,2.8562857142857143,0.3187142857142856,4,INITIAL_STOP,False,False,0.5239802779022869,-1.3240699238009854,-0.9999999999999994,0.02,-1.0199999999999994,20,50,10,14,2.0,999.0,4.0,3.0,22,242,T5_1D_LONG_max8,2025-09-18 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
SUI/USDT,1d,LONG,2025-09-18 00:00:00+00:00,2025-09-22 00:00:00+00:00,3.8889,3.5325,3.5325,3.5325,0.3563999999999999,4,INITIAL_STOP,False,False,0.0757575757575761,-1.8347362514029188,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,243,T5_1D_LONG_max8,2025-09-18 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
TON/USDT,1d,LONG,2026-05-05 00:00:00+00:00,2026-05-10 00:00:00+00:00,1.952,2.3335714285714286,1.7751428571428571,2.3335714285714286,0.1768571428571428,5,STOP_BE_CHAND,False,True,5.39983844911147,-0.1922455573505656,2.15751211631664,0.02,2.13751211631664,20,50,10,14,2.0,999.0,4.0,3.0,22,283,T5_1D_LONG_max8,2026-05-05 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
VIRTUAL/USDT,1d,LONG,2026-05-06 00:00:00+00:00,2026-05-13 00:00:00+00:00,0.8705,0.7747571428571429,0.7747571428571429,0.7747571428571429,0.0957428571428571,7,INITIAL_STOP,False,False,1.1259325574455374,-1.1238436287675322,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,285,T5_1D_LONG_max8,2026-05-06 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
JTO/USDT,1d,LONG,2026-05-07 00:00:00+00:00,2026-05-12 00:00:00+00:00,0.5927,0.4921285714285714,0.4921285714285714,0.4921285714285714,0.1005714285714285,5,INITIAL_STOP,False,False,0.3012784090909091,-1.154403409090909,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,287,T5_1D_LONG_max8,2026-05-07 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
ICP/USDT,1d,LONG,2026-05-08 00:00:00+00:00,2026-05-12 00:00:00+00:00,3.621,3.2,3.2,3.2,0.4209999999999999,4,INITIAL_STOP,False,False,1.1187648456057,-1.118764845605701,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,288,T5_1D_LONG_max8,2026-05-08 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
ONDO/USDT,1d,LONG,2026-05-08 00:00:00+00:00,2026-05-12 00:00:00+00:00,0.4517,0.3913714285714285,0.3913714285714285,0.3913714285714285,0.0603285714285714,4,INITIAL_STOP,False,False,0.5967321809140425,-1.0591996211224246,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,289,T5_1D_LONG_max8,2026-05-08 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
RENDER/USDT,1d,LONG,2026-05-08 00:00:00+00:00,2026-05-12 00:00:00+00:00,2.052,1.862,1.862,1.862,0.1900000000000001,4,INITIAL_STOP,False,False,0.1736842105263152,-1.0631578947368412,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,290,T5_1D_LONG_max8,2026-05-08 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
SAHARA/USDT,1d,LONG,2026-05-09 00:00:00+00:00,2026-05-26 00:00:00+00:00,0.03819,0.03543,0.0317857142857142,0.0317857142857142,0.0064042857142857,17,FORCED_END_OF_DATA,False,False,1.478697300914566,-0.9212580861030564,-0.4309614097702429,0.02,-0.4509614097702429,20,50,10,14,2.0,999.0,4.0,3.0,22,291,T5_1D_LONG_max8,2026-05-09 00:00:00+00:00,8,MAX_OPEN_REACHED,SKIPPED
DOT/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,7.575,6.903857142857143,6.903857142857143,6.903857142857143,0.671142857142857,3,INITIAL_STOP,False,False,0.1877394636015317,-1.0131971051511293,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,21,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
ETH/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,3661.78,3678.32,3356.488571428572,3356.488571428572,305.2914285714284,18,DONCHIAN_EXIT,False,False,1.0325216186875306,-0.5364710066259883,0.0541777411747088,0.02,0.0341777411747088,20,50,10,14,2.0,999.0,4.0,3.0,22,22,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
GRT/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-31 00:00:00+00:00,0.3385,0.2982,0.2890571428571428,0.2890571428571428,0.0494428571428571,11,DONCHIAN_EXIT,False,False,0.4024848309737063,-0.9323894828084373,-0.8150823461427331,0.02,-0.8350823461427331,20,50,10,14,2.0,999.0,4.0,3.0,22,23,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
INJ/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-31 00:00:00+00:00,28.24,24.35285714285714,24.35285714285714,24.35285714285714,3.887142857142858,11,INITIAL_STOP,False,False,0.1852260198456455,-1.0264608599779488,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,24,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
LTC/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-05-23 00:00:00+00:00,88.64,82.62571428571428,82.62571428571428,82.62571428571428,6.014285714285715,3,INITIAL_STOP,False,False,0.1646080760095003,-1.3484560570071256,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,999.0,4.0,3.0,22,25,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
PENDLE/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-07 00:00:00+00:00,6.022,5.120857142857143,5.120857142857143,5.120857142857143,0.9011428571428572,18,INITIAL_STOP,False,False,1.3627140139505387,-1.3005707038681047,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,26,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
UNI/USDT,1d,LONG,2024-05-20 00:00:00+00:00,2024-06-11 00:00:00+00:00,9.328,8.978,8.309,8.309,1.019,22,DONCHIAN_EXIT,False,False,2.5907752698724247,-0.6977428851815491,-0.343473994111874,0.02,-0.3634739941118741,20,50,10,14,2.0,999.0,4.0,3.0,22,27,T5_1D_LONG_max10,2024-05-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
BNB/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-06-18 00:00:00+00:00,618.5,579.1142857142858,579.1142857142858,579.1142857142858,39.38571428571429,28,INITIAL_STOP,False,False,2.6227783822996,-1.104461371055495,-0.9999999999999988,0.02,-1.019999999999999,20,50,10,14,2.0,999.0,4.0,3.0,22,28,T5_1D_LONG_max10,2024-05-21 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
DOGE/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.17024,0.1486999999999999,0.1486999999999999,0.1486999999999999,0.02154,17,INITIAL_STOP,False,False,0.2209842154131839,-1.403899721448466,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,29,T5_1D_LONG_max10,2024-05-21 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
FET/USDT,1d,LONG,2024-05-21 00:00:00+00:00,2024-05-30 00:00:00+00:00,2.5282,2.152257142857142,2.152257142857142,2.152257142857142,0.3759428571428572,9,INITIAL_STOP,False,False,0.4835841313269492,-1.1166590667274658,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,30,T5_1D_LONG_max10,2024-05-21 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
CHZ/USDT,1d,LONG,2024-05-25 00:00:00+00:00,2024-06-07 00:00:00+00:00,0.13624,0.1178128571428571,0.1178128571428571,0.1178128571428571,0.0184271428571428,13,INITIAL_STOP,False,False,1.5607411427242424,-1.3632064501124117,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,32,T5_1D_LONG_max10,2024-05-25 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
ICP/USDT,1d,LONG,2024-07-21 00:00:00+00:00,2024-07-29 00:00:00+00:00,10.722,9.194571428571429,9.194571428571429,9.194571428571429,1.5274285714285718,8,INITIAL_STOP,False,False,0.1728395061728402,-1.1836887392442943,-1.0000000000000004,0.02,-1.0200000000000005,20,50,10,14,2.0,999.0,4.0,3.0,22,48,T5_1D_LONG_max10,2024-07-21 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
JTO/USDT,1d,LONG,2024-07-21 00:00:00+00:00,2024-07-23 00:00:00+00:00,2.909,2.4878571428571425,2.4878571428571425,2.4878571428571425,0.4211428571428572,2,INITIAL_STOP,False,False,0.0332428765264591,-1.1373812754409758,-1.0,0.02,-1.02,20,50,10,14,2.0,999.0,4.0,3.0,22,49,T5_1D_LONG_max10,2024-07-21 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
ICP/USDT,1d,LONG,2024-09-24 00:00:00+00:00,2024-10-01 00:00:00+00:00,9.401,8.279714285714286,8.279714285714286,8.279714285714286,1.1212857142857138,7,INITIAL_STOP,False,False,0.5779080137597146,-1.177220028029049,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,68,T5_1D_LONG_max10,2024-09-24 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
PEPE/USDT,1d,LONG,2024-09-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,8.59e-06,8.78e-06,7.44857142857143e-06,7.44857142857143e-06,1.1414285714285711e-06,31,DONCHIAN_EXIT,False,False,2.9612015018773468,-0.324155193992492,0.1664580725907383,0.02,0.1464580725907383,20,50,10,14,2.0,999.0,4.0,3.0,22,69,T5_1D_LONG_max10,2024-09-24 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2024-09-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,0.4332,0.3632142857142857,0.3632142857142857,0.3632142857142857,0.0699857142857142,31,INITIAL_STOP,False,False,1.2516840171463577,-1.151663604817309,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,70,T5_1D_LONG_max10,2024-09-24 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
AVAX/USDT,1d,LONG,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,29.16,25.934285714285718,25.934285714285718,25.934285714285718,3.2257142857142864,5,INITIAL_STOP,False,False,0.5239149689991145,-1.2896368467670505,-1.0,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,71,T5_1D_LONG_max10,2024-09-26 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
DOGE/USDT,1d,LONG,2024-09-26 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.11818,0.10761,0.10761,0.10761,0.01057,5,INITIAL_STOP,False,False,1.316934720908231,-1.4739829706717118,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,72,T5_1D_LONG_max10,2024-09-26 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
TRX/USDT,1d,LONG,2024-09-27 00:00:00+00:00,2024-10-19 00:00:00+00:00,0.1552,0.1567,0.1512428571428571,0.1512428571428571,0.0039571428571428,22,DONCHIAN_EXIT,False,False,2.223826714801444,-0.5559566787003628,0.3790613718411555,0.02,0.3590613718411555,20,50,10,14,2.0,999.0,4.0,3.0,22,73,T5_1D_LONG_max10,2024-09-27 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
UNI/USDT,1d,LONG,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,7.617,6.788,6.788,6.788,0.829,4,INITIAL_STOP,False,False,0.302774427020507,-1.0144752714113392,-0.9999999999999998,0.02,-1.0199999999999998,20,50,10,14,2.0,999.0,4.0,3.0,22,74,T5_1D_LONG_max10,2024-09-27 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
XRP/USDT,1d,LONG,2024-09-28 00:00:00+00:00,2024-10-02 00:00:00+00:00,0.6138,0.5699,0.5699,0.5699,0.0439,4,INITIAL_STOP,False,False,1.1640091116173128,-1.984054669703874,-1.000000000000001,0.02,-1.0200000000000011,20,50,10,14,2.0,999.0,4.0,3.0,22,75,T5_1D_LONG_max10,2024-09-28 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
LTC/USDT,1d,LONG,2024-10-19 00:00:00+00:00,2024-10-23 00:00:00+00:00,74.9,69.26,69.26,69.26,5.640000000000002,4,INITIAL_STOP,False,False,0.173758865248225,-1.2482269503546106,-0.9999999999999996,0.02,-1.0199999999999996,20,50,10,14,2.0,999.0,4.0,3.0,22,83,T5_1D_LONG_max10,2024-10-19 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
SOL/USDT,1d,LONG,2024-10-20 00:00:00+00:00,2024-12-03 00:00:00+00:00,167.4,219.48857142857145,153.33857142857144,219.48857142857145,14.061428571428564,44,STOP_BE_CHAND,False,True,6.897592197500764,-0.8740221477191912,3.70435842730875,0.02,3.68435842730875,20,50,10,14,2.0,999.0,4.0,3.0,22,84,T5_1D_LONG_max10,2024-10-20 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
ETH/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-19 00:00:00+00:00,2895.47,3502.704285714286,2626.2085714285718,3502.704285714286,269.2614285714285,42,STOP_BE_CHAND,False,True,4.502427274608322,-0.0336847354933855,2.2551848177289218,0.02,2.2351848177289217,20,50,10,14,2.0,999.0,4.0,3.0,22,92,T5_1D_LONG_max10,2024-11-07 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
JTO/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-18 00:00:00+00:00,2.818,2.99,2.296857142857143,2.296857142857143,0.521142857142857,41,DONCHIAN_EXIT,False,False,2.9205043859649127,-0.4048793859649121,0.3300438596491232,0.02,0.3100438596491232,20,50,10,14,2.0,999.0,4.0,3.0,22,93,T5_1D_LONG_max10,2024-11-07 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
LINK/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-12-09 00:00:00+00:00,12.59,20.24407142857143,11.041428571428572,20.24407142857143,1.548571428571428,32,STOP_BE_CHAND,False,True,9.570110701107014,-0.0452029520295204,4.942666051660519,0.02,4.92266605166052,20,50,10,14,2.0,999.0,4.0,3.0,22,94,T5_1D_LONG_max10,2024-11-07 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
PEPE/USDT,1d,LONG,2024-11-07 00:00:00+00:00,2024-11-20 00:00:00+00:00,1.099e-05,1.842928571428572e-05,9.29e-06,1.842928571428572e-05,1.7000000000000002e-06,13,STOP_BE_CHAND,False,True,8.811764705882352,-0.4235294117647057,4.376050420168068,0.02,4.356050420168068,20,50,10,14,2.0,999.0,4.0,3.0,22,95,T5_1D_LONG_max10,2024-11-07 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
AVAX/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,30.36,43.235,27.277142857142856,43.235,3.0828571428571427,30,STOP_BE_CHAND,False,True,8.248841519925858,-0.2173308619091745,4.176320667284523,0.02,4.156320667284524,20,50,10,14,2.0,999.0,4.0,3.0,22,96,T5_1D_LONG_max10,2024-11-09 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
BCH/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-10 00:00:00+00:00,405.0,503.5214285714285,359.7142857142857,503.5214285714285,45.28571428571427,31,STOP_BE_CHAND,False,True,5.189274447949528,-0.2252365930599367,2.175552050473185,0.02,2.155552050473185,20,50,10,14,2.0,999.0,4.0,3.0,22,97,T5_1D_LONG_max10,2024-11-09 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
BNB/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,624.66,661.9778571428571,583.1085714285714,661.9778571428571,41.55142857142856,30,STOP_BE_CHAND,False,True,4.072062160489585,-0.7607440005500934,0.8981124939833608,0.02,0.8781124939833608,20,50,10,14,2.0,999.0,4.0,3.0,22,98,T5_1D_LONG_max10,2024-11-09 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
INJ/USDT,1d,LONG,2024-11-09 00:00:00+00:00,2024-12-09 00:00:00+00:00,23.8,28.0,20.752857142857145,20.752857142857145,3.0471428571428576,30,DONCHIAN_EXIT,False,False,3.760900140646975,-0.4922644163150491,1.3783403656821374,0.02,1.3583403656821371,20,50,10,14,2.0,999.0,4.0,3.0,22,99,T5_1D_LONG_max10,2024-11-09 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
DASH/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.9,51.855,23.877142857142854,51.855,2.022857142857144,29,STOP_BE_CHAND,False,True,22.611581920903944,-0.7217514124293768,12.8308615819209,0.02,12.8108615819209,20,50,10,14,2.0,999.0,4.0,3.0,22,100,T5_1D_LONG_max10,2024-11-10 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
DOT/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,5.241,4.72342857142857,4.72342857142857,4.72342857142857,0.5175714285714289,4,INITIAL_STOP,False,False,1.1553960805961918,-1.0723157604195406,-1.0000000000000009,0.02,-1.020000000000001,20,50,10,14,2.0,999.0,4.0,3.0,22,101,T5_1D_LONG_max10,2024-11-10 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
ICP/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-14 00:00:00+00:00,9.001,7.898714285714285,7.898714285714285,7.898714285714285,1.102285714285714,4,INITIAL_STOP,False,False,0.6114567133229665,-1.0324002073613263,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,102,T5_1D_LONG_max10,2024-11-10 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
LTC/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-11-12 00:00:00+00:00,76.58,69.98142857142857,69.98142857142857,69.98142857142857,6.598571428571431,2,INITIAL_STOP,False,False,0.9395973154362418,-1.3002814462004757,-1.0000000000000002,0.02,-1.0200000000000002,20,50,10,14,2.0,999.0,4.0,3.0,22,103,T5_1D_LONG_max10,2024-11-10 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
SEI/USDT,1d,LONG,2024-11-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.4674,0.5658,0.3999142857142856,0.3999142857142856,0.0674857142857142,29,DONCHIAN_EXIT,False,False,3.975656223539374,-0.7038526672311598,1.4580863674851818,0.02,1.4380863674851818,20,50,10,14,2.0,999.0,4.0,3.0,22,104,T5_1D_LONG_max10,2024-11-10 00:00:00+00:00,10,MAX_OPEN_REACHED,SKIPPED
