variant,closed_trade_index,portfolio_exit_time,symbol,side,timeframe,portfolio_net_r,equity_r,peak_r,dd_r
T5_6H_ALL_max8,56,2026-02-05 18:00:00+00:00,KITE/USDT,LONG,6h,3.1276868327402108,32.150824433515446,43.17279622709458,-11.021971793579134
T5_6H_ALL_max8,57,2026-02-06 12:00:00+00:00,NOT/USDT,SHORT,6h,-1.0199999999999996,31.130824433515446,43.17279622709458,-12.041971793579133
T5_6H_ALL_max8,58,2026-02-08 06:00:00+00:00,LTC/USDT,SHORT,6h,4.2238900203666,35.354714453882046,43.17279622709458,-7.818081773212533
T5_6H_ALL_max8,59,2026-02-08 12:00:00+00:00,BTC/USDT,SHORT,6h,9.58282475102885,44.9375392049109,44.9375392049109,0.0
T5_6H_ALL_max8,60,2026-02-08 18:00:00+00:00,ONDO/USDT,SHORT,6h,4.4971475231355456,49.434686728046444,49.434686728046444,0.0
T5_6H_ALL_max8,61,2026-02-12 06:00:00+00:00,ENA/USDT,SHORT,6h,-1.0199999999999994,48.41468672804645,49.434686728046444,-1.019999999999996
T5_6H_ALL_max8,62,2026-02-13 12:00:00+00:00,DASH/USDT,SHORT,6h,-1.02,47.394686728046445,49.434686728046444,-2.039999999999999
T5_6H_ALL_max8,63,2026-02-13 12:00:00+00:00,BIO/USDT,SHORT,6h,-1.0199999999999996,46.37468672804644,49.434686728046444,-3.0600000000000023
T5_6H_ALL_max8,64,2026-02-14 00:00:00+00:00,BNB/USDT,SHORT,6h,-1.02,45.35468672804644,49.434686728046444,-4.080000000000005
T5_6H_ALL_max8,65,2026-02-15 12:00:00+00:00,SPK/USDT,LONG,6h,-1.0199999999999991,44.33468672804644,49.434686728046444,-5.100000000000001
T5_6H_ALL_max8,66,2026-02-17 06:00:00+00:00,TON/USDT,LONG,6h,-1.0200000000000014,43.31468672804644,49.434686728046444,-6.1200000000000045
T5_6H_ALL_max8,67,2026-02-18 12:00:00+00:00,SPK/USDT,SHORT,6h,-1.019999999999999,42.29468672804644,49.434686728046444,-7.140000000000001
T5_6H_ALL_max8,68,2026-02-20 06:00:00+00:00,BB/USDT,SHORT,6h,-1.0199999999999998,41.27468672804644,49.434686728046444,-8.160000000000004
T5_6H_ALL_max8,69,2026-02-21 18:00:00+00:00,KITE/USDT,LONG,6h,2.819779005524864,44.094465733571305,49.434686728046444,-5.340220994475139
T5_6H_ALL_max8,70,2026-02-25 12:00:00+00:00,DOGE/USDT,SHORT,6h,-1.0200000000000014,43.0744657335713,49.434686728046444,-6.360220994475142
T5_6H_ALL_max8,71,2026-02-28 18:00:00+00:00,VIC/USDT,SHORT,6h,-1.0200000000000005,42.0544657335713,49.434686728046444,-7.380220994475145
T5_6H_ALL_max8,72,2026-03-14 06:00:00+00:00,HBAR/USDT,LONG,6h,-1.019999999999999,41.0344657335713,49.434686728046444,-8.400220994475141
T5_6H_ALL_max8,73,2026-03-15 06:00:00+00:00,HBAR/USDT,SHORT,6h,-1.0199999999999996,40.0144657335713,49.434686728046444,-9.420220994475144
T5_6H_ALL_max8,74,2026-03-16 18:00:00+00:00,ZEC/USDT,SHORT,6h,-1.0199999999999994,38.9944657335713,49.434686728046444,-10.44022099447514
T5_6H_ALL_max8,75,2026-03-18 12:00:00+00:00,AAVE/USDT,LONG,6h,-1.0200000000000002,37.9744657335713,49.434686728046444,-11.460220994475144
T5_6H_ALL_max8,76,2026-03-18 12:00:00+00:00,HBAR/USDT,LONG,6h,-1.02,36.9544657335713,49.434686728046444,-12.480220994475147
T5_6H_ALL_max8,77,2026-03-25 12:00:00+00:00,DOGS/USDT,SHORT,6h,-1.020000000000001,35.934465733571294,49.434686728046444,-13.50022099447515
T5_6H_ALL_max8,78,2026-04-07 18:00:00+00:00,NEAR/USDT,SHORT,6h,-1.0199999999999985,34.9144657335713,49.434686728046444,-14.520220994475146
T5_6H_ALL_max8,79,2026-04-15 06:00:00+00:00,BIO/USDT,SHORT,6h,-1.0199999999999996,33.894465733571295,49.434686728046444,-15.540220994475149
T5_6H_ALL_max8,80,2026-04-17 06:00:00+00:00,SAPIEN/USDT,SHORT,6h,-1.0199999999999996,32.8744657335713,49.434686728046444,-16.560220994475145
T5_6H_ALL_max8,81,2026-04-18 18:00:00+00:00,SPK/USDT,LONG,6h,-1.0199999999999991,31.8544657335713,49.434686728046444,-17.580220994475145
T5_6H_ALL_max8,82,2026-04-26 12:00:00+00:00,INJ/USDT,LONG,6h,4.281190476190479,36.13565620976178,49.434686728046444,-13.299030518284667
T5_6H_ALL_max8,83,2026-05-07 00:00:00+00:00,LUNC/USDT,LONG,6h,4.012762629465229,40.148418839227006,49.434686728046444,-9.286267888819438
T5_6H_ALL_max8,84,2026-05-09 00:00:00+00:00,UNI/USDT,SHORT,6h,-1.02,39.128418839227,49.434686728046444,-10.306267888819441
T5_6H_ALL_max8,85,2026-05-10 00:00:00+00:00,DOGS/USDT,LONG,6h,-1.0200000000000002,38.108418839227,49.434686728046444,-11.326267888819444
T5_6H_ALL_max8,86,2026-05-12 12:00:00+00:00,BTC/USDT,LONG,6h,3.1121586027280346,41.22057744195504,49.434686728046444,-8.214109286091407
T5_6H_ALL_max8,87,2026-05-12 12:00:00+00:00,FET/USDT,LONG,6h,-1.02,40.20057744195503,49.434686728046444,-9.23410928609141
T5_6H_ALL_max8,88,2026-05-12 18:00:00+00:00,TRUMP/USDT,SHORT,6h,-1.019999999999999,39.18057744195504,49.434686728046444,-10.254109286091406
T5_6H_ALL_max8,89,2026-05-13 12:00:00+00:00,UNI/USDT,LONG,6h,-1.020000000000001,38.160577441955034,49.434686728046444,-11.27410928609141
T5_6H_ALL_max8,90,2026-05-14 18:00:00+00:00,AI/USDT,SHORT,6h,1.883682719546742,40.044260161501775,49.434686728046444,-9.390426566544669
T5_6H_ALL_max8,91,2026-05-14 18:00:00+00:00,APT/USDT,SHORT,6h,2.763080923971239,42.80734108547301,49.434686728046444,-6.627345642573431
T5_6H_ALL_max8,92,2026-05-14 18:00:00+00:00,DODO/USDT,SHORT,6h,1.464306569343066,44.27164765481608,49.434686728046444,-5.163039073230365
T5_6H_ALL_max8,93,2026-05-14 18:00:00+00:00,DOT/USDT,SHORT,6h,2.120950137416569,46.39259779223265,49.434686728046444,-3.042088935813794
T5_6H_ALL_max8,94,2026-05-14 18:00:00+00:00,XPL/USDT,SHORT,6h,0.6222018348623859,47.01479962709504,49.434686728046444,-2.4198871009514065
T5_6H_ALL_max8,95,2026-05-14 18:00:00+00:00,BNB/USDT,LONG,6h,0.1111172668513405,47.125916893946375,49.434686728046444,-2.308769834100069
T5_6H_ALL_max8,96,2026-05-14 18:00:00+00:00,PENGU/USDT,SHORT,6h,0.2879219745222914,47.413838868468666,49.434686728046444,-2.0208478595777777
T5_6H_ALL_max8,97,2026-05-14 18:00:00+00:00,DOGE/USDT,LONG,6h,0.2244821731748722,47.638321041643536,49.434686728046444,-1.7963656864029076
T5_6H_LONG_max5,1,2025-09-30 12:00:00+00:00,BNB/USDT,LONG,6h,-1.02,-1.02,-1.02,0.0
T5_6H_LONG_max5,2,2025-10-07 18:00:00+00:00,DASH/USDT,LONG,6h,6.479999999999994,5.459999999999994,5.459999999999994,0.0
T5_6H_LONG_max5,3,2025-10-09 06:00:00+00:00,APT/USDT,LONG,6h,2.5654816824966087,8.025481682496602,8.025481682496602,0.0
T5_6H_LONG_max5,4,2025-10-10 12:00:00+00:00,ETH/USDT,LONG,6h,-1.020000000000001,7.005481682496601,8.025481682496602,-1.0200000000000014
T5_6H_LONG_max5,5,2025-10-10 18:00:00+00:00,ZEC/USDT,LONG,6h,29.944692901802117,36.95017458429872,36.95017458429872,0.0
T5_6H_LONG_max5,6,2025-10-10 18:00:00+00:00,BTC/USDT,LONG,6h,-1.020000000000001,35.93017458429872,36.95017458429872,-1.0200000000000031
T5_6H_LONG_max5,7,2025-10-10 18:00:00+00:00,DASH/USDT,LONG,6h,-1.0200000000000002,34.910174584298716,36.95017458429872,-2.0400000000000063
T5_6H_LONG_max5,8,2025-10-10 18:00:00+00:00,TAO/USDT,LONG,6h,-1.02,33.89017458429871,36.95017458429872,-3.0600000000000094
T5_6H_LONG_max5,9,2025-10-16 12:00:00+00:00,ZEC/USDT,LONG,6h,-1.02,32.87017458429871,36.95017458429872,-4.0800000000000125
T5_6H_LONG_max5,10,2025-10-16 18:00:00+00:00,DASH/USDT,LONG,6h,-1.02,31.85017458429871,36.95017458429872,-5.100000000000012
T5_6H_LONG_max5,11,2025-10-21 06:00:00+00:00,MLN/USDT,LONG,6h,-1.0200000000000002,30.83017458429871,36.95017458429872,-6.120000000000012
T5_6H_LONG_max5,12,2025-10-27 06:00:00+00:00,BFUSD/USDT,LONG,6h,-1.02,29.81017458429871,36.95017458429872,-7.140000000000011
T5_6H_LONG_max5,13,2025-10-28 00:00:00+00:00,CFX/USDT,LONG,6h,-1.0199999999999991,28.79017458429871,36.95017458429872,-8.16000000000001
T5_6H_LONG_max5,14,2025-10-29 00:00:00+00:00,ENA/USDT,LONG,6h,-1.0199999999999998,27.77017458429871,36.95017458429872,-9.18000000000001
T5_6H_LONG_max5,15,2025-10-30 00:00:00+00:00,XRP/USDT,LONG,6h,-1.02,26.750174584298712,36.95017458429872,-10.20000000000001
T5_6H_LONG_max5,16,2025-10-30 18:00:00+00:00,TRUMP/USDT,LONG,6h,-1.0199999999999998,25.730174584298712,36.95017458429872,-11.22000000000001
T5_6H_LONG_max5,17,2025-11-04 12:00:00+00:00,VIRTUAL/USDT,LONG,6h,2.0285222248080044,27.758696809106716,36.95017458429872,-9.191477775192006
T5_6H_LONG_max5,18,2025-11-08 00:00:00+00:00,DASH/USDT,LONG,6h,2.9349291019581365,30.693625911064853,36.95017458429872,-6.256548673233869
T5_6H_LONG_max5,19,2025-11-08 00:00:00+00:00,FIL/USDT,LONG,6h,-1.0199999999999998,29.673625911064853,36.95017458429872,-7.276548673233869
T5_6H_LONG_max5,20,2025-11-08 06:00:00+00:00,SAHARA/USDT,LONG,6h,-1.0200000000000011,28.653625911064854,36.95017458429872,-8.296548673233868
T5_6H_LONG_max5,21,2025-11-11 18:00:00+00:00,ICP/USDT,LONG,6h,5.962105263157897,34.61573117422275,36.95017458429872,-2.33444341007597
T5_6H_LONG_max5,22,2025-11-11 18:00:00+00:00,NEAR/USDT,LONG,6h,-1.0199999999999998,33.59573117422275,36.95017458429872,-3.354443410075973
T5_6H_LONG_max5,23,2025-11-12 12:00:00+00:00,LTC/USDT,LONG,6h,-1.0199999999999994,32.57573117422275,36.95017458429872,-4.374443410075969
T5_6H_LONG_max5,24,2025-11-12 12:00:00+00:00,UNI/USDT,LONG,6h,1.8017033695940572,34.37743454381681,36.95017458429872,-2.5727400404819107
T5_6H_LONG_max5,25,2025-11-13 12:00:00+00:00,ASTER/USDT,LONG,6h,-1.02,33.35743454381681,36.95017458429872,-3.592740040481914
T5_6H_LONG_max5,26,2025-11-15 06:00:00+00:00,BFUSD/USDT,LONG,6h,-1.019999999999964,32.33743454381684,36.95017458429872,-4.6127400404818815
T5_6H_LONG_max5,27,2025-11-16 18:00:00+00:00,TAO/USDT,LONG,6h,-1.0199999999999996,31.31743454381684,36.95017458429872,-5.632740040481881
T5_6H_LONG_max5,28,2025-11-17 18:00:00+00:00,ASTER/USDT,LONG,6h,-1.020000000000001,30.29743454381684,36.95017458429872,-6.652740040481881
T5_6H_LONG_max5,29,2025-11-18 06:00:00+00:00,ZEC/USDT,LONG,6h,-1.0199999999999998,29.27743454381684,36.95017458429872,-7.67274004048188
T5_6H_LONG_max5,30,2025-11-19 06:00:00+00:00,XUSD/USDT,LONG,6h,-1.0199999999999363,28.257434543816906,36.95017458429872,-8.692740040481816
T5_6H_LONG_max5,31,2025-11-20 12:00:00+00:00,ASTER/USDT,LONG,6h,-1.0200000000000005,27.237434543816907,36.95017458429872,-9.712740040481815
T5_6H_LONG_max5,32,2025-11-21 06:00:00+00:00,FET/USDT,LONG,6h,-1.02,26.217434543816907,36.95017458429872,-10.732740040481815
T5_6H_LONG_max5,33,2025-11-21 06:00:00+00:00,KITE/USDT,LONG,6h,-1.0199999999999998,25.197434543816907,36.95017458429872,-11.752740040481815
T5_6H_LONG_max5,34,2025-11-28 12:00:00+00:00,SAHARA/USDT,LONG,6h,-1.0200000000000018,24.177434543816904,36.95017458429872,-12.772740040481818
T5_6H_LONG_max5,35,2025-12-01 00:00:00+00:00,WLFI/USDT,LONG,6h,-1.02,23.157434543816905,36.95017458429872,-13.792740040481817
T5_6H_LONG_max5,36,2025-12-07 12:00:00+00:00,LUNC/USDT,LONG,6h,8.435688246385924,31.593122790202827,36.95017458429872,-5.357051794095895
T5_6H_LONG_max5,37,2025-12-07 18:00:00+00:00,KITE/USDT,LONG,6h,-1.0199999999999996,30.573122790202827,36.95017458429872,-6.377051794095895
T5_6H_LONG_max5,38,2025-12-09 00:00:00+00:00,BB/USDT,LONG,6h,-1.0199999999999991,29.553122790202828,36.95017458429872,-7.397051794095894
T5_6H_LONG_max5,39,2025-12-11 00:00:00+00:00,ADA/USDT,LONG,6h,-1.0199999999999994,28.533122790202828,36.95017458429872,-8.417051794095894
T5_6H_LONG_max5,40,2025-12-11 00:00:00+00:00,BNB/USDT,LONG,6h,-1.0200000000000011,27.51312279020283,36.95017458429872,-9.437051794095893
T5_6H_LONG_max5,41,2025-12-11 00:00:00+00:00,BTC/USDT,LONG,6h,-1.0200000000000011,26.49312279020283,36.95017458429872,-10.457051794095893
T5_6H_LONG_max5,42,2025-12-11 00:00:00+00:00,ETH/USDT,LONG,6h,-1.020000000000001,25.47312279020283,36.95017458429872,-11.477051794095892
T5_6H_LONG_max5,43,2025-12-11 00:00:00+00:00,PENGU/USDT,LONG,6h,-1.0200000000000002,24.45312279020283,36.95017458429872,-12.497051794095892
T5_6H_LONG_max5,44,2025-12-29 00:00:00+00:00,ZBT/USDT,LONG,6h,-0.9192395437262366,23.53388324647659,36.95017458429872,-13.41629133782213
T5_6H_LONG_max5,45,2025-12-30 00:00:00+00:00,HBAR/USDT,LONG,6h,-1.0200000000000011,22.513883246476592,36.95017458429872,-14.43629133782213
T5_6H_LONG_max5,46,2025-12-31 12:00:00+00:00,SPK/USDT,LONG,6h,-1.0199999999999994,21.493883246476592,36.95017458429872,-15.45629133782213
T5_6H_LONG_max5,47,2026-01-08 06:00:00+00:00,XPL/USDT,LONG,6h,1.5869428891377353,23.080826135614327,36.95017458429872,-13.869348448684395
T5_6H_LONG_max5,48,2026-01-09 00:00:00+00:00,PEPE/USDT,LONG,6h,2.386779661016952,25.46760579663128,36.95017458429872,-11.482568787667443
T5_6H_LONG_max5,49,2026-01-14 00:00:00+00:00,BFUSD/USDT,LONG,6h,-1.019999999999885,24.447605796631393,36.95017458429872,-12.502568787667329
T5_6H_LONG_max5,50,2026-01-14 18:00:00+00:00,RENDER/USDT,LONG,6h,-1.02,23.427605796631394,36.95017458429872,-13.522568787667328
T5_6H_LONG_max5,51,2026-01-15 00:00:00+00:00,TRUMP/USDT,LONG,6h,-1.02,22.407605796631394,36.95017458429872,-14.542568787667328
T5_6H_LONG_max5,52,2026-01-16 12:00:00+00:00,ADA/USDT,LONG,6h,-1.0200000000000002,21.387605796631394,36.95017458429872,-15.562568787667328
T5_6H_LONG_max5,53,2026-01-19 00:00:00+00:00,PENDLE/USDT,LONG,6h,-1.020000000000001,20.367605796631395,36.95017458429872,-16.582568787667327
T5_6H_LONG_max5,54,2026-01-19 00:00:00+00:00,BIO/USDT,LONG,6h,-1.0200000000000002,19.347605796631395,36.95017458429872,-17.602568787667327
T5_6H_LONG_max5,55,2026-01-20 06:00:00+00:00,DASH/USDT,LONG,6h,-1.0199999999999998,18.327605796631396,36.95017458429872,-18.622568787667326
T5_6H_LONG_max5,56,2026-01-20 06:00:00+00:00,TRX/USDT,LONG,6h,-1.0200000000000011,17.307605796631396,36.95017458429872,-19.642568787667326
T5_6H_LONG_max5,57,2026-01-23 00:00:00+00:00,BFUSD/USDT,LONG,6h,-1.0200000000000855,16.28760579663131,36.95017458429872,-20.66256878766741
T5_6H_LONG_max5,58,2026-01-25 18:00:00+00:00,WLFI/USDT,LONG,6h,-1.0199999999999998,15.267605796631312,36.95017458429872,-21.68256878766741
T5_6H_LONG_max5,59,2026-01-29 06:00:00+00:00,FF/USDT,LONG,6h,-1.020000000000001,14.24760579663131,36.95017458429872,-22.70256878766741
T5_6H_LONG_max5,60,2026-01-30 06:00:00+00:00,XUSD/USDT,LONG,6h,15.911034482759156,30.158640279390468,36.95017458429872,-6.791534304908254
T5_6H_LONG_max5,61,2026-01-30 12:00:00+00:00,BFUSD/USDT,LONG,6h,-1.020000000000036,29.138640279390433,36.95017458429872,-7.811534304908289
T5_6H_LONG_max5,62,2026-01-31 12:00:00+00:00,SPK/USDT,LONG,6h,-1.02,28.118640279390434,36.95017458429872,-8.831534304908288
T5_6H_LONG_max5,63,2026-02-03 18:00:00+00:00,BFUSD/USDT,LONG,6h,-1.02,27.098640279390434,36.95017458429872,-9.851534304908288
T5_6H_LONG_max5,64,2026-02-05 18:00:00+00:00,KITE/USDT,LONG,6h,3.1276868327402108,30.226327112130644,36.95017458429872,-6.723847472168078
T5_6H_LONG_max5,65,2026-02-15 12:00:00+00:00,SPK/USDT,LONG,6h,-1.0199999999999991,29.206327112130644,36.95017458429872,-7.743847472168078
T5_6H_LONG_max5,66,2026-02-17 06:00:00+00:00,TON/USDT,LONG,6h,-1.0200000000000014,28.18632711213064,36.95017458429872,-8.76384747216808
T5_6H_LONG_max5,67,2026-02-21 18:00:00+00:00,KITE/USDT,LONG,6h,2.819779005524864,31.006106117655506,36.95017458429872,-5.944068466643216
T5_6H_LONG_max5,68,2026-03-08 00:00:00+00:00,BNB/USDT,LONG,6h,-1.02,29.986106117655506,36.95017458429872,-6.964068466643216
T5_6H_LONG_max5,69,2026-03-08 06:00:00+00:00,NEAR/USDT,LONG,6h,-1.0199999999999998,28.966106117655507,36.95017458429872,-7.984068466643215
T5_6H_LONG_max5,70,2026-03-14 06:00:00+00:00,HBAR/USDT,LONG,6h,-1.019999999999999,27.946106117655507,36.95017458429872,-9.004068466643215
T5_6H_LONG_max5,71,2026-03-18 12:00:00+00:00,AAVE/USDT,LONG,6h,-1.0200000000000002,26.926106117655507,36.95017458429872,-10.024068466643214
T5_6H_LONG_max5,72,2026-03-19 12:00:00+00:00,AVAX/USDT,LONG,6h,-1.0199999999999985,25.906106117655508,36.95017458429872,-11.044068466643214
T5_6H_LONG_max5,73,2026-03-22 06:00:00+00:00,ZBT/USDT,LONG,6h,-1.0200000000000002,24.88610611765551,36.95017458429872,-12.064068466643214
T5_6H_LONG_max5,74,2026-03-22 06:00:00+00:00,XUSD/USDT,LONG,6h,-1.02,23.86610611765551,36.95017458429872,-13.084068466643213
T5_6H_LONG_max5,75,2026-03-24 12:00:00+00:00,JTO/USDT,LONG,6h,-1.0199999999999991,22.84610611765551,36.95017458429872,-14.104068466643213
T5_6H_LONG_max5,76,2026-03-25 06:00:00+00:00,U/USDT,LONG,6h,-1.0199999999997915,21.82610611765572,36.95017458429872,-15.124068466643003
T5_6H_LONG_max5,77,2026-03-26 06:00:00+00:00,SPK/USDT,LONG,6h,-1.019999999999999,20.80610611765572,36.95017458429872,-16.144068466643002
T5_6H_LONG_max5,78,2026-03-27 00:00:00+00:00,FET/USDT,LONG,6h,-1.0199999999999996,19.78610611765572,36.95017458429872,-17.164068466643002
T5_6H_LONG_max5,79,2026-03-27 12:00:00+00:00,ONDO/USDT,LONG,6h,-1.02,18.76610611765572,36.95017458429872,-18.184068466643
T5_6H_LONG_max5,80,2026-03-31 06:00:00+00:00,TAO/USDT,LONG,6h,-1.02,17.74610611765572,36.95017458429872,-19.204068466643
T5_6H_LONG_max5,81,2026-04-03 00:00:00+00:00,XPL/USDT,LONG,6h,1.1473254281949927,18.893431545850714,36.95017458429872,-18.05674303844801
T5_6H_LONG_max5,82,2026-04-13 00:00:00+00:00,ZBT/USDT,LONG,6h,2.812579185520361,21.706010731371073,36.95017458429872,-15.244163852927649
T5_6H_LONG_max5,83,2026-04-14 18:00:00+00:00,BB/USDT,LONG,6h,-1.0199999999999991,20.686010731371073,36.95017458429872,-16.26416385292765
T5_6H_LONG_max5,84,2026-04-16 12:00:00+00:00,ZEC/USDT,LONG,6h,4.038196321015789,24.724207052386863,36.95017458429872,-12.22596753191186
T5_6H_LONG_max5,85,2026-04-19 18:00:00+00:00,RENDER/USDT,LONG,6h,-1.02,23.704207052386863,36.95017458429872,-13.245967531911859
T5_6H_LONG_max5,86,2026-04-19 18:00:00+00:00,LTC/USDT,LONG,6h,-1.020000000000001,22.684207052386864,36.95017458429872,-14.265967531911858
T5_6H_LONG_max5,87,2026-04-23 12:00:00+00:00,BB/USDT,LONG,6h,-1.0199999999999996,21.664207052386864,36.95017458429872,-15.285967531911858
T5_6H_LONG_max5,88,2026-04-24 18:00:00+00:00,KITE/USDT,LONG,6h,-1.0200000000000005,20.644207052386864,36.95017458429872,-16.305967531911858
T5_6H_LONG_max5,89,2026-04-25 00:00:00+00:00,SPK/USDT,LONG,6h,0.7722413191618028,21.416448371548668,36.95017458429872,-15.533726212750054
T5_6H_LONG_max5,90,2026-04-26 12:00:00+00:00,INJ/USDT,LONG,6h,4.281190476190479,25.697638847739146,36.95017458429872,-11.252535736559576
T5_6H_LONG_max5,91,2026-04-27 06:00:00+00:00,NOT/USDT,LONG,6h,1.2123232323232322,26.909962080062378,36.95017458429872,-10.040212504236344
T5_6H_LONG_max5,92,2026-04-27 12:00:00+00:00,SAPIEN/USDT,LONG,6h,-1.0200000000000005,25.88996208006238,36.95017458429872,-11.060212504236343
T5_6H_LONG_max5,93,2026-04-28 06:00:00+00:00,XUSD/USDT,LONG,6h,-1.0199999999999327,24.869962080062447,36.95017458429872,-12.080212504236275
T5_6H_LONG_max5,94,2026-04-29 12:00:00+00:00,PNUT/USDT,LONG,6h,-1.0200000000000002,23.849962080062447,36.95017458429872,-13.100212504236275
T5_6H_LONG_max5,95,2026-05-01 00:00:00+00:00,U/USDT,LONG,6h,-1.02,22.829962080062447,36.95017458429872,-14.120212504236274
T5_6H_LONG_max5,96,2026-05-07 00:00:00+00:00,LUNC/USDT,LONG,6h,4.012762629465229,26.842724709527676,36.95017458429872,-10.107449874771046
T5_6H_LONG_max5,97,2026-05-07 12:00:00+00:00,DOGE/USDT,LONG,6h,1.310529857022709,28.153254566550384,36.95017458429872,-8.796920017748338
T5_6H_LONG_max5,98,2026-05-08 06:00:00+00:00,SPK/USDT,LONG,6h,-1.02,27.133254566550384,36.95017458429872,-9.816920017748338
T5_6H_LONG_max5,99,2026-05-10 00:00:00+00:00,DOGS/USDT,LONG,6h,-1.0200000000000002,26.113254566550385,36.95017458429872,-10.836920017748337
T5_6H_LONG_max5,100,2026-05-13 12:00:00+00:00,TAO/USDT,LONG,6h,1.6054863813229572,27.718740947873343,36.95017458429872,-9.231433636425379
T5_6H_LONG_max5,101,2026-05-13 12:00:00+00:00,UNI/USDT,LONG,6h,-1.020000000000001,26.698740947873343,36.95017458429872,-10.251433636425379
T5_6H_LONG_max5,102,2026-05-14 18:00:00+00:00,ASTER/USDT,LONG,6h,-0.1661100569259947,26.53263089094735,36.95017458429872,-10.417543693351373
T5_6H_LONG_max5,103,2026-05-14 18:00:00+00:00,TRX/USDT,LONG,6h,6.029212598425197,32.56184348937255,36.95017458429872,-4.388331094926173
T5_6H_LONG_max5,104,2026-05-14 18:00:00+00:00,INJ/USDT,LONG,6h,4.708254349130175,37.27009783850272,37.27009783850272,0.0
T5_6H_LONG_max5,105,2026-05-14 18:00:00+00:00,DOGE/USDT,LONG,6h,0.2244821731748722,37.49458001167759,37.49458001167759,0.0
T5_6H_SHORT_max5,1,2025-09-29 18:00:00+00:00,ETH/USDT,SHORT,6h,-1.019999999999999,-1.019999999999999,-1.019999999999999,0.0
T5_6H_SHORT_max5,2,2025-09-30 18:00:00+00:00,APT/USDT,SHORT,6h,-1.02,-2.039999999999999,-1.019999999999999,-1.0200000000000002
T5_6H_SHORT_max5,3,2025-10-01 06:00:00+00:00,ADA/USDT,SHORT,6h,-1.02,-3.059999999999999,-1.019999999999999,-2.04
T5_6H_SHORT_max5,4,2025-10-01 12:00:00+00:00,BIO/USDT,SHORT,6h,-1.020000000000001,-4.08,-1.019999999999999,-3.0600000000000014
T5_6H_SHORT_max5,5,2025-10-01 18:00:00+00:00,SOL/USDT,SHORT,6h,-1.0199999999999996,-5.1,-1.019999999999999,-4.080000000000001
T5_6H_SHORT_max5,6,2025-10-02 06:00:00+00:00,BB/USDT,SHORT,6h,-1.02,-6.119999999999999,-1.019999999999999,-5.1000000000000005
T5_6H_SHORT_max5,7,2025-10-08 12:00:00+00:00,CFX/USDT,SHORT,6h,-1.0199999999999994,-7.139999999999999,-1.019999999999999,-6.12
T5_6H_SHORT_max5,8,2025-10-11 00:00:00+00:00,AVAX/USDT,SHORT,6h,7.030458715596334,-0.10954128440366517,-0.10954128440366517,0.0
T5_6H_SHORT_max5,9,2025-10-11 00:00:00+00:00,BB/USDT,SHORT,6h,5.241316872427986,5.131775588024321,5.131775588024321,0.0
T5_6H_SHORT_max5,10,2025-10-11 00:00:00+00:00,BIO/USDT,SHORT,6h,6.971452991452992,12.103228579477314,12.103228579477314,0.0
T5_6H_SHORT_max5,11,2025-10-11 00:00:00+00:00,JTO/USDT,SHORT,6h,7.560093312597208,19.66332189207452,19.66332189207452,0.0
T5_6H_SHORT_max5,12,2025-10-11 06:00:00+00:00,XUSD/USDT,SHORT,6h,-1.0200000000000569,18.643321892074464,19.66332189207452,-1.0200000000000564
T5_6H_SHORT_max5,13,2025-10-12 12:00:00+00:00,WLFI/USDT,SHORT,6h,7.537874762808363,26.181196654882825,26.181196654882825,0.0
T5_6H_SHORT_max5,14,2025-10-18 18:00:00+00:00,PUMP/USDT,SHORT,6h,-1.0200000000000005,25.161196654882826,26.181196654882825,-1.0199999999999996
T5_6H_SHORT_max5,15,2025-10-20 06:00:00+00:00,ADA/USDT,SHORT,6h,-1.0199999999999991,24.141196654882826,26.181196654882825,-2.039999999999999
T5_6H_SHORT_max5,16,2025-10-21 12:00:00+00:00,BTC/USDT,SHORT,6h,-1.0200000000000016,23.121196654882823,26.181196654882825,-3.0600000000000023
T5_6H_SHORT_max5,17,2025-10-21 12:00:00+00:00,BB/USDT,SHORT,6h,-1.0199999999999996,22.101196654882823,26.181196654882825,-4.080000000000002
T5_6H_SHORT_max5,18,2025-10-24 00:00:00+00:00,BFUSD/USDT,SHORT,6h,-1.02,21.081196654882824,26.181196654882825,-5.100000000000001
T5_6H_SHORT_max5,19,2025-10-24 12:00:00+00:00,JTO/USDT,SHORT,6h,-1.0200000000000011,20.061196654882824,26.181196654882825,-6.120000000000001
T5_6H_SHORT_max5,20,2025-10-25 18:00:00+00:00,LAYER/USDT,SHORT,6h,-1.0200000000000002,19.041196654882825,26.181196654882825,-7.140000000000001
T5_6H_SHORT_max5,21,2025-10-26 06:00:00+00:00,DASH/USDT,SHORT,6h,-1.02,18.021196654882825,26.181196654882825,-8.16
T5_6H_SHORT_max5,22,2025-10-27 00:00:00+00:00,AAVE/USDT,SHORT,6h,-1.0200000000000005,17.001196654882825,26.181196654882825,-9.18
T5_6H_SHORT_max5,23,2025-11-07 12:00:00+00:00,FET/USDT,SHORT,6h,-1.0199999999999998,15.981196654882826,26.181196654882825,-10.2
T5_6H_SHORT_max5,24,2025-11-08 18:00:00+00:00,BB/USDT,SHORT,6h,2.204108658743632,18.185305313626458,26.181196654882825,-7.9958913412563675
T5_6H_SHORT_max5,25,2025-11-15 00:00:00+00:00,DASH/USDT,SHORT,6h,-1.0199999999999996,17.165305313626458,26.181196654882825,-9.015891341256367
