timeframe,filter_mode,rsi_n,overbought,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
2h,ema200_price_below,5,80,15,2.0,4948,0.4503,0.0468,1.1014,46.42,231.39
2h,ema200_price_below,5,80,15,3.0,4677,0.4986,0.0344,1.1029,26.85,160.86
2h,ema200_price_below,5,80,15,4.0,4555,0.5117,0.0169,1.0638,33.08,77.12
2h,ema200_price_below,5,80,20,2.0,4808,0.4216,0.0337,1.0656,57.31,161.81
2h,ema200_price_below,5,80,20,3.0,4506,0.4893,0.0332,1.088,33.67,149.64
2h,ema200_price_below,5,80,20,4.0,4374,0.5135,0.0185,1.0612,48.4,80.84
2h,ema200_price_below,5,80,25,2.0,4685,0.4081,0.0565,1.1037,47.58,264.54
2h,ema200_price_below,5,80,25,3.0,4363,0.4822,0.0469,1.1145,31.78,204.52
2h,ema200_price_below,5,80,25,4.0,4223,0.5098,0.0262,1.079,31.15,110.76
2h,ema200_price_below,5,85,5,2.0,2306,0.5265,0.0442,1.1498,14.2,101.99
2h,ema200_price_below,5,85,5,3.0,2259,0.5409,0.0243,1.1178,12.19,54.94
2h,ema200_price_below,5,85,5,4.0,2246,0.5432,0.018,1.1153,9.17,40.46
2h,ema200_price_below,5,85,10,2.0,2243,0.4726,0.0336,1.0817,28.04,75.32
2h,ema200_price_below,5,85,10,3.0,2165,0.5085,0.0235,1.0795,21.18,50.92
2h,ema200_price_below,5,85,10,4.0,2136,0.5211,0.0137,1.0596,15.9,29.34
2h,ema200_price_below,5,85,15,2.0,2220,0.4351,0.0246,1.0511,29.56,54.71
2h,ema200_price_below,5,85,15,3.0,2129,0.4922,0.0179,1.0506,24.99,38.11
2h,ema200_price_below,5,85,15,4.0,2093,0.5031,-0.0019,0.9933,29.9,-4.01
2h,ema200_price_below,5,85,20,2.0,2190,0.411,0.0222,1.0417,39.85,48.66
2h,ema200_price_below,5,85,20,3.0,2091,0.4811,0.0174,1.0432,41.89,36.37
2h,ema200_price_below,5,85,20,4.0,2048,0.5029,-0.0066,0.9801,51.65,-13.47
2h,ema200_price_below,5,85,25,2.0,2173,0.3948,0.0598,1.1066,33.01,129.86
2h,ema200_price_below,5,85,25,3.0,2072,0.4735,0.0446,1.1039,24.08,92.45
2h,ema200_price_below,5,85,25,4.0,2029,0.4993,0.0103,1.0287,34.59,20.83
2h,ema200_price_below,5,90,5,2.0,598,0.505,0.0276,1.0893,12.45,16.49
2h,ema200_price_below,5,90,5,3.0,592,0.527,0.0253,1.1224,9.41,15.01
2h,ema200_price_below,5,90,5,4.0,589,0.5314,0.0172,1.1094,7.33,10.16
2h,ema200_price_below,5,90,10,2.0,593,0.4519,-0.015,0.966,31.17,-8.92
2h,ema200_price_below,5,90,10,3.0,580,0.4931,-0.0083,0.9741,23.28,-4.84
2h,ema200_price_below,5,90,10,4.0,577,0.5043,-0.0172,0.9331,20.39,-9.91
2h,ema200_price_below,5,90,15,2.0,593,0.4165,-0.0142,0.9722,28.19,-8.4
2h,ema200_price_below,5,90,15,3.0,580,0.4707,-0.012,0.9685,20.38,-6.93
2h,ema200_price_below,5,90,15,4.0,577,0.4801,-0.0248,0.919,19.7,-14.32
2h,ema200_price_below,5,90,20,2.0,592,0.3784,-0.0568,0.9006,51.1,-33.65
2h,ema200_price_below,5,90,20,3.0,579,0.4421,-0.0541,0.88,43.13,-31.34
2h,ema200_price_below,5,90,20,4.0,576,0.4601,-0.0765,0.7987,48.56,-44.07
2h,ema200_price_below,5,90,25,2.0,589,0.3548,-0.0317,0.9479,44.95,-18.68
2h,ema200_price_below,5,90,25,3.0,576,0.4236,-0.036,0.9263,40.16,-20.73
2h,ema200_price_below,5,90,25,4.0,572,0.4371,-0.069,0.8346,51.51,-39.45
2h,ema200_price_below,7,70,5,2.0,8678,0.5107,0.0099,1.0346,52.49,86.15
2h,ema200_price_below,7,70,5,3.0,8445,0.5222,0.0058,1.0296,30.23,48.88
2h,ema200_price_below,7,70,5,4.0,8365,0.5247,0.0032,1.0218,29.47,27.02
2h,ema200_price_below,7,70,10,2.0,7534,0.4713,0.021,1.052,44.3,158.03
2h,ema200_price_below,7,70,10,3.0,7091,0.5036,0.0152,1.0534,31.23,107.62
2h,ema200_price_below,7,70,10,4.0,6910,0.5127,0.0072,1.0325,29.17,49.62
2h,ema200_price_below,7,70,15,2.0,7112,0.4466,0.0272,1.0583,58.98,193.45
2h,ema200_price_below,7,70,15,3.0,6548,0.4934,0.0203,1.0599,35.53,132.94
2h,ema200_price_below,7,70,15,4.0,6315,0.5091,0.0104,1.0392,36.02,65.71
2h,ema200_price_below,7,70,20,2.0,6808,0.4136,0.0145,1.0279,71.27,98.88
2h,ema200_price_below,7,70,20,3.0,6183,0.4784,0.0105,1.0271,52.71,64.83
2h,ema200_price_below,7,70,20,4.0,5916,0.502,0.0025,1.0082,51.7,14.9
2h,ema200_price_below,7,70,25,2.0,6537,0.4002,0.0285,1.0516,59.36,185.98
2h,ema200_price_below,7,70,25,3.0,5891,0.4714,0.0158,1.0379,47.5,93.3
2h,ema200_price_below,7,70,25,4.0,5594,0.4973,0.0042,1.0125,45.11,23.73
2h,ema200_price_below,7,75,5,2.0,4358,0.5227,0.0212,1.0724,22.3,92.47
2h,ema200_price_below,7,75,5,3.0,4235,0.5405,0.0138,1.0686,16.45,58.3
2h,ema200_price_below,7,75,5,4.0,4200,0.5433,0.0109,1.0718,12.7,45.71
2h,ema200_price_below,7,75,10,2.0,3985,0.4652,0.0217,1.0528,31.01,86.35
2h,ema200_price_below,7,75,10,3.0,3785,0.5059,0.0196,1.0672,18.92,74.13
2h,ema200_price_below,7,75,10,4.0,3705,0.5198,0.0141,1.0628,20.94,52.17
2h,ema200_price_below,7,75,15,2.0,3891,0.4415,0.0228,1.0482,46.46,88.88
2h,ema200_price_below,7,75,15,3.0,3654,0.4932,0.0197,1.0572,33.26,71.82
2h,ema200_price_below,7,75,15,4.0,3542,0.5059,0.004,1.0144,46.15,13.99
2h,ema200_price_below,7,75,20,2.0,3813,0.4131,0.0124,1.0237,71.7,47.47
2h,ema200_price_below,7,75,20,3.0,3550,0.4794,0.0158,1.0406,55.76,56.16
2h,ema200_price_below,7,75,20,4.0,3424,0.5047,0.0007,1.0023,62.02,2.49
2h,ema200_price_below,7,75,25,2.0,3754,0.3974,0.0362,1.065,52.77,135.78
2h,ema200_price_below,7,75,25,3.0,3475,0.4754,0.0383,1.0913,27.65,133.19
2h,ema200_price_below,7,75,25,4.0,3337,0.5019,0.0157,1.0456,41.14,52.35
2h,ema200_price_below,7,80,5,2.0,1703,0.5314,0.042,1.1387,15.86,71.61
2h,ema200_price_below,7,80,5,3.0,1670,0.5491,0.027,1.1289,12.73,45.14
2h,ema200_price_below,7,80,5,4.0,1657,0.5522,0.0199,1.1254,9.62,33.01
2h,ema200_price_below,7,80,10,2.0,1652,0.4806,0.034,1.0822,27.23,56.22
2h,ema200_price_below,7,80,10,3.0,1597,0.5272,0.0306,1.1039,19.11,48.83
2h,ema200_price_below,7,80,10,4.0,1570,0.5433,0.0213,1.0934,12.98,33.4
2h,ema200_price_below,7,80,15,2.0,1639,0.4369,0.0254,1.0527,36.02,41.66
2h,ema200_price_below,7,80,15,3.0,1573,0.494,0.0212,1.0601,24.31,33.36
2h,ema200_price_below,7,80,15,4.0,1541,0.5088,0.0049,1.0173,22.82,7.52
2h,ema200_price_below,7,80,20,2.0,1628,0.4103,0.0139,1.0259,53.87,22.59
2h,ema200_price_below,7,80,20,3.0,1555,0.4836,0.0067,1.0164,51.29,10.39
2h,ema200_price_below,7,80,20,4.0,1521,0.5076,-0.0083,0.9749,54.03,-12.6
2h,ema200_price_below,7,80,25,2.0,1618,0.3869,0.0443,1.0781,46.03,71.67
2h,ema200_price_below,7,80,25,3.0,1542,0.4617,0.0256,1.0581,36.33,39.55
2h,ema200_price_below,7,80,25,4.0,1508,0.4881,0.0006,1.0017,43.3,0.93
2h,ema200_price_below,7,85,5,2.0,472,0.5148,0.0171,1.0527,11.47,8.08
2h,ema200_price_below,7,85,5,3.0,470,0.5383,0.0178,1.0819,9.24,8.35
2h,ema200_price_below,7,85,5,4.0,467,0.546,0.0171,1.1068,5.98,7.98
2h,ema200_price_below,7,85,10,2.0,466,0.4442,-0.0408,0.913,37.06,-19.0
2h,ema200_price_below,7,85,10,3.0,458,0.4934,-0.0212,0.9362,22.02,-9.72
2h,ema200_price_below,7,85,10,4.0,452,0.5066,-0.0257,0.9032,19.97,-11.6
2h,ema200_price_below,7,85,15,2.0,466,0.4099,-0.0484,0.9101,38.81,-22.55
2h,ema200_price_below,7,85,15,3.0,457,0.477,-0.0252,0.9357,20.92,-11.53
2h,ema200_price_below,7,85,15,4.0,449,0.49,-0.0311,0.9008,18.15,-13.98
2h,ema200_price_below,7,85,20,2.0,465,0.3634,-0.1291,0.7826,64.08,-60.03
2h,ema200_price_below,7,85,20,3.0,456,0.432,-0.102,0.7797,46.39,-46.51
2h,ema200_price_below,7,85,20,4.0,448,0.4487,-0.1156,0.7078,51.68,-51.78
2h,ema200_price_below,7,85,25,2.0,463,0.3413,-0.0882,0.8573,59.06,-40.83
2h,ema200_price_below,7,85,25,3.0,454,0.4119,-0.0776,0.8438,41.5,-35.23
2h,ema200_price_below,7,85,25,4.0,445,0.4247,-0.1024,0.7619,48.15,-45.57
2h,ema200_price_below,7,90,5,2.0,56,0.5357,0.0404,1.1334,8.82,2.26
2h,ema200_price_below,7,90,5,3.0,55,0.5636,0.0116,1.0506,7.17,0.64
2h,ema200_price_below,7,90,5,4.0,55,0.5818,0.0372,1.2579,4.01,2.04
2h,ema200_price_below,7,90,10,2.0,55,0.2909,-0.28,0.5269,14.96,-15.4
2h,ema200_price_below,7,90,10,3.0,54,0.2963,-0.2196,0.4777,11.49,-11.86
2h,ema200_price_below,7,90,10,4.0,54,0.3519,-0.1098,0.5942,6.07,-5.93
2h,ema200_price_below,7,90,15,2.0,55,0.3091,-0.2661,0.5968,16.46,-14.63
2h,ema200_price_below,7,90,15,3.0,54,0.3704,-0.2374,0.5231,15.2,-12.82
2h,ema200_price_below,7,90,15,4.0,54,0.4444,-0.1248,0.6378,8.35,-6.74
2h,ema200_price_below,7,90,20,2.0,55,0.2545,-0.3698,0.4919,21.36,-20.34
2h,ema200_price_below,7,90,20,3.0,54,0.3148,-0.3369,0.4347,19.95,-18.19
2h,ema200_price_below,7,90,20,4.0,54,0.3519,-0.2504,0.4685,14.59,-13.52
2h,ema200_price_below,7,90,25,2.0,55,0.2545,-0.3977,0.4548,23.97,-21.87
2h,ema200_price_below,7,90,25,3.0,54,0.3519,-0.3197,0.4714,20.02,-17.27
2h,ema200_price_below,7,90,25,4.0,54,0.4074,-0.2363,0.5233,15.02,-12.76
2h,ema200_price_below,10,70,5,2.0,3547,0.5216,0.0058,1.0192,27.73,20.51
2h,ema200_price_below,10,70,5,3.0,3446,0.5392,0.0025,1.012,21.43,8.54
2h,ema200_price_below,10,70,5,4.0,3416,0.5419,0.0022,1.0139,16.7,7.46
2h,ema200_price_below,10,70,10,2.0,3196,0.4734,0.0091,1.0219,37.09,28.98
2h,ema200_price_below,10,70,10,3.0,3001,0.5145,0.008,1.0272,18.69,24.12
2h,ema200_price_below,10,70,10,4.0,2931,0.5268,0.004,1.0175,16.97,11.75
2h,ema200_price_below,10,70,15,2.0,3105,0.4403,0.009,1.019,46.94,28.08
2h,ema200_price_below,10,70,15,3.0,2879,0.4932,0.0057,1.0164,32.09,16.52
2h,ema200_price_below,10,70,15,4.0,2788,0.51,-0.0052,0.9814,37.19,-14.47
2h,ema200_price_below,10,70,20,2.0,3044,0.407,-0.0201,0.962,106.66,-61.32
2h,ema200_price_below,10,70,20,3.0,2802,0.4754,-0.0098,0.9754,63.31,-27.43
2h,ema200_price_below,10,70,20,4.0,2695,0.5017,-0.0167,0.9482,57.88,-44.93
2h,ema200_price_below,10,70,25,2.0,3007,0.3894,0.0123,1.022,68.17,37.09
2h,ema200_price_below,10,70,25,3.0,2756,0.4673,0.0163,1.0382,38.46,45.0
2h,ema200_price_below,10,70,25,4.0,2640,0.4943,-0.0025,0.9928,43.98,-6.68
2h,ema200_price_below,10,75,5,2.0,1193,0.5423,0.0575,1.1935,12.17,68.54
2h,ema200_price_below,10,75,5,3.0,1171,0.5628,0.0406,1.2002,10.6,47.58
2h,ema200_price_below,10,75,5,4.0,1166,0.5686,0.0324,1.2138,8.24,37.72
2h,ema200_price_below,10,75,10,2.0,1139,0.482,0.0465,1.1119,28.89,52.99
2h,ema200_price_below,10,75,10,3.0,1101,0.5286,0.0348,1.1171,21.19,38.31
2h,ema200_price_below,10,75,10,4.0,1086,0.5451,0.0306,1.1357,13.9,33.26
2h,ema200_price_below,10,75,15,2.0,1131,0.4492,0.0305,1.063,35.56,34.48
2h,ema200_price_below,10,75,15,3.0,1087,0.5115,0.0266,1.0751,24.54,28.93
2h,ema200_price_below,10,75,15,4.0,1067,0.5276,0.0168,1.0604,17.01,17.88
2h,ema200_price_below,10,75,20,2.0,1125,0.4142,0.0114,1.0213,50.64,12.77
2h,ema200_price_below,10,75,20,3.0,1077,0.48,-0.0013,0.9968,40.99,-1.42
2h,ema200_price_below,10,75,20,4.0,1053,0.5052,-0.0139,0.9586,42.32,-14.59
2h,ema200_price_below,10,75,25,2.0,1121,0.3889,0.0652,1.1161,48.53,73.14
2h,ema200_price_below,10,75,25,3.0,1073,0.452,0.0262,1.0585,41.38,28.07
2h,ema200_price_below,10,75,25,4.0,1047,0.4795,0.0065,1.0178,34.9,6.84
2h,ema200_price_below,10,80,5,2.0,269,0.5316,0.0247,1.0846,10.24,6.64
2h,ema200_price_below,10,80,5,3.0,267,0.5581,0.0221,1.1106,7.31,5.89
2h,ema200_price_below,10,80,5,4.0,266,0.5602,0.0235,1.1643,4.73,6.24
2h,ema200_price_below,10,80,10,2.0,265,0.4453,-0.0931,0.7971,29.16,-24.68
2h,ema200_price_below,10,80,10,3.0,262,0.4847,-0.0704,0.7865,21.16,-18.46
2h,ema200_price_below,10,80,10,4.0,259,0.5058,-0.0634,0.756,18.8,-16.42
2h,ema200_price_below,10,80,15,2.0,265,0.4113,-0.0975,0.8221,29.67,-25.84
2h,ema200_price_below,10,80,15,3.0,260,0.4692,-0.0739,0.8174,21.69,-19.21
2h,ema200_price_below,10,80,15,4.0,257,0.4942,-0.0722,0.7777,21.81,-18.55
2h,ema200_price_below,10,80,20,2.0,265,0.3585,-0.1836,0.6996,51.23,-48.65
2h,ema200_price_below,10,80,20,3.0,259,0.4093,-0.1789,0.6388,47.47,-46.34
2h,ema200_price_below,10,80,20,4.0,256,0.4453,-0.1571,0.6129,41.27,-40.23
2h,ema200_price_below,10,80,25,2.0,265,0.317,-0.1823,0.715,55.22,-48.31
2h,ema200_price_below,10,80,25,3.0,259,0.3745,-0.1901,0.6407,53.51,-49.23
2h,ema200_price_below,10,80,25,4.0,254,0.3976,-0.1781,0.6036,49.77,-45.23
2h,ema200_price_below,10,85,5,2.0,31,0.4516,0.1082,1.3804,4.3,3.35
2h,ema200_price_below,10,85,5,3.0,31,0.4516,0.034,1.1492,3.59,1.05
2h,ema200_price_below,10,85,5,4.0,31,0.4516,0.0638,1.4815,1.4,1.98
2h,ema200_price_below,10,85,10,2.0,31,0.3871,-0.0629,0.8757,4.08,-1.95
2h,ema200_price_below,10,85,10,3.0,31,0.4516,0.049,1.1593,2.48,1.52
2h,ema200_price_below,10,85,10,4.0,31,0.4516,0.0554,1.2615,1.35,1.72
2h,ema200_price_below,10,85,15,2.0,31,0.4194,-0.0406,0.9266,6.47,-1.26
2h,ema200_price_below,10,85,15,3.0,31,0.5484,0.0851,1.2423,3.38,2.64
2h,ema200_price_below,10,85,15,4.0,31,0.5484,0.0534,1.1953,3.09,1.66
2h,ema200_price_below,10,85,20,2.0,31,0.4194,-0.0608,0.8953,6.94,-1.88
2h,ema200_price_below,10,85,20,3.0,31,0.5484,0.1476,1.4231,3.22,4.57
2h,ema200_price_below,10,85,20,4.0,31,0.5806,0.1106,1.4182,2.59,3.43
2h,ema200_price_below,10,85,25,2.0,31,0.3871,-0.1637,0.733,8.83,-5.07
2h,ema200_price_below,10,85,25,3.0,31,0.5806,0.1305,1.3447,3.34,4.04
2h,ema200_price_below,10,85,25,4.0,31,0.6452,0.1424,1.5107,2.96,4.41
2h,ema200_price_below,10,90,5,2.0,2,0.5,0.0774,1.1549,0.0,0.15
2h,ema200_price_below,10,90,5,3.0,2,0.5,-0.115,0.7699,0.0,-0.23
2h,ema200_price_below,10,90,5,4.0,2,0.5,-0.2113,0.5774,0.0,-0.42
2h,ema200_price_below,10,90,10,2.0,2,0.0,-0.7367,0.0,0.47,-1.47
2h,ema200_price_below,10,90,10,3.0,2,0.0,-0.6578,0.0,0.32,-1.32
2h,ema200_price_below,10,90,10,4.0,2,0.0,-0.6184,0.0,0.24,-1.24
2h,ema200_price_below,10,90,15,2.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,15,3.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,15,4.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,20,2.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,20,3.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,20,4.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,25,2.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,25,3.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,10,90,25,4.0,2,0.0,-1.0,0.0,1.0,-2.0
2h,ema200_price_below,14,70,5,2.0,959,0.5433,0.0454,1.1558,11.79,43.54
2h,ema200_price_below,14,70,5,3.0,943,0.5599,0.0325,1.163,11.07,30.65
2h,ema200_price_below,14,70,5,4.0,942,0.5648,0.0261,1.174,8.03,24.55
2h,ema200_price_below,14,70,10,2.0,893,0.477,0.0136,1.0314,28.55,12.15
2h,ema200_price_below,14,70,10,3.0,853,0.5252,0.012,1.0398,18.37,10.27
2h,ema200_price_below,14,70,10,4.0,843,0.5433,0.011,1.0475,13.48,9.26
2h,ema200_price_below,14,70,15,2.0,882,0.4592,0.0239,1.0489,39.84,21.1
2h,ema200_price_below,14,70,15,3.0,835,0.5293,0.0314,1.0897,16.1,26.18
2h,ema200_price_below,14,70,15,4.0,824,0.5522,0.02,1.0729,14.93,16.5
2h,ema200_price_below,14,70,20,2.0,876,0.4064,-0.0071,0.9868,55.63,-6.23
2h,ema200_price_below,14,70,20,3.0,826,0.477,-0.0016,0.996,38.64,-1.36
2h,ema200_price_below,14,70,20,4.0,811,0.4969,-0.021,0.9377,42.9,-17.03
2h,ema200_price_below,14,70,25,2.0,872,0.3761,0.0271,1.0474,50.03,23.62
2h,ema200_price_below,14,70,25,3.0,821,0.4543,0.0111,1.0248,42.45,9.1
2h,ema200_price_below,14,70,25,4.0,803,0.4732,-0.0158,0.9575,47.57,-12.73
2h,ema200_price_below,14,75,5,2.0,155,0.529,0.0072,1.025,7.99,1.12
2h,ema200_price_below,14,75,5,3.0,155,0.5419,0.0051,1.0263,5.01,0.8
2h,ema200_price_below,14,75,5,4.0,154,0.539,0.0034,1.0235,3.82,0.52
2h,ema200_price_below,14,75,10,2.0,146,0.4795,-0.0295,0.9281,11.17,-4.3
2h,ema200_price_below,14,75,10,3.0,145,0.5034,-0.0272,0.9064,10.31,-3.94
2h,ema200_price_below,14,75,10,4.0,143,0.5385,0.0075,1.0377,6.55,1.08
2h,ema200_price_below,14,75,15,2.0,146,0.4589,0.0116,1.0233,15.09,1.7
2h,ema200_price_below,14,75,15,3.0,145,0.4966,-0.0188,0.9496,12.88,-2.73
2h,ema200_price_below,14,75,15,4.0,143,0.5245,-0.003,0.9892,8.48,-0.43
2h,ema200_price_below,14,75,20,2.0,146,0.3904,-0.1104,0.8068,23.98,-16.11
2h,ema200_price_below,14,75,20,3.0,144,0.4375,-0.1204,0.736,23.75,-17.34
2h,ema200_price_below,14,75,20,4.0,142,0.4859,-0.0835,0.7653,17.15,-11.85
2h,ema200_price_below,14,75,25,2.0,146,0.3836,-0.0709,0.8791,22.46,-10.35
2h,ema200_price_below,14,75,25,3.0,144,0.4583,-0.0843,0.8217,21.15,-12.14
2h,ema200_price_below,14,75,25,4.0,142,0.5,-0.0549,0.8545,16.8,-7.79
2h,ema200_price_below,14,80,5,2.0,11,0.2727,-0.2546,0.4747,2.17,-2.8
2h,ema200_price_below,14,80,5,3.0,11,0.3636,-0.1423,0.5219,1.28,-1.57
2h,ema200_price_below,14,80,5,4.0,11,0.3636,-0.049,0.7041,0.67,-0.54
2h,ema200_price_below,14,80,10,2.0,11,0.2727,-0.6196,0.088,5.82,-6.82
2h,ema200_price_below,14,80,10,3.0,11,0.5455,-0.0831,0.7361,1.38,-0.91
2h,ema200_price_below,14,80,10,4.0,11,0.5455,-0.0757,0.6969,1.0,-0.83
2h,ema200_price_below,14,80,15,2.0,11,0.1818,-0.6438,0.1703,6.08,-7.08
2h,ema200_price_below,14,80,15,3.0,11,0.4545,-0.1359,0.6621,2.42,-1.49
2h,ema200_price_below,14,80,15,4.0,11,0.4545,-0.1522,0.5674,1.87,-1.67
2h,ema200_price_below,14,80,20,2.0,11,0.1818,-0.6913,0.1551,6.6,-7.6
2h,ema200_price_below,14,80,20,3.0,11,0.5455,-0.0876,0.8072,3.0,-0.96
2h,ema200_price_below,14,80,20,4.0,11,0.6364,-0.011,0.9628,1.24,-0.12
2h,ema200_price_below,14,80,25,2.0,11,0.1818,-0.6301,0.2299,5.93,-6.93
2h,ema200_price_below,14,80,25,3.0,11,0.5455,0.0974,1.2143,3.0,1.07
2h,ema200_price_below,14,80,25,4.0,11,0.7273,0.1868,1.685,1.0,2.05
2h,ema200_price_below,14,85,5,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,5,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,5,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,10,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,10,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,10,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,15,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,15,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,15,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,20,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,20,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,20,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,25,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,25,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,85,25,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,5,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,5,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,5,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,10,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,10,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,10,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,15,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,15,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,15,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,20,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,20,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,20,4.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,25,2.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,25,3.0,0,0.0,0.0,0.0,0.0,0.0
2h,ema200_price_below,14,90,25,4.0,0,0.0,0.0,0.0,0.0,0.0
