timeframe,filter_mode,rsi_n,overbought,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
4h,ema200_price_below,10,70,25,4.0,228,0.5526,0.0258,1.0726,12.34,5.88
4h,ema200_price_below,10,75,5,2.0,115,0.5826,0.1463,1.4215,6.81,16.83
4h,ema200_price_below,10,75,5,3.0,110,0.6182,0.0823,1.321,4.02,9.06
4h,ema200_price_below,10,75,5,4.0,107,0.6168,0.0578,1.2983,3.87,6.19
4h,ema200_price_below,10,75,10,2.0,113,0.5841,0.222,1.5733,4.23,25.08
4h,ema200_price_below,10,75,10,3.0,108,0.6389,0.1565,1.5749,3.21,16.91
4h,ema200_price_below,10,75,10,4.0,104,0.6635,0.1061,1.4922,3.17,11.04
4h,ema200_price_below,10,75,15,2.0,113,0.5487,0.2768,1.6325,6.34,31.28
4h,ema200_price_below,10,75,15,3.0,108,0.6204,0.2426,1.792,3.4,26.2
4h,ema200_price_below,10,75,15,4.0,104,0.6731,0.1906,1.7863,3.11,19.82
4h,ema200_price_below,10,75,20,2.0,112,0.5,0.1744,1.358,5.84,19.53
4h,ema200_price_below,10,75,20,3.0,107,0.5794,0.1332,1.3694,4.31,14.25
4h,ema200_price_below,10,75,20,4.0,103,0.6214,0.1112,1.3899,3.84,11.46
4h,ema200_price_below,10,75,25,2.0,111,0.4505,0.2525,1.472,6.41,28.03
4h,ema200_price_below,10,75,25,3.0,106,0.5283,0.1713,1.4086,4.33,18.16
4h,ema200_price_below,10,75,25,4.0,102,0.5686,0.1412,1.4305,3.55,14.4
4h,ema200_price_below,10,80,5,2.0,36,0.6111,0.2156,1.8005,2.6,7.76
4h,ema200_price_below,10,80,5,3.0,35,0.6571,0.1439,1.7065,2.0,5.04
4h,ema200_price_below,10,80,5,4.0,35,0.6571,0.112,1.7537,1.11,3.92
4h,ema200_price_below,10,80,10,2.0,36,0.6389,0.2843,1.9163,2.71,10.24
4h,ema200_price_below,10,80,10,3.0,35,0.6857,0.1608,1.6174,2.01,5.63
4h,ema200_price_below,10,80,10,4.0,35,0.7143,0.0906,1.3921,2.06,3.17
4h,ema200_price_below,10,80,15,2.0,36,0.6111,0.372,2.0185,3.0,13.39
4h,ema200_price_below,10,80,15,3.0,35,0.6571,0.2203,1.6946,3.0,7.71
4h,ema200_price_below,10,80,15,4.0,35,0.6571,0.0954,1.3102,2.69,3.34
4h,ema200_price_below,10,80,20,2.0,36,0.6111,0.2204,1.5666,3.0,7.93
4h,ema200_price_below,10,80,20,3.0,35,0.6571,0.1,1.2917,3.0,3.5
4h,ema200_price_below,10,80,20,4.0,35,0.6857,0.0325,1.1084,2.0,1.14
4h,ema200_price_below,10,80,25,2.0,36,0.6111,0.5143,2.3224,3.0,18.51
4h,ema200_price_below,10,80,25,3.0,35,0.6571,0.3133,1.9139,3.0,10.97
4h,ema200_price_below,10,80,25,4.0,35,0.6571,0.1862,1.6084,2.17,6.52
4h,ema200_price_below,10,85,5,2.0,6,0.8333,0.7849,5.7093,1.0,4.71
4h,ema200_price_below,10,85,5,3.0,6,0.8333,0.4677,3.8062,1.0,2.81
4h,ema200_price_below,10,85,5,4.0,6,1.0,0.4887,99.0,0.0,2.93
4h,ema200_price_below,10,85,10,2.0,6,0.6667,0.6022,2.8065,2.0,3.61
4h,ema200_price_below,10,85,10,3.0,6,0.6667,0.3965,2.746,1.36,2.38
4h,ema200_price_below,10,85,10,4.0,6,0.8333,0.534,12.7776,0.27,3.2
4h,ema200_price_below,10,85,15,2.0,6,0.5,0.4503,1.9006,2.0,2.7
4h,ema200_price_below,10,85,15,3.0,6,0.6667,0.3563,2.069,2.0,2.14
4h,ema200_price_below,10,85,15,4.0,6,0.8333,0.6099,13.6115,0.29,3.66
4h,ema200_price_below,10,85,20,2.0,6,0.5,0.315,1.63,2.0,1.89
4h,ema200_price_below,10,85,20,3.0,6,0.6667,0.2231,1.6694,2.0,1.34
4h,ema200_price_below,10,85,20,4.0,6,0.8333,0.4713,8.4261,0.38,2.83
4h,ema200_price_below,10,85,25,2.0,6,0.5,0.6606,2.3213,2.0,3.96
4h,ema200_price_below,10,85,25,3.0,6,0.6667,0.4907,2.4722,2.0,2.94
4h,ema200_price_below,10,85,25,4.0,6,0.8333,0.7362,18.3995,0.25,4.42
4h,ema200_price_below,10,90,5,2.0,1,0.0,-1.0,0.0,0.0,-1.0
4h,ema200_price_below,10,90,5,3.0,1,1.0,0.95,99.0,0.0,0.95
4h,ema200_price_below,10,90,5,4.0,1,1.0,0.7125,99.0,0.0,0.71
4h,ema200_price_below,10,90,10,2.0,1,0.0,-1.0,0.0,0.0,-1.0
4h,ema200_price_below,10,90,10,3.0,1,1.0,1.3113,99.0,0.0,1.31
4h,ema200_price_below,10,90,10,4.0,1,1.0,0.9835,99.0,0.0,0.98
4h,ema200_price_below,10,90,15,2.0,1,0.0,-1.0,0.0,0.0,-1.0
4h,ema200_price_below,10,90,15,3.0,1,1.0,1.3913,99.0,0.0,1.39
4h,ema200_price_below,10,90,15,4.0,1,1.0,1.0435,99.0,0.0,1.04
4h,ema200_price_below,10,90,20,2.0,1,0.0,-1.0,0.0,0.0,-1.0
4h,ema200_price_below,10,90,20,3.0,1,1.0,1.0986,99.0,0.0,1.1
4h,ema200_price_below,10,90,20,4.0,1,1.0,0.824,99.0,0.0,0.82
4h,ema200_price_below,10,90,25,2.0,1,0.0,-1.0,0.0,0.0,-1.0
4h,ema200_price_below,10,90,25,3.0,1,1.0,1.4199,99.0,0.0,1.42
4h,ema200_price_below,10,90,25,4.0,1,1.0,1.0649,99.0,0.0,1.06
4h,ema200_price_below,14,70,5,2.0,85,0.6,0.1796,1.5901,7.04,15.26
4h,ema200_price_below,14,70,5,3.0,82,0.6341,0.1283,1.6196,3.84,10.52
4h,ema200_price_below,14,70,5,4.0,81,0.6296,0.0792,1.4702,3.65,6.42
4h,ema200_price_below,14,70,10,2.0,83,0.6386,0.2409,1.7092,6.08,20.0
4h,ema200_price_below,14,70,10,3.0,80,0.6875,0.1591,1.6356,3.33,12.73
4h,ema200_price_below,14,70,10,4.0,79,0.6962,0.0819,1.3629,3.67,6.47
4h,ema200_price_below,14,70,15,2.0,83,0.5663,0.2955,1.7093,9.82,24.53
4h,ema200_price_below,14,70,15,3.0,80,0.625,0.2294,1.7633,4.88,18.35
4h,ema200_price_below,14,70,15,4.0,79,0.6456,0.1354,1.5092,4.23,10.7
4h,ema200_price_below,14,70,20,2.0,82,0.5122,0.1076,1.2235,9.58,8.82
4h,ema200_price_below,14,70,20,3.0,79,0.5823,0.0846,1.2288,5.0,6.68
4h,ema200_price_below,14,70,20,4.0,78,0.6154,0.0343,1.109,3.98,2.68
4h,ema200_price_below,14,70,25,2.0,81,0.4938,0.2961,1.5955,8.69,23.99
4h,ema200_price_below,14,70,25,3.0,78,0.5769,0.225,1.574,5.0,17.55
4h,ema200_price_below,14,70,25,4.0,77,0.6104,0.1528,1.4759,4.14,11.77
4h,ema200_price_below,14,75,5,2.0,20,0.8,0.619,5.0836,2.0,12.38
4h,ema200_price_below,14,75,5,3.0,19,0.8421,0.4344,5.0836,1.0,8.25
4h,ema200_price_below,14,75,5,4.0,19,0.8421,0.3464,6.8484,1.0,6.58
4h,ema200_price_below,14,75,10,2.0,20,0.75,0.5754,3.877,2.0,11.51
4h,ema200_price_below,14,75,10,3.0,19,0.7895,0.3862,3.4462,1.0,7.34
4h,ema200_price_below,14,75,10,4.0,19,0.8421,0.3134,3.9772,1.0,5.95
4h,ema200_price_below,14,75,15,2.0,20,0.65,0.5711,2.8579,2.0,11.42
4h,ema200_price_below,14,75,15,3.0,19,0.6842,0.3481,2.2974,1.0,6.61
4h,ema200_price_below,14,75,15,4.0,19,0.6842,0.2115,1.8434,1.03,4.02
4h,ema200_price_below,14,75,20,2.0,20,0.65,0.4198,2.1994,2.07,8.4
4h,ema200_price_below,14,75,20,3.0,19,0.6842,0.2244,1.7107,1.38,4.26
4h,ema200_price_below,14,75,20,4.0,19,0.7368,0.169,1.7134,1.54,3.21
4h,ema200_price_below,14,75,25,2.0,20,0.65,0.8107,3.3162,2.0,16.21
4h,ema200_price_below,14,75,25,3.0,19,0.6842,0.4987,2.5793,1.1,9.48
4h,ema200_price_below,14,75,25,4.0,19,0.6842,0.363,2.4644,1.32,6.9
4h,ema200_price_below,14,80,5,2.0,4,0.75,0.8393,4.3571,1.0,3.36
4h,ema200_price_below,14,80,5,3.0,4,0.75,0.4762,2.9047,1.0,1.9
4h,ema200_price_below,14,80,5,4.0,4,1.0,0.5641,99.0,0.0,2.26
4h,ema200_price_below,14,80,10,2.0,4,0.75,0.858,4.432,1.0,3.43
4h,ema200_price_below,14,80,10,3.0,4,0.75,0.4887,2.9547,1.0,1.95
4h,ema200_price_below,14,80,10,4.0,4,1.0,0.7213,99.0,0.0,2.89
4h,ema200_price_below,14,80,15,2.0,4,0.5,0.6455,2.291,2.0,2.58
4h,ema200_price_below,14,80,15,3.0,4,0.75,0.5979,3.3915,1.0,2.39
4h,ema200_price_below,14,80,15,4.0,4,1.0,0.8474,99.0,0.0,3.39
4h,ema200_price_below,14,80,20,2.0,4,0.5,0.4349,1.8699,2.0,1.74
4h,ema200_price_below,14,80,20,3.0,4,0.75,0.393,2.5719,1.0,1.57
4h,ema200_price_below,14,80,20,4.0,4,1.0,0.6584,99.0,0.0,2.63
4h,ema200_price_below,14,80,25,2.0,4,0.5,0.7836,2.5672,2.0,3.13
4h,ema200_price_below,14,80,25,3.0,4,0.75,0.6812,3.7247,1.0,2.72
4h,ema200_price_below,14,80,25,4.0,4,1.0,0.9392,99.0,0.0,3.76
4h,ema200_price_below,14,85,5,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,5,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,5,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,10,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,10,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,10,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,15,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,15,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,15,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,20,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,20,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,20,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,25,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,25,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,85,25,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,5,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,5,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,5,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,10,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,10,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,10,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,15,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,15,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,15,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,20,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,20,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,20,4.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,25,2.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,25,3.0,0,0.0,0.0,0.0,0.0,0.0
4h,ema200_price_below,14,90,25,4.0,0,0.0,0.0,0.0,0.0,0.0
