timeframe,filter_mode,rsi_n,overbought,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
1d,none,3,75,10,4.0,3871,0.5288,-0.0404,0.8438,161.93,-156.51
1d,none,3,75,15,2.0,4006,0.4291,-0.068,0.8693,283.98,-272.57
1d,none,3,75,15,3.0,3503,0.4959,-0.0641,0.8375,234.62,-224.56
1d,none,3,75,15,4.0,3249,0.522,-0.056,0.8208,188.44,-182.03
1d,none,3,75,20,2.0,3656,0.4127,-0.0502,0.9097,217.35,-183.59
1d,none,3,75,20,3.0,3153,0.4967,-0.0484,0.8879,175.1,-152.48
1d,none,3,75,20,4.0,2893,0.5368,-0.0502,0.857,157.44,-145.34
1d,none,3,75,25,2.0,3320,0.3825,-0.0823,0.8615,301.69,-273.09
1d,none,3,75,25,3.0,2807,0.4646,-0.083,0.8237,250.49,-233.11
1d,none,3,75,25,4.0,2551,0.512,-0.0725,0.8096,190.0,-184.94
1d,none,3,80,5,2.0,4307,0.4725,-0.0832,0.7804,367.42,-358.38
1d,none,3,80,5,3.0,4062,0.4956,-0.0635,0.7653,265.16,-258.03
1d,none,3,80,5,4.0,3957,0.4996,-0.052,0.7501,209.09,-205.83
1d,none,3,80,10,2.0,3793,0.4566,-0.0534,0.8844,227.42,-202.52
1d,none,3,80,10,3.0,3429,0.5036,-0.0553,0.841,202.26,-189.74
1d,none,3,80,10,4.0,3253,0.5198,-0.0473,0.8264,164.35,-153.73
1d,none,3,80,15,2.0,3468,0.4305,-0.0514,0.9021,201.86,-178.42
1d,none,3,80,15,3.0,3055,0.4956,-0.0557,0.8619,193.34,-170.26
1d,none,3,80,15,4.0,2853,0.5237,-0.0535,0.8349,171.92,-152.58
1d,none,3,80,20,2.0,3212,0.411,-0.0449,0.9201,182.24,-144.12
1d,none,3,80,20,3.0,2796,0.4939,-0.0542,0.8775,179.07,-151.6
1d,none,3,80,20,4.0,2579,0.5347,-0.0518,0.8564,155.12,-133.63
1d,none,3,80,25,2.0,2956,0.3725,-0.0848,0.8597,265.98,-250.79
1d,none,3,80,25,3.0,2532,0.4498,-0.0962,0.8028,263.92,-243.65
1d,none,3,80,25,4.0,2307,0.5011,-0.0873,0.7807,205.92,-201.41
1d,none,3,85,5,2.0,3181,0.4693,-0.0985,0.7499,315.71,-313.17
1d,none,3,85,5,3.0,2995,0.4938,-0.0759,0.7308,230.83,-227.29
1d,none,3,85,5,4.0,2924,0.4986,-0.0633,0.7106,187.56,-185.09
1d,none,3,85,10,2.0,2924,0.4391,-0.0913,0.8148,280.88,-267.1
1d,none,3,85,10,3.0,2657,0.4938,-0.0794,0.786,216.51,-210.95
1d,none,3,85,10,4.0,2531,0.5089,-0.0699,0.763,181.32,-176.88
1d,none,3,85,15,2.0,2762,0.4178,-0.069,0.8739,222.05,-190.67
1d,none,3,85,15,3.0,2468,0.4919,-0.0631,0.85,177.18,-155.78
1d,none,3,85,15,4.0,2312,0.5251,-0.0593,0.8249,150.5,-137.2
1d,none,3,85,20,2.0,2612,0.3897,-0.0769,0.8682,223.88,-200.83
1d,none,3,85,20,3.0,2305,0.4781,-0.0718,0.8452,181.75,-165.5
1d,none,3,85,20,4.0,2137,0.519,-0.0746,0.8049,164.01,-159.38
1d,none,3,85,25,2.0,2447,0.3555,-0.1275,0.7954,317.81,-312.06
1d,none,3,85,25,3.0,2119,0.4375,-0.124,0.7564,270.62,-262.71
1d,none,3,85,25,4.0,1957,0.4911,-0.1105,0.7375,219.14,-216.21
1d,none,3,90,5,2.0,2091,0.4429,-0.1284,0.6938,271.37,-268.38
1d,none,3,90,5,3.0,1975,0.4653,-0.1049,0.6601,211.09,-207.24
1d,none,3,90,5,4.0,1912,0.4723,-0.086,0.6429,167.0,-164.53
1d,none,3,90,10,2.0,1991,0.4299,-0.1094,0.7865,224.56,-217.86
1d,none,3,90,10,3.0,1841,0.491,-0.0954,0.7602,184.39,-175.62
1d,none,3,90,10,4.0,1752,0.5205,-0.0728,0.766,133.38,-127.51
1d,none,3,90,15,2.0,1920,0.3948,-0.0932,0.8369,185.36,-178.88
1d,none,3,90,15,3.0,1748,0.4657,-0.0996,0.782,185.59,-174.17
1d,none,3,90,15,4.0,1645,0.5046,-0.0767,0.7887,136.36,-126.09
1d,none,3,90,20,2.0,1870,0.3738,-0.0972,0.84,193.98,-181.75
1d,none,3,90,20,3.0,1678,0.4428,-0.1254,0.753,217.42,-210.41
1d,none,3,90,20,4.0,1557,0.4888,-0.111,0.7336,176.14,-172.84
1d,none,3,90,25,2.0,1784,0.3397,-0.143,0.7791,257.64,-255.07
1d,none,3,90,25,3.0,1573,0.4062,-0.1714,0.6888,275.32,-269.66
1d,none,3,90,25,4.0,1454,0.4642,-0.1461,0.6784,215.55,-212.46
1d,none,5,70,5,2.0,4242,0.4719,-0.0859,0.7785,372.03,-364.21
1d,none,5,70,5,3.0,3951,0.4951,-0.0652,0.7636,261.18,-257.55
1d,none,5,70,5,4.0,3844,0.5008,-0.0541,0.7469,211.08,-207.81
1d,none,5,70,10,2.0,3678,0.4394,-0.0908,0.8129,349.27,-333.96
1d,none,5,70,10,3.0,3234,0.4951,-0.0725,0.7992,242.77,-234.52
1d,none,5,70,10,4.0,3044,0.5118,-0.0651,0.7723,203.27,-198.25
1d,none,5,70,15,2.0,3413,0.4149,-0.0859,0.8431,310.8,-293.3
1d,none,5,70,15,3.0,2928,0.4867,-0.0753,0.8218,236.57,-220.51
1d,none,5,70,15,4.0,2689,0.5125,-0.0707,0.7924,202.18,-190.01
1d,none,5,70,20,2.0,3201,0.3814,-0.1054,0.8213,351.98,-337.38
1d,none,5,70,20,3.0,2709,0.4784,-0.0786,0.8291,231.34,-212.86
1d,none,5,70,20,4.0,2460,0.5179,-0.0785,0.7924,204.31,-193.06
1d,none,5,70,25,2.0,2950,0.3492,-0.15,0.762,450.32,-442.63
1d,none,5,70,25,3.0,2479,0.4405,-0.1211,0.761,308.84,-300.28
1d,none,5,70,25,4.0,2225,0.4831,-0.1207,0.7142,275.36,-268.51
1d,none,5,75,5,2.0,3190,0.4636,-0.0966,0.7567,315.29,-308.11
1d,none,5,75,5,3.0,2966,0.4838,-0.0804,0.7221,240.85,-238.4
1d,none,5,75,5,4.0,2881,0.4884,-0.0682,0.6979,198.56,-196.49
1d,none,5,75,10,2.0,2875,0.4362,-0.101,0.7975,302.55,-290.23
1d,none,5,75,10,3.0,2558,0.4871,-0.1,0.7411,257.97,-255.84
1d,none,5,75,10,4.0,2400,0.505,-0.0841,0.7256,204.29,-201.9
1d,none,5,75,15,2.0,2732,0.4085,-0.0847,0.8474,250.69,-231.41
1d,none,5,75,15,3.0,2375,0.4669,-0.0944,0.7863,238.21,-224.24
1d,none,5,75,15,4.0,2190,0.505,-0.076,0.7846,175.88,-166.38
1d,none,5,75,20,2.0,2613,0.375,-0.1054,0.8243,289.84,-275.33
1d,none,5,75,20,3.0,2250,0.4524,-0.1083,0.7767,254.99,-243.68
1d,none,5,75,20,4.0,2042,0.4917,-0.1015,0.748,211.97,-207.19
1d,none,5,75,25,2.0,2467,0.336,-0.1637,0.7461,406.45,-403.94
1d,none,5,75,25,3.0,2089,0.4179,-0.1591,0.7019,336.24,-332.39
1d,none,5,75,25,4.0,1875,0.4656,-0.1447,0.6756,273.09,-271.22
1d,none,5,80,5,2.0,2273,0.454,-0.1159,0.7209,266.4,-263.53
1d,none,5,80,5,3.0,2124,0.4845,-0.0921,0.6942,198.86,-195.64
1d,none,5,80,5,4.0,2053,0.4895,-0.0778,0.6674,161.53,-159.66
1d,none,5,80,10,2.0,2120,0.4245,-0.1194,0.7696,263.14,-253.22
1d,none,5,80,10,3.0,1920,0.4776,-0.1143,0.7178,230.21,-219.45
1d,none,5,80,10,4.0,1805,0.5036,-0.0942,0.7079,177.09,-170.1
1d,none,5,80,15,2.0,2055,0.3883,-0.1014,0.8231,223.65,-208.37
1d,none,5,80,15,3.0,1829,0.4571,-0.1116,0.7581,217.25,-204.16
1d,none,5,80,15,4.0,1685,0.4938,-0.0913,0.7526,162.35,-153.76
1d,none,5,80,20,2.0,2005,0.3611,-0.1287,0.7905,262.55,-258.14
1d,none,5,80,20,3.0,1763,0.4294,-0.1475,0.7137,268.32,-260.11
1d,none,5,80,20,4.0,1600,0.4781,-0.1269,0.6982,207.01,-203.02
1d,none,5,80,25,2.0,1918,0.3269,-0.1713,0.7399,328.33,-328.48
1d,none,5,80,25,3.0,1671,0.3938,-0.1922,0.6568,325.5,-321.19
1d,none,5,80,25,4.0,1511,0.448,-0.161,0.6511,245.05,-243.3
1d,none,5,85,5,2.0,1404,0.4402,-0.1534,0.6552,214.62,-215.37
1d,none,5,85,5,3.0,1309,0.4637,-0.1367,0.5973,179.45,-178.88
1d,none,5,85,5,4.0,1263,0.4782,-0.1068,0.5928,135.75,-134.93
1d,none,5,85,10,2.0,1359,0.4143,-0.1368,0.7454,187.21,-185.87
1d,none,5,85,10,3.0,1241,0.4641,-0.1298,0.6964,165.53,-161.13
1d,none,5,85,10,4.0,1171,0.5013,-0.0937,0.719,111.16,-109.7
1d,none,5,85,15,2.0,1344,0.3713,-0.1482,0.752,198.45,-199.18
1d,none,5,85,15,3.0,1210,0.438,-0.1534,0.6886,190.99,-185.64
1d,none,5,85,15,4.0,1127,0.488,-0.1167,0.704,134.67,-131.52
1d,none,5,85,20,2.0,1322,0.3336,-0.189,0.7062,250.42,-249.85
1d,none,5,85,20,3.0,1188,0.3981,-0.1983,0.6391,238.32,-235.56
1d,none,5,85,20,4.0,1085,0.4488,-0.1657,0.6356,181.24,-179.82
1d,none,5,85,25,2.0,1289,0.2995,-0.2319,0.6637,299.29,-298.91
1d,none,5,85,25,3.0,1144,0.3601,-0.241,0.5965,278.75,-275.74
1d,none,5,85,25,4.0,1045,0.4239,-0.1993,0.5985,209.67,-208.23
1d,none,5,90,5,2.0,658,0.4331,-0.186,0.6084,127.36,-122.41
1d,none,5,90,5,3.0,626,0.4569,-0.1771,0.5304,114.92,-110.86
1d,none,5,90,5,4.0,603,0.4726,-0.1514,0.5063,94.4,-91.28
1d,none,5,90,10,2.0,647,0.3586,-0.2257,0.6196,150.09,-146.01
1d,none,5,90,10,3.0,611,0.4223,-0.194,0.5898,122.14,-118.53
1d,none,5,90,10,4.0,580,0.4534,-0.166,0.573,98.51,-96.27
1d,none,5,90,15,2.0,647,0.3277,-0.2536,0.6133,168.7,-164.07
1d,none,5,90,15,3.0,607,0.4053,-0.2116,0.6019,133.99,-128.43
1d,none,5,90,15,4.0,572,0.4458,-0.1957,0.5709,115.51,-111.95
1d,none,5,90,20,2.0,646,0.2755,-0.3258,0.5381,216.57,-210.45
1d,none,5,90,20,3.0,605,0.3537,-0.2773,0.5322,175.05,-167.76
1d,none,5,90,20,4.0,568,0.3908,-0.2628,0.4949,153.95,-149.28
1d,none,5,90,25,2.0,638,0.2382,-0.3797,0.4938,247.39,-242.27
1d,none,5,90,25,3.0,594,0.3232,-0.3259,0.4866,199.64,-193.56
1d,none,5,90,25,4.0,559,0.3667,-0.2912,0.4725,166.85,-162.79
1d,none,7,70,5,2.0,3122,0.4657,-0.0934,0.7645,298.21,-291.62
1d,none,7,70,5,3.0,2917,0.4861,-0.0766,0.7355,227.77,-223.55
1d,none,7,70,5,4.0,2825,0.4942,-0.0653,0.7114,187.58,-184.49
1d,none,7,70,10,2.0,2763,0.4307,-0.1039,0.7942,309.15,-287.01
1d,none,7,70,10,3.0,2436,0.4815,-0.0993,0.7455,251.8,-241.95
1d,none,7,70,10,4.0,2273,0.5011,-0.085,0.7263,202.78,-193.1
1d,none,7,70,15,2.0,2625,0.4023,-0.0913,0.8366,267.33,-239.63
1d,none,7,70,15,3.0,2255,0.4616,-0.1019,0.7716,250.29,-229.8
1d,none,7,70,15,4.0,2058,0.4981,-0.0871,0.7573,192.43,-179.31
1d,none,7,70,20,2.0,2517,0.3683,-0.1207,0.8007,314.46,-303.84
1d,none,7,70,20,3.0,2144,0.4496,-0.1255,0.7459,279.35,-269.14
1d,none,7,70,20,4.0,1928,0.4907,-0.1187,0.7106,235.13,-228.81
1d,none,7,70,25,2.0,2409,0.3375,-0.1541,0.7611,375.52,-371.19
1d,none,7,70,25,3.0,2014,0.4121,-0.1649,0.6931,338.92,-332.11
1d,none,7,70,25,4.0,1800,0.4628,-0.145,0.6762,264.26,-261.0
1d,none,7,75,5,2.0,2169,0.4477,-0.1207,0.712,263.56,-261.77
1d,none,7,75,5,3.0,2003,0.4718,-0.1033,0.665,209.19,-206.89
1d,none,7,75,5,4.0,1934,0.4809,-0.0855,0.6443,166.78,-165.3
1d,none,7,75,10,2.0,1987,0.4207,-0.1375,0.7386,276.03,-273.16
1d,none,7,75,10,3.0,1758,0.4659,-0.1281,0.6895,230.58,-225.18
1d,none,7,75,10,4.0,1638,0.4921,-0.1099,0.6697,184.86,-180.06
1d,none,7,75,15,2.0,1933,0.3839,-0.13,0.7754,253.63,-251.21
1d,none,7,75,15,3.0,1673,0.4477,-0.1353,0.7135,234.34,-226.39
1d,none,7,75,15,4.0,1533,0.486,-0.1153,0.6995,182.73,-176.69
1d,none,7,75,20,2.0,1884,0.354,-0.1599,0.7435,303.11,-301.31
1d,none,7,75,20,3.0,1619,0.4175,-0.1809,0.6581,297.67,-292.83
1d,none,7,75,20,4.0,1461,0.4593,-0.155,0.6457,229.92,-226.49
1d,none,7,75,25,2.0,1822,0.3189,-0.2045,0.6919,373.01,-372.64
1d,none,7,75,25,3.0,1548,0.3779,-0.2271,0.6054,354.45,-351.54
1d,none,7,75,25,4.0,1387,0.4348,-0.1888,0.6017,263.57,-261.82
1d,none,7,80,5,2.0,1333,0.4464,-0.1501,0.6583,202.62,-200.13
1d,none,7,80,5,3.0,1237,0.4681,-0.1336,0.5998,167.52,-165.31
1d,none,7,80,5,4.0,1196,0.4799,-0.1098,0.5791,132.85,-131.28
1d,none,7,80,10,2.0,1270,0.4016,-0.1584,0.7086,202.46,-201.22
1d,none,7,80,10,3.0,1145,0.4603,-0.1381,0.6755,162.83,-158.09
1d,none,7,80,10,4.0,1079,0.4856,-0.1245,0.6412,136.23,-134.39
1d,none,7,80,15,2.0,1255,0.3657,-0.1591,0.7356,201.55,-199.67
1d,none,7,80,15,3.0,1114,0.4354,-0.1598,0.6763,182.95,-177.97
1d,none,7,80,15,4.0,1033,0.4724,-0.1435,0.651,151.38,-148.26
1d,none,7,80,20,2.0,1242,0.3309,-0.1928,0.7009,243.55,-239.45
1d,none,7,80,20,3.0,1102,0.3929,-0.1958,0.6428,224.1,-215.79
1d,none,7,80,20,4.0,1012,0.4308,-0.1805,0.6138,187.88,-182.7
1d,none,7,80,25,2.0,1210,0.2917,-0.257,0.6313,312.52,-310.98
1d,none,7,80,25,3.0,1062,0.3578,-0.2516,0.5791,271.92,-267.23
1d,none,7,80,25,4.0,973,0.4049,-0.2259,0.5587,222.31,-219.76
1d,none,7,85,5,2.0,690,0.4246,-0.1955,0.5891,139.59,-134.9
1d,none,7,85,5,3.0,651,0.4347,-0.1967,0.4881,131.01,-128.06
1d,none,7,85,5,4.0,622,0.4502,-0.1627,0.4731,103.23,-101.18
1d,none,7,85,10,2.0,675,0.3704,-0.2353,0.5989,163.53,-158.83
1d,none,7,85,10,3.0,626,0.4105,-0.2325,0.5217,148.85,-145.56
1d,none,7,85,10,4.0,583,0.4494,-0.1871,0.5251,111.59,-109.11
1d,none,7,85,15,2.0,674,0.3279,-0.2628,0.5926,181.72,-177.12
1d,none,7,85,15,3.0,621,0.3913,-0.2451,0.5426,155.85,-152.2
1d,none,7,85,15,4.0,572,0.4283,-0.2158,0.5252,126.29,-123.41
1d,none,7,85,20,2.0,673,0.2838,-0.3094,0.5539,213.67,-208.2
1d,none,7,85,20,3.0,619,0.3473,-0.2846,0.5176,181.18,-176.17
1d,none,7,85,20,4.0,567,0.3827,-0.259,0.4911,150.37,-146.87
1d,none,7,85,25,2.0,663,0.2534,-0.3434,0.5312,232.32,-227.64
1d,none,7,85,25,3.0,606,0.3168,-0.3294,0.4847,203.73,-199.59
1d,none,7,85,25,4.0,557,0.3645,-0.2891,0.4748,164.18,-161.01
1d,none,7,90,5,2.0,288,0.3958,-0.2775,0.5002,82.14,-79.91
1d,none,7,90,5,3.0,267,0.4307,-0.2484,0.4483,67.81,-66.32
1d,none,7,90,5,4.0,258,0.438,-0.2245,0.4189,58.38,-57.91
1d,none,7,90,10,2.0,288,0.3021,-0.3293,0.4963,98.25,-94.84
1d,none,7,90,10,3.0,264,0.3636,-0.3012,0.4437,81.78,-79.51
1d,none,7,90,10,4.0,252,0.3849,-0.2686,0.4221,68.8,-67.69
1d,none,7,90,15,2.0,287,0.2857,-0.3711,0.47,110.78,-106.5
1d,none,7,90,15,3.0,263,0.3574,-0.3315,0.4386,90.03,-87.18
1d,none,7,90,15,4.0,250,0.396,-0.3088,0.4085,78.47,-77.2
1d,none,7,90,20,2.0,287,0.2439,-0.4331,0.415,128.79,-124.3
1d,none,7,90,20,3.0,263,0.3042,-0.4037,0.3844,109.17,-106.17
1d,none,7,90,20,4.0,250,0.348,-0.366,0.3693,92.92,-91.51
1d,none,7,90,25,2.0,280,0.1893,-0.5142,0.3475,148.68,-143.98
1d,none,7,90,25,3.0,256,0.2422,-0.4833,0.3212,126.87,-123.74
1d,none,7,90,25,4.0,243,0.284,-0.437,0.31,107.63,-106.2
1d,none,10,70,5,2.0,2155,0.4418,-0.1261,0.6968,273.72,-271.8
1d,none,10,70,5,3.0,1987,0.4696,-0.1014,0.6649,203.83,-201.44
1d,none,10,70,5,4.0,1936,0.4804,-0.0832,0.6467,162.43,-161.05
1d,none,10,70,10,2.0,1900,0.4153,-0.154,0.7066,296.67,-292.67
1d,none,10,70,10,3.0,1670,0.4659,-0.1236,0.6936,213.02,-206.34
1d,none,10,70,10,4.0,1563,0.4869,-0.1128,0.6578,181.03,-176.25
1d,none,10,70,15,2.0,1835,0.3831,-0.1498,0.7419,277.56,-274.8
1d,none,10,70,15,3.0,1586,0.4615,-0.1318,0.715,214.6,-209.06
1d,none,10,70,15,4.0,1438,0.4882,-0.123,0.681,180.15,-176.84
1d,none,10,70,20,2.0,1795,0.351,-0.1713,0.7252,310.5,-307.51
1d,none,10,70,20,3.0,1527,0.4289,-0.1641,0.6805,257.41,-250.65
1d,none,10,70,20,4.0,1363,0.4571,-0.1594,0.6361,221.6,-217.24
1d,none,10,70,25,2.0,1744,0.3165,-0.2165,0.6754,379.65,-377.64
1d,none,10,70,25,3.0,1465,0.3863,-0.2108,0.6262,314.84,-308.8
1d,none,10,70,25,4.0,1306,0.4357,-0.185,0.6105,243.82,-241.58
1d,none,10,75,5,2.0,1342,0.4367,-0.1599,0.6352,217.12,-214.61
1d,none,10,75,5,3.0,1233,0.4599,-0.144,0.5692,179.54,-177.51
1d,none,10,75,5,4.0,1187,0.4617,-0.1214,0.539,145.87,-144.09
1d,none,10,75,10,2.0,1242,0.3994,-0.1799,0.6692,227.29,-223.4
1d,none,10,75,10,3.0,1097,0.4512,-0.1614,0.6248,182.9,-177.06
1d,none,10,75,10,4.0,1029,0.4713,-0.1436,0.5935,150.53,-147.79
1d,none,10,75,15,2.0,1225,0.3616,-0.1898,0.6833,234.98,-232.49
1d,none,10,75,15,3.0,1058,0.4216,-0.1871,0.6242,202.98,-197.91
1d,none,10,75,15,4.0,966,0.4534,-0.1746,0.5835,171.38,-168.67
1d,none,10,75,20,2.0,1206,0.3275,-0.2161,0.6646,263.61,-260.62
1d,none,10,75,20,3.0,1042,0.3935,-0.2067,0.6207,224.95,-215.41
1d,none,10,75,20,4.0,944,0.4216,-0.1996,0.576,194.3,-188.42
1d,none,10,75,25,2.0,1173,0.2873,-0.2781,0.6016,327.62,-326.17
1d,none,10,75,25,3.0,1005,0.3572,-0.2615,0.5607,268.49,-262.8
1d,none,10,75,25,4.0,907,0.4013,-0.2442,0.5282,225.23,-221.46
1d,none,10,80,5,2.0,708,0.4251,-0.2013,0.5761,145.41,-142.53
1d,none,10,80,5,3.0,656,0.4345,-0.205,0.473,136.69,-134.49
1d,none,10,80,5,4.0,626,0.4585,-0.1695,0.4612,107.29,-106.14
1d,none,10,80,10,2.0,679,0.3697,-0.2487,0.5746,171.46,-168.85
1d,none,10,80,10,3.0,623,0.4093,-0.2508,0.4921,158.07,-156.24
1d,none,10,80,10,4.0,575,0.4365,-0.2152,0.4809,124.65,-123.74
1d,none,10,80,15,2.0,676,0.3225,-0.2763,0.5681,189.29,-186.76
1d,none,10,80,15,3.0,616,0.375,-0.2748,0.4923,170.67,-169.3
1d,none,10,80,15,4.0,563,0.4174,-0.2391,0.4836,136.04,-134.64
1d,none,10,80,20,2.0,675,0.2919,-0.3166,0.5354,217.3,-213.69
1d,none,10,80,20,3.0,615,0.3512,-0.3018,0.4845,188.5,-185.63
1d,none,10,80,20,4.0,557,0.3842,-0.2806,0.4532,157.83,-156.29
1d,none,10,80,25,2.0,667,0.2639,-0.3514,0.514,238.56,-234.36
1d,none,10,80,25,3.0,604,0.3195,-0.3457,0.4552,211.78,-208.83
1d,none,10,80,25,4.0,548,0.3704,-0.3091,0.4409,170.9,-169.4
1d,none,10,85,5,2.0,331,0.4199,-0.2211,0.554,73.85,-73.18
1d,none,10,85,5,3.0,308,0.4481,-0.2019,0.4994,62.89,-62.17
1d,none,10,85,5,4.0,295,0.4542,-0.1699,0.4857,50.65,-50.11
1d,none,10,85,10,2.0,328,0.3323,-0.2744,0.5526,90.02,-90.01
1d,none,10,85,10,3.0,300,0.3867,-0.2556,0.4956,78.22,-76.68
1d,none,10,85,10,4.0,282,0.4255,-0.2057,0.496,59.17,-58.01
1d,none,10,85,15,2.0,327,0.3119,-0.3183,0.5204,104.42,-104.09
1d,none,10,85,15,3.0,299,0.3846,-0.2857,0.4839,87.74,-85.42
1d,none,10,85,15,4.0,280,0.4321,-0.2446,0.4792,70.24,-68.49
1d,none,10,85,20,2.0,326,0.2669,-0.3932,0.4468,127.77,-128.18
1d,none,10,85,20,3.0,298,0.3255,-0.3583,0.4204,109.58,-106.78
1d,none,10,85,20,4.0,279,0.3943,-0.3053,0.4191,87.28,-85.17
1d,none,10,85,25,2.0,320,0.2219,-0.4688,0.3814,150.56,-150.0
1d,none,10,85,25,3.0,291,0.2921,-0.4206,0.3718,125.1,-122.4
1d,none,10,85,25,4.0,274,0.3431,-0.3662,0.3685,102.36,-100.33
1d,none,10,90,5,2.0,123,0.3821,-0.2278,0.5781,30.04,-28.01
1d,none,10,90,5,3.0,118,0.4153,-0.217,0.5069,26.66,-25.61
1d,none,10,90,5,4.0,113,0.4425,-0.1547,0.5494,19.24,-17.48
1d,none,10,90,10,2.0,123,0.2602,-0.3782,0.4467,46.38,-46.52
1d,none,10,90,10,3.0,117,0.3419,-0.2973,0.4435,34.7,-34.79
1d,none,10,90,10,4.0,111,0.4234,-0.1952,0.5284,22.33,-21.66
1d,none,10,90,15,2.0,123,0.252,-0.3865,0.4549,48.54,-47.54
1d,none,10,90,15,3.0,117,0.3162,-0.3237,0.4472,37.99,-37.88
1d,none,10,90,15,4.0,111,0.3964,-0.2193,0.5342,25.86,-24.34
1d,none,10,90,20,2.0,122,0.2213,-0.4846,0.3524,62.03,-59.13
1d,none,10,90,20,3.0,116,0.2931,-0.4191,0.3606,49.7,-48.62
1d,none,10,90,20,4.0,110,0.3545,-0.3438,0.3866,40.13,-37.81
1d,none,10,90,25,2.0,119,0.1849,-0.5533,0.3124,66.5,-65.84
1d,none,10,90,25,3.0,113,0.2566,-0.4904,0.3049,55.78,-55.42
1d,none,10,90,25,4.0,107,0.3178,-0.4069,0.3333,45.12,-43.54
1d,none,14,70,5,2.0,1454,0.4409,-0.158,0.6278,231.12,-229.78
1d,none,14,70,5,3.0,1347,0.4714,-0.1395,0.5672,188.72,-187.87
1d,none,14,70,5,4.0,1299,0.4742,-0.1148,0.5451,149.83,-149.19
1d,none,14,70,10,2.0,1293,0.3983,-0.2011,0.6268,261.96,-259.97
1d,none,14,70,10,3.0,1141,0.4479,-0.1791,0.5808,206.34,-204.33
1d,none,14,70,10,4.0,1055,0.4701,-0.1509,0.5672,160.43,-159.18
1d,none,14,70,15,2.0,1258,0.3712,-0.2101,0.6453,266.42,-264.34
1d,none,14,70,15,3.0,1084,0.429,-0.2007,0.5891,219.41,-217.58
1d,none,14,70,15,4.0,976,0.4621,-0.1807,0.5577,177.45,-176.33
1d,none,14,70,20,2.0,1234,0.3274,-0.2374,0.6277,296.4,-292.94
1d,none,14,70,20,3.0,1058,0.4008,-0.2241,0.5814,240.71,-237.05
1d,none,14,70,20,4.0,944,0.4248,-0.2124,0.5396,203.02,-200.48
1d,none,14,70,25,2.0,1201,0.2956,-0.2882,0.5801,349.96,-346.07
1d,none,14,70,25,3.0,1015,0.3586,-0.2819,0.5222,288.62,-286.17
1d,none,14,70,25,4.0,908,0.4031,-0.2536,0.5005,231.77,-230.28
1d,none,14,75,5,2.0,788,0.4404,-0.1821,0.5994,144.07,-143.51
1d,none,14,75,5,3.0,722,0.4543,-0.1782,0.5042,129.67,-128.69
1d,none,14,75,5,4.0,692,0.4711,-0.1517,0.4793,105.36,-104.99
1d,none,14,75,10,2.0,728,0.3791,-0.2501,0.5615,183.03,-182.1
1d,none,14,75,10,3.0,658,0.4149,-0.2392,0.4933,159.75,-157.38
1d,none,14,75,10,4.0,604,0.4387,-0.2161,0.4562,132.12,-130.5
1d,none,14,75,15,2.0,716,0.3324,-0.276,0.5587,199.5,-197.61
1d,none,14,75,15,3.0,634,0.3754,-0.2756,0.4782,177.66,-174.72
1d,none,14,75,15,4.0,575,0.4226,-0.243,0.4634,142.15,-139.74
1d,none,14,75,20,2.0,711,0.3052,-0.3073,0.5393,222.08,-218.51
1d,none,14,75,20,3.0,630,0.3635,-0.3,0.4772,193.3,-189.02
1d,none,14,75,20,4.0,569,0.3937,-0.2797,0.4438,161.81,-159.15
1d,none,14,75,25,2.0,700,0.2729,-0.3538,0.5016,250.6,-247.66
1d,none,14,75,25,3.0,616,0.3247,-0.3586,0.4296,223.48,-220.9
1d,none,14,75,25,4.0,559,0.3792,-0.3165,0.4193,178.39,-176.92
1d,none,14,80,5,2.0,386,0.443,-0.1872,0.6071,73.96,-72.24
1d,none,14,80,5,3.0,367,0.4932,-0.1452,0.5968,55.45,-53.29
1d,none,14,80,5,4.0,349,0.4957,-0.1339,0.5566,48.2,-46.73
1d,none,14,80,10,2.0,372,0.3656,-0.2426,0.5872,90.82,-90.25
1d,none,14,80,10,3.0,342,0.4327,-0.2091,0.5514,73.06,-71.51
1d,none,14,80,10,4.0,322,0.4534,-0.1812,0.5315,59.31,-58.35
1d,none,14,80,15,2.0,370,0.3351,-0.283,0.5561,105.12,-104.71
1d,none,14,80,15,3.0,336,0.4167,-0.2335,0.5483,81.08,-78.44
1d,none,14,80,15,4.0,313,0.4569,-0.2073,0.5301,66.51,-64.89
1d,none,14,80,20,2.0,368,0.2908,-0.3486,0.4882,127.29,-128.29
1d,none,14,80,20,3.0,335,0.3582,-0.3012,0.4763,103.18,-100.91
1d,none,14,80,20,4.0,311,0.4019,-0.2714,0.4522,85.55,-84.41
1d,none,14,80,25,2.0,363,0.2617,-0.4071,0.4418,147.32,-147.76
1d,none,14,80,25,3.0,328,0.3293,-0.3605,0.4316,119.0,-118.25
1d,none,14,80,25,4.0,306,0.3725,-0.3259,0.4074,100.89,-99.73
1d,none,14,85,5,2.0,165,0.3879,-0.2287,0.5646,38.25,-37.73
1d,none,14,85,5,3.0,154,0.4286,-0.1975,0.5227,30.74,-30.42
1d,none,14,85,5,4.0,147,0.4762,-0.1275,0.5935,21.59,-18.75
1d,none,14,85,10,2.0,162,0.321,-0.3034,0.5249,50.01,-49.16
