timeframe,filter_mode,rsi_n,overbought,hold_bars,atr_mult,num_trades,win_rate,avg_r,profit_factor,max_dd_r,total_r
1d,none,14,85,10,3.0,151,0.3907,-0.2487,0.4994,38.86,-37.56
1d,none,14,85,10,4.0,143,0.4545,-0.168,0.5661,27.13,-24.03
1d,none,14,85,15,2.0,162,0.2901,-0.3539,0.4799,58.08,-57.32
1d,none,14,85,15,3.0,151,0.351,-0.3039,0.4536,47.58,-45.9
1d,none,14,85,15,4.0,141,0.4326,-0.1986,0.5471,30.71,-28.01
1d,none,14,85,20,2.0,161,0.2484,-0.4326,0.4028,71.37,-69.65
1d,none,14,85,20,3.0,150,0.3133,-0.3794,0.3895,59.36,-56.91
1d,none,14,85,20,4.0,140,0.3929,-0.2986,0.4224,45.18,-41.81
1d,none,14,85,25,2.0,157,0.1911,-0.5241,0.3344,83.92,-82.29
1d,none,14,85,25,3.0,145,0.2621,-0.4732,0.3042,69.7,-68.61
1d,none,14,85,25,4.0,135,0.3259,-0.3794,0.3403,53.92,-51.22
1d,none,14,90,5,2.0,54,0.4074,-0.1743,0.6742,10.83,-9.41
1d,none,14,90,5,3.0,50,0.38,-0.2703,0.4655,14.46,-13.52
1d,none,14,90,5,4.0,49,0.4286,-0.16,0.5727,8.55,-7.84
1d,none,14,90,10,2.0,53,0.3208,-0.2853,0.571,15.33,-15.12
1d,none,14,90,10,3.0,49,0.3469,-0.3675,0.3881,17.82,-18.01
1d,none,14,90,10,4.0,48,0.4792,-0.1861,0.5933,9.02,-8.93
1d,none,14,90,15,2.0,53,0.3019,-0.3139,0.5504,17.48,-16.64
1d,none,14,90,15,3.0,49,0.2857,-0.4133,0.3699,20.48,-20.25
1d,none,14,90,15,4.0,48,0.3958,-0.2538,0.5257,12.7,-12.18
1d,none,14,90,20,2.0,53,0.2642,-0.3762,0.4887,20.75,-19.94
1d,none,14,90,20,3.0,49,0.2449,-0.5013,0.3086,24.77,-24.56
1d,none,14,90,20,4.0,48,0.3542,-0.3634,0.4204,17.35,-17.45
1d,none,14,90,25,2.0,52,0.2115,-0.4591,0.4127,24.4,-23.87
1d,none,14,90,25,3.0,48,0.2083,-0.5705,0.2598,27.41,-27.39
1d,none,14,90,25,4.0,47,0.3191,-0.4055,0.3825,18.82,-19.06
1d,ema200_price_below,2,70,5,2.0,4858,0.5383,0.0233,1.0803,35.45,113.33
1d,ema200_price_below,2,70,5,3.0,4683,0.5479,0.0063,1.0307,20.37,29.37
1d,ema200_price_below,2,70,5,4.0,4629,0.5502,0.004,1.0258,15.51,18.41
1d,ema200_price_below,2,70,10,2.0,3573,0.4943,0.0207,1.0531,37.78,74.01
1d,ema200_price_below,2,70,10,3.0,3315,0.533,0.007,1.0255,30.94,23.3
1d,ema200_price_below,2,70,10,4.0,3216,0.5435,0.0028,1.0135,24.18,9.14
1d,ema200_price_below,2,70,15,2.0,2866,0.4693,0.0182,1.0402,46.78,52.26
1d,ema200_price_below,2,70,15,3.0,2609,0.522,0.0046,1.0137,36.09,11.98
1d,ema200_price_below,2,70,15,4.0,2489,0.5424,-0.0004,0.9986,28.83,-0.88
1d,ema200_price_below,2,70,20,2.0,2437,0.4444,-0.0108,0.9787,57.42,-26.29
1d,ema200_price_below,2,70,20,3.0,2179,0.514,-0.0069,0.9815,39.63,-15.09
1d,ema200_price_below,2,70,20,4.0,2046,0.5367,-0.0197,0.934,51.79,-40.34
1d,ema200_price_below,2,70,25,2.0,2165,0.4346,-0.0158,0.9703,67.31,-34.16
1d,ema200_price_below,2,70,25,3.0,1928,0.5161,-0.0098,0.9757,35.86,-18.97
1d,ema200_price_below,2,70,25,4.0,1789,0.5478,-0.0186,0.9418,42.0,-33.19
1d,ema200_price_below,2,75,5,2.0,4372,0.5371,0.0224,1.0757,32.51,97.73
1d,ema200_price_below,2,75,5,3.0,4229,0.5469,0.0043,1.0204,28.73,18.05
1d,ema200_price_below,2,75,5,4.0,4180,0.5495,0.0019,1.0119,16.33,7.86
1d,ema200_price_below,2,75,10,2.0,3303,0.4998,0.0345,1.0888,28.07,113.98
1d,ema200_price_below,2,75,10,3.0,3111,0.541,0.0206,1.075,18.87,64.08
1d,ema200_price_below,2,75,10,4.0,3019,0.5578,0.019,1.0916,14.37,57.3
1d,ema200_price_below,2,75,15,2.0,2687,0.47,0.0173,1.038,47.51,46.59
1d,ema200_price_below,2,75,15,3.0,2463,0.5262,0.0123,1.0369,27.29,30.33
1d,ema200_price_below,2,75,15,4.0,2349,0.5436,0.0042,1.0162,20.69,9.89
1d,ema200_price_below,2,75,20,2.0,2307,0.4534,0.0147,1.0293,49.19,33.86
1d,ema200_price_below,2,75,20,3.0,2090,0.5287,0.0091,1.0242,33.75,19.12
1d,ema200_price_below,2,75,20,4.0,1956,0.5475,-0.0117,0.9612,40.35,-22.91
1d,ema200_price_below,2,75,25,2.0,2059,0.4444,0.0089,1.0171,48.13,18.42
1d,ema200_price_below,2,75,25,3.0,1846,0.519,-0.0079,0.9805,36.17,-14.53
1d,ema200_price_below,2,75,25,4.0,1713,0.5668,0.0024,1.0077,21.52,4.05
1d,ema200_price_below,2,80,5,2.0,3773,0.5346,0.0176,1.0576,36.93,66.43
1d,ema200_price_below,2,80,5,3.0,3638,0.5404,-0.0036,0.9835,44.21,-13.14
1d,ema200_price_below,2,80,5,4.0,3599,0.5457,-0.002,0.988,24.75,-7.14
1d,ema200_price_below,2,80,10,2.0,2972,0.501,0.0361,1.092,27.73,107.15
1d,ema200_price_below,2,80,10,3.0,2794,0.5451,0.0242,1.0881,16.59,67.71
1d,ema200_price_below,2,80,10,4.0,2724,0.562,0.0248,1.1208,12.46,67.59
1d,ema200_price_below,2,80,15,2.0,2459,0.4632,0.0094,1.0202,54.14,23.2
1d,ema200_price_below,2,80,15,3.0,2242,0.5268,0.0047,1.0138,38.12,10.5
1d,ema200_price_below,2,80,15,4.0,2158,0.5454,0.0008,1.003,24.6,1.68
1d,ema200_price_below,2,80,20,2.0,2176,0.4504,0.0193,1.038,46.41,41.92
1d,ema200_price_below,2,80,20,3.0,1941,0.5317,0.0156,1.041,26.07,30.21
1d,ema200_price_below,2,80,20,4.0,1841,0.5557,-0.0039,0.9871,29.27,-7.21
1d,ema200_price_below,2,80,25,2.0,1939,0.4363,0.0039,1.0073,61.01,7.52
1d,ema200_price_below,2,80,25,3.0,1735,0.5245,-0.0025,0.9938,33.29,-4.35
1d,ema200_price_below,2,80,25,4.0,1630,0.5718,0.0093,1.0303,20.91,15.23
1d,ema200_price_below,2,85,5,2.0,3070,0.514,-0.0077,0.9764,61.87,-23.76
1d,ema200_price_below,2,85,5,3.0,2963,0.5238,-0.0168,0.9278,62.63,-49.81
1d,ema200_price_below,2,85,5,4.0,2929,0.5271,-0.0159,0.9107,54.36,-46.7
1d,ema200_price_below,2,85,10,2.0,2542,0.4925,0.0203,1.0505,34.39,51.63
1d,ema200_price_below,2,85,10,3.0,2380,0.5408,0.0111,1.0384,26.78,26.3
1d,ema200_price_below,2,85,10,4.0,2324,0.5538,0.0094,1.0431,16.82,21.89
1d,ema200_price_below,2,85,15,2.0,2183,0.4544,-0.0066,0.9863,77.23,-14.41
1d,ema200_price_below,2,85,15,3.0,1981,0.522,-0.0072,0.9796,40.63,-14.17
1d,ema200_price_below,2,85,15,4.0,1907,0.5448,-0.0108,0.9607,34.56,-20.52
1d,ema200_price_below,2,85,20,2.0,1967,0.4509,0.027,1.0526,42.08,53.01
1d,ema200_price_below,2,85,20,3.0,1771,0.5398,0.0223,1.0583,20.55,39.58
1d,ema200_price_below,2,85,20,4.0,1685,0.5691,0.0077,1.025,23.52,12.97
1d,ema200_price_below,2,85,25,2.0,1770,0.422,-0.0112,0.9795,76.6,-19.8
1d,ema200_price_below,2,85,25,3.0,1581,0.5161,0.0027,1.0066,31.82,4.29
1d,ema200_price_below,2,85,25,4.0,1488,0.5544,-0.0069,0.979,29.56,-10.2
1d,ema200_price_below,2,90,5,2.0,2220,0.4923,-0.0431,0.8786,117.79,-95.66
1d,ema200_price_below,2,90,5,3.0,2147,0.5091,-0.0405,0.8394,99.43,-86.9
1d,ema200_price_below,2,90,5,4.0,2118,0.5142,-0.0347,0.821,81.05,-73.57
1d,ema200_price_below,2,90,10,2.0,1953,0.4736,-0.005,0.9885,53.0,-9.67
1d,ema200_price_below,2,90,10,3.0,1850,0.5254,-0.0088,0.9718,46.31,-16.23
1d,ema200_price_below,2,90,10,4.0,1802,0.5411,-0.006,0.975,29.56,-10.73
1d,ema200_price_below,2,90,15,2.0,1766,0.453,-0.0076,0.9849,55.01,-13.44
1d,ema200_price_below,2,90,15,3.0,1632,0.5343,0.0044,1.012,33.29,7.19
1d,ema200_price_below,2,90,15,4.0,1567,0.5597,-0.0079,0.9728,38.65,-12.35
1d,ema200_price_below,2,90,20,2.0,1640,0.4415,0.0207,1.0393,41.18,34.0
1d,ema200_price_below,2,90,20,3.0,1501,0.5363,0.0224,1.0562,32.83,33.67
1d,ema200_price_below,2,90,20,4.0,1427,0.5774,0.0082,1.0255,31.24,11.68
1d,ema200_price_below,2,90,25,2.0,1512,0.4081,-0.0149,0.9737,70.09,-22.46
1d,ema200_price_below,2,90,25,3.0,1357,0.5011,-0.0149,0.9654,59.92,-20.29
1d,ema200_price_below,2,90,25,4.0,1283,0.5518,-0.0213,0.9394,49.35,-27.3
1d,ema200_price_below,3,70,5,2.0,3513,0.526,0.0068,1.0211,53.79,23.75
1d,ema200_price_below,3,70,5,3.0,3369,0.537,-0.0068,0.9701,50.75,-22.98
1d,ema200_price_below,3,70,5,4.0,3308,0.5432,-0.0057,0.9672,35.16,-18.76
1d,ema200_price_below,3,70,10,2.0,2801,0.4913,0.019,1.0469,23.34,53.14
1d,ema200_price_below,3,70,10,3.0,2595,0.536,0.0147,1.0512,20.18,38.08
1d,ema200_price_below,3,70,10,4.0,2513,0.5515,0.0133,1.0613,14.98,33.54
1d,ema200_price_below,3,70,15,2.0,2385,0.4574,-0.0008,0.9984,71.79,-1.8
1d,ema200_price_below,3,70,15,3.0,2141,0.518,-0.0101,0.9713,48.25,-21.72
1d,ema200_price_below,3,70,15,4.0,2024,0.5341,-0.0157,0.9434,40.99,-31.7
1d,ema200_price_below,3,70,20,2.0,2153,0.4477,0.0375,1.0728,47.23,80.65
1d,ema200_price_below,3,70,20,3.0,1902,0.5373,0.0323,1.0836,25.49,61.35
1d,ema200_price_below,3,70,20,4.0,1786,0.5705,0.016,1.0522,17.07,28.58
1d,ema200_price_below,3,70,25,2.0,1923,0.4269,0.0118,1.0218,72.57,22.7
1d,ema200_price_below,3,70,25,3.0,1686,0.5136,0.0111,1.0269,32.3,18.72
1d,ema200_price_below,3,70,25,4.0,1568,0.5599,0.0101,1.0314,16.05,15.85
1d,ema200_price_below,3,75,5,2.0,2843,0.5065,-0.0309,0.9104,108.95,-87.82
1d,ema200_price_below,3,75,5,3.0,2718,0.5221,-0.0291,0.8805,91.01,-79.18
1d,ema200_price_below,3,75,5,4.0,2666,0.5281,-0.025,0.8665,72.93,-66.53
1d,ema200_price_below,3,75,10,2.0,2382,0.4836,0.0013,1.0032,56.28,3.15
1d,ema200_price_below,3,75,10,3.0,2211,0.5319,-0.0012,0.9959,36.6,-2.74
1d,ema200_price_below,3,75,10,4.0,2136,0.5459,-0.005,0.9783,29.99,-10.78
1d,ema200_price_below,3,75,15,2.0,2106,0.4497,-0.0226,0.9547,80.52,-47.63
1d,ema200_price_below,3,75,15,3.0,1895,0.5266,-0.007,0.9804,37.22,-13.32
1d,ema200_price_below,3,75,15,4.0,1800,0.5483,-0.0146,0.9486,44.54,-26.21
1d,ema200_price_below,3,75,20,2.0,1946,0.4445,0.0179,1.0339,46.67,34.78
1d,ema200_price_below,3,75,20,3.0,1737,0.5463,0.0343,1.088,20.06,59.54
1d,ema200_price_below,3,75,20,4.0,1631,0.5806,0.0138,1.044,17.26,22.55
1d,ema200_price_below,3,75,25,2.0,1750,0.4109,-0.0195,0.9652,87.12,-34.06
1d,ema200_price_below,3,75,25,3.0,1537,0.5049,-0.0033,0.9921,34.41,-5.12
1d,ema200_price_below,3,75,25,4.0,1427,0.5536,-0.0067,0.98,31.46,-9.54
1d,ema200_price_below,3,80,5,2.0,2184,0.5009,-0.0373,0.8961,104.89,-81.5
1d,ema200_price_below,3,80,5,3.0,2088,0.5192,-0.0373,0.8561,90.41,-77.78
1d,ema200_price_below,3,80,5,4.0,2039,0.5243,-0.0327,0.8358,76.04,-66.69
1d,ema200_price_below,3,80,10,2.0,1928,0.4735,0.0051,1.0118,43.6,9.86
1d,ema200_price_below,3,80,10,3.0,1793,0.5153,-0.0128,0.9604,49.36,-22.92
1d,ema200_price_below,3,80,10,4.0,1722,0.5348,-0.008,0.9673,36.64,-13.84
1d,ema200_price_below,3,80,15,2.0,1761,0.4571,0.0215,1.043,37.5,37.81
1d,ema200_price_below,3,80,15,3.0,1597,0.5291,0.0067,1.0179,34.36,10.69
1d,ema200_price_below,3,80,15,4.0,1513,0.5578,-0.0019,0.9937,33.69,-2.82
1d,ema200_price_below,3,80,20,2.0,1658,0.4481,0.0473,1.0898,33.85,78.38
1d,ema200_price_below,3,80,20,3.0,1485,0.536,0.0296,1.0732,22.87,43.96
1d,ema200_price_below,3,80,20,4.0,1395,0.5778,0.0101,1.0308,25.01,14.15
1d,ema200_price_below,3,80,25,2.0,1499,0.4016,-0.0059,0.9897,70.42,-8.85
1d,ema200_price_below,3,80,25,3.0,1328,0.4834,-0.0213,0.9522,64.74,-28.33
1d,ema200_price_below,3,80,25,4.0,1243,0.535,-0.0221,0.938,53.17,-27.5
1d,ema200_price_below,3,85,5,2.0,1498,0.4927,-0.053,0.8603,94.08,-79.43
1d,ema200_price_below,3,85,5,3.0,1427,0.513,-0.0492,0.8192,76.34,-70.19
1d,ema200_price_below,3,85,5,4.0,1406,0.5199,-0.0435,0.7952,64.13,-61.14
1d,ema200_price_below,3,85,10,2.0,1382,0.4501,-0.0454,0.9038,86.04,-62.78
1d,ema200_price_below,3,85,10,3.0,1293,0.505,-0.0371,0.8931,58.97,-47.94
1d,ema200_price_below,3,85,10,4.0,1256,0.5263,-0.0278,0.8965,45.62,-34.92
1d,ema200_price_below,3,85,15,2.0,1316,0.4468,0.0141,1.0272,53.99,18.6
1d,ema200_price_below,3,85,15,3.0,1213,0.5251,0.0117,1.0299,36.13,14.22
1d,ema200_price_below,3,85,15,4.0,1166,0.5609,0.0103,1.0335,28.99,11.96
1d,ema200_price_below,3,85,20,2.0,1248,0.4119,-0.0015,0.9973,68.03,-1.93
1d,ema200_price_below,3,85,20,3.0,1143,0.5136,0.0071,1.0164,33.0,8.1
1d,ema200_price_below,3,85,20,4.0,1091,0.5646,-0.0005,0.9985,38.83,-0.56
1d,ema200_price_below,3,85,25,2.0,1164,0.3746,-0.0708,0.8825,115.64,-82.38
1d,ema200_price_below,3,85,25,3.0,1044,0.4732,-0.0508,0.8926,70.93,-53.01
1d,ema200_price_below,3,85,25,4.0,990,0.5313,-0.0367,0.9034,56.3,-36.37
1d,ema200_price_below,3,90,5,2.0,903,0.4795,-0.0622,0.8409,59.23,-56.18
1d,ema200_price_below,3,90,5,3.0,866,0.4965,-0.0629,0.7809,57.15,-54.43
1d,ema200_price_below,3,90,5,4.0,846,0.5047,-0.0534,0.7592,46.46,-45.16
1d,ema200_price_below,3,90,10,2.0,866,0.448,-0.0375,0.9231,55.83,-32.51
1d,ema200_price_below,3,90,10,3.0,824,0.5049,-0.0474,0.8742,49.95,-39.02
1d,ema200_price_below,3,90,10,4.0,796,0.5402,-0.024,0.9153,31.83,-19.1
1d,ema200_price_below,3,90,15,2.0,837,0.4385,0.0394,1.0736,20.02,32.99
1d,ema200_price_below,3,90,15,3.0,790,0.5038,-0.0064,0.9849,28.41,-5.1
1d,ema200_price_below,3,90,15,4.0,758,0.5475,0.0055,1.0169,23.86,4.15
1d,ema200_price_below,3,90,20,2.0,812,0.4039,0.0103,1.0177,25.17,8.35
1d,ema200_price_below,3,90,20,3.0,757,0.4795,-0.048,0.9001,50.21,-36.35
1d,ema200_price_below,3,90,20,4.0,722,0.5457,-0.03,0.9209,35.99,-21.68
1d,ema200_price_below,3,90,25,2.0,764,0.3652,-0.0691,0.8885,64.18,-52.79
1d,ema200_price_below,3,90,25,3.0,705,0.4454,-0.1143,0.7799,89.76,-80.6
1d,ema200_price_below,3,90,25,4.0,670,0.5194,-0.0639,0.8422,56.79,-42.83
1d,ema200_price_below,5,70,5,2.0,1976,0.499,-0.0374,0.8993,94.3,-73.91
1d,ema200_price_below,5,70,5,3.0,1867,0.5196,-0.0313,0.881,74.77,-58.42
1d,ema200_price_below,5,70,5,4.0,1818,0.5231,-0.0311,0.849,66.99,-56.63
1d,ema200_price_below,5,70,10,2.0,1732,0.4486,-0.0458,0.9025,103.56,-79.24
1d,ema200_price_below,5,70,10,3.0,1574,0.5051,-0.0305,0.9102,63.76,-48.03
1d,ema200_price_below,5,70,10,4.0,1497,0.5224,-0.0333,0.876,61.81,-49.84
1d,ema200_price_below,5,70,15,2.0,1621,0.4417,-0.0097,0.9816,55.23,-15.69
1d,ema200_price_below,5,70,15,3.0,1429,0.5248,-0.0027,0.9932,36.39,-3.81
1d,ema200_price_below,5,70,15,4.0,1342,0.5455,-0.019,0.9399,52.3,-25.56
1d,ema200_price_below,5,70,20,2.0,1533,0.4018,-0.0291,0.9489,89.64,-44.56
1d,ema200_price_below,5,70,20,3.0,1348,0.5141,-0.0008,0.9982,34.0,-1.02
1d,ema200_price_below,5,70,20,4.0,1254,0.5558,-0.0176,0.9498,49.94,-22.08
1d,ema200_price_below,5,70,25,2.0,1397,0.3686,-0.0874,0.8566,155.18,-122.09
1d,ema200_price_below,5,70,25,3.0,1214,0.4671,-0.063,0.8683,97.83,-76.46
1d,ema200_price_below,5,70,25,4.0,1119,0.5067,-0.0721,0.8183,97.1,-80.62
1d,ema200_price_below,5,75,5,2.0,1370,0.4905,-0.0468,0.8774,78.21,-64.08
1d,ema200_price_below,5,75,5,3.0,1287,0.5105,-0.0468,0.8309,67.37,-60.23
1d,ema200_price_below,5,75,5,4.0,1259,0.5147,-0.0474,0.7844,64.78,-59.64
1d,ema200_price_below,5,75,10,2.0,1250,0.4568,-0.037,0.9221,66.78,-46.25
1d,ema200_price_below,5,75,10,3.0,1153,0.51,-0.0411,0.8859,60.09,-47.38
1d,ema200_price_below,5,75,10,4.0,1094,0.5274,-0.0331,0.8819,46.74,-36.19
1d,ema200_price_below,5,75,15,2.0,1198,0.4432,0.0201,1.0381,27.93,24.09
1d,ema200_price_below,5,75,15,3.0,1082,0.5176,0.0053,1.013,32.64,5.73
1d,ema200_price_below,5,75,15,4.0,1014,0.5533,0.0058,1.0183,26.53,5.88
1d,ema200_price_below,5,75,20,2.0,1144,0.3969,-0.0153,0.9736,54.3,-17.45
1d,ema200_price_below,5,75,20,3.0,1028,0.4825,-0.0297,0.9357,53.47,-30.49
1d,ema200_price_below,5,75,20,4.0,950,0.5305,-0.0322,0.9141,51.11,-30.61
1d,ema200_price_below,5,75,25,2.0,1064,0.3449,-0.1153,0.8168,143.52,-122.64
1d,ema200_price_below,5,75,25,3.0,942,0.4469,-0.0883,0.8239,94.97,-83.15
1d,ema200_price_below,5,75,25,4.0,858,0.4953,-0.0841,0.7969,85.75,-72.19
