candidate,total_return,cagr,max_dd,sharpe,sortino,ret_2022
baseline (S1+S6+S7+S8),3.0838037942084364,0.3250421880162764,-0.04126974065515676,2.1516214788744388,9.183407219713526,0.23287251139933374
baseline + 11,3.015026344878189,0.3205480559580065,-0.03736929958771235,2.5822496461415563,11.394283757098501,0.14145723632797647
baseline + 11u,5.3423795120652136,0.44701293249393537,-0.036241415476920266,2.6998022460420166,21.37376691817033,0.06418537842294647
baseline + 12,2.9839013311939726,0.3184939840400858,-0.038389480008523706,2.6242173434884712,11.609100005394632,0.13124441092688244
baseline + 13u,3.8405942183862054,0.3708769985503291,-0.030947671542484602,2.2326586111096742,15.924194138698427,0.11925013757279879
